"Date","Adams","Alexander","Bond","Boone","Brown","Bureau","Calhoun","Carroll","Cass","Champaign","Christian","Clark","Clay","Clinton","Coles","Cook","Crawford","Cumberland","De Witt","DeKalb","Douglas","DuPage","Edgar","Edwards","Effingham","Fayette","Ford","Franklin","Fulton","Gallatin","Greene","Grundy","Hamilton","Hancock","Hardin","Henderson","Henry","Iroquois","Jackson","Jasper","Jefferson","Jersey","Jo Daviess","Johnson","Kane","Kankakee","Kendall","Knox","Lake","LaSalle","Lawrence","Lee","Livingston","Logan","Macon","Macoupin","Madison","Marion","Marshall","Mason","Massac","McDonough","McHenry","McLean","Menard","Mercer","Monroe","Montgomery","Morgan","Moultrie","Ogle","Peoria","Perry","Piatt","Pike","Pope","Pulaski","Putnam","Randolph","Richland","Rock Island","Saline","Sangamon","Schuyler","Scott","Shelby","St. Clair","Stark","Stephenson","Tazewell","Union","Vermilion","Wabash","Warren","Washington","Wayne","White","Whiteside","Will","Williamson","Winnebago","Woodford"
2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-03-16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,62,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2020-03-17,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,107,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1
2020-03-18,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,178,0,1,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1
2020-03-19,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,278,0,1,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,1,0,37,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,9,1,1,2
2020-03-20,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,278,0,1,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,1,0,37,1,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,9,1,1,2
2020-03-21,1,0,0,0,0,0,0,0,0,3,1,0,0,3,0,548,0,1,0,1,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2,2,0,63,1,0,0,0,0,0,0,2,0,0,0,0,0,11,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,12,1,4,2
2020-03-22,1,0,0,0,0,0,0,0,0,2,1,0,0,3,0,805,0,1,0,1,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,2,4,0,69,1,0,0,1,0,0,0,2,0,0,0,0,0,12,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,4,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,21,1,4,2
2020-03-23,1,0,0,0,0,0,0,0,0,3,1,0,0,3,0,922,0,1,0,1,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,3,4,0,96,2,0,0,1,0,0,0,2,0,0,0,0,0,12,7,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,4,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,24,1,5,2
2020-03-24,1,0,0,0,0,0,0,0,0,4,1,0,0,3,0,1194,0,1,0,1,0,103,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,24,4,4,0,111,3,0,0,1,0,0,0,2,0,0,0,0,0,14,7,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,5,0,0,0,7,0,1,0,0,0,0,0,1,0,0,1,28,0,5,3
2020-03-25,1,0,0,0,0,0,0,0,0,4,1,0,0,4,0,1418,0,1,0,1,1,131,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,38,6,6,0,139,3,0,0,1,1,0,0,3,0,1,0,0,0,19,7,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,5,0,0,0,7,0,1,0,0,0,0,0,1,0,0,1,40,0,7,3
2020-03-26,1,0,0,0,0,0,0,0,0,10,1,0,0,4,0,1418,0,1,0,1,1,131,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,38,6,6,0,139,3,0,0,1,1,0,0,3,0,1,0,0,0,19,8,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,5,0,0,0,7,0,1,0,0,0,0,0,1,0,0,1,40,0,7,3
2020-03-27,1,0,0,0,0,1,0,0,0,10,1,0,0,5,0,2239,0,1,0,4,1,199,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,1,0,0,0,1,0,75,17,8,0,230,0,0,0,2,0,0,0,8,0,1,0,0,0,45,10,0,0,3,0,1,0,0,6,0,0,0,0,0,0,0,0,4,0,7,0,0,0,15,0,2,2,0,0,0,0,1,0,0,2,104,1,8,3
2020-03-28,1,0,0,0,0,1,0,1,0,11,1,0,0,5,0,2613,0,1,0,4,1,202,0,0,0,1,0,1,0,0,0,2,0,0,0,0,2,1,2,0,0,0,1,0,90,27,11,0,241,3,0,0,2,0,1,0,10,0,1,0,0,0,47,10,0,0,3,0,1,0,0,7,0,0,0,0,0,0,0,0,4,0,8,0,0,0,18,0,2,3,0,0,0,0,1,0,0,2,127,1,9,3
2020-03-29,2,0,1,0,0,1,0,1,0,21,6,0,0,6,0,3445,0,1,0,8,1,274,0,0,0,1,0,2,0,0,0,3,0,0,0,0,2,2,3,0,0,0,1,0,100,33,15,1,300,4,0,0,2,0,2,0,12,0,1,0,0,0,52,14,1,0,3,1,3,0,0,8,0,0,0,0,0,0,0,0,5,0,9,0,0,0,31,0,3,4,0,0,0,0,1,0,0,3,182,1,12,4
2020-03-30,2,0,1,0,0,1,0,1,0,23,12,1,0,6,0,3727,1,1,0,4,1,320,0,0,0,1,0,1,0,0,0,3,0,0,0,0,2,1,3,0,0,0,1,0,113,33,18,1,343,5,0,0,2,0,2,0,13,2,1,0,0,0,52,17,1,0,3,1,4,0,0,8,0,0,0,0,0,0,2,0,8,1,12,0,0,0,36,0,3,4,0,0,0,0,1,0,0,4,223,1,13,3
2020-03-31,2,0,2,0,0,1,0,2,0,26,13,1,0,7,0,4496,1,1,0,9,3,356,0,0,0,1,1,1,0,0,0,4,0,0,0,0,2,2,4,0,0,0,1,0,128,42,19,1,389,5,0,0,3,0,2,0,16,2,1,0,0,0,63,19,1,0,3,2,4,0,0,8,0,0,0,0,0,0,3,0,11,1,14,0,0,0,43,0,3,4,0,0,0,0,1,0,0,5,228,1,15,3
2020-04-01,2,0,2,0,0,2,0,3,0,33,14,1,0,8,0,5152,1,1,0,14,8,392,0,0,0,2,1,1,0,0,0,4,0,0,0,0,3,2,4,0,0,0,3,0,142,51,27,1,477,6,0,0,5,0,2,0,25,2,1,0,0,0,69,18,0,0,3,2,5,0,1,10,0,0,0,0,0,0,7,0,17,1,17,0,0,0,53,0,3,4,0,0,0,0,1,0,0,5,322,1,18,3
2020-04-02,2,0,3,0,0,2,0,4,0,43,15,2,0,8,0,5575,1,1,0,16,8,448,0,0,0,2,1,1,0,0,0,5,0,0,0,0,4,2,6,0,0,0,3,0,154,55,36,1,540,6,0,0,5,1,2,1,29,2,1,0,1,0,81,32,1,1,4,2,5,1,1,11,0,1,0,0,0,0,8,0,21,1,18,0,0,0,55,0,3,5,0,2,0,0,1,0,0,6,384,1,24,3
2020-04-03,2,0,3,0,0,2,0,4,0,51,17,2,0,8,0,6111,1,1,1,16,9,500,0,0,1,2,1,1,0,0,0,7,0,0,0,0,7,4,8,0,0,1,4,0,176,58,37,1,608,6,0,0,6,1,2,1,31,3,1,0,1,0,102,35,1,1,8,2,5,1,1,11,0,1,0,0,0,0,12,0,24,1,20,0,0,0,57,0,3,7,0,2,0,0,1,0,0,9,455,2,28,4
2020-04-04,3,0,3,0,0,3,0,4,0,55,17,2,0,10,0,7439,2,1,1,19,9,590,0,0,1,2,1,1,0,0,0,9,0,0,0,0,7,4,10,2,0,1,4,0,207,68,47,1,683,7,0,2,6,1,5,4,47,3,1,1,1,0,122,40,1,1,9,2,6,1,4,11,0,1,1,0,0,0,20,0,29,1,25,0,0,0,80,0,3,10,0,5,0,0,1,0,0,15,582,3,36,6
2020-04-05,3,0,3,3,0,3,1,4,0,55,20,2,0,10,0,8034,3,1,2,22,9,656,0,0,1,2,1,1,0,1,0,9,0,0,0,0,8,5,12,3,2,2,5,0,220,76,49,1,742,8,0,2,7,1,6,5,48,3,1,1,2,0,133,46,1,2,10,3,6,1,5,14,0,1,1,0,0,0,24,0,40,1,29,0,0,0,86,0,3,13,0,5,0,0,1,0,0,18,648,3,42,6
2020-04-06,8,0,3,4,0,3,1,4,0,62,22,2,0,11,0,8728,5,1,3,22,10,715,0,0,1,3,1,2,0,1,0,9,0,0,0,0,10,6,14,4,1,3,6,0,234,85,55,1,815,11,0,2,9,1,9,7,52,3,1,1,2,0,144,46,2,2,11,3,7,1,7,12,0,3,1,0,0,0,27,0,47,1,31,0,0,0,92,0,5,14,0,5,1,0,2,0,0,18,697,3,49,6
2020-04-07,9,0,3,6,0,4,1,5,0,65,23,4,0,11,1,9509,4,1,2,26,10,795,0,0,1,3,5,2,0,1,0,10,0,0,0,0,13,7,20,3,3,4,6,0,255,107,61,1,923,12,2,3,10,2,12,8,63,3,1,3,2,0,156,57,2,2,12,3,8,2,10,13,0,4,1,0,0,0,29,1,54,2,32,0,0,2,109,0,6,15,0,5,1,0,2,0,0,21,840,8,59,7
2020-04-08,1,0,3,7,0,4,1,5,0,69,23,3,0,13,2,10520,4,1,2,32,10,875,0,0,2,4,3,2,0,1,0,12,0,1,0,0,16,7,22,3,3,5,8,0,296,145,79,1,1041,17,2,6,10,3,13,10,82,4,1,3,2,0,180,65,2,2,20,4,8,2,12,16,0,4,1,0,0,0,31,1,67,2,33,0,0,3,127,1,6,17,0,5,1,0,2,0,0,21,914,9,63,7
2020-04-09,22,0,4,7,0,4,1,5,0,72,23,3,0,31,2,11415,4,2,1,32,11,943,0,0,3,7,3,2,0,1,0,13,0,1,0,0,18,7,26,3,2,5,9,0,318,156,86,1,1124,17,2,9,14,2,15,12,89,10,1,3,2,0,198,69,2,2,35,6,10,2,14,15,0,5,1,0,4,0,34,1,73,3,39,1,0,3,144,1,7,17,0,5,2,0,2,0,0,23,1010,10,66,7
2020-04-10,24,0,4,7,0,4,1,5,0,79,23,3,0,32,2,12472,4,2,1,32,11,1008,0,0,3,7,4,3,2,1,2,15,0,1,0,0,21,7,27,3,5,6,10,0,339,167,92,1,1230,19,2,12,14,2,14,14,101,12,1,3,2,0,206,75,2,2,42,8,10,2,16,20,0,6,1,0,4,0,35,1,80,3,42,1,0,3,159,1,8,17,0,7,2,0,2,0,0,24,1077,10,77,7
2020-04-11,25,0,4,7,0,5,1,5,0,85,24,3,0,37,5,13417,4,2,1,33,11,1048,0,0,3,9,4,3,1,1,1,17,0,1,0,0,22,8,30,3,6,6,10,0,376,185,103,2,1331,18,2,12,15,3,23,14,103,13,1,3,2,1,220,75,2,2,43,8,10,3,16,23,1,6,1,0,4,0,37,1,84,3,43,1,0,3,173,1,8,18,0,7,2,1,2,0,0,25,1126,10,80,7
2020-04-12,25,0,4,7,0,5,1,5,0,86,24,3,0,37,6,14585,4,2,1,34,11,1162,0,0,3,11,4,4,1,1,1,21,0,1,0,0,22,9,31,3,7,6,11,0,403,204,105,2,1445,20,2,13,16,3,35,16,110,13,1,3,2,1,235,77,2,2,46,8,10,2,18,27,1,6,1,0,5,0,40,1,91,3,43,1,0,4,189,1,8,19,0,8,2,2,2,0,0,26,1228,10,94,7
2020-04-13,26,0,4,13,0,6,1,5,0,87,24,4,0,39,6,15474,4,2,1,34,11,1223,0,0,3,11,4,4,1,1,1,21,0,1,0,0,23,9,36,3,8,6,11,1,421,210,114,2,1516,21,2,14,17,4,42,16,115,13,1,3,2,2,245,79,2,2,46,9,10,2,26,31,1,6,1,0,5,0,41,1,105,3,44,1,0,4,202,1,8,19,0,8,2,2,2,0,0,28,1283,10,99,9
2020-04-14,27,0,4,13,0,6,1,5,0,88,24,4,1,38,8,16323,4,2,1,35,11,1312,0,0,3,12,4,4,1,2,1,24,0,1,0,0,23,9,36,3,8,6,11,1,448,220,114,2,1621,23,2,13,17,4,45,16,128,14,2,3,3,2,257,81,2,3,47,9,11,2,26,31,1,6,1,0,5,0,41,1,113,3,50,1,0,4,220,1,9,21,0,8,2,2,2,0,0,30,1350,10,101,10
2020-04-15,27,0,4,16,0,7,1,5,0,90,24,4,1,39,9,17306,4,2,1,37,11,1386,0,0,3,12,4,4,1,2,1,24,0,3,0,0,25,11,39,3,9,8,11,2,463,226,116,2,1711,24,2,15,17,4,44,17,135,17,2,3,4,2,264,82,2,3,49,9,10,2,28,33,1,6,1,0,5,0,46,1,138,3,50,1,0,4,225,1,9,21,3,8,1,2,3,0,0,29,1433,12,112,11
2020-04-16,29,0,4,18,0,7,1,5,0,90,24,4,1,39,9,18087,4,2,1,39,12,1463,0,0,4,12,4,4,1,2,1,24,0,3,0,0,25,11,39,3,10,8,11,2,490,252,119,2,1767,25,2,15,17,5,47,18,151,17,2,4,4,3,279,82,2,4,50,9,11,2,29,34,1,7,1,0,6,0,46,1,154,3,54,1,0,4,239,1,9,21,3,8,1,2,4,0,0,30,1494,12,121,11
2020-04-17,30,1,4,21,0,7,1,5,0,92,24,4,1,42,9,19391,4,2,1,46,12,1560,0,0,4,12,4,5,1,2,1,24,0,3,0,1,28,12,40,4,11,8,11,2,538,260,123,3,1914,27,2,17,18,5,47,18,157,17,2,4,4,3,306,83,2,4,52,11,12,2,40,34,1,7,1,0,5,0,48,2,167,3,58,1,0,4,254,1,10,21,4,8,1,2,5,0,0,31,1566,13,145,11
2020-04-18,31,1,4,29,0,8,1,6,0,93,25,4,1,44,14,20395,5,2,1,54,12,1642,0,0,4,13,5,5,1,2,1,26,1,3,0,2,30,12,42,7,12,8,12,2,582,272,135,5,2073,27,2,17,17,4,55,21,169,19,3,4,3,3,340,83,3,5,52,13,12,2,48,37,1,7,1,0,9,0,54,2,187,3,61,1,0,4,265,1,12,41,5,9,1,4,6,1,0,36,1603,13,172,11
2020-04-19,34,2,4,30,0,8,1,6,0,95,25,4,1,45,16,21272,4,2,1,55,12,1695,0,0,4,15,5,5,1,2,1,26,1,3,0,2,30,13,42,20,31,8,12,2,605,275,135,9,2162,28,2,17,17,4,54,21,180,20,4,4,3,3,340,85,3,5,53,14,12,2,48,39,1,7,1,0,9,0,57,2,188,3,62,1,0,4,271,1,12,26,5,9,1,13,7,1,0,36,1643,14,178,11
2020-04-20,34,2,4,33,0,8,1,6,0,95,27,4,1,45,16,22101,4,2,1,55,12,1761,0,0,4,15,6,5,1,2,1,26,1,3,0,2,30,13,44,20,32,8,12,2,638,278,138,10,2216,30,2,17,17,4,55,21,184,20,4,5,3,3,351,86,3,5,54,16,13,2,58,43,1,7,1,0,9,0,58,2,211,3,64,1,0,4,276,1,12,26,5,9,1,15,7,1,0,41,1692,15,195,11
2020-04-21,29,2,4,35,0,8,1,7,6,97,26,4,1,46,17,23181,7,2,1,56,12,1864,0,0,5,15,6,6,1,2,1,26,2,4,0,2,31,14,48,36,34,10,12,2,684,278,146,11,2287,33,2,17,18,4,60,22,190,25,4,5,3,3,368,86,3,5,55,17,13,2,59,44,1,7,1,0,10,0,61,2,217,3,68,1,0,4,289,1,13,30,5,10,1,15,7,1,1,42,1736,16,207,11
2020-04-22,29,2,4,41,0,8,1,7,7,97,26,4,2,49,18,24546,8,2,1,56,12,1947,0,0,5,15,6,8,1,2,2,26,2,4,1,2,32,14,50,36,75,10,11,3,764,285,157,16,2379,38,2,18,18,4,93,24,226,24,4,6,3,4,399,86,4,5,58,21,14,2,71,46,2,7,1,0,12,0,63,2,242,3,69,1,0,4,316,1,13,25,5,10,1,19,7,1,1,45,1820,17,238,11
2020-04-23,29,2,4,54,0,8,1,7,8,99,26,4,2,51,18,25811,10,2,1,56,12,2047,0,0,5,15,8,8,1,2,2,26,2,4,1,3,33,14,53,40,77,11,11,3,863,289,171,21,2540,39,2,18,18,4,96,24,235,25,4,6,3,4,419,87,4,6,60,21,14,2,71,54,3,7,1,0,13,0,68,2,247,3,76,1,0,5,330,1,13,30,6,10,1,31,7,1,1,49,1885,19,252,11
2020-04-24,32,2,4,60,0,9,1,7,17,102,27,4,2,73,22,27616,10,2,1,68,12,2219,0,0,5,16,7,8,3,2,2,28,2,4,1,4,36,15,56,41,80,12,11,3,962,297,191,24,2717,42,2,18,18,4,99,25,268,26,4,6,3,5,459,87,4,7,62,23,15,4,75,56,3,7,1,0,15,0,79,3,270,3,81,1,0,10,350,1,13,34,7,11,1,37,7,2,1,53,2009,22,279,11
2020-04-25,32,2,5,71,0,9,1,9,21,102,28,4,2,82,22,29058,10,3,1,71,12,2311,0,0,5,16,8,8,2,2,2,28,2,4,1,4,36,16,56,42,80,12,11,3,1049,299,203,31,2879,43,3,19,20,4,100,28,280,26,4,6,3,5,502,88,4,7,63,23,15,4,85,60,7,7,1,0,15,0,79,3,293,3,95,1,0,9,363,1,16,36,7,11,1,44,7,2,1,59,2060,22,302,11
2020-04-26,32,3,5,76,0,10,1,9,27,105,28,4,2,84,22,30574,10,3,1,71,13,2443,0,0,5,16,8,8,3,2,2,30,2,4,1,4,36,18,67,42,83,12,11,4,1109,304,208,36,2990,44,3,19,20,4,102,28,305,26,4,6,4,6,513,88,4,7,64,23,16,4,87,65,8,7,1,0,15,0,104,3,304,3,104,1,0,10,391,1,16,36,8,11,1,49,8,2,1,62,2126,25,318,11
