"Date","Adams","Barnes","Benson","Billings","Bottineau","Bowman","Burke","Burleigh","Cass","Cavalier","Dickey","Divide","Dunn","Eddy","Emmons","Foster","Golden Valley","Grand Forks","Grant","Griggs","Hettinger","Kidder","LaMoure","Logan","McHenry","McIntosh","McKenzie","McLean","Mercer","Morton","Mountrail","Nelson","Oliver","Pembina","Pierce","Ramsey","Ransom","Renville","Richland","Rolette","Sargent","Sheridan","Sioux","Slope","Stark","Steele","Stutsman","Towner","Traill","Walsh","Ward","Wells","Williams"
2020-06-27,0,19,3,1,5,1,5,234,2193,2,4,1,13,5,4,2,0,379,2,2,1,2,13,0,3,1,27,11,6,78,44,1,1,9,4,10,17,5,41,10,6,1,21,3,71,1,63,0,16,21,59,8,29
2020-06-28,0,19,3,1,5,1,5,241,2208,2,4,1,13,5,4,2,0,384,3,2,1,2,13,0,3,2,27,11,6,78,45,1,1,9,4,10,17,5,41,10,6,1,21,3,73,1,63,0,17,22,59,8,32
2020-06-29,0,19,3,1,5,1,5,249,2233,2,4,1,13,5,4,2,0,385,3,2,1,2,13,0,3,2,27,11,6,81,47,1,2,9,4,10,17,5,41,10,6,1,24,3,73,1,63,0,17,22,60,8,32
2020-06-30,0,19,4,1,5,1,5,258,2245,2,4,1,13,5,4,2,0,385,3,2,1,2,13,0,3,2,27,11,6,91,50,1,2,9,5,10,17,5,41,10,6,1,24,3,73,1,63,0,17,23,60,8,32
2020-07-01,0,19,4,1,5,1,5,267,2260,2,4,1,14,5,4,2,0,387,3,2,1,2,13,0,3,2,27,11,7,91,50,1,2,9,5,10,17,5,41,10,6,1,24,3,75,2,63,0,19,24,60,8,37
2020-07-02,0,19,4,1,5,1,5,281,2277,3,4,1,14,5,4,2,0,390,3,2,1,2,13,0,4,2,27,11,7,93,50,1,2,9,5,10,17,5,41,10,6,1,23,3,77,2,63,0,20,25,60,9,37
2020-07-03,0,20,4,1,5,1,6,302,2295,3,4,1,14,5,4,2,0,397,3,2,1,2,13,0,4,2,27,11,7,100,51,1,2,9,5,11,17,5,42,11,6,1,25,3,77,2,63,0,21,26,61,9,38
2020-07-04,0,20,4,1,5,1,6,314,2323,3,4,1,14,5,4,2,0,402,3,2,1,2,13,0,5,2,27,11,7,101,54,1,2,10,5,11,18,5,43,11,6,1,25,3,77,2,63,0,21,26,64,9,39
2020-07-05,0,21,4,1,5,1,6,322,2334,4,4,1,15,5,4,2,0,403,3,2,1,2,13,0,5,2,27,11,7,103,54,1,2,10,5,12,18,5,43,11,6,1,25,3,80,2,64,0,21,28,65,9,43
2020-07-06,0,22,4,1,5,1,6,328,2351,5,4,1,15,5,4,2,0,406,3,2,1,2,13,0,5,2,27,11,7,103,54,1,2,10,5,12,19,5,43,11,6,1,25,3,80,3,65,0,22,29,65,9,43
2020-07-07,0,23,5,1,5,1,6,343,2358,6,4,1,15,5,4,2,0,408,3,2,1,2,13,0,5,2,28,11,7,109,54,1,2,11,5,12,19,5,43,11,7,1,26,3,82,3,65,1,22,30,66,9,50
2020-07-08,0,23,9,1,5,1,6,363,2373,6,4,1,15,5,4,4,0,411,3,2,1,2,13,1,6,3,29,11,7,116,54,2,2,13,6,18,19,5,43,11,7,2,29,3,83,3,65,1,22,31,65,9,53
2020-07-09,0,23,11,1,5,1,6,385,2402,10,5,1,18,5,4,4,0,412,3,2,1,2,13,1,6,4,31,11,7,121,55,2,2,14,6,18,21,5,44,11,7,2,32,3,85,3,66,1,23,41,67,9,59
2020-07-10,0,23,11,1,5,1,6,409,2421,13,5,1,19,5,4,3,0,422,3,2,1,2,13,1,6,5,31,11,8,123,59,2,2,14,7,19,21,5,45,11,7,2,33,3,89,4,66,2,25,44,69,9,62
2020-07-11,0,24,14,1,5,1,7,425,2442,14,5,1,23,5,4,3,0,431,3,2,1,2,13,0,9,6,33,11,9,126,61,2,2,14,8,19,21,5,47,12,7,2,36,3,92,4,66,3,27,46,71,10,65
2020-07-12,0,24,16,1,5,1,7,444,2464,15,5,1,23,5,4,3,0,447,3,2,1,3,13,1,9,7,33,11,9,131,64,2,2,14,8,20,21,7,47,12,8,2,37,3,98,4,66,3,28,48,73,10,69
2020-07-13,0,24,16,1,6,1,7,466,2492,17,6,1,25,5,4,3,0,458,4,2,1,3,14,1,9,8,38,11,9,135,66,2,2,14,8,22,21,7,47,12,8,2,37,3,99,4,68,3,28,59,76,10,77
2020-07-14,0,25,16,1,7,1,7,469,2503,18,6,1,26,5,5,3,1,461,4,2,1,3,14,1,9,8,39,12,9,139,69,2,2,15,8,22,21,7,47,12,8,2,38,3,99,4,69,3,28,60,76,10,92
2020-07-15,0,25,16,1,7,1,7,478,2522,18,6,1,26,5,5,3,1,462,4,2,2,4,14,1,9,8,43,12,9,140,84,2,2,15,8,23,21,7,47,12,8,2,39,3,103,4,69,3,28,65,78,11,99
2020-07-16,0,25,18,1,7,1,7,500,2547,21,6,1,26,5,7,3,1,470,4,2,2,4,14,1,10,8,45,12,9,144,89,2,2,15,8,24,21,7,48,12,8,3,41,3,108,4,71,3,28,66,83,11,110
2020-07-17,0,26,21,1,7,1,7,525,2584,23,6,1,27,5,7,3,2,481,4,2,2,4,14,1,10,8,46,12,12,148,90,2,2,17,8,24,22,7,49,12,9,3,44,3,111,4,72,3,29,66,96,11,118
2020-07-18,0,26,23,1,7,1,7,548,2613,24,8,1,27,5,7,3,2,483,4,3,6,4,14,1,11,8,51,13,12,156,89,3,3,18,8,25,23,8,49,13,8,4,45,3,121,5,74,3,29,70,100,11,126
2020-07-19,0,26,23,1,7,1,8,564,2639,25,8,1,27,5,8,3,2,509,4,3,6,4,14,1,11,9,52,14,12,168,90,3,3,20,8,25,23,8,51,13,8,4,46,3,120,6,74,4,30,77,102,11,135
2020-07-20,0,26,23,1,7,1,8,580,2663,25,8,1,27,5,9,3,2,533,4,3,6,4,14,1,11,10,52,14,12,172,91,3,3,20,8,25,23,8,52,13,8,4,46,3,121,6,75,4,31,79,110,11,157
