"","Anderson","Bedford","Benton","Bledsoe","Blount","Bradley","Campbell","Cannon","Carroll","Carter","Cheatham","Chester","Claiborne","Clay","Cocke","Coffee","Crockett","Cumberland","Davidson","Decatur","DeKalb","Dickson","Dyer","Fayette","Fentress","Franklin","Gibson","Giles","Grainger","Greene","Grundy","Hamblen","Hamilton","Hancock","Hardeman","Hardin","Hawkins","Haywood","Henderson","Henry","Hickman","Houston","Humphreys","Jackson","Jefferson","Johnson","Knox","Lake","Lauderdale","Lawrence","Lewis","Lincoln","Loudon","Macon","Madison","Marion","Marshall","Maury","McMinn","McNairy","Meigs","Monroe","Montgomery","Moore","Morgan","Obion","Overton","Perry","Pickett","Polk","Putnam","Rhea","Roane","Robertson","Rutherford","Scott","Sequatchie","Sevier","Shelby","Smith","Stewart","Sullivan","Sumner","Tipton","Trousdale","Unicoi","Union","Van Buren","Warren","Washington","Wayne","Weakley","White","Williamson","Wilson"
"Hardin",228.001,189.768,413.87,183.873,517.777,391.556,350.054,256.024,104.15,528.674,214.282,56.164,579.349,390.493,585.145,271.321,177.586,399.64,425.333,442.531,282.643,169.132,153.816,114.174,425.336,182.518,128.254,127.102,559.87,618.339,285.362,585.296,681.369,143.749,75.415,0,624.517,132.008,56.164,125.51,303.056,38.982,138.733,95.513,296.859,459.976,509.274,214.34,163.436,101.682,94.738,197.543,496.746,132.922,232.736,621.257,676.293,140.923,431.285,54.584,442.531,391.099,485.031,203.021,441.291,200.223,189.08,72.299,411.727,186.721,347.354,401.808,451.669,58.583,161.449,441.455,295.556,552.604,197.276,81.607,174.498,674.044,264.218,187.926,271.477,690.878,561.75,98.946,123.279,675.409,50.924,120.504,370.962,182.518,281.752
"Hawkins",421.604,462.038,246.322,473.733,146.117,250.245,285.64,362.408,613.672,97.911,441.956,619.834,66.552,314.661,87.248,406.045,707.74,228.402,278.63,221.498,322.311,470.545,663.338,685.199,256.521,430.745,637.776,515.001,51.776,47.813,347.787,46.929,87.155,595.186,662.971,623.439,0,649.64,619.834,620.103,329.277,582.228,523.837,619.137,338.542,194.109,117.29,723.862,687.619,607.754,524.125,451.259,171.208,709.63,410.383,122.596,41.415,470.973,211.143,633.656,221.498,298.227,199.509,437.615,188.763,709.745,741.478,545.331,318.855,710.307,280.676,245.094,174.975,644.487,670.971,215.679,345.451,99.861,745.165,585.911,537.281,79.83,389.84,740.324,393.975,96.478,89.88,686.502,694.304,81.009,562.053,544.796,300.622,430.745,821.372
"Haywood",354.768,301.607,520.31,321.4,544.34,497.996,376.617,323.912,48.562,555.237,240.845,74.297,605.912,417.056,611.708,339.209,121.253,426.203,451.896,507.125,357.199,195.695,69.838,42.531,451.899,238.566,52.194,321.631,586.433,644.902,391.801,611.859,707.932,120.007,56.098,131.242,651.08,0,74.297,106.197,329.619,171.523,165.296,47.214,387.214,506.211,535.837,105.677,31.053,49.652,198.832,367.37,523.309,67.916,259.299,647.82,702.856,223.113,537.725,88.062,507.125,417.662,511.594,334.052,467.854,91.56,99.764,174.629,438.29,104.652,373.917,508.248,478.232,86.02,75.192,495.469,401.996,579.167,103.451,80.093,201.061,700.607,290.781,59.039,298.04,717.441,588.313,77.404,51.636,701.972,177.172,246.752,397.525,238.566,179.658
"Henderson",324.615,271.454,490.157,238.929,514.187,467.843,346.464,293.759,45.129,525.084,210.692,0,575.759,386.903,581.555,309.056,126.1,396.05,421.743,476.972,327.046,165.542,89.034,71.605,421.746,208.413,63.472,182.158,556.28,614.749,361.648,581.706,677.779,121.31,41.783,69.808,620.927,75.286,0,107.5,299.466,100.331,135.143,28.35,357.061,476.058,505.684,149.508,113.265,34.519,114.422,252.599,493.156,90.353,229.146,617.667,672.703,166.943,507.572,15.679,476.972,387.509,481.441,258.077,437.701,135.391,167.124,84.701,408.137,121.939,343.764,478.095,448.079,26.51,96.667,465.316,371.843,549.014,170.811,69.63,170.908,670.454,260.628,165.97,267.887,687.288,558.16,65.314,80.71,671.819,105.98,175.56,367.372,208.413,247.018
"Henry",312.608,259.447,478.15,279.24,502.18,455.836,334.457,281.752,70.348,513.077,169.207,105.629,563.752,374.896,569.548,297.049,71.58,384.043,409.736,464.965,315.039,118.602,66.181,152.564,409.739,196.406,54.654,279.471,544.273,602.742,349.641,569.699,665.772,13.76,130.106,123.68,608.92,105.847,105.629,0,287.459,156.936,80.314,85.465,345.054,464.051,493.677,124.132,130.355,93.562,156.672,325.21,481.149,176.995,194.279,605.66,660.696,180.953,495.565,119.451,464.965,375.502,469.434,291.892,425.694,96.17,208.843,120.935,396.13,90.625,331.757,466.088,436.072,130.282,62.519,453.309,359.836,537.007,212.53,59.572,77.889,658.447,225.761,207.689,233.02,675.281,546.153,153.637,161.669,659.812,162.585,232.165,355.365,196.406,249.76
"Hickman",157.138,141.89,277.704,153.585,223.621,243.386,55.898,49.737,293.524,234.518,121.808,299.686,285.193,96.337,290.989,141.579,387.592,105.484,131.177,186.406,29.471,150.397,343.19,365.051,131.18,110.597,317.628,194.853,265.714,324.183,105.33,291.14,387.213,275.038,342.823,303.291,330.361,329.492,299.686,299.955,0,262.08,203.689,298.989,47.231,185.492,215.118,403.714,367.471,287.606,203.977,239.865,202.59,389.482,90.235,327.101,382.137,150.825,242.525,313.508,186.406,96.943,190.875,166.635,147.135,389.597,421.33,225.183,117.571,390.159,53.198,179.473,157.513,324.339,350.823,174.75,204.366,258.448,425.017,265.763,217.133,379.888,69.692,420.176,73.827,396.722,267.594,366.354,374.156,381.253,241.905,224.648,76.806,110.597,501.224
"Houston",198.619,160.386,384.488,154.491,476.589,362.174,308.866,226.642,137.726,487.486,215.041,100.196,538.161,349.305,543.957,241.939,221.466,358.452,384.145,413.149,253.261,169.891,187.392,152.96,384.148,153.136,161.83,97.72,518.682,577.151,255.98,544.108,640.181,144.508,114.201,38.909,583.329,173.694,100.196,157.061,261.868,0,139.492,127.664,267.477,430.594,468.086,247.916,211.673,131.808,65.941,168.161,455.558,171.708,202.561,580.069,635.105,111.541,401.903,93.37,413.149,349.911,443.843,173.639,400.103,233.799,227.866,60.992,370.539,220.297,306.166,372.426,410.481,97.369,195.025,412.073,266.174,511.416,236.062,135.198,175.257,632.856,234.043,226.712,241.302,649.69,520.562,137.732,162.065,634.221,20.174,91.122,329.774,153.136,320.538
"Humphreys",228.808,175.647,394.35,195.44,418.38,372.036,250.657,197.952,128.885,429.277,83.894,135.047,479.952,291.096,485.748,213.249,139.989,300.243,325.936,381.165,231.239,38.866,178.551,200.412,325.939,112.606,152.989,195.671,460.473,518.942,265.841,485.899,581.972,66.537,178.184,138.652,525.12,164.853,135.047,79.09,203.659,139.519,0,134.35,261.254,380.251,409.877,239.075,202.832,122.967,84.72,241.41,397.349,224.843,133.339,521.86,576.896,130.59,411.765,148.869,381.165,291.702,385.634,208.092,341.894,224.958,256.691,60.517,312.33,159.034,247.957,382.288,352.272,159.7,127.801,369.509,276.036,453.207,260.378,101.124,35.961,574.647,164.821,255.537,172.08,591.481,462.353,201.715,209.517,576.012,104.791,225.466,271.565,112.606,336.585
"Jackson",323.403,270.242,488.945,290.035,512.975,466.631,345.252,292.547,16.959,523.872,209.48,27.647,574.547,385.691,580.343,307.844,97.93,394.838,420.531,475.76,325.834,164.33,60.864,82.675,420.534,207.201,35.302,209.738,555.068,613.537,360.436,580.494,676.567,98.882,44.398,95.541,619.715,47.116,27.647,85.072,298.254,134.427,133.931,0,355.849,474.846,504.472,121.338,85.095,5.769,167.467,336.005,491.944,107.106,227.934,616.455,671.491,191.748,506.36,41.412,475.76,386.297,480.229,302.687,436.489,107.221,138.954,143.264,406.925,93.769,342.552,476.883,446.867,52.243,68.497,464.104,370.631,547.802,142.641,48.728,169.696,669.242,259.416,137.8,266.675,686.076,556.948,67.929,91.78,670.607,133.56,203.14,366.16,207.201,218.848
"Jefferson",85.671,134.123,203.15,135.639,232.885,180.836,52.423,41.313,351.18,243.782,179.464,357.342,294.457,105.601,300.253,70.112,445.248,114.748,140.441,156.897,17.783,208.053,400.846,422.707,140.444,168.253,375.284,196.81,274.978,333.447,73.539,300.404,396.477,332.694,400.479,293.432,339.625,387.148,357.342,357.611,47.255,264.037,261.345,356.645,0,194.756,224.382,461.37,425.127,345.262,205.934,168.519,211.854,447.138,147.891,336.365,391.401,152.782,176.495,371.164,156.897,106.207,200.139,109.54,156.399,447.253,478.986,282.839,126.835,447.815,62.462,134.175,166.777,381.995,408.479,184.014,133.02,267.712,482.673,323.419,274.789,389.152,127.348,477.832,131.483,405.986,276.858,424.01,431.812,390.517,243.862,226.605,44.881,168.253,558.88
"Johnson",247.723,295.865,72.441,290.502,75.222,76.364,142.206,218.974,470.238,99.489,298.522,476.4,150.164,171.227,155.96,232.164,564.306,84.968,161.487,47.617,178.877,327.111,519.904,541.765,139.936,287.311,494.342,331.013,130.685,189.154,162.826,156.111,252.184,451.752,519.537,459.331,195.332,506.206,476.4,476.669,185.843,429.936,380.403,475.703,195.108,0,80.089,580.428,544.185,464.32,380.691,277.378,31.333,566.196,266.949,192.072,247.108,327.539,37.262,490.222,47.617,154.793,158.831,263.734,65.916,566.311,598.044,401.897,175.421,566.873,137.242,60.133,28.201,501.053,527.537,28.879,171.57,123.419,601.731,442.477,393.847,244.859,246.406,596.89,250.541,261.693,132.565,543.068,550.87,246.224,409.761,349.679,157.188,287.311,677.938
"Knox",306.65,347.084,131.368,358.779,31.163,135.291,170.686,247.454,498.718,23.403,327.002,504.88,77.366,199.707,79.874,291.091,592.786,113.448,165.317,106.544,207.357,355.591,548.384,570.245,143.208,315.791,522.822,400.047,54.599,113.068,232.833,80.025,176.098,480.232,548.017,508.485,119.246,534.686,504.88,505.149,214.323,467.274,408.883,504.183,223.588,79.155,0,608.908,572.665,492.8,409.171,336.305,56.254,594.676,295.429,119.437,171.022,356.019,96.189,518.702,106.544,183.273,86.196,322.661,73.809,594.791,626.524,430.377,203.901,595.353,165.722,130.14,60.021,529.533,556.017,100.725,230.497,47.333,630.211,470.957,422.327,168.773,274.886,625.37,279.021,185.607,59.767,571.548,579.35,170.138,447.099,429.842,185.668,315.791,706.418
"Lake",428.691,375.53,594.233,395.323,631.86,571.919,464.137,397.835,122.485,642.757,311.735,146.385,693.432,478.048,699.228,413.132,54.514,513.723,529.353,594.645,444.719,269.618,75.548,147.63,539.419,312.489,104.025,395.554,673.953,732.422,465.724,699.379,795.452,121.87,163.136,214.279,738.6,105.307,146.385,118.943,417.139,245.446,188.245,119.302,474.734,593.731,623.357,0,78.894,123.575,272.755,441.293,610.829,173.015,336.807,689.107,790.376,297.036,611.648,160.15,594.645,505.182,599.114,407.975,555.374,34.614,151.973,248.552,525.81,38.279,461.437,582.171,565.752,170.981,67.438,582.989,475.919,666.687,200.114,154.016,194.331,788.127,368.289,124.962,375.548,804.961,675.833,182.503,156.735,789.492,251.095,320.675,485.045,312.489,143.35
"Lauderdale",390.209,337.048,555.751,356.841,579.781,533.437,412.058,359.353,84.003,590.678,276.286,107.903,641.353,452.497,647.149,374.65,106.22,461.644,487.337,542.566,392.64,231.136,83.733,74.374,487.34,274.007,76.469,357.072,621.874,680.343,427.242,647.3,743.373,144.282,87.941,163.085,686.521,31.515,107.903,130.472,365.06,206.964,200.737,80.82,422.655,541.652,571.278,78.716,0,85.093,234.273,402.811,558.75,81.579,294.74,683.261,738.297,258.554,573.166,121.668,542.566,453.103,547.035,369.493,503.295,76.527,74.443,210.07,473.731,89.619,409.358,543.689,513.673,117.863,93.312,530.91,437.437,614.608,85.925,115.534,236.502,736.048,326.222,47.432,333.481,752.882,623.754,109.247,74.868,737.413,212.613,282.193,432.966,274.007,164.432
"Lawrence",312.353,259.192,477.895,278.985,501.925,455.581,334.202,281.497,13.529,512.822,198.43,34.026,563.497,374.641,569.293,296.794,100.265,383.788,409.481,464.71,314.784,153.28,63.199,85.06,409.484,196.151,37.637,279.216,544.018,602.487,349.386,569.444,665.517,94.821,50.777,101.92,608.665,49.501,34.026,81.011,287.204,129.108,122.881,6.755,344.799,463.796,493.422,123.723,87.48,0,156.417,324.955,480.894,109.491,216.884,605.405,660.441,180.698,495.31,47.791,464.71,375.247,469.179,291.637,425.439,109.606,141.339,132.214,395.875,96.104,331.502,465.833,435.817,58.622,70.832,453.054,359.581,536.752,145.026,37.678,158.646,658.192,248.366,140.185,255.625,675.026,545.898,74.308,94.165,659.557,134.757,204.337,355.11,196.151,221.233
"Lewis",198.477,107.692,364.019,116.218,417.568,341.705,249.845,167.621,162.922,428.465,136.916,114.452,479.14,290.284,484.936,182.918,221.429,299.431,325.124,392.68,194.24,91.436,212.588,234.449,325.127,94.697,187.026,82.676,459.661,518.13,235.51,485.087,581.16,144.436,153.723,95.794,524.308,198.89,114.452,169.353,202.847,66.845,84.761,168.387,208.456,379.439,409.065,273.112,236.869,157.004,0,153.117,396.537,258.88,143.54,521.048,576.084,52.52,381.434,128.274,392.68,290.89,384.822,140.008,341.082,258.995,290.728,29.763,311.518,245.493,247.145,351.957,351.46,139.105,220.221,368.697,245.705,452.395,294.415,135.161,120.526,573.835,175.022,289.574,182.281,590.669,461.541,177.254,243.554,575.2,47.008,76.078,270.753,94.697,370.622
"Lincoln",67.415,65.562,229.818,46.195,330.173,207.504,206.752,138.604,329.751,354.44,194.755,249.424,405.115,265.926,410.911,102.159,388.258,223.245,283.726,258.479,168.183,186.624,379.417,308.475,284.652,135.713,353.855,66.106,385.636,444.105,101.31,411.062,507.135,311.265,269.716,194.424,450.283,365.719,249.424,336.182,238.783,165.029,239.916,335.216,168.536,275.924,335.04,439.941,403.698,323.833,159.061,0,286.284,343.524,177.049,447.023,502.059,107.504,247.233,248.885,258.479,249.492,413.782,42.435,299.754,425.824,385.231,192.31,270.12,412.322,210.213,217.756,326.779,252.884,387.05,257.403,111.504,378.37,382.768,301.99,247.94,499.81,208.531,456.403,215.79,516.644,387.516,297.288,317.58,501.175,144.854,84.772,182.209,135.713,456.976
"Loudon",258.732,306.874,83.45,301.511,42.374,87.373,162.589,239.357,490.621,79.585,318.905,496.783,130.26,191.61,136.056,243.173,584.689,105.351,181.87,58.626,199.26,347.494,540.287,562.148,160.319,307.694,514.725,342.022,110.781,169.25,184.915,136.207,232.28,472.135,539.92,500.388,175.428,526.589,496.783,497.052,206.226,459.177,400.786,496.086,215.491,31.237,60.185,600.811,564.568,484.703,401.074,288.387,0,586.579,287.332,172.168,227.204,347.922,48.271,510.605,58.626,175.176,138.927,274.743,86.299,586.694,618.427,422.28,195.804,587.256,157.625,82.222,51.924,521.436,547.92,52.807,182.579,103.515,622.114,462.86,414.23,224.955,266.789,617.273,270.924,241.789,112.661,563.451,571.253,226.32,439.002,360.688,177.571,307.694,698.321
"Macon",414.292,361.131,579.834,380.924,603.864,557.52,436.141,383.436,108.086,614.761,300.369,90.376,665.436,476.58,671.232,398.733,188.78,485.727,511.42,566.649,416.723,255.219,151.991,19.858,511.423,298.09,126.429,259.64,645.957,704.426,451.325,671.383,767.456,190.009,57.49,132.634,710.604,67.865,90.376,176.199,389.143,171.52,224.82,106.738,446.738,565.735,595.361,173.204,78.912,109.176,258.356,343.995,582.833,0,318.823,707.344,762.38,282.637,597.249,101.653,566.649,477.186,571.118,335.559,527.378,159.087,67.165,172.523,497.814,172.179,433.441,567.772,537.756,87.412,159.624,554.993,461.52,638.691,71.145,139.617,260.585,760.131,350.305,66.011,357.564,776.965,647.837,52.184,12.849,761.496,183.462,253.042,457.049,298.09,147.352
"Madison",132.222,121.938,297.764,135.236,306.061,275.45,138.338,101.366,223.741,316.958,39.301,229.903,367.633,178.777,373.429,116.663,305.318,187.924,213.617,268.846,118.92,80.614,273.407,295.268,213.62,50.112,247.845,135.467,348.154,406.623,169.255,373.58,469.653,179.825,273.04,233.508,412.801,259.709,229.903,192.425,91.34,202.694,133.906,229.206,148.935,267.932,297.558,336.028,297.688,217.823,144.591,181.206,285.03,319.699,0,409.541,464.577,91.439,315.179,243.725,268.846,179.383,273.315,141.719,229.575,313.033,351.547,155.4,200.011,307.885,135.638,285.702,239.953,254.556,281.04,257.19,179.45,340.888,355.234,195.98,134.859,462.328,36.527,350.393,43.786,479.162,350.034,296.571,304.373,463.693,182.519,165.262,159.246,50.112,431.441
"Marion",419.351,459.785,244.069,471.48,147.228,247.992,283.387,360.155,611.419,138.644,439.703,617.581,56.021,217.671,195.115,403.792,660.234,226.149,164.625,219.245,320.058,468.292,661.085,682.946,142.516,428.492,635.523,512.748,106.91,156.374,345.534,110.986,219.404,530.148,660.718,621.186,123.216,647.387,617.581,542.748,327.024,579.975,521.584,616.884,336.289,191.856,120.811,690.944,685.366,605.501,521.872,449.006,168.955,707.377,408.13,0,163.447,468.72,208.89,631.403,219.245,184.721,85.504,435.362,138.36,667.949,739.225,543.078,184.664,662.801,278.423,242.841,172.722,642.234,668.718,213.426,343.198,162.574,742.912,583.658,535.028,212.079,387.587,738.071,357.416,228.913,81.8,684.249,692.051,213.444,559.8,542.543,298.369,428.492,819.119
"Marshall",473.229,513.663,297.947,525.358,197.742,301.87,337.265,414.033,665.297,149.536,493.581,671.459,106.782,366.286,138.873,457.67,759.365,280.027,330.255,273.123,373.936,522.17,714.963,736.824,308.146,482.37,689.401,566.626,92.006,71.498,399.412,104.841,53.546,646.811,714.596,675.064,41.414,701.265,671.459,671.728,380.902,633.853,575.462,670.762,390.167,245.734,168.915,775.487,739.244,659.379,575.75,502.884,222.833,761.255,462.008,162.826,0,522.598,262.768,685.281,273.123,349.852,251.134,489.24,240.388,761.37,793.103,596.956,370.48,761.932,332.301,296.719,226.6,696.112,722.596,267.304,397.076,151.486,796.79,637.536,588.906,46.221,441.465,791.949,445.6,62.869,130.11,738.127,745.929,47.4,613.678,596.421,352.247,482.37,872.997
"Maury",145.459,56.202,311.001,64.728,364.55,288.687,196.827,114.603,187.016,375.447,108.228,167.012,426.122,237.266,431.918,129.9,245.523,246.413,272.106,339.662,141.222,66.201,236.682,258.543,272.109,49.186,211.12,50.782,406.643,465.112,182.492,432.069,528.142,168.53,215.349,140.057,471.29,222.984,167.012,193.447,149.829,110.662,108.882,192.481,155.438,326.421,356.047,297.206,260.963,181.098,52.559,110.873,343.519,282.974,90.522,468.03,523.066,0,328.416,194.518,339.662,237.872,331.804,88.518,288.064,283.089,314.822,82.323,258.5,269.587,194.127,298.939,298.442,198.517,244.315,315.679,192.687,399.377,318.509,159.255,127.517,520.817,122.004,313.668,129.263,537.651,408.523,238.88,267.648,522.182,90.487,62.968,217.735,49.186,394.716
"McMinn",219.762,267.904,39.102,262.541,91.58,48.403,198.851,183.916,505.241,115.847,340.415,511.403,166.522,227.872,172.318,204.203,563.748,90.73,218.132,19.593,235.522,362.114,554.907,576.768,196.581,311.303,529.345,303.052,147.043,205.512,145.882,172.469,268.542,486.755,554.54,431.37,211.69,541.209,511.403,511.672,242.488,401.975,415.406,510.706,175.674,37.331,96.447,615.431,579.188,499.323,385.157,249.417,47.691,601.199,323.594,208.43,263.466,332.005,0,525.225,19.593,211.438,175.189,235.773,122.561,601.314,633.047,436.9,232.066,611.029,193.887,43.189,88.186,536.056,562.54,37.062,143.609,139.777,636.734,477.48,423.43,261.217,303.051,631.893,307.186,278.051,148.923,578.071,585.873,262.582,381.8,321.718,213.833,311.303,712.941
"McNairy",338.199,244.329,503.741,238.434,527.771,481.427,360.048,307.343,58.194,538.668,224.276,15.623,589.343,400.487,595.139,322.64,139.165,409.634,435.327,490.556,340.63,179.126,102.099,79.559,435.33,221.997,76.537,181.663,569.864,628.333,375.232,595.29,691.363,134.894,49.943,54.657,634.511,88.351,15.623,121.084,313.05,93.543,148.727,41.415,370.645,489.642,519.268,162.573,126.33,47.584,128.006,252.104,506.74,98.307,242.73,631.251,686.287,195.484,521.156,0,490.556,401.093,495.025,257.582,451.285,148.456,154.465,98.285,421.721,135.004,357.348,491.679,461.663,11.359,109.732,478.9,385.427,562.598,162.661,82.695,184.492,684.038,274.212,153.311,281.471,700.872,571.744,73.474,88.664,685.403,105.485,175.065,380.956,221.997,238.868
"Meigs",230.091,278.233,58.699,272.87,102.603,58.732,142.661,164.322,470.693,126.87,298.977,476.855,177.545,171.682,183.341,214.532,564.761,74.639,161.942,0,179.332,327.566,520.359,542.22,140.391,321.632,494.797,313.381,158.066,216.535,126.288,183.492,279.565,452.207,519.992,441.699,222.713,506.661,476.855,477.124,186.298,412.304,380.858,476.158,156.08,34.048,107.47,580.883,544.64,464.775,395.486,259.746,58.714,566.651,267.404,219.453,274.489,342.334,19.597,490.677,0,155.248,186.212,246.102,86.784,566.766,598.499,402.352,175.876,567.328,137.697,23.595,49.069,501.508,527.992,20.222,153.938,150.8,602.186,442.932,394.302,272.24,246.861,597.345,250.996,289.074,159.946,543.523,551.325,273.605,392.129,332.047,112.754,321.632,678.393
"Monroe",167.448,230.304,249.462,241.999,195.379,253.385,53.884,130.674,381.938,206.276,210.222,388.1,256.951,36.408,262.747,151.889,476.006,77.242,34.233,158.164,90.577,238.811,431.604,453.465,43.468,199.011,406.042,283.267,237.472,295.941,152.249,262.898,358.971,363.452,431.237,391.705,302.119,417.906,388.1,388.369,97.543,350.494,292.103,387.403,106.808,157.25,186.876,492.128,455.885,376.02,292.391,250.296,174.348,477.896,178.649,185.159,353.895,239.239,214.283,401.922,158.164,0,115.756,191.317,115.809,478.011,509.744,313.597,20.627,478.573,45.955,151.231,129.271,412.753,439.237,146.508,186.569,230.206,513.431,354.177,305.547,351.646,158.106,508.59,162.241,368.48,239.352,454.768,462.57,353.011,330.319,313.062,68.866,199.011,589.638
"Montgomery",263.404,326.238,210.411,337.933,113.57,214.334,149.84,226.608,477.872,104.986,306.156,484.034,111.964,145.792,161.457,247.845,571.94,116.094,95.013,185.587,186.511,334.745,527.538,549.399,72.904,294.945,501.976,379.201,123.201,194.651,248.205,161.608,257.681,459.386,527.171,487.639,200.829,513.84,484.034,484.303,193.477,446.428,388.037,483.337,202.742,158.198,87.153,588.062,551.819,471.954,388.325,415.348,135.297,573.83,274.583,85.295,252.605,335.173,175.232,497.856,185.587,115.109,0,287.273,68.748,573.945,605.678,409.531,112.478,574.507,144.876,209.183,139.064,508.687,535.171,179.768,309.54,128.916,609.365,450.111,401.481,250.356,254.04,604.524,258.175,267.19,104.458,550.702,558.504,251.721,426.253,408.996,164.822,294.945,685.572
"Moore",24.979,34.633,215.946,26.098,316.301,193.632,147.794,79.757,310.986,340.568,165.542,255.927,391.243,206.968,397.039,39.411,369.493,164.287,224.768,244.607,109.225,167.859,360.652,314.978,225.694,116.948,335.09,72.609,371.764,430.233,87.437,397.19,493.263,292.5,276.219,200.927,436.411,346.954,255.927,317.417,165.954,171.532,221.151,316.451,109.578,262.052,321.168,421.176,384.933,305.068,140.133,42.401,272.412,333.726,142.473,433.151,488.187,88.576,233.361,255.388,244.607,190.534,284.536,0,240.796,407.059,438.792,198.813,211.162,393.557,151.255,203.884,251.174,259.387,368.285,243.531,97.632,364.498,442.479,283.225,229.175,485.938,146.014,437.638,150.149,502.772,373.644,299.75,324.083,487.303,151.357,91.275,123.251,116.948,518.686
"Morgan",218.613,281.447,161.531,293.142,83.416,165.454,105.049,181.817,433.081,94.027,261.365,439.243,131.294,132.888,150.498,203.054,527.149,58.412,81.237,90.005,141.72,289.954,482.747,504.608,59.128,250.154,457.185,334.41,125.223,183.692,203.414,150.649,246.722,414.595,482.38,442.848,189.87,469.049,439.243,439.512,148.686,401.637,343.246,438.546,157.951,69.319,74.627,543.271,507.028,427.163,343.534,313.027,86.417,529.039,229.792,138.121,241.646,290.382,126.352,453.065,90.005,116.454,68.718,242.482,0,529.154,560.887,364.74,98.702,529.716,100.085,94.258,41.34,463.896,490.38,80.518,207.219,117.957,564.574,405.32,356.69,239.397,209.249,559.733,213.384,256.231,113.695,505.911,513.713,240.762,381.462,364.205,120.031,250.154,640.781
"Obion",415.923,362.762,581.465,382.555,610.367,559.151,442.644,385.067,109.717,621.264,290.242,133.617,671.939,456.555,677.735,400.364,31.518,492.23,507.86,573.152,423.226,256.85,41.168,134.862,517.926,299.721,68.873,382.786,652.46,710.929,452.956,677.886,773.959,98.874,150.368,201.511,717.107,92.539,133.617,95.947,395.646,232.678,165.249,106.534,453.241,572.238,601.864,34.559,77.409,110.807,259.987,428.525,589.336,160.247,315.314,667.614,768.883,284.268,598.88,147.382,573.152,483.689,577.621,395.207,533.881,0,150.488,235.784,504.317,12.361,439.944,569.403,544.259,158.213,34.627,561.496,463.151,645.194,212.426,141.248,172.838,766.634,346.796,123.477,354.055,783.468,654.34,169.735,143.967,767.999,238.327,307.907,463.552,299.721,155.662
"Overton",447.086,393.925,612.628,413.718,636.658,590.314,468.935,416.23,140.88,647.555,333.163,166.615,698.23,509.374,704.026,431.527,179.455,518.521,544.214,599.443,449.517,288.013,184.785,74.881,544.217,330.884,159.223,413.949,678.751,737.22,484.119,704.177,800.25,222.803,113.624,188.768,743.398,100.659,166.615,208.993,421.937,227.654,257.614,139.532,479.532,598.529,628.155,151.951,74.12,141.97,291.15,383.343,615.627,67.108,351.617,740.138,795.174,315.431,630.043,180.38,599.443,509.98,603.912,426.37,560.172,149.762,0,266.947,530.608,162.854,466.235,600.566,570.55,143.546,192.418,587.787,494.314,671.485,15.551,172.411,293.379,792.925,383.099,27.391,390.358,809.759,680.631,119.392,67,794.29,239.596,309.176,489.843,330.884,91.758
