"","Adams","Alexander","Bond","Boone","Brown","Bureau","Calhoun","Carroll","Cass","Champaign","Christian","Clark","Clay","Clinton","Coles","Cook","Crawford","Cumberland","De Witt","DeKalb","Douglas","DuPage","Edgar","Edwards","Effingham","Fayette","Ford","Franklin","Fulton","Gallatin","Greene","Grundy","Hamilton","Hancock","Hardin","Henderson","Henry","Iroquois","Jackson","Jasper","Jefferson","Jersey","Jo Daviess","Johnson","Kane","Kankakee","Kendall","Knox","Lake","LaSalle","Lawrence","Lee","Livingston","Logan","Macon","Macoupin","Madison","Marion","Marshall","Mason","Massac","McDonough","McHenry","McLean","Menard","Mercer","Monroe","Montgomery","Morgan","Moultrie","Ogle","Peoria","Perry","Piatt","Pike","Pope","Pulaski","Putnam","Randolph","Richland","Rock Island","Saline","Sangamon","Schuyler","Scott","Shelby","St. Clair","Stark","Stephenson","Tazewell","Union","Vermilion","Wabash","Warren","Washington","Wayne","White","Whiteside","Will","Williamson","Winnebago","Woodford"
"Adams",0,158.283,259.65,79.467,125.65,58.733,252.85,171.267,166.5,129.967,165.2,220.567,220.417,112.55,170.433,82.417,80.483,203.733,115.85,33.817,189,56.95,182.65,110.917,189,109.983,146.483,170.067,100.367,322.583,74.317,47.85,207.133,187.683,231.283,120.533,66.333,141.167,323.967,258.017,312.75,217.283,145.15,171.767,219,103.333,39.35,127.3,255.283,38.267,266.583,27.65,184.833,307.383,143.733,190.767,215.867,276.167,211.033,198.85,316.45,170.533,108.433,99.2,285.933,133.7,331.3,44.617,168.883,171.967,152.55,109.917,202.95,148.683,87.2,232.683,309.567,61.7,94.85,191.9,105.217,209.333,141.567,194.433,52.267,179.3,227.117,98.6,90.133,106.017,76,200.683,212.483,118.4,95.633,66.533,295.367,85.517,98.55,187.5,68.683,64.667
"Alexander",157.1,0,212.267,199.717,109.733,140.85,198.867,136.6,93.517,94.483,51.833,66.183,159.15,73.083,102.383,191.6,188.217,159.6,86.233,173.05,131.1,151.783,140.183,91.233,131.1,120.6,110.7,10.317,189.383,228.067,99.733,143.367,116.35,110.433,76.9,125.55,124.95,161.383,229.45,198.983,218.217,67.25,243.917,60.883,64.6,153.15,167.95,118.367,135.35,127.617,212.767,156.483,64.9,212.85,57.983,60.833,95.933,181.633,169.467,139.417,221.917,93.567,230.233,64.617,166,154.383,236.783,184.85,127.317,87.75,157.5,82.317,48.567,89.85,103.5,127.917,215.033,130.85,77.55,110.517,162,89.4,68.633,59.567,172.517,93.3,107.183,115.45,210.367,74.017,205.033,159.117,170.917,238.633,88.017,202.233,200.833,181.45,170.2,67.567,188.933,96.9
"Bond",260.033,212.95,0,302.633,159.8,245.433,40.583,108.05,263.817,142.667,162.883,218.967,70.95,174.533,115.9,250.417,256.567,61.5,167.433,275.983,82.717,249.417,88.1,218.817,82.717,182.983,158.417,215.533,316.983,120.4,202.667,244.65,325.4,316.2,215.433,253.15,233.183,181.7,193.15,76.65,184.033,190.55,368.317,159.8,201.533,200.883,269.25,245.95,125.217,230.533,10.867,259.417,162.567,182.3,161.683,190.633,170.633,144.517,49.917,93.383,187.733,290.583,308.75,186.283,207.083,291.1,141.683,280.267,100.4,130.483,298.683,209.917,257.617,145.283,206.433,119.217,177.917,241.633,175.767,107.483,289.583,150.017,160.683,268.167,275.433,124.6,172.433,243.033,313.3,198.133,299.75,79.967,53.867,341.567,209.867,283.6,86.4,304.967,217.917,165.4,291.85,199.833
"Boone",81.467,201.7,303.083,0,169.083,102.167,296.267,214.7,192.5,173.4,208.617,264,263.833,155.983,213.85,84.117,90.917,247.167,159.283,55.817,232.417,99.667,226.067,154.333,232.417,165.05,170.833,213.5,108.75,366.017,117.733,109.617,232.033,212.583,274.717,145.433,109.75,167.05,367.4,301.433,356.167,260.717,119.05,215.183,262.417,132.75,99.517,152.2,298.717,81.7,310,58.867,228.25,350.8,187.15,234.183,259.283,319.583,254.467,242.283,359.867,195.417,41.267,142.617,329.35,158.6,374.733,91.5,212.317,215.383,177.45,153.333,246.383,192.117,130.617,276.1,352.983,105.133,138.283,235.333,130.5,252.767,184.983,231.017,39.9,222.733,270.533,142.017,64.033,149.433,30.267,244.117,255.917,92.3,139.067,65.367,338.783,93.917,122.717,230.917,42.583,108.083
"Brown",123.767,110.15,159.483,166.367,0,109.167,152.667,71.1,127.55,29.8,96.267,172.45,120.233,45.117,70.267,123.95,130.1,103.567,32.6,139.7,88.817,98.667,82.483,82.55,88.817,27.717,31.217,121.95,180.717,222.417,66.383,89.4,199.383,179.933,183.167,116.867,96.917,82.65,223.8,157.85,212.583,169.167,232.05,99.617,170.883,74.417,113.983,109.683,151.917,94.267,166.417,123.133,136.7,207.217,71.6,142.65,167.733,175.983,110.867,98.683,216.267,154.317,177.1,50,233.25,154.817,231.133,131.733,68.717,85.767,162.4,73.633,154.833,51.55,62.267,137.85,209.383,105.35,39.5,91.733,153.317,148.7,62.85,143.5,139.167,99.233,178.983,106.767,177.033,61.867,168.1,100.517,112.317,205.3,73.583,149.117,195.183,168.7,91.467,139.367,155.583,63.55
"Bureau",56.933,142.933,244.2,99.533,110.2,0,237.4,155.817,116.3,114.517,149.85,205.217,204.967,97.1,154.983,109.067,105.683,188.283,100.4,72.883,173.533,69.25,167.2,60.7,173.533,106.183,132.633,154.717,87.733,307.133,58.867,56.367,174.25,154.817,215.933,83.8,19.4,148.25,308.517,242.567,297.3,201.933,152.7,156.3,203.65,111.85,68.817,87.7,239.933,29.117,251.133,56.317,169.467,291.933,128.283,175.417,200.5,260.717,195.583,183.4,301,137.65,138.417,83.733,270.583,96.833,315.85,87.75,153.433,156.5,115.683,63.4,183,133.233,71.75,217.233,294.117,10.433,79.4,176.45,68.35,193.983,126.117,144.217,72.333,163.85,211.767,47,101.1,89.133,104.867,185.233,197.033,135.017,64.75,110.95,279.917,72.9,107.067,172.133,88.75,49.217
"Calhoun",250.467,197.85,40.917,293.067,150.233,235.867,0,133.217,254.25,133.1,147.783,204.317,46.417,164.967,99.967,240.85,247,71.083,157.867,266.417,67.633,239.85,116.45,209.25,67.633,173.417,148.85,200.883,307.417,96.7,193.1,235.083,310.317,303.95,200.783,243.583,223.617,199.533,169.45,46.317,160.35,175.9,358.75,144.717,186.883,191.317,259.683,236.383,100.7,220.967,32.567,249.85,147.917,151.667,146.45,175.983,149.467,120.45,86.217,68.867,164.05,287.083,299.183,176.717,183.017,281.533,118,270.7,97.25,114.75,289.117,200.35,242.533,135.717,196.867,94.7,153.85,232.067,166.2,92.4,280.017,135.367,151.617,253.083,265.867,109.517,147.917,233.467,303.733,188.567,290.183,108.3,88.283,332,200.3,274.033,62.7,295.4,208.35,150.75,282.283,190.267
"Carroll",171.517,138.483,108.4,214.117,71.283,156.917,136.75,0,175.3,51.183,124.583,200.767,123.083,90.133,73.1,162.333,168.483,70.867,78.917,187.467,91.667,165.9,23.417,130.3,91.667,94.467,70.317,150.267,228.467,224.85,114.133,156.133,247.133,227.683,211.483,164.633,144.667,90.65,226.65,155.917,215.417,192.067,279.8,127.95,199.2,116.733,180.733,157.433,154.767,142.017,115.317,170.9,164.1,210.05,99.917,170.967,172.15,178.833,59.783,101.533,219.117,202.067,220.667,97.767,236.083,202.583,233.983,198.967,53.683,85.817,210.15,121.4,183.15,63.633,117.917,140.683,212.233,153.1,87.25,94.583,201.067,151.55,89.717,191.25,186.917,102.083,183.4,154.517,224.783,109.617,211.667,45.883,61.233,253.05,121.35,195.517,190.85,216.45,129.833,166.917,203.333,111.3
"Cass",166.55,93.667,262.85,192.883,128.85,117.1,256.033,174.467,0,133.167,127.233,126.1,223.6,113.65,175.633,201.283,197.9,206.933,121.483,165.683,192.183,161.467,185.833,60.4,192.183,130.283,153.1,103.283,124.217,308.167,100.283,153.05,76.417,56.983,137.367,57.967,102.467,187.783,309.55,261.217,298.333,146.217,178.733,136.283,143.583,171.2,177.633,51.3,215.45,137.067,269.767,161.033,145,292.967,131.233,150.933,176.033,261.733,214.233,202.05,302.017,31.367,231.767,88.167,246.1,85.017,316.883,192.5,172.083,161,88.133,65.583,83.5,160.2,113.183,208.017,295.133,107.117,98.05,185.917,96.817,169.517,137.733,44.717,165.683,168.7,187.283,79.367,175.4,82.55,198.217,203.883,215.683,181.833,83.45,203.767,280.933,116.283,183.783,147.667,182.1,108.2
"Champaign",131.117,96.15,143.2,173.733,30.883,116.533,136.383,50.967,134.9,0,82.25,158.433,103.95,47.8,53.983,121.933,128.083,87.283,38.533,147.067,72.533,120.933,65.75,89.917,72.533,54.067,29.95,107.933,188.067,206.133,73.75,115.75,206.75,187.3,169.15,124.233,104.283,80.633,207.517,141.567,196.3,155.15,239.417,85.6,156.867,72.4,140.333,117.05,135.633,101.633,150.133,130.5,122.683,190.933,57.583,128.633,153.033,159.7,94.583,82.4,199.983,161.683,180.283,57.367,216.967,162.183,214.85,151.783,52.433,66.683,169.767,81,140.817,36.8,77.517,121.567,193.1,112.717,46.867,75.45,160.683,132.417,48.833,150.85,146.533,82.95,164.283,114.133,184.4,69.233,171.283,84.233,96.033,212.65,80.95,155.117,178.9,176.067,89.45,125.35,162.95,70.917
"Christian",164.267,53.183,163.5,206.867,97.85,148,150.1,124.7,126.217,82.6,0,107.733,112.2,61.033,64.6,190.8,195.383,110.833,72.45,180.217,82.333,158.95,126.067,98.383,82.333,118.417,98.817,59.867,196.55,204.15,106.883,150.517,165.633,159.267,114.883,132.717,132.117,149.5,205.533,152.95,194.3,90.417,251.067,10.533,97.117,141.267,175.117,125.517,110.667,134.767,164,163.65,57.95,188.933,30.483,63.9,88.983,157.717,124.933,90.65,198,142.4,237.383,71.767,159.067,170.667,212.867,192.017,105.967,62.367,178.25,89.483,97.85,77.967,110.667,86.933,191.117,138.017,77.35,61.75,169.15,82.467,55.517,108.4,179.667,44.533,100.25,122.6,217.533,81.183,212.2,138.283,126.367,245.8,95.183,209.4,176.917,188.617,158.317,60.617,196.083,104.05
"Clark",221.433,67.15,217.917,264.05,174.067,205.183,204.517,200.933,127.867,158.817,107.867,0,163.917,137.417,169.05,255.933,252.55,166.817,150.567,237.383,136.75,216.117,204.517,155.567,136.75,184.933,175.033,69.3,246.717,209.733,164.067,207.7,134.8,139.6,18.35,179.9,189.283,225.717,211.117,176.483,199.883,27.95,299.617,103.133,25.317,217.483,232.283,179.5,123.483,191.95,218.417,220.817,81.5,194.533,122.317,56.367,76.8,163.3,180.917,142.167,203.583,122.733,294.567,128.95,145.833,183.55,218.45,249.183,181.65,152.083,186.667,146.65,64.2,154.183,167.833,132.483,196.7,195.183,141.883,155.467,208.317,79.3,132.967,88.733,236.85,138.25,87.017,179.783,274.7,138.35,269.367,202.4,182.367,304.333,152.35,266.567,182.5,238.783,234.533,82.367,253.267,161.233
"Clay",219.383,157.1,71.383,261.983,119.15,204.783,45.617,121.967,235,102.017,110.667,162.467,0,133.867,69.817,209.75,215.9,68.4,126.783,235.317,33.75,208.767,112.117,178.167,33.75,142.333,117.767,159.033,276.333,116.083,162,204,269.55,263.183,158.933,212.483,192.533,168.45,141.65,45.75,130.433,134.033,327.667,107.6,145.033,160.217,228.6,205.3,69.783,189.883,63.033,218.75,106.067,125.067,109.333,134.117,114.117,93.85,82.5,26.083,134.133,246.317,268.1,145.617,151.1,250.45,125.517,239.6,82.233,77.633,258.017,169.267,201.767,104.633,165.767,52.833,127.25,200.967,135.117,55.267,248.933,93.517,114.5,212.317,234.783,72.4,117.45,202.383,272.65,157.483,259.1,103.983,83.95,300.917,169.2,242.95,87.8,264.317,177.267,108.9,251.2,159.167
"Clinton",111.533,74.05,173.817,154.133,45.5,96.933,167,89.6,111.567,47.5,60.883,136.35,134.567,0,82.7,146.033,142.65,117.9,13.133,127.483,103.15,106.217,96.8,70.317,103.15,64.633,63.717,85.833,168.483,236.75,54.167,97.8,176.5,157.05,147.05,104.65,84.683,114.4,238.133,172.183,226.9,133.05,219.817,64.233,134.767,106.167,122.383,97.45,148.867,82.033,180.733,110.917,100.6,221.533,36.2,106.533,131.633,190.317,125.2,113.017,230.6,131.433,184.65,28.833,201.7,142.6,245.467,139.283,83.05,68.067,150.183,61.417,118.717,48.2,57.933,125.15,223.717,93.133,19.35,91,141.083,125.117,34.033,120.617,126.933,71.783,142.883,94.533,164.8,49.633,159.467,114.85,126.65,193.067,61.367,156.667,209.517,156.467,123.217,103.267,143.35,51.333
"Coles",170.5,103.35,115.017,213.117,70.267,155.9,101.05,73.1,174.417,53.133,64.233,167.967,69.517,80.917,0,160.883,167.033,57.55,76.233,186.45,38.1,159.883,65.183,129.283,38.1,93.45,68.883,115.133,227.45,171.683,113.133,155.133,215.8,211.4,163.4,163.617,143.65,119.567,173.083,106.233,161.85,138.5,278.783,60.733,149.483,111.35,179.717,156.417,101.2,141.017,114.967,169.883,110.533,156.483,45.783,124.133,118.583,125.267,66.667,47.967,165.55,194.533,219.217,96.75,182.517,201.567,180.4,190.733,34.317,14.583,209.15,120.383,148.017,45.6,116.9,87.117,158.667,152.1,86.233,22.983,200.05,97.983,51.233,160.533,185.917,30.5,129.833,153.5,223.767,108.6,210.233,70.033,68.283,252.033,120.333,194.067,144.467,215.433,128.383,113.35,202.333,110.3
"Cook",83.5,193.7,252.5,85.45,125.633,111.583,245.683,164.567,201.417,123.267,191.983,256,213.25,147.967,163.267,0,18.283,196.583,150.183,66.633,181.833,47.7,175.483,156.433,181.833,112.967,101.117,205.483,134.983,315.433,122.983,64.417,258.25,238.817,266.7,171.667,119.667,97.35,316.817,250.85,305.583,252.7,164.217,195.333,254.417,63.033,64.617,178.433,244.933,91.6,259.417,84.4,220.25,300.217,167.3,226.183,251.283,269,203.883,191.7,309.283,221.65,72.483,134.617,321.35,184.833,324.15,56.183,161.733,175.983,203.683,147.517,238.367,146.1,102.1,230.85,302.4,114.55,130.267,184.75,156.717,241.717,158.567,228.1,85.067,192.25,262.533,151.933,109.2,141.433,61.9,193.533,205.333,137.467,143.367,58.883,288.2,120.15,53.017,222.917,87.75,113.333
"Crawford",82.233,188.967,257.85,91.783,130.983,106.85,251.05,169.917,196.683,128.617,195.883,251.267,218.617,143.233,168.633,17.717,0,201.933,146.533,65.35,187.183,42.967,180.85,151.7,187.183,108.233,106.483,200.75,133.7,320.783,118.25,59.683,255.25,235.8,261.967,168.65,114.933,102.7,322.167,256.217,310.95,247.967,170.55,200.7,249.683,68.4,59.883,175.417,250.283,86.867,264.783,83.117,215.517,305.583,172.667,221.45,246.55,274.367,209.233,197.05,314.65,218.633,77.233,129.883,316.617,181.817,329.5,54.9,167.083,181.35,200.667,142.783,233.633,151.45,97.367,236.217,307.767,109.817,125.533,190.1,153.333,240.017,163.917,223.367,87.633,197.6,257.8,147.2,115.533,136.7,68.233,198.883,210.683,143.8,138.633,57.617,293.567,118.867,58.367,218.183,94.083,108.6
"Cumberland",203.183,159.367,59.983,245.8,102.95,188.583,66.6,69.983,206.967,85.817,109.3,166.483,70.35,117.683,57.717,193.567,199.717,0,110.583,219.133,37.65,192.567,53.867,161.967,37.65,126.133,101.567,166.05,260.133,156.367,145.817,187.817,271.817,259.367,162.95,196.3,176.333,147.183,172.617,95.7,161.4,138.05,311.467,106.217,149.033,144.033,212.4,189.1,100.733,173.7,66.9,202.567,110.067,156.033,103.5,138.133,118.133,124.817,22,47.5,165.1,233.75,251.9,129.433,182.067,234.25,175.433,223.417,43.15,72.3,241.833,153.067,204.033,88.45,149.583,86.667,158.217,184.783,118.917,53.9,232.733,97.533,103.833,214.583,218.6,71.017,129.383,186.183,256.45,141.283,242.917,45.733,24.65,284.717,153.017,226.75,122.367,248.117,161.067,112.9,235.017,142.983
"De Witt",116.683,86.717,166,159.3,32.983,102.083,159.183,77.617,121.183,36.317,71.117,149,126.75,12.65,76.717,144.117,147.8,110.083,0,132.633,95.333,111.367,88.983,75.467,95.333,52.133,52.133,98.5,173.633,228.933,59.317,102.95,186.117,166.667,159.717,109.8,89.833,102.817,230.317,164.367,219.083,145.717,224.967,74.467,147.433,94.583,127.533,102.6,159.117,87.2,172.933,116.067,113.25,213.733,46.433,119.2,144.283,182.5,117.383,105.2,222.783,141.05,189.817,36.733,214.367,147.75,237.65,144.433,75.233,62.083,155.333,66.567,131.383,42.733,63.083,135.383,215.9,98.283,27.267,85.017,146.233,137.767,37.683,130.217,132.1,73.767,155.55,99.683,169.95,54.783,164.617,107.033,118.833,198.217,66.517,161.817,201.7,161.617,111.633,115.917,148.517,56.483
"DeKalb",33.8,174.383,275.767,54.633,141.767,74.833,268.95,187.383,164.7,146.083,181.3,236.683,236.517,128.65,186.533,66.367,64.433,219.833,131.95,0,205.1,62.5,198.75,127.017,205.1,133.083,137.133,186.183,80.95,338.7,90.417,70.95,204.217,184.767,247.383,117.617,82.433,133.35,340.083,274.117,328.85,233.383,127.75,187.867,235.1,99.05,47.183,124.383,271.383,54.383,282.683,26.233,200.933,323.483,159.833,206.867,231.967,292.267,227.15,214.967,332.55,167.6,82.733,115.3,302.033,130.783,347.417,39.6,184.983,188.067,149.633,126.017,219.05,164.8,103.3,248.783,325.667,77.817,110.95,208.017,102.683,225.45,157.667,203.217,34.883,195.417,243.217,114.7,72.733,122.117,47.7,216.8,228.6,101,111.733,44.217,311.467,66.1,89.033,203.6,51.3,80.767
"Douglas",188.75,130.217,81.167,231.35,88.5,174.15,67.75,91.333,203.25,71.383,80.15,136.25,35.317,103.233,39.183,179.117,185.267,36.767,96.15,204.683,0,178.117,80.483,147.533,0,111.7,87.133,132.817,245.683,141,131.367,173.367,242.683,236.3,132.717,181.85,161.9,137.817,142.383,76.05,131.167,107.817,297.033,77.083,118.8,129.583,197.95,174.667,70.517,159.25,81.667,188.117,79.833,125.8,78.817,107.9,87.9,94.583,50.867,17.283,134.867,219.45,237.467,114.983,151.833,219.8,149.717,208.967,51.583,47.117,227.383,138.617,174.883,74,135.133,56.433,127.983,170.333,104.483,24.75,218.3,67.3,83.983,185.45,204.15,41.867,99.15,171.75,242.017,126.85,228.467,72.333,52.3,270.267,138.567,212.3,118.083,233.683,146.633,82.667,220.567,128.533
"DuPage",56.2,152.15,247.65,100.783,98.533,70.017,240.833,159.717,159.867,118.417,159.05,214.433,208.4,106.417,158.417,47.583,44.217,191.717,109.717,64.15,176.983,0,170.633,114.867,176.983,71.4,96.267,163.933,132.483,310.583,81.433,22.85,218.417,198.983,225.15,131.817,78.117,92.483,311.967,246,300.733,211.15,179.533,165.617,212.867,54.65,26.667,138.6,240.083,50.05,254.567,75.967,178.683,295.367,137.6,184.633,209.717,264.15,199.033,186.85,304.433,181.817,86.217,93.05,279.783,145,319.3,39.4,156.867,165.817,163.85,105.967,196.817,145.917,60.55,226.533,297.55,72.983,88.717,179.9,116.5,203.2,135.417,186.55,86.433,173.167,220.967,110.383,124.517,99.867,77.217,188.683,200.483,152.783,101.8,58.217,283.35,117.65,49.883,181.35,103.067,71.767
"Edgar",182.783,143.667,88.067,225.383,82.533,168.183,119.7,24.017,186.567,66,126.033,205.967,113.517,97.267,65.967,173.15,179.3,54.567,90.183,198.717,80.817,172.15,0,141.567,80.817,105.733,81.167,155.45,239.717,204.517,125.4,167.4,258.4,238.95,206.117,175.883,155.933,107.4,215.8,138.867,204.567,181.217,291.067,129.383,192.217,123.617,191.983,168.7,143.917,153.283,94.983,182.15,153.25,199.2,99.25,176.15,161.3,167.983,39.45,90.683,208.267,213.333,231.5,109.017,225.233,213.833,225.817,203,42.15,78.683,221.417,132.65,188.333,68.033,129.167,129.833,201.383,164.367,98.517,87.45,212.333,140.7,82.583,200.867,198.183,94.95,172.55,165.783,236.05,120.883,222.5,25.55,40.9,264.3,132.6,206.333,170.517,227.717,140.667,156.083,214.6,122.567
"Edwards",109.333,90.967,216.8,151.95,82.8,59.883,209.983,128.417,60.417,87.117,97.867,153.25,177.55,69.7,127.567,155.233,151.85,160.883,73,125.283,146.133,115.417,139.783,0,146.133,84.233,107.05,102.75,100.75,280.667,48.517,109.3,123.5,104.05,163.967,36.9,45.25,141.733,282.067,215.167,270.833,149.967,155.267,106.933,151.683,125.15,121.733,29.717,187.967,79.85,223.733,108.717,117.5,265.467,101.15,123.45,148.533,234.25,168.183,156,274.533,86.9,190.833,54.217,218.6,74.85,289.383,140.683,126.033,129.1,82.433,11.967,131.817,105.833,67.133,180.533,267.65,49.9,52,149.05,73.35,142.017,98.7,93.033,124.75,136.717,159.783,24.633,152.6,37.167,157.267,157.833,169.633,158.367,28.167,163.35,253.45,92.817,137.75,120.167,141.167,56.883
"Effingham",188.75,130.217,81.167,231.35,88.5,174.15,67.75,91.333,203.25,71.383,80.15,136.25,35.317,103.233,39.183,179.117,185.267,36.767,96.15,204.683,0,178.117,80.483,147.533,0,111.7,87.133,132.817,245.683,141,131.367,173.367,242.683,236.3,132.717,181.85,161.9,137.817,142.383,76.05,131.167,107.817,297.033,77.083,118.8,129.583,197.95,174.667,70.517,159.25,81.667,188.117,79.833,125.8,78.817,107.9,87.9,94.583,50.867,17.283,134.867,219.45,237.467,114.983,151.833,219.8,149.717,208.967,51.583,47.117,227.383,138.617,174.883,74,135.133,56.433,127.983,170.333,104.483,24.75,218.3,67.3,83.983,185.45,204.15,41.867,99.15,171.75,242.017,126.85,228.467,72.333,52.3,270.267,138.567,212.3,118.083,233.683,146.633,82.667,220.567,128.533
"Fayette",110.7,121.683,182.567,162.483,27.267,105.283,175.767,94.183,129.417,52.883,116.767,183.983,143.333,63.883,93.35,111.383,108,126.65,51.367,133.483,111.9,71.567,105.567,84.417,111.9,0,36.633,133.483,179.65,245.5,59.733,62.3,201.3,181.85,194.7,118.733,93.033,69.017,246.883,180.933,235.667,180.7,228.167,120.117,182.417,60.8,86.883,111.55,175,90.383,189.5,119.25,148.233,230.3,92.1,154.167,179.267,199.083,133.95,121.767,239.367,163.583,150.017,62.6,249.333,156.7,254.217,104.633,91.8,107.733,164.267,75.517,166.367,74.633,37.75,160.933,232.483,101.467,58.7,114.817,160.267,171.8,83.35,156.083,135.283,119.433,190.517,116.5,173.15,69.417,141.017,123.6,135.4,201.417,76.283,122.017,218.283,164.817,77.833,150.9,151.7,59.667
"Ford",146.65,111.983,158.6,170.65,31.067,132.45,151.8,70,152.333,29.367,98.1,174.283,119.367,63.633,69.383,97.733,103.9,102.683,52.817,136.85,87.95,96.75,81.6,107.35,87.95,36.583,0,123.767,205.5,221.533,89.667,98.25,222.85,203.4,184.983,141.667,120.2,56.433,222.917,156.967,211.7,170.983,249.4,101.45,172.7,48.217,117.7,134.483,151.05,117.55,165.533,146.433,138.533,206.333,73.417,144.467,168.433,175.117,110,97.817,215.4,177.783,156.083,73.467,232.367,179.617,230.25,127.6,67.833,82.1,187.2,98.433,156.65,52.2,73.7,136.967,208.517,128.633,62.967,90.85,178.1,147.833,64.667,166.967,162.45,98.367,179.683,131.55,194.383,85.333,147.083,99.65,111.433,222.65,98.383,130.933,194.317,191.983,65.25,141.2,172.933,86.833
"Franklin",169.65,10.883,216.167,212.25,122.283,153.383,202.767,149.133,103.183,107.017,59.167,69.617,162.167,85.617,114.933,204.133,200.75,166.933,98.767,185.583,135,164.317,152.733,103.767,135,133.15,123.233,0,201.933,231.083,112.267,155.9,123.483,118.967,80.317,138.083,137.483,173.917,232.467,202,221.233,67.617,256.45,66.45,65.15,165.683,180.5,130.9,138.367,140.15,216.667,169.017,67.9,215.867,70.533,50.5,98.933,184.65,181.017,140.417,224.933,102.1,242.767,77.15,169.017,162.917,239.8,197.4,139.85,100.283,166.033,94.867,57.083,102.383,116.033,130.933,218.05,143.4,90.083,117.85,174.533,92.417,81.183,68.1,185.05,100.633,110.2,127.983,222.917,86.55,217.567,171.65,182.467,251.167,100.567,214.767,203.85,194,182.733,70.567,201.467,109.433
"Fulton",100.033,190.933,316.767,108.583,182.767,86.867,309.967,228.383,123.917,187.083,197.85,245.4,277.533,169.667,227.55,134.95,133.033,260.85,172.967,81.367,246.117,131.083,239.767,100.85,246.117,179.283,205.733,202.717,0,380.65,131.967,123.25,163.433,144,256.667,76.85,99.2,201.95,382.033,315.133,370.8,249.933,68.917,206.9,256.017,167.633,115.767,83.617,287.933,96.15,323.7,76.733,217.483,365.45,201.117,223.417,248.517,334.217,268.15,255.967,374.5,126.833,147.467,154.2,318.583,86.383,389.367,108.183,226,229.083,105.233,111.933,196.133,205.8,144.85,280.5,367.617,90.233,151.967,249.017,61.9,242,198.683,162.433,81.383,236.7,259.767,108.15,68.367,137.15,113.9,257.8,269.6,69,128.133,119.45,353.417,16.3,157.617,220.15,87.967,122.317
"Gallatin",320.1,225.383,118.3,362.7,219.867,305.5,95.083,221.717,303.3,202.733,201.15,206.567,113.55,238.8,170.533,310.467,316.633,158.05,227.5,336.05,138.05,309.483,201.783,277.667,138.05,243.05,218.483,227.317,375.833,0,262.717,304.717,313.533,316.717,203.033,311.983,293.25,269.167,90.5,76.817,81.4,178.133,428.383,198.083,189.117,260.95,329.317,304.8,117.75,290.6,108.05,319.483,162.983,79.667,205.217,189.55,147.467,52.2,163.6,127.433,85.1,309.217,368.817,246.35,128.9,349.95,27.15,340.333,184.217,178.35,357.517,268.767,261.317,205.35,266.5,133.65,89.917,301.683,235.833,156,348.433,149.867,215.217,275.217,335.5,173.117,145.917,301.883,373.367,260.45,359.817,193.65,167.55,401.633,269.933,343.667,44.85,365.033,277.983,166.05,351.917,259.883
"Greene",73.567,99.933,201.3,116.167,67.3,58.967,194.5,112.917,100.5,71.617,106.85,162.217,162.067,54.2,112.083,122.85,119.467,145.383,57.5,89.517,130.633,83.033,124.3,49.417,130.633,60.1,89.733,111.717,133.333,264.233,0,74.617,172.383,152.933,172.933,83.733,42.6,110.1,265.617,199.667,254.4,158.933,181.85,113.4,160.65,92.767,85.967,76.55,196.933,44.067,208.233,72.95,126.467,249.033,85.383,132.417,157.5,217.817,152.683,140.5,258.1,134.667,155.05,40.833,227.583,121.683,272.95,104.917,110.533,113.6,129.267,41.05,144.6,90.333,23.067,174.333,251.217,51.033,36.5,133.55,113.95,150.983,83.217,128.417,88.967,120.95,168.767,65,126.833,47.667,121.5,142.333,154.133,155.1,27.867,127.583,237.017,118.5,105.35,129.133,105.383,9.917
"Grundy",48.383,143.767,244.567,108.7,89.25,59.517,237.75,156.183,151.5,114.883,150.683,206.067,205.317,98.05,155.333,64.017,60.633,188.65,101.35,71.167,173.9,24.2,167.55,106.5,173.9,62.117,98.633,155.567,125.383,307.5,73.067,0,207.917,188.483,216.783,121.317,67.617,97.217,308.883,242.933,297.65,202.783,174.383,157.25,204.5,59.983,24.583,128.1,237,39.55,251.483,65.467,170.317,292.283,129.217,176.25,201.35,261.067,195.95,183.767,301.35,171.317,102.65,84.683,271.417,134.5,316.217,45.983,153.8,157.45,153.35,97.6,188.45,136.617,52.183,218.167,294.467,62.483,80.35,176.817,106,194.833,127.05,178.167,81.5,164.8,212.6,99.883,119.367,91.5,98.4,185.6,197.4,147.617,93.433,76.633,280.267,110.55,57.55,172.983,97.917,63.4
"Hamilton",207.8,116.05,325.5,232.4,201.267,175.367,312.1,246.883,74.917,205.583,165.067,133.483,272.383,174.633,215.617,258.783,256.55,272.833,182.467,205.2,244.333,220.117,253.417,122.967,244.333,202.7,225.517,123.3,163.733,316.067,172.7,207.233,0,32.267,132.983,96.917,170.667,260.2,317.45,282.817,306.217,151.167,210.567,174.117,148.517,243.617,219.667,105.733,229.817,180.133,326,200.55,178.133,300.85,171.217,163.15,178.75,269.633,282.7,252.65,309.917,46.4,271.283,149.133,240.2,98.833,324.783,232.017,240.55,200.983,89.867,138,86.467,203.083,185.6,241.15,293.35,165.383,165.483,223.75,127.867,192.35,181.867,74.883,205.2,206.533,194.567,138.833,214.9,154.967,237.717,272.35,284.15,221.35,150.25,243.267,288.833,155.8,256.217,180.8,221.617,180.617
