"","Accomack","Albemarle","Alexandria","Alleghany","Amelia","Amherst","Appomattox","Arlington","Augusta","Bath","Bedford","Bland","Botetourt","Bristol","Brunswick","Buchanan","Buckingham","Buena Vista","Campbell","Caroline","Carroll","Charles City","Charlotte","Charlottesville","Chesapeake","Chesterfield","Clarke","Colonial Heights","Covington","Craig","Culpeper","Cumberland","Danville","Dickenson","Dinwiddie","Emporia","Essex","Fairfax","Fairfax City","Falls Church","Fauquier","Floyd","Fluvanna","Franklin","Franklin City","Frederick","Fredericksburg","Galax","Giles","Gloucester","Goochland","Grayson","Greene","Greensville","Halifax","Hampton","Hanover","Harrisonburg","Henrico","Henry","Highland","Hopewell","Isle of Wight","James City","King and Queen","King George","King William","Lancaster","Lee","Lexington","Loudoun","Louisa","Lunenburg","Lynchburg","Madison","Manassas","Manassas Park","Martinsville","Mathews","Mecklenburg","Middlesex","Montgomery","Nelson","New Kent","Newport News","Norfolk","Northampton","Northumberland","Norton","Nottoway","Orange","Page","Patrick","Petersburg","Pittsylvania","Poquoson","Portsmouth","Powhatan","Prince Edward","Prince George","Prince William","Pulaski","Radford","Rappahannock","Richmond","Richmond City","Roanoke","Roanoke City","Rockbridge","Rockingham","Russell","Salem","Scott","Shenandoah","Smyth","Southampton","Spotsylvania","Stafford","Staunton","Suffolk","Surry","Sussex","Tazewell","Virginia Beach","Warren","Washington","Waynesboro","Westmoreland","Williamsburg","Winchester","Wise","Wythe","York"
"Dinwiddie",192.767,104.367,131.917,219.683,52.833,126.717,93.517,134.9,131.517,194.15,141.367,254.067,187.6,301.367,44.467,176.6,94.6,164.65,97.833,78.817,219.833,53.467,85.35,99.95,110.867,34.9,182.2,21.217,186.083,174.633,136.917,82.95,130.3,373.167,0,46.25,92.7,133.683,133.683,135.967,131.983,224.867,96.717,75.95,233.467,190.883,91.417,227.083,240.417,94.633,68.25,240.567,126.583,40.833,102.2,99.15,61.233,146.717,74.5,62.583,232.233,32.517,83.583,86.433,88.6,105.933,76.25,123.367,123.883,159.167,158.517,90.483,66.15,120.567,127.533,130.767,133.183,165.817,112.05,56.9,179.2,210.733,92.667,58.65,99.4,104.517,97.2,126.217,354.917,40.017,111.75,345.583,193.567,19.4,140.483,96.8,103.233,62.4,69.833,27.067,116.717,230.367,220.467,129.283,39.133,39.133,180.55,180.55,162.717,150.983,189.767,189.767,133.2,153.717,266.833,44.4,92.167,96.317,133.967,91.317,67.417,30.917,299.25,122.317,127.033,158.15,123.767,122.9,77.15,185.45,358.3,99.35,100.183
"Emporia",173.75,127.9,155.467,255.833,89.45,162.867,129.667,158.433,155.067,217.7,177.517,258.717,210.817,306.017,26.783,196.8,130.75,183.75,121.367,102.367,230.45,69.767,107.05,123.483,91.85,58.433,205.75,44.75,209.633,184.317,160.45,106.483,139.983,377.817,46.567,0,110.733,157.233,157.233,159.517,155.517,234.55,120.267,45.333,214.45,214.433,114.95,237.7,276.567,112.667,91.8,251.167,150.133,8.717,111.683,98.667,81.883,170.267,84.183,80.617,268.383,47.783,81.833,102.733,106.633,129.483,94.267,141.4,147.417,182.717,182.05,114.033,81.367,156.717,151.067,154.317,156.717,175.5,130.083,66.583,160.183,246.883,112.7,76.683,90.933,85.5,100.95,144.25,359.567,71.517,135.283,350.233,203.25,43.5,151.1,105.133,84.217,85.95,105.983,43.367,140.25,256.317,256.617,147.3,62.667,62.667,216.7,216.7,186.267,174.517,213.317,225.917,156.733,177.25,271.483,67.933,115.7,119.85,157.5,67.833,74.7,29.25,303.9,103.3,148.65,181.7,147.317,140.933,95.183,208.983,362.95,96.133,118.217
"Essex",195.567,115.35,109.3,237.983,103.7,160.783,157.483,112.267,142.5,205.133,199.85,272.35,198.25,319.65,134.133,184.25,135.217,171.183,108.8,42.867,273.917,80.55,156.917,110.917,128.35,77.283,159.567,78.717,197.067,264.3,114.283,112.183,219.967,391.45,94.4,111.767,0,111.067,111.067,113.35,109.35,253.6,107.7,138.717,236.267,168.267,60.95,285.867,258.717,55.683,82.483,287.467,137.567,108.383,182.367,99.05,51.15,157.7,164.183,44.883,250.517,74.3,119.783,94.267,33.883,46.283,31.233,36.55,101.25,170.15,135.883,101.467,148.65,177.083,122.85,108.15,110.55,255.483,68.5,146.567,181.983,229.033,91.5,64.15,99.317,120.25,97.1,33.5,373.2,123.433,111.733,363.883,283.233,83.167,220.65,89.517,118.417,91.633,133.8,77.367,94.083,248.667,238.75,36.567,59.35,59.35,209.2,209.2,173.7,161.967,167.133,208.05,110.567,164.7,285.117,69.533,68.2,73.683,144.95,125.433,111.983,98.467,317.55,128.433,136.083,135.533,134.75,30.183,80.517,162.817,376.583,99.25,72.95
"Fairfax",218.917,120.867,28.05,227.25,140.433,173.617,194.2,23.583,121.65,194.717,206.383,261.633,187.517,308.933,175.717,173.517,177.767,160.45,119.85,86.45,263.2,130.033,193.633,125.05,190.117,116.717,64.1,120.9,186.333,264.383,74.433,149.317,256.75,380.733,135.983,159.217,112.45,0,0,18.467,42.967,242.867,132.417,186.183,199.833,81.867,60.233,275.133,247.983,156.3,119.617,276.733,101.75,155.833,219.083,160.833,93.833,105.25,205.767,103.45,239.783,122,182.3,152.583,134.7,80.033,116.267,149.65,19.983,159.417,36,111.017,185.383,189.917,85.35,32.1,25.933,262.75,173.717,188.15,235.483,218.3,154.35,120.333,161.083,182.033,158.867,146.6,362.467,163.8,90.5,353.15,277.733,124.75,235.833,158.483,180.2,128.767,170.517,125.067,35.417,237.933,228.017,149.65,101.583,101.583,198.467,198.467,162.967,107.917,67.9,197.333,39.7,119.633,274.383,106.25,70.483,47.517,130.2,187.2,159.683,145.933,306.817,190.217,155.283,71.433,137.4,139.217,138.833,76.417,365.867,161.033,161.867
"Fairfax City",218.917,120.867,28.05,227.25,140.433,173.617,194.2,23.583,121.65,194.717,206.383,261.633,187.517,308.933,175.717,173.517,177.767,160.45,119.85,86.45,263.2,130.033,193.633,125.05,190.117,116.717,64.1,120.9,186.333,264.383,74.433,149.317,256.75,380.733,135.983,159.217,112.45,0,0,18.467,42.967,242.867,132.417,186.183,199.833,81.867,60.233,275.133,247.983,156.3,119.617,276.733,101.75,155.833,219.083,160.833,93.833,105.25,205.767,103.45,239.783,122,182.3,152.583,134.7,80.033,116.267,149.65,19.983,159.417,36,111.017,185.383,189.917,85.35,32.1,25.933,262.75,173.717,188.15,235.483,218.3,154.35,120.333,161.083,182.033,158.867,146.6,362.467,163.8,90.5,353.15,277.733,124.75,235.833,158.483,180.2,128.767,170.517,125.067,35.417,237.933,228.017,149.65,101.583,101.583,198.467,198.467,162.967,107.917,67.9,197.333,39.7,119.633,274.383,106.25,70.483,47.517,130.2,187.2,159.683,145.933,306.817,190.217,155.283,71.433,137.4,139.217,138.833,76.417,365.867,161.033,161.867
"Falls Church",209.717,128.417,26.433,234.8,141.633,181.167,195.417,14.383,129.2,202.267,213.933,269.183,195.067,316.483,176.933,181.067,173.567,168,127.4,87.667,270.75,131.233,194.85,132.6,191.333,117.933,64.55,122.117,193.883,271.933,81.983,150.533,261.517,388.283,137.2,160.433,113.667,19.417,19.417,0,50.517,250.417,139.967,187.4,190.65,89.933,61.433,282.683,255.533,157.517,120.833,284.283,109.3,157.05,220.3,162.05,95.05,112.8,206.967,104.65,247.333,123.217,183.517,153.8,135.917,81.25,117.483,150.85,20.767,166.967,36.45,112.233,186.583,197.467,92.9,39.65,33.483,270.3,174.933,189.367,226.3,225.85,155.55,121.55,162.3,183.25,160.083,147.817,370.017,165.017,98.05,360.7,285.283,125.967,243.383,159.683,181.4,129.983,171.733,126.267,37.1,245.483,235.567,150.867,102.783,102.783,206.017,206.017,170.517,115.467,68.333,204.883,47.25,127.183,281.933,107.467,71.7,48.733,137.75,188.417,160.9,147.133,314.367,191.433,162.833,78.983,144.95,140.433,140.05,81.217,373.417,162.25,163.083
"Fauquier",250.167,83.95,61.95,210.817,137.4,136.7,170.367,54.833,105.217,178.283,175.767,245.2,171.083,292.5,172.7,157.083,140.85,144.017,82.933,83.433,246.767,127.017,190.3,88.133,187.1,113.7,56.75,117.883,169.9,247.95,37.517,138.15,219.817,364.283,132.967,156.2,109.433,42.167,42.167,49.717,0,226.433,95.483,183.167,231.1,65.433,56.55,258.7,231.55,153.283,110.617,260.3,64.833,152.817,215.083,157.817,90.817,88.817,202.75,100.417,223.35,118.983,179.283,149.567,131.683,77.017,113.25,146.633,53.867,142.983,54.3,75.15,182.35,153,48.433,34.65,39.217,238.167,170.7,185.133,240.75,201.867,151.333,117.317,158.067,179.017,155.85,143.583,346.033,160.783,53.583,336.717,261.3,121.733,198.917,155.467,177.167,127.717,163.417,122.05,52.05,221.5,211.583,146.633,98.567,98.567,182.033,182.033,146.533,91.483,64.317,180.883,7.567,84.9,257.95,103.233,67.467,56.883,113.767,184.183,156.667,142.9,290.383,187.2,118.35,31.25,111.183,136.2,135.817,59.983,349.433,158.017,158.85
"Floyd",367.217,150.033,259.767,44.683,192.217,131.433,136.433,252.65,125,145.283,91.7,72.983,71.683,120.283,210.983,73.45,161.467,98.317,163.967,233.317,37.917,239.9,153.783,151.267,300,214.283,211.183,226.133,117.983,53.983,210.817,185.233,100.683,192.083,224.217,232.017,253.25,239.967,239.967,247.517,223.2,0,171.417,270.6,407.917,207.133,239.55,58.367,65.417,266.183,188.683,65.983,176.633,233.333,139.883,270.7,215.867,140.2,156.05,218.7,51.133,232.433,301.567,262.467,256.067,259.35,236.8,289.817,251.683,97.183,239.467,177.6,186.033,120.483,182.733,232.45,237.033,70.25,283.6,169.133,353.633,39.183,264.217,230.2,270.95,291.9,268.75,286.767,173.817,192.6,185.6,164.5,36.617,238.567,103.017,268.35,290.067,208.983,168.333,236.2,249.867,49.283,38.483,289.833,206.8,206.8,58.783,58.783,89.933,144.467,215.817,52.45,223.167,164.667,85.733,208.4,222.583,245.95,126.75,293.1,270.117,241.35,118.167,300.083,174.833,205.9,130.333,283.45,248.7,199.7,177.217,270.9,271.733
"Fluvanna",222.367,35.967,138.417,158.6,70.2,79.833,75.733,141.383,63.117,125.75,120.417,192.983,118.883,240.283,136.117,104.867,46.2,91.8,24.6,88.483,194.55,95.067,95.65,31.55,155.167,69.45,146.4,81.3,117.7,198.3,78.233,47.2,163.683,312.083,96.383,119.617,108.417,131.983,131.983,139.533,96.167,174.233,0,146.583,263.067,145.267,95.367,206.483,179.333,121.35,35.533,208.083,58.067,116.233,127.383,125.867,71.033,78.317,135.667,73.867,171.133,87.6,148.9,117.633,111.233,115.167,91.95,144.983,130.383,90.767,144.117,33.15,106.7,96.133,59,118.967,127.95,182.033,138.767,126.267,208.8,149.65,119.383,85.367,126.117,147.067,123.9,141.933,293.833,95.083,43.217,284.5,209.083,85.15,142.767,123.517,145.233,52.117,69.433,91.367,123.2,169.283,159.383,144.983,61.967,61.967,129.817,129.817,94.333,82.583,153.967,128.683,97.383,85.183,205.75,63.567,77.75,102.817,65.567,152.233,125.283,106.317,238.167,155.25,37.033,98.267,55.367,138.617,103.867,137.817,297.217,126.067,126.9
"Franklin",138.583,152.4,179.967,275.033,113.95,192.867,161.85,182.933,179.567,242.2,209.683,295.717,235.317,343.017,71.967,221.3,154.017,208.25,145.867,126.867,267.467,94.083,144.067,147.983,56.683,82.933,230.25,69.25,234.133,221.317,184.95,130.983,176.983,414.817,75.533,45.883,135.233,181.733,181.733,184.017,180.017,271.55,144.767,0,179.283,238.933,139.45,274.717,295.767,100.383,116.3,288.183,174.633,47.533,148.683,63.5,106.383,194.767,121.2,105.117,287.583,72.283,40.633,97.067,125.9,153.983,118.767,149.95,171.917,207.217,206.55,138.533,118.367,188.9,175.567,178.817,181.217,212.517,118.683,103.6,125.017,266.083,77.533,101.183,55.767,50.333,67.133,166.967,396.567,108.533,159.783,387.25,240.25,68,188.1,69.967,49.05,110.45,138.167,67.867,164.75,285.733,275.817,171.8,87.167,87.167,248.867,248.867,210.767,199.017,237.817,245.117,181.233,201.75,308.483,92.433,140.2,144.35,182,32.667,62.483,44.467,340.917,68.133,173.15,206.2,171.817,165.433,86.7,233.483,399.95,60.967,90.783
"Franklin City",44.767,272.067,184.867,394.7,254.25,317.5,308.033,184.183,299.233,361.85,355.867,429.083,354.983,476.383,244.883,340.967,289.567,327.917,265.533,242.15,430.65,198.583,310.467,267.65,144.433,222.2,244.567,226.05,353.8,394.233,264.533,266.533,349.9,548.183,236.117,218.8,236.083,201.967,201.967,193.35,233.083,410.333,264.433,182.45,0,269.95,231.317,447.617,415.433,185.883,239.217,444.183,291.867,220.433,321.6,145.3,221.267,295.35,294.117,221.533,407.25,219.217,169,185.467,211.4,243.583,211.367,235.45,191.3,326.883,216.467,258.2,291.283,335.083,275.45,222.2,216.05,385.417,204.183,276.5,61.35,385.75,163.033,190.667,149.333,134.633,151.283,252.467,529.933,265.133,273.067,520.6,413.167,224.05,361.017,155.467,137.3,245.983,284.35,218.183,206.983,405.383,395.483,261,209.083,209.083,365.917,365.917,330.433,298.017,245.05,364.783,229.8,309.75,441.85,220.117,241.583,218.617,301.667,156.85,190.117,217.383,474.267,143.617,292.817,261.55,291.483,266.267,172.2,261.233,533.317,149.283,176.283
"Frederick",287.05,119.383,97.067,189.517,192.133,150.467,181.317,89.967,83.917,156.983,168.65,223.9,149.8,271.2,227.433,135.783,168.633,122.717,133.3,138.167,225.467,181.733,212.917,120.6,241.833,168.433,30.283,172.617,148.617,226.65,92.25,183.283,233.6,343,187.7,210.933,164.167,77.283,77.283,84.833,60.517,205.15,140.75,237.9,267.983,0,111.283,237.4,210.25,208.017,158.017,239,104.783,207.55,228.867,212.55,145.55,67.517,259.65,155.15,202.05,173.717,234.017,204.3,186.417,131.75,167.983,201.35,89,121.7,58.567,129.883,230.683,166.783,97.183,69.767,74.35,225.033,225.433,239.867,295.483,180.567,206.05,172.05,212.8,233.75,210.583,198.317,324.75,215.517,108.317,315.417,240,176.467,212.683,210.2,231.9,175.117,193.417,176.783,87.183,200.2,190.3,201.367,153.3,153.3,160.733,160.733,125.25,70.183,34.917,159.6,60.483,78.9,236.667,157.967,122.2,101.25,92.483,238.917,211.4,197.633,269.083,241.933,144.183,61.383,99.683,190.933,190.55,14.567,328.133,212.75,213.583
"Fredericksburg",216.733,104.267,56.517,226.9,99.817,149.7,153.6,59.483,131.417,194.05,188.767,261.283,187.167,308.583,135.117,173.167,131.75,160.1,87.2,34.75,262.85,89.417,153.033,99.85,149.517,76.117,105.5,80.3,185.983,264.017,62.817,108.717,219.7,380.383,95.383,118.617,60.95,58.283,58.283,60.567,55.283,242.517,96.617,145.583,229.467,114.183,0,274.783,247.633,116.65,79.017,276.383,87.783,115.233,178.483,120.233,53.233,132.067,165.15,62.833,239.433,81.4,141.7,111.983,94.583,25.917,75.667,98.15,48.467,159.067,83.1,66.3,144.767,166,71.383,55.367,57.767,251.167,129.467,147.55,203.15,217.95,113.733,79.733,120.483,141.433,118.267,95.1,362.117,123.2,60.267,352.8,277.383,84.15,211.917,117.867,139.583,88.167,129.917,84.45,41.3,237.583,227.667,98.15,60.967,60.967,198.117,198.117,162.617,124.567,113.067,196.983,56.5,117.817,274.033,65.65,27.917,18.967,133.867,146.6,119.083,105.317,306.467,149.617,125,81.45,123.667,85.1,98.233,108.75,365.517,120.433,121.267
"Galax",403.117,183.683,293.417,78.333,231.7,165.733,175.917,286.3,158.65,178.933,129.717,52.95,105.333,100.25,213.083,107.1,200.95,131.967,197.617,266.967,23.067,275.667,208.867,184.917,321.2,247.933,244.833,243.417,151.633,81.7,244.467,224.717,129.467,172.05,227.683,236.117,286.9,273.617,273.617,281.167,256.85,60.2,205.067,274.683,443.817,240.783,273.2,0,76.6,299.833,222.333,24.683,210.283,237.417,172.8,304.35,249.517,173.85,184.85,252.35,59.333,254.717,305.05,296.117,289.717,293,270.45,323.467,285.333,130.833,273.117,211.25,219.883,159.967,216.383,266.1,270.683,98.817,317.25,197.917,389.533,72.833,297.867,263.85,304.6,314.867,302.4,320.417,153.8,232.083,219.25,144.467,64.333,241.6,138.8,302,313.583,239.433,207.817,249.283,283.517,50.55,62.5,323.483,240.45,240.45,94.25,94.25,123.583,178.117,249.467,86.1,256.817,198.317,65.717,242.05,256.233,279.6,160.4,297.183,290.267,244.817,98.15,332.667,208.483,239.55,163.983,317.1,282.35,233.35,157.183,304.55,305.383
"Giles",374.583,157.4,267.133,35.717,205.417,139.45,149.633,260.017,132.367,131.7,103.45,41.683,79.05,109.1,260.333,80.817,174.667,105.683,171.333,240.683,63.367,247.267,181.183,158.633,307.367,221.65,218.55,233.5,92.8,119.417,218.183,198.45,166.117,169.933,242.117,276.933,260.633,247.35,247.35,254.9,230.567,67.183,178.783,298.783,415.283,214.517,246.933,75.3,0,273.55,196.05,76.917,184.017,278.25,180.867,278.067,223.233,147.567,216.45,226.083,22.55,239.8,301.1,269.833,263.433,266.717,244.167,297.183,259.05,104.567,246.833,184.967,213.433,133.683,190.117,239.833,244.4,135.683,290.967,226.45,361,43.583,271.583,237.583,278.333,299.267,276.117,294.15,159.283,205.8,192.967,115.083,102.05,237.35,144,275.717,297.433,213.15,181.55,243.567,257.233,35.6,38.8,297.2,214.183,214.183,67.967,67.967,97.3,151.833,223.2,59.833,230.533,172.033,74.567,215.767,229.967,253.317,134.117,304.45,277.483,258.533,68.65,307.45,182.217,213.267,137.7,290.817,256.083,207.067,162.667,278.267,279.1
"Gloucester",146.067,129.117,152.3,251.767,111.3,174.55,165.083,155.267,156.283,218.917,212.933,286.133,212.033,333.433,135.95,198.017,146.617,184.967,122.583,97.283,287.7,60.817,164.517,124.7,78.85,79.25,202.583,80.683,210.85,266.117,157.283,123.583,221.783,405.233,96.217,113.717,54.067,154.067,154.067,156.35,152.367,267.383,121.483,101.533,186.767,211.267,111.8,299.65,272.483,0,96.267,301.25,151.35,110.333,189.967,49.567,78.333,171.483,166,78.583,264.3,76.267,70.283,57.65,38.533,100.367,49.233,52.433,144.267,183.933,178.9,115.25,151.4,192.133,152.283,151.15,153.55,257.317,21.15,148.4,132.5,242.8,42,43.783,49.817,70.767,47.6,69.433,386.983,125.25,136.5,377.667,285.05,84.983,228.267,40.033,68.917,103.033,141.4,80.833,137.1,262.45,252.533,77.967,66.133,66.133,222.967,222.967,187.483,175.75,210.15,221.833,153.583,178.467,298.9,77.167,112.55,116.7,158.717,75.933,77.467,100.417,331.333,78.95,149.867,178.533,148.533,84.267,40,205.833,390.367,49.767,23.45
"Goochland",195.85,53.3,115.067,175.933,38.433,96.733,87.417,118.033,80.467,143.083,132.117,210.317,136.217,257.617,107.683,122.2,57.883,109.15,46.767,61.967,211.883,68.55,90.667,48.883,128.65,40.017,160.2,52.867,135.033,201.65,92.75,34.85,157.317,329.417,67.95,91.183,81.9,116.833,116.833,119.117,109.967,191.567,35.683,118.15,236.55,168.883,74.55,223.817,196.667,94.833,0,225.417,75.533,87.8,116.117,99.35,44.517,95.65,124.4,47.35,188.483,59.167,120.467,91.117,84.717,89.083,65.433,118.467,107.017,108.117,141.65,39.433,82.4,111.317,76.467,113.917,116.317,192.85,112.25,115.733,182.283,166.983,92.867,58.85,99.6,120.55,97.383,115.417,311.167,64.033,60.683,301.833,220.6,56.717,154.45,97,118.717,18.55,60.117,62.933,99.85,186.617,176.717,118.467,35.45,35.45,147.15,147.15,111.667,99.917,167.767,146.017,111.183,102.65,223.083,36.967,75.4,79.45,82.9,128.183,96.85,77.883,255.5,128.733,62.05,115.717,72.717,112.1,77.35,163.433,314.55,99.55,100.383
"Grayson",402.617,185.433,295.167,80.083,233.45,167.483,177.667,288.05,160.4,180.683,131.467,54.7,107.083,102,226.517,108.85,202.7,133.717,199.367,268.717,31.45,275.3,209.217,186.667,334.633,249.683,246.583,256.85,153.383,90.083,246.217,226.467,137.867,173.8,241.117,249.55,288.65,275.367,275.367,282.917,258.6,68.583,206.817,288.117,443.317,242.533,274.95,23.567,78.35,301.583,224.083,0,212.033,250.85,181.183,306.1,251.267,175.6,193.233,254.1,61.083,267.833,318.483,297.867,291.467,294.75,272.2,325.217,287.083,132.583,274.867,213,228.267,161.717,218.133,267.85,272.433,107.2,319,206.317,389.033,74.583,299.617,265.6,306.35,328.283,304.15,322.167,155.55,233.833,221,146.217,72.717,255.033,147.183,303.75,327,241.183,209.567,262.717,285.267,52.3,64.25,325.233,242.2,242.2,96,96,125.333,179.867,251.217,87.85,258.567,200.067,67.467,243.8,257.983,281.35,162.15,310.617,303.7,258.25,99.9,335.483,210.233,241.3,165.733,318.85,284.1,235.1,158.933,306.3,307.133
"Greene",253.833,32.633,122.35,163.083,112.283,85.367,116.217,115.233,59.583,130.233,124.433,197.467,123.367,244.767,167.567,109.35,88.333,96.283,43.217,113.3,199.033,126.517,142.5,36.817,186.617,100.9,112.7,112.75,122.183,200.217,48.267,101.017,168.5,316.567,127.833,151.067,139.283,102.567,102.567,110.117,66.75,178.717,57.5,178.033,291.5,108.65,86.267,210.967,183.817,152.8,75.3,212.567,0,147.683,163.767,157.317,102.483,44.917,182.517,105.333,175.617,119.05,180.35,149.083,142.683,106.067,123.417,176.483,114.283,95.25,114.7,48.667,153.55,101.683,20.183,89.55,98.533,186.85,170.217,173.1,240.25,154.133,150.833,116.833,157.583,178.517,155.367,173.433,298.317,137.867,33.467,288.983,213.567,116.6,147.583,154.967,176.683,92.4,116.267,122.817,107.517,173.767,163.867,176.483,93.433,93.433,134.3,134.3,98.817,37.4,117.333,133.167,67.967,30.65,210.233,95.017,83.65,92.667,68.133,183.7,156.733,137.767,242.65,186.7,67.033,59.45,59.85,165.25,135.333,101.217,301.7,157.517,158.35
"Greensville",178.283,122.667,150.217,245.3,84.2,164.067,130.867,153.183,149.817,212.45,178.717,259.917,205.567,307.217,37.133,191.55,124.283,178.5,116.117,97.117,231.65,64.517,108.25,118.233,96.367,53.2,200.5,39.5,204.383,185.5,155.2,101.25,141.183,379.017,39.767,11.033,105.5,151.983,151.983,154.267,150.267,235.75,115.017,49.867,218.983,209.183,109.7,238.9,266.017,107.417,86.55,252.367,144.883,0,112.883,103.183,76.65,165.017,85.383,75.367,257.833,42.55,84.233,97.5,101.4,124.233,89.033,136.15,142.183,177.467,176.817,108.783,82.567,157.917,145.817,149.067,151.467,176.7,124.833,67.783,164.7,236.333,105.45,71.45,95.467,90.033,105.483,139.017,360.767,72.717,130.05,351.433,204.45,38.267,152.3,109.65,88.75,80.7,107.183,38.117,135,255.983,246.067,142.067,57.417,57.417,217.9,217.9,181.017,169.283,208.067,215.367,151.483,172,272.683,62.7,110.45,114.617,152.25,72.367,69.45,24,305.1,107.833,143.4,176.45,142.067,135.683,89.95,203.733,364.15,100.667,112.967
"Halifax",278.533,136.467,216.55,159.9,82.517,84.733,64.583,219.517,151.3,183.883,90.05,191.217,136.283,238.517,90.5,125.283,94.75,122.667,151.117,163.433,157,152.417,46.233,138.417,196.633,117.983,237.483,120.167,164.05,93.817,197.25,94.2,48.5,310.317,104.45,111.55,184.433,218.317,218.317,220.6,215.733,141.1,130.283,150.117,319.233,233.433,176.033,174.067,180.633,190.3,116.883,181.683,164.667,112.85,0,194.817,145.85,166.5,35.567,149.8,172.433,131.467,181.8,185.4,184.267,190.55,167.983,219.033,208.5,131.8,243.133,156.017,56.767,75.333,169.167,215.4,217.8,83.633,207.717,48.65,264.967,150.95,188.333,154.317,195.717,190.283,192.85,217.95,292.067,76.117,171.25,282.75,112.75,118.35,40.717,192.467,189,105.15,69.683,126.033,201.333,170.583,160.667,221.017,128.65,128.65,120.633,120.633,132.483,170.767,242.117,129.983,216.95,187.667,203.983,124.833,176.783,180.933,153.733,172.617,167.017,121.567,236.417,208.083,127.183,208.417,141.867,214.633,172.817,226,295.45,195.017,195.85
"Hampton",101.933,134.1,157.283,256.733,116.283,179.533,170.067,160.25,161.267,223.883,217.9,291.117,217.017,338.417,125.517,203,151.583,189.933,127.567,104.183,292.683,60.617,169.5,129.683,35.817,84.233,207.567,85.667,215.833,274.85,162.267,128.55,230.533,410.217,101.2,99.417,98.117,159.05,159.05,161.333,157.333,272.367,126.45,63.083,142.633,216.25,116.767,304.617,277.467,47.917,101.233,306.217,156.333,101.067,194.95,0,83.3,176.45,174.733,83.567,269.267,81.233,35.75,47.483,73.433,131.3,73.383,97.483,149.233,188.917,183.867,120.233,156.367,197.1,157.267,156.133,158.533,266.05,66.217,157.133,88.367,247.783,25.067,52.7,11.367,26.633,13.317,114.5,391.967,130.217,141.483,382.633,293.8,89.967,233.233,17.5,29.433,108.017,146.383,87.283,142.067,267.417,257.517,123.033,71.117,71.117,227.95,227.95,192.467,180.717,215.133,226.817,158.55,183.45,303.883,82.15,117.517,121.667,163.7,37.483,56.85,96.45,336.3,34.817,154.85,183.517,153.517,128.3,34.233,210.8,395.35,8.583,38.317
"Hanover",181.2,79.2,89.283,201.833,66.833,124.617,120.617,92.25,106.35,168.983,163.683,236.2,162.1,283.5,102.117,148.083,99.067,135.033,72.65,25.667,237.767,53.9,120.05,74.767,114,43.117,139.567,47.317,160.917,231.033,94.267,76.033,186.7,355.3,62.4,83.333,51.833,91.05,91.05,93.333,89.333,217.45,71.55,110.3,221.9,148.25,48.767,249.717,222.55,80.183,46.333,251.317,101.417,79.95,145.5,84.7,0,121.55,132.167,12.067,214.367,45.883,106.167,76.467,54.633,55.433,36.2,88.383,81.233,134,115.883,64.5,111.783,140.933,102.35,88.133,90.533,222.233,97.6,114.567,167.633,192.867,78.217,44.2,84.95,105.9,82.733,85.35,337.05,90.2,86.583,327.733,249.983,51.15,183.783,82.35,104.067,55.483,96.933,48.933,74.067,212.517,202.6,88.4,27.983,27.983,173.033,173.033,137.55,125.817,147.133,171.9,90.55,128.533,248.967,32.667,49.517,53.683,108.783,111.067,83.55,70.033,281.4,114.083,99.933,115.517,98.6,82.017,62.7,142.8,340.433,84.9,85.733
"Harrisonburg",272.15,54.983,124.217,125.117,130.6,86.083,116.933,117.117,19.533,92.583,104.267,159.5,85.4,206.8,185.883,71.383,104.233,58.333,68.9,138.25,161.067,144.85,148.517,56.217,204.933,119.233,75.65,131.083,84.217,162.25,91.65,118.9,169.2,278.6,146.167,169.4,158.2,104.433,104.433,111.983,87.65,140.75,76.35,196.35,293.367,71.6,129.667,173,145.85,171.117,93.633,174.6,43.517,166.017,164.467,175.65,120.817,0,195.25,123.65,137.667,137.383,198.683,167.4,161.017,149.467,141.733,194.767,116.15,57.3,103.933,87.633,166.3,102.383,63.583,96.917,101.5,160.633,188.533,185.85,258.583,116.167,169.167,135.15,175.9,196.85,173.683,191.717,260.35,154.667,75.35,251.017,175.6,134.917,148.283,173.3,195,110.717,129.017,141.133,114.333,135.817,125.9,194.767,111.75,111.75,96.333,96.333,60.85,8.933,80.283,95.2,87.633,31.55,172.267,113.35,127.05,128.383,28.083,202.017,175.05,156.1,204.7,205.033,79.783,70.35,35.283,188.383,153.65,64.167,263.733,175.85,176.683
