"","Accomack","Albemarle","Alexandria","Alleghany","Amelia","Amherst","Appomattox","Arlington","Augusta","Bath","Bedford","Bland","Botetourt","Bristol","Brunswick","Buchanan","Buckingham","Buena Vista","Campbell","Caroline","Carroll","Charles City","Charlotte","Charlottesville","Chesapeake","Chesterfield","Clarke","Colonial Heights","Covington","Craig","Culpeper","Cumberland","Danville","Dickenson","Dinwiddie","Emporia","Essex","Fairfax","Fairfax City","Falls Church","Fauquier","Floyd","Fluvanna","Franklin","Franklin City","Frederick","Fredericksburg","Galax","Giles","Gloucester","Goochland","Grayson","Greene","Greensville","Halifax","Hampton","Hanover","Harrisonburg","Henrico","Henry","Highland","Hopewell","Isle of Wight","James City","King and Queen","King George","King William","Lancaster","Lee","Lexington","Loudoun","Louisa","Lunenburg","Lynchburg","Madison","Manassas","Manassas Park","Martinsville","Mathews","Mecklenburg","Middlesex","Montgomery","Nelson","New Kent","Newport News","Norfolk","Northampton","Northumberland","Norton","Nottoway","Orange","Page","Patrick","Petersburg","Pittsylvania","Poquoson","Portsmouth","Powhatan","Prince Edward","Prince George","Prince William","Pulaski","Radford","Rappahannock","Richmond","Richmond City","Roanoke","Roanoke City","Rockbridge","Rockingham","Russell","Salem","Scott","Shenandoah","Smyth","Southampton","Spotsylvania","Stafford","Staunton","Suffolk","Surry","Sussex","Tazewell","Virginia Beach","Warren","Washington","Waynesboro","Westmoreland","Williamsburg","Winchester","Wise","Wythe","York"
"Nelson",122,128.567,151.75,251.2,110.75,174,164.533,154.717,155.717,218.35,212.367,285.583,211.467,332.883,135.383,197.467,146.05,184.4,122.033,98.633,287.15,55.083,163.95,124.15,54.783,78.683,202.017,80.133,210.283,265.55,156.733,123.017,221.233,404.683,95.667,113.8,91.967,153.517,153.517,155.8,151.8,266.817,120.917,77.467,162.7,210.717,111.233,299.083,271.933,41.767,95.7,300.683,150.783,109.783,189.417,25.5,77.767,170.917,165.433,78.033,263.733,75.7,43.033,41.95,67.9,125.75,67.85,91.333,143.7,183.367,178.333,114.683,150.833,191.567,151.733,150.6,153,256.75,60.067,147.833,108.433,242.25,0,47.167,25.75,46.7,23.533,108.333,386.417,124.683,135.95,377.1,284.5,84.417,227.7,23.517,44.85,102.483,140.833,81.75,136.533,261.883,251.967,116.867,65.583,65.583,222.417,222.417,186.917,175.183,209.583,221.283,153.017,177.917,298.333,76.617,111.983,116.133,158.167,51.867,64.133,103.717,330.767,54.883,149.3,177.983,147.967,122.15,28.683,205.267,389.817,25.7,32.15
"New Kent",148.8,92.4,115.567,215.033,74.583,137.817,128.35,118.533,119.55,182.183,176.2,249.4,175.3,296.7,99.217,161.283,109.883,148.233,85.85,62.467,250.967,23.867,127.783,87.967,81.583,42.517,165.85,43.95,174.117,229.383,120.567,86.85,185.05,368.5,59.5,76.983,64,117.333,117.333,119.617,115.633,230.65,84.75,103.95,189.5,174.533,75.067,262.917,235.75,44.133,59.533,264.517,114.617,73.6,153.233,52.283,41.6,134.75,129.267,37.983,227.567,39.533,73.75,44.05,38.117,89.583,38.067,72.867,107.533,147.2,142.167,78.517,114.667,155.4,115.55,114.417,116.833,220.583,61.55,111.667,135.217,206.067,45.8,0,52.55,73.483,50.333,89.883,350.25,88.517,99.783,340.933,248.333,48.25,191.533,49.933,71.65,66.3,104.667,44.1,100.367,225.717,215.8,98.417,29.4,29.4,186.233,186.233,150.75,139.017,173.417,185.1,116.85,141.733,262.167,40.433,75.817,79.967,121.983,78.667,64.633,63.7,294.6,81.667,113.133,141.8,111.8,94.2,30.3,169.1,353.633,52.483,53.317
"Newport News",108.233,134.8,157.983,257.433,116.983,180.233,170.767,160.95,161.967,224.583,218.6,291.817,217.717,339.117,117.383,203.7,152.283,190.633,128.267,104.883,293.383,61.317,170.2,130.383,32.267,84.933,208.267,86.367,216.533,266.717,162.967,129.25,222.383,410.917,107,91.283,98.817,159.75,159.75,162.033,158.033,273.067,127.15,54.95,148.933,216.95,117.467,305.317,278.167,48.617,101.933,306.917,157.033,92.933,194.083,11.717,84,177.15,166.6,84.267,269.967,81.933,28.867,48.183,74.133,132,74.083,98.183,149.933,189.617,184.567,120.933,162.167,197.8,157.967,156.833,159.233,257.917,66.917,149,94.65,248.483,25.767,53.4,0,23.617,14.017,115.2,392.667,136.017,142.183,383.333,285.667,94.933,233.5,18.2,22.333,108.717,147.083,89.067,142.767,268.117,258.217,123.733,71.817,71.817,228.65,228.65,193.167,181.417,215.833,227.517,159.25,184.15,304.583,82.85,118.217,122.367,164.4,29.35,49.967,89.567,337,41.1,155.55,184.217,154.217,129,34.933,211.5,396.05,9.2,39.017
"Norfolk",90.9,152.817,176,275.45,138.4,198.25,186.317,178.967,179.983,242.6,234.15,309.833,235.733,357.133,112.55,221.717,170.317,208.667,146.283,122.9,308.033,79.333,178.133,148.4,15.233,102.95,226.283,93.717,234.55,261.883,180.983,147.283,217.567,428.933,103.767,86.45,116.833,177.767,177.767,180.05,176.05,291.083,145.183,50.117,131.6,234.967,135.483,315.283,296.183,66.633,119.967,328.75,175.05,88.1,189.267,27.067,102.017,195.167,161.767,102.283,288,92.867,36.667,66.217,92.15,150.017,92.117,116.2,167.95,207.633,202.6,138.95,158.95,213.35,175.983,174.85,177.25,253.083,84.933,144.167,77.333,266.5,43.783,71.417,22.017,0,32.033,133.217,410.683,132.8,160.2,401.35,280.833,91.717,228.683,36.217,4.95,126.733,162.617,85.85,160.783,286.133,276.233,141.75,89.833,89.833,246.667,246.667,211.183,199.433,233.85,245.533,177.267,202.167,322.6,100.867,136.233,140.4,182.417,24.517,57.767,85.05,355.017,20.45,173.567,202.233,172.233,147.017,52.95,229.517,414.067,27.217,57.033
"Northampton",110.1,132.067,155.25,254.7,114.25,177.5,168.033,158.217,159.233,221.867,215.867,289.083,214.983,336.383,128,200.967,149.567,187.917,125.533,102.15,290.65,58.583,167.467,127.65,42.883,82.2,205.533,83.633,213.8,269.067,160.233,126.533,224.733,408.183,99.167,101.9,96.083,157.017,157.017,159.3,155.3,270.333,124.433,65.567,150.8,214.217,114.733,302.583,275.433,45.883,99.217,304.183,154.3,103.55,192.917,13.583,81.267,174.433,168.95,81.533,267.25,79.217,29.85,45.467,71.4,129.267,71.367,95.45,147.217,186.883,181.85,118.2,154.35,195.083,155.233,154.1,156.5,260.25,64.183,151.333,96.517,245.75,23.033,50.667,13.85,34.783,0,112.467,389.933,128.2,139.45,380.6,288,87.933,231.2,17.633,32.95,105.983,144.35,85.25,140.033,265.4,255.483,121,69.083,69.083,225.917,225.917,190.433,178.683,213.1,224.783,156.517,181.417,301.85,80.117,115.483,119.65,161.667,39.967,50.967,90.55,334.283,42.967,152.817,181.483,151.483,126.267,32.2,208.767,393.317,13.783,36.283
"Northumberland",210.55,151,141.5,273.633,139.367,196.433,193.133,147.383,178.167,240.783,235.5,308.017,233.917,355.317,169.783,219.9,170.883,206.85,144.467,77.983,309.583,104.533,192.567,146.583,143.35,112.95,194.7,114.383,232.733,299.95,149.4,147.85,255.633,427.117,130.067,147.417,35.65,146.183,146.183,148.467,144.467,289.267,143.367,166.017,251.25,203.383,96.083,321.517,294.367,67.083,118.15,323.117,174.383,144.033,218.017,114.05,86.817,193.35,199.833,80.55,286.183,109.967,134.783,115.65,69.533,76.733,66.883,15.75,136.383,205.817,171.017,137.133,184.317,212.733,157.967,143.267,145.667,291.15,66.1,182.233,196.983,264.683,106.5,87.5,114.3,135.25,112.083,0,408.867,159.083,146.85,399.533,318.9,118.817,256.317,104.517,133.417,127.3,169.45,113.017,129.2,284.317,274.417,33.367,95.017,95.017,244.85,244.85,209.367,197.617,202.267,243.717,145.683,200.35,320.783,105.183,103.317,108.817,180.6,140.417,136.233,134.117,353.2,143.433,171.75,170.65,170.417,24.617,101.9,197.933,412.25,114.25,87.95
"Norton",487.45,270.283,380.017,164.933,318.283,252.333,262.5,372.9,245.25,259.733,216.317,125.183,191.933,74.683,334.783,193.7,287.55,218.567,284.217,353.567,141.2,360.15,294.067,271.517,420.25,334.533,331.433,346.383,225.183,199.833,331.067,311.317,247.617,33.483,354.983,357.8,373.5,360.217,360.217,367.767,343.45,171.867,291.667,396.383,528.15,327.383,359.8,151.833,154.45,386.433,308.933,153.45,296.883,359.117,290.933,390.95,336.117,260.45,302.983,338.95,145.933,352.683,413.983,382.717,376.317,379.6,357.033,410.067,371.933,217.433,359.717,297.85,326.317,246.567,302.983,352.7,357.283,216.967,403.85,316.067,473.883,159.417,384.467,350.45,391.2,412.15,388.983,407.017,0,318.683,305.833,97.983,182.467,350.233,256.95,388.6,410.317,326.033,294.417,356.45,370.117,137.15,149.1,410.067,327.05,327.05,180.85,180.85,210.183,264.717,336.067,172.7,343.417,284.917,92.383,328.65,342.833,366.183,247,418.883,390.367,366.517,96.617,420.333,295.083,326.133,250.583,403.7,368.95,319.95,8.383,391.15,391.983
"Nottoway",222.9,114.217,160,184.3,28.9,91.333,58.15,162.967,140.85,190.5,105.983,218.683,152.217,265.983,54.533,141.217,59.233,129.267,109.733,106.9,220.25,83.6,49.967,108.617,141,61.967,210.283,51.35,170.65,160.95,155.717,55.3,116.617,337.783,39.867,71.133,122.85,161.767,161.767,164.05,160.05,193.183,94.75,109.717,263.6,218.967,119.483,232.183,205.033,124.767,63.267,233.8,138.5,72.45,75.417,129.283,89.317,156.05,75.7,93.25,196.85,62.65,113.733,116.567,118.75,134.017,106.383,153.5,151.967,138.417,186.6,102.4,27.35,85.183,139.433,158.85,161.25,152.15,142.183,60.667,209.333,175.35,122.8,88.8,129.55,134.65,127.333,156.367,319.533,0,123.65,310.217,179.9,49.533,113.7,126.933,133.367,51.533,34.45,57.2,144.783,195,185.083,159.417,69.267,69.267,145.167,145.167,139.317,160.317,217.85,154.383,161.267,165.617,231.45,68.3,120.233,124.4,143.283,121.45,97.567,65.9,263.883,152.45,91.667,178.683,133.1,153.033,107.3,213.517,322.917,129.483,130.317
"Orange",238.517,46.65,99.267,171.75,96.967,94.533,117.083,102.483,76.267,138.9,133.6,206.117,132.017,253.417,152.267,118,87.55,104.95,29.633,84.283,207.683,111.217,137.017,42.867,171.317,85.6,104.217,97.45,130.833,208.883,36.05,85.717,177.667,325.217,112.533,135.767,110.283,89.8,89.8,97.35,53.983,187.367,42.2,162.733,272.217,112.9,57.267,219.633,192.467,137.5,60,221.233,34.367,132.383,168.75,142.017,87.183,77.083,177.033,90.017,184.283,103.75,165.05,133.783,127.383,77.067,108.1,147.483,91.217,103.917,101.933,29.217,140.933,110.85,22.633,76.8,85.767,196.017,154.917,167.617,224.95,162.783,135.533,101.517,142.267,163.217,140.05,144.433,306.967,122.567,0,297.65,222.233,101.3,156.75,139.667,161.383,77.1,110.783,107.517,84.05,182.433,172.517,147.483,78.117,78.117,142.95,142.95,107.467,69.567,111.783,141.817,55.2,62.817,218.883,79.717,54.65,63.65,78.7,168.383,141.433,122.467,251.317,171.4,69.85,61.883,68.517,136.25,120.017,107.45,310.35,142.217,143.05
"Page",476.683,259.517,369.233,142.333,307.517,241.55,251.733,362.133,234.483,216.367,205.55,95,181.167,86.283,324,182.933,276.783,207.783,273.433,342.783,130.433,349.383,283.283,260.75,409.467,323.767,320.667,335.617,181.817,189.067,320.283,300.55,236.85,67.583,344.217,347.033,362.733,349.45,349.45,357,332.667,161.1,280.9,385.617,517.383,316.617,349.033,141.067,111.1,375.65,298.167,142.667,286.117,348.35,280.167,380.183,325.35,249.683,292.217,328.183,124.433,341.917,403.217,371.933,365.55,368.833,346.267,399.3,361.167,206.667,348.95,287.067,315.55,235.8,292.217,341.933,346.517,206.183,393.067,305.3,463.117,148.65,373.7,339.683,380.433,401.383,378.217,396.25,98.517,307.9,295.067,0,171.7,339.45,246.183,377.833,399.55,315.25,283.65,345.667,359.35,126.383,140.683,399.3,316.283,316.283,170.067,170.067,199.417,253.95,325.3,161.933,332.65,274.15,100.2,317.883,332.067,355.417,236.233,408.117,379.583,355.75,53.25,409.567,284.317,315.367,239.817,392.917,358.183,309.183,99.233,380.383,381.217
"Patrick",366.233,186.333,296.067,80.983,184.05,143.317,147.733,288.95,161.3,181.583,111.717,82.683,107.983,129.983,178.2,109.75,172.767,134.617,200.267,264.967,48.45,239.4,147.283,187.567,284.333,219.517,247.483,207.167,154.283,20.117,247.117,195.733,67.883,201.783,191.433,199.233,278.65,276.267,276.267,283.817,259.5,37.05,207.717,237.817,406.933,243.433,275.85,65.517,101.717,280.583,218.417,73.15,212.933,200.55,111.217,285.1,247.383,176.5,123.267,251.333,87.433,218.45,268.783,272.383,274.55,292.083,262.183,309.317,287.983,133.483,275.767,213.9,158.3,132.367,219.033,268.75,273.333,37.233,298,136.333,352.65,75.467,278.617,244.6,283.417,277.983,283.133,312.167,183.517,177.65,221.883,174.2,0,205.333,77.217,282.75,276.7,206.683,171.217,213.017,286.167,80.967,74.783,315.217,225.067,225.067,93.25,93.25,126.233,180.767,252.117,88.75,259.467,200.967,95.433,226.367,258.883,282.233,163.05,260.317,254.017,208.567,127.867,295.783,191.95,242.183,166.633,308.833,263.1,236,186.917,288.617,286.133
"Petersburg",180.25,94.167,121.733,216.8,55.583,134.633,103.483,124.7,121.333,183.967,151.317,251.183,177.083,298.483,60.667,163.067,95.783,150.017,87.633,68.633,236.05,41.283,95.3,89.75,98.333,24.717,172.017,11.017,175.9,190.833,126.717,72.75,146.5,370.283,20.95,41.783,82.517,123.5,123.5,125.783,121.783,238.517,86.533,68.75,220.95,180.7,81.217,243.3,237.533,84.433,58.067,256.767,116.4,38.4,118.417,88.967,51.033,136.533,90.717,52.383,229.35,21.05,71.067,74.25,78.417,95.75,66.05,113.167,113.683,148.983,148.333,80.3,76.117,130.517,117.333,120.583,122.983,182.033,101.85,73.117,166.667,207.85,82.467,48.467,93.817,92,87,116.033,352.033,49.967,101.55,342.717,209.783,0,156.7,86.617,90.717,52.217,79.8,14.883,106.517,227.5,217.583,119.083,28.933,28.933,190.5,190.5,152.533,140.8,179.583,186.883,123,143.517,263.95,34.2,81.967,86.133,123.767,78.783,55.233,28.483,296.383,109.8,114.917,147.967,113.583,112.7,66.967,175.25,355.417,89.167,90
"Pittsylvania",318.8,120.533,252.767,121.833,120.867,68.8,73.217,248.283,135.367,167.95,58.8,156.883,103.833,204.183,130.767,95.883,98.25,105.5,135.183,201.783,122.667,190.767,72.767,122.483,236.9,156.333,221.55,158.517,148.167,59.467,181.317,122.033,23.683,275.983,142.783,151.8,222.783,235.617,235.617,243.167,199.8,103.033,145.567,190.383,359.5,217.5,210.767,139.733,142.567,228.633,155.233,147.35,148.733,153.117,41.467,233.167,184.2,150.567,74.517,188.15,134.367,169.817,220.133,223.733,222.617,228.9,206.317,257.367,244.733,115.883,247.75,148.817,95.1,57.85,153.233,222.6,231.583,43.2,246.05,87.6,305.233,112.883,226.667,192.667,235.983,230.55,231.2,256.3,257.733,114.45,156.817,248.4,78.417,156.7,0,230.8,229.267,143.5,107.117,164.367,237.55,132.517,122.6,259.35,167,167,82.55,82.55,113.183,154.833,226.183,91.9,201.017,171.733,169.65,163.183,193.8,217.167,137.8,212.883,205.367,159.917,202.067,248.35,117.433,192.5,125.933,252.967,211.167,210.067,261.117,233.367,234.2
"Poquoson",114.2,130.7,153.883,253.333,112.883,176.133,166.667,156.85,157.85,220.483,214.5,287.717,213.6,335.017,132.1,199.6,148.183,186.533,124.167,100.767,289.283,57.217,166.083,126.283,46.983,80.817,204.15,82.267,212.417,267.683,158.867,125.15,223.367,406.817,97.8,106,88.633,155.65,155.65,157.933,153.933,268.95,123.05,69.667,154.9,212.85,113.367,301.217,274.067,38.433,97.833,302.817,152.917,107.65,191.55,17.7,79.9,173.05,167.567,80.167,265.867,77.833,39.583,44.083,70.033,127.883,69.983,88,145.833,185.5,180.467,116.817,152.967,193.7,153.867,152.733,155.133,258.883,56.733,149.967,100.633,244.383,21.667,49.3,17.95,38.9,15.817,105.017,388.55,126.817,138.083,379.233,286.633,86.55,229.833,0,37.05,104.617,142.967,83.883,138.667,264.017,254.1,113.55,67.717,67.717,224.55,224.55,189.05,177.317,211.717,223.417,155.15,180.05,300.467,78.75,114.117,118.267,160.3,44.067,60.7,100.283,332.9,47.083,151.433,180.117,150.1,118.817,30.817,207.4,391.95,17.9,28.833
"Portsmouth",94.35,151.867,175.033,274.5,137.45,197.283,185.35,178,179.017,241.65,233.183,308.867,234.767,356.167,111.583,220.75,169.35,207.7,145.317,121.933,307.067,78.367,177.167,147.433,17.55,101.983,225.317,92.75,233.583,260.933,180.033,146.317,216.6,427.967,102.817,85.5,115.867,176.8,176.8,179.083,175.1,290.117,144.217,49.15,135.05,234,134.533,314.317,295.217,65.683,119,327.8,174.083,87.15,188.3,28.783,101.067,194.217,160.817,101.317,287.033,91.9,35.7,65.25,91.183,149.05,91.15,115.25,167,206.667,201.633,137.983,157.983,212.4,175.017,173.883,176.3,252.117,83.967,143.2,80.783,265.533,42.817,70.467,21.067,6.1,31.083,132.25,409.717,131.833,159.25,400.4,279.867,90.75,227.717,35.25,0,125.767,161.667,84.883,159.833,285.183,275.267,140.783,88.867,88.867,245.7,245.7,210.217,198.483,232.883,244.567,176.317,201.2,321.633,99.9,135.283,139.433,181.45,23.55,56.817,84.083,354.067,23.9,172.6,201.267,171.267,146.067,51.983,228.567,413.1,26.25,56.067
"Powhatan",203.067,70.85,125.983,193.483,26.3,86.9,77.583,128.95,98.017,160.633,122.283,227.867,153.767,275.167,99.617,139.75,48.067,124.85,64.317,72.867,229.433,72.7,78.533,66.433,135.85,33.5,177.75,46.35,152.583,189.517,110.3,25.033,145.2,346.967,61.433,84.667,92.817,127.75,127.75,130.017,127.517,209.483,52.983,111.633,243.767,186.433,85.467,241.367,214.217,102.033,17.85,242.967,93.083,81.283,103.983,106.55,55.433,113.2,112.267,58.267,206.033,52.65,113.95,98.317,95.633,99.983,76.35,129.383,117.933,125.667,152.567,56.983,70.267,101.483,94.017,124.833,127.233,180.717,119.45,103.6,189.483,184.533,100.067,66.05,106.8,127.75,104.6,126.333,328.717,51.9,78.233,319.383,208.467,50.2,142.267,104.2,125.917,0,50.3,56.417,110.767,204.167,194.267,129.383,40,40,161.467,161.467,129.217,117.467,185.317,163.567,128.733,120.2,240.633,36.2,86.217,90.367,100.45,121.667,90.333,71.367,273.05,135.933,79.367,133.267,90.267,123,84.55,180.983,332.1,106.75,107.583
"Prince Edward",242.867,88.983,168.1,159.083,34.067,66.117,32.917,171.067,115.633,165.267,80.767,193.467,127,240.767,88.983,116,34,104.05,91.883,114.983,195.033,108.733,35.65,83.4,171.9,69.533,201.817,82.25,145.433,152.933,145.517,25.967,108.6,312.567,70.767,105.6,135.983,169.867,169.867,172.15,163.45,167.967,69.533,143.917,283.567,197.767,127.583,206.967,179.817,141.85,60.583,208.567,117.183,106.9,67.383,146.367,97.4,130.817,75.667,101.35,171.617,88.683,144.617,138.133,135.817,142.1,119.533,170.583,160.05,113.183,194.683,91.033,45.8,59.967,121.7,166.95,169.35,142.367,159.267,66.267,229.3,150.133,139.883,105.867,146.617,165.55,144.4,169.5,294.317,34.45,110.5,284.983,171.867,80.433,103.1,144.017,164.267,49.7,0,88.1,152.883,169.767,159.867,172.567,80.2,80.2,119.933,119.933,114.1,135.083,206.45,129.167,164.667,144.317,206.233,76.383,131.417,132.483,118.067,152.35,126.367,98.05,238.65,175.75,66.433,160.95,107.883,166.183,124.367,190.317,297.7,146.567,147.4
"Prince George",175.4,100.25,122.067,222.883,61.4,140.717,109.3,125.05,127.4,190.033,157.133,257.267,183.15,304.567,66.483,169.15,101.867,156.083,93.7,68.967,241.867,26.383,101.117,95.833,93.5,30.783,172.35,15.55,181.967,196.65,127.067,78.833,152.317,376.35,26.767,43.533,76.95,123.833,123.833,126.117,122.133,244.333,92.6,70.5,216.1,181.033,81.567,249.117,243.617,80.2,64.133,262.583,122.467,40.15,124.233,85.133,48.1,142.6,96.533,46.817,235.417,11.5,66.217,59.367,74.183,96.083,60.483,108.933,114.033,155.05,148.667,86.367,81.933,136.333,123.417,120.917,123.333,187.85,97.617,78.933,161.833,213.933,78.65,44.217,85.4,87.15,83.183,110.467,358.1,55.783,107.633,348.783,215.6,14.7,162.517,82.783,85.867,58.283,85.617,0,106.867,233.567,223.65,113.517,35,35,196.317,196.317,158.6,146.867,179.917,192.95,123.35,149.6,270.017,40.283,82.317,86.467,129.85,73.95,40.35,30.233,302.45,104.95,120.983,148.3,119.65,107.133,59.233,175.6,361.5,85.333,85.733
"Prince William",226.167,127.633,34.15,237.467,121.867,175.267,175.65,37.117,131.867,204.933,214.333,271.85,197.75,319.15,157.167,183.733,153.8,170.667,110.367,67.9,273.417,111.483,175.083,125.183,171.567,98.167,83.4,102.35,196.567,274.6,81.2,130.767,241.75,390.95,117.433,140.667,93.9,32.717,32.717,38.2,53.183,253.1,122.933,167.633,207.1,92.083,41.683,285.35,258.2,137.75,101.067,286.95,108.517,137.283,200.533,142.283,75.283,115.467,187.217,84.883,250,103.45,163.75,134.033,116.15,61.483,97.717,131.1,26.117,169.633,57.9,92.467,166.817,191.567,92.1,23.583,23.25,276.75,155.167,169.6,225.217,228.517,135.8,101.783,142.533,163.483,140.317,128.05,372.7,145.25,83.417,363.367,287.95,106.2,237.483,139.933,161.633,110.217,151.967,106.517,0,248.15,238.25,131.1,83.033,83.033,208.683,208.683,173.2,118.133,89.783,207.55,50.133,129.85,284.617,87.7,51.933,28.967,140.433,168.65,141.133,127.367,317.033,171.667,150.583,81.65,149.25,120.667,120.283,86.65,376.083,142.483,143.317
"Pulaski",365.133,147.967,257.683,42.617,195.967,130,140.183,250.583,122.933,143.217,94,37.183,69.617,84.483,233.617,71.383,165.233,96.25,161.883,231.233,38.75,237.833,171.75,149.2,297.933,212.217,209.117,224.067,115.9,98.467,208.75,189,146.25,156.283,232.667,256.65,251.183,237.9,237.9,245.45,221.133,49.55,169.35,289.35,405.833,205.067,237.483,50.683,36.633,264.117,186.617,52.283,174.567,257.95,171.417,268.633,213.8,138.133,201.617,216.633,19.367,230.367,291.667,260.383,254,257.283,234.717,287.75,249.617,95.117,237.4,175.533,204,124.25,180.667,230.383,234.967,115.6,281.533,214.7,351.567,37.1,262.15,228.133,268.883,289.833,266.667,284.7,138.033,196.35,183.517,128.7,81.1,227.9,134.567,266.283,288,203.717,172.1,234.133,247.8,0,23.967,287.75,204.733,204.733,58.517,58.517,87.867,142.4,213.75,50.383,221.1,162.6,49.95,206.333,220.517,243.867,124.683,295,268.05,249.083,82.367,298.017,172.767,203.817,128.267,281.367,246.633,197.633,141.417,268.833,269.667
"Radford",354.5,137.317,247.05,31.05,185.333,119.367,129.55,239.933,112.283,132.567,83.367,48.983,58.967,96.283,240.25,60.733,154.583,85.6,151.25,220.6,50.55,227.183,161.1,138.55,287.283,201.567,198.467,213.417,105.267,89.967,198.1,178.367,136.667,168.083,222.033,256.85,240.533,227.267,227.267,234.817,210.483,37.75,158.7,278.7,395.2,194.417,226.833,62.5,38.783,253.467,175.967,64.1,163.933,258.167,160.783,257.983,203.15,127.483,192.05,205.983,15.033,219.717,281.017,249.75,243.35,246.633,224.083,277.1,238.967,84.483,226.75,164.883,193.35,113.6,170.017,219.75,224.317,106.25,270.883,205.117,340.917,26.467,251.5,217.483,258.233,279.183,256.033,274.05,149.833,185.717,172.883,141.45,72.6,217.267,123.917,255.633,277.35,193.067,161.45,223.483,237.15,24.583,0,277.117,194.1,194.1,47.883,47.883,77.217,131.75,203.1,39.733,210.45,151.95,61.75,195.683,209.867,233.233,114.033,284.35,257.4,238.433,95.117,287.367,162.117,193.183,117.617,270.733,236,186.983,153.217,258.183,259.017
"Rappahannock",219.817,153.083,147.217,275.717,141.45,198.517,195.217,149.467,180.25,242.867,237.583,310.1,236,357.4,171.867,221.983,172.967,208.933,146.55,80.067,311.667,113.783,194.65,148.667,152.6,115.033,196.783,116.467,234.817,302.033,151.483,149.933,257.717,429.2,132.15,149.5,37.733,148.267,148.267,150.55,146.55,291.35,145.45,175.283,260.517,205.467,98.167,323.6,296.45,76.333,120.233,325.2,176.467,146.117,220.1,123.317,88.9,195.433,201.917,82.633,288.267,112.05,144.033,124.917,71.617,82.433,68.967,25.017,138.467,207.9,173.1,139.217,186.4,214.817,160.05,145.35,147.75,293.233,75.35,184.317,206.233,266.767,115.75,96.767,123.567,144.517,121.35,31.583,410.95,161.167,148.933,401.617,320.983,120.9,258.4,113.783,142.667,129.383,171.533,115.1,131.283,286.4,276.5,0,97.1,97.1,246.933,246.933,211.45,199.7,204.35,245.8,147.767,202.433,322.867,107.267,105.4,110.9,182.683,149.683,145.5,136.2,355.283,152.7,173.833,172.733,172.5,40.517,111.167,200.017,414.333,123.517,97.2
"Richmond",167.2,70.75,98.3,193.383,48.817,116.183,102.6,101.267,97.9,160.533,150.433,227.75,153.65,275.05,79.967,139.65,84.1,126.583,64.2,45.2,229.317,39.883,102.033,66.317,99.983,23.367,148.583,25.15,152.467,210.117,103.283,61.067,165.8,346.85,40.233,63.467,61.333,100.067,100.067,102.35,98.367,209,63.1,90.433,207.9,157.267,57.8,241.267,214.117,66.167,37.883,242.867,92.967,60.083,127.483,70.7,27.617,113.1,110,31.283,205.917,31.45,92.75,62.45,60.15,72.317,44.883,94.9,90.267,125.55,124.9,56.867,93.767,129.65,93.9,97.15,99.55,201.317,83.583,92.4,153.617,184.433,64.2,30.2,70.95,91.9,68.733,94.85,328.6,69.25,78.133,319.283,229.067,29,165.767,68.333,90.05,40.517,78.917,35.217,83.1,204.067,194.15,97.917,0,0,164.6,164.6,129.1,117.367,156.15,163.45,99.583,120.1,240.517,14.65,58.55,62.7,100.35,100.467,69.133,50.167,272.95,100.083,91.483,124.533,90.15,91.533,48.7,151.833,331.983,70.9,71.733
"Richmond City",167.2,70.75,98.3,193.383,48.817,116.183,102.6,101.267,97.9,160.533,150.433,227.75,153.65,275.05,79.967,139.65,84.1,126.583,64.2,45.2,229.317,39.883,102.033,66.317,99.983,23.367,148.583,25.15,152.467,210.117,103.283,61.067,165.8,346.85,40.233,63.467,61.333,100.067,100.067,102.35,98.367,209,63.1,90.433,207.9,157.267,57.8,241.267,214.117,66.167,37.883,242.867,92.967,60.083,127.483,70.7,27.617,113.1,110,31.283,205.917,31.45,92.75,62.45,60.15,72.317,44.883,94.9,90.267,125.55,124.9,56.867,93.767,129.65,93.9,97.15,99.55,201.317,83.583,92.4,153.617,184.433,64.2,30.2,70.95,91.9,68.733,94.85,328.6,69.25,78.133,319.283,229.067,29,165.767,68.333,90.05,40.517,78.917,35.217,83.1,204.067,194.15,97.917,0,0,164.6,164.6,129.1,117.367,156.15,163.45,99.583,120.1,240.517,14.65,58.55,62.7,100.35,100.467,69.133,50.167,272.95,100.083,91.483,124.533,90.15,91.533,48.7,151.833,331.983,70.9,71.733
