"","Appling","Atkinson","Bacon","Baker","Baldwin","Banks","Barrow","Bartow","Ben Hill","Berrien","Bibb","Bleckley","Brantley","Brooks","Bryan","Bulloch","Burke","Butts","Calhoun","Camden","Candler","Carroll","Catoosa","Charlton","Chatham","Chattahoochee","Chattooga","Cherokee","Clarke","Clay","Clayton","Clinch","Cobb","Coffee","Colquitt","Columbia","Cook","Coweta","Crawford","Crisp","Dade","Dawson","Decatur","DeKalb","Dodge","Dooly","Dougherty","Douglas","Early","Echols","Effingham","Elbert","Emanuel","Evans","Fannin","Fayette","Floyd","Forsyth","Franklin","Fulton","Gilmer","Glascock","Glynn","Gordon","Grady","Greene","Gwinnett","Habersham","Hall","Hancock","Haralson","Harris","Hart","Heard","Henry","Houston","Irwin","Jackson","Jasper","Jeff Davis","Jefferson","Jenkins","Johnson","Jones","Lamar","Lanier","Laurens","Lee","Liberty","Lincoln","Long","Lowndes","Lumpkin","Macon","Madison","Marion","McDuffie","McIntosh","Meriwether","Miller","Mitchell","Monroe","Montgomery","Morgan","Murray","Muscogee","Newton","Oconee","Oglethorpe","Paulding","Peach","Pickens","Pierce","Pike","Polk","Pulaski","Putnam","Quitman","Rabun","Randolph","Richmond","Rockdale","Schley","Screven","Seminole","Spalding","Stephens","Stewart","Sumter","Talbot","Taliaferro","Tattnall","Taylor","Telfair","Terrell","Thomas","Tift","Toombs","Towns","Treutlen","Troup","Turner","Twiggs","Union","Upson","Walker","Walton","Ware","Warren","Washington","Wayne","Webster","Wheeler","White","Whitfield","Wilcox","Wilkes","Wilkinson","Worth"
"Jefferson",120.767,323.35,256.1,242.867,40.5,26.4,24.433,160.55,72.333,231.217,127.4,165.217,181.817,111.567,243.933,216.317,159.533,190.6,109.15,325.833,23.7,111.85,132.267,317.567,267.45,69.583,95.083,83.767,31.533,226.933,78.483,272.8,185.867,269.5,251.65,132.8,220.15,96.317,48.783,173.033,163.6,203.55,61.45,61.45,186.467,164.817,66.117,248.8,228.4,265.067,236.9,65.283,188.333,132.8,132.183,94.833,73.183,106.8,119.717,60.983,115.283,121.517,312.383,139.45,268.8,25.217,47.05,93.233,34.85,102.95,113.683,136.05,58.167,144.683,85.883,136.6,215.467,101.683,107.583,227.05,0,181.833,44.117,292.433,190.333,250.033,169.217,207.467,85.883,104.367,278.3,242.25,180.283,129.4,61.533,139.233,112.433,282.7,111.35,251.65,123.283,46.967,278.883,225.033,133.433,148.533,242.867,148.283,172.583,102.95,147.117,107.583,298.35,119.317,128.8,226.283,187.317,253.917,78.483,200,137.867,66.317,230.883,295.9,261.417,165.817,57.083,96.667,213.117,162.2,87.35,234.683,160.75,198.617,136.933,274.717,204.75,219.1,212.733,193.3,116.75,186.617,146.983,198.3,134.767,230.167,46.967,282.083,113.917,83.917,40.983,189.067,195.533,90.033,113.417,196.067,83.917,142.05,187.017
"Jenkins",75.133,152.967,124.7,236.183,208.583,198.55,177.35,40.133,185.467,190.2,122.367,111.933,204.1,189.233,64.867,34.783,24.267,9.05,234.35,147.6,204.75,224.6,257.467,178.4,89.217,182,237.95,208.983,160.517,274.283,245.483,180.867,178.533,130.533,265.5,70.417,208.05,204.683,138.167,166.35,288.8,221.317,178.333,178.333,111.667,157.483,221.367,144.583,271.883,217.033,58.817,142.7,39.283,70.417,264.283,197.033,195.467,141.55,228.083,173.633,248.567,70.783,134.15,112.967,262.117,165.45,191.15,218.433,215.9,95.333,199.1,225.5,167.1,132.35,171.267,244.967,171.767,161.417,228.433,107.5,184.533,0,205.65,114.183,183,70.983,85,200.767,121.117,104.183,103.283,217.117,240.967,126.85,130.667,105.783,81.55,104.467,116.35,265.5,72.783,160.3,100.633,245.7,258.65,225.783,236.183,82.65,171.833,216.283,147.667,228.433,134.2,174.067,244.333,40.5,201.15,239.733,245.483,251.25,63.267,185.383,224.2,129.1,283.3,165.05,133.467,170.6,204.75,193.117,105.483,65.817,170.8,113.55,122.317,264.483,195.117,65.167,112.483,71,225.117,182.583,107.95,262.25,178.033,225.85,160.3,145.817,239.117,108.467,202.533,216.767,101.1,215.233,221.783,140.317,108.467,94.45,180.333
"Johnson",143.583,300.8,243.667,230.45,44.25,48.1,40.683,183.6,59.9,218.8,114.983,152.783,169.4,99.15,221.733,221.05,182.367,213.433,96.733,303.633,24.05,99.433,119.85,305.15,245.25,57.15,112.567,71.35,68.583,214.5,76.583,260.383,173.433,257.083,239.233,155.633,207.717,83.9,85.817,160.617,151.167,191.133,49.017,49.017,174.05,152.4,50.033,236.383,215.967,252.65,244.233,100.167,194.233,155.633,116.1,82.4,60.767,94.367,107.283,48.55,99.2,144.35,290.183,140.017,256.383,60.583,38.4,80.817,24.117,129.267,101.25,123.617,84.717,132.267,73.45,124.167,203.05,89.267,81.817,214.633,43.233,204.667,0,270.233,177.9,227.833,160.067,195.033,114.6,141.417,256.1,229.817,167.867,116.967,90.767,126.817,135.25,260.5,128.033,239.233,146.117,66.05,256.683,212.617,121.117,136.117,230.45,168.767,160.167,90.517,134.7,81.817,275.033,106.9,116.383,202.967,174.9,241.483,76.583,187.567,160.7,53.9,218.467,273.633,249,153.383,94.133,89.15,200.7,149.767,115.45,212.483,148.333,186.2,124.5,262.3,192.333,196.9,200.317,171.217,104.333,174.183,134.567,185.883,122.35,217.733,66.05,269.65,101.5,120.967,7.3,176.633,183.1,77.6,101,183.65,120.967,152.417,174.6
"Jones",189.317,64.95,109.9,255.283,295.267,304.667,283.8,139.883,235.8,169.367,163.733,153.3,245.467,230.6,63.483,85.633,138.467,113.867,292.017,58.5,275.067,282.617,315.133,87.95,48.933,240.017,336.05,266.633,268.867,305.283,327.6,134.7,225.333,102.317,283.1,184.6,184.033,254.1,248.9,211.267,346.45,252.883,242.133,242.133,153.033,198.867,284.35,141.417,295.5,175.233,69.067,253.233,110.15,184.6,321.95,238.4,253.483,182.917,277.5,230.8,306.217,173.767,45.05,168.233,249.6,271.9,258.4,276.1,275.133,189.633,240.467,266.867,277.65,173.717,212.65,296.417,172.117,202.8,286.083,114.2,290.333,115.65,269.133,0,224.367,58.65,126.583,241.233,215.417,214.5,44.417,175.717,282.35,168.217,234.533,147.15,187.133,34.45,189.5,283.1,175.767,261.7,51.883,269.317,316.3,267.167,255.283,155.683,213.2,274.3,189.033,286.083,94.583,215.433,302.35,79.533,242.533,198.35,327.6,280.983,177.45,243.4,216.983,75.15,298,206.417,244.2,222.867,253.533,234.483,211.067,88.15,212.167,141.75,163.683,225.283,178.217,108.083,130.083,110.183,274.65,202.65,149.317,298,219.417,249.667,261.7,101.25,296.783,219,266.033,258.133,147.567,272.883,269.717,172.683,219,156.8,207.267
"Lamar",199.05,178.167,139.167,75.95,202.1,201.15,182.233,157.617,142.633,92.833,75.267,71.183,60.433,139.883,174.083,173.4,193.733,172.95,198.85,205.633,181.917,176.767,221.967,179.183,197.617,146.85,265.783,173.483,190.583,95.817,234.433,134.417,12.433,153.467,105.267,211.1,81.75,144.45,194.533,26.85,253.3,42.85,148.967,148.967,80.667,25.317,191.2,109.45,98.1,126.683,196.583,224.25,146.6,211.1,228.783,145.25,160.317,89.767,152.417,137.633,213.067,172.883,211,103.067,105.35,193.867,165.25,182.933,181.967,144.867,137.217,114.967,237.233,61.883,119.483,148.933,77.083,109.633,192.933,123.9,187.383,182.567,175.983,222.583,0,180.2,112.433,29.417,158.933,210.133,191.45,103.85,66.083,76.467,151.15,89.867,186.967,212.867,121.633,105.267,164.717,171.417,209.033,72.05,223.15,88.65,75.95,136.9,34.817,181.15,62.567,192.933,155.633,113.033,209.183,155.333,45.9,115.517,234.433,72.783,216.167,150.25,83.2,176.783,123.067,35.233,185.467,129.05,23.317,85.55,170.917,165.083,63.55,93.783,87.55,111.733,66.367,146.3,107.9,123.583,127.467,48.217,94.917,87.367,93.15,61.083,171.417,143.683,203.617,194.95,172.867,41.883,106.517,179.733,127.15,61.85,194.95,115.467,45.65
"Lanier",146.5,96.55,101.45,235.55,253.25,262.65,241.8,97.883,193.8,179.617,121.733,111.3,203.467,188.6,7.033,42.817,95.633,73.317,250.017,90.117,233.067,240.617,273.133,119.55,31.717,198.017,306.483,224.633,226.867,273.65,285.583,152.517,177.9,102.2,264.867,141.783,197.483,212.1,206.9,165.717,304.45,220.683,200.133,200.133,111.033,156.85,242.35,134.017,271.25,193.05,34.55,211.233,68.15,141.783,279.95,196.4,211.483,140.917,235.5,188.783,264.217,131.767,76.65,126.233,265.283,229.9,216.4,234.083,233.117,147.617,198.467,224.867,235.633,131.717,170.633,254.417,157.5,160.783,244.083,96.917,248.317,72.833,227.133,56.7,182.367,0,84.567,200.133,173.417,172.5,63.933,193.55,240.333,126.217,192.533,105.15,145.133,46.967,147.5,264.867,133.75,219.683,43.15,245.067,274.3,225.15,235.55,113.683,171.2,232.3,147.033,244.083,105.85,173.433,260.35,37.517,200.517,216.167,285.583,250.617,134.633,201.4,219.617,93.817,282.667,164.417,202.2,180.85,204.117,192.483,169.067,47.2,170.167,113.8,121.683,243.117,180.833,61.333,104.433,68.183,232.65,180.8,107.317,261.617,177.417,225.217,219.683,117.467,254.783,177,224.017,216.133,101.367,230.883,227.717,144.733,177,114.783,179.7
"Laurens",115.95,156.317,99.183,166.333,191.567,181.517,160.883,47.85,124.567,137.883,52.5,42.067,134.233,119.367,77.883,77.2,91.933,79.817,180.783,159.8,163.833,171.4,203.9,170.367,101.417,128.783,247.667,155.4,145.717,204.417,216.367,139.633,108.667,112.583,195.633,127.1,143.6,142.883,144.983,96.5,235.217,151.45,130.9,130.9,40.65,87.633,173.133,94.95,202.017,168.9,100.383,169.7,50.1,127.1,210.717,127.167,142.25,71.683,166.267,119.567,194.983,82.6,146.35,47.633,192.267,149,147.183,164.867,163.9,81.933,129.233,155.633,194.1,62.483,101.417,185.183,103,91.567,174.85,70.15,167.183,85.8,157.9,126.383,113.133,84,0,130.917,107.717,134.183,112.25,168.967,171.117,56.983,107.95,35.917,106.817,116.667,62.917,195.633,74.433,138.5,112.833,175.833,205.067,155.933,166.333,35.033,101.967,163.083,77.8,174.85,130.55,104.2,191.117,59.133,131.3,177.367,216.367,181.4,124.133,132.167,154.333,129.15,213.433,95.183,135.933,111.633,134.883,123.25,112.05,68.65,100.933,44.767,52.45,198.167,126.333,53.067,56.817,27.367,163.417,111.567,38.083,192.383,108.183,155.983,138.5,131.85,185.55,129.417,154.8,146.917,41.683,161.65,158.483,69.3,129.417,30.217,110.467
"Lee",217.133,177.35,137.567,47.217,220.183,219.233,200.317,176.683,160.733,92.017,93.35,90.267,69.05,148.433,193.167,192.483,212.817,192.017,216.933,204.833,200,177.717,240.067,178.367,216.683,164.95,283.883,191.567,208.667,77.967,252.517,133.617,25.167,151.867,76.533,229.183,80.95,145.4,212.617,40.967,271.383,24.983,167.05,167.05,99.75,46.817,209.283,107.85,80.25,125.867,215.667,242.35,165.683,229.183,246.867,166.033,178.417,107.85,153.367,155.717,231.15,190.967,210.2,121.15,76.617,211.95,183.333,201.017,200.05,162.95,145.783,115.917,255.333,79.967,137.567,149.883,75.483,127.717,211.017,129.283,205.467,201.65,194.067,239.217,29.367,199.267,131.517,0,177.033,228.233,198.883,103.05,62.617,94.55,169.25,107.95,205.067,229.5,139.717,76.533,182.8,189.5,228.117,53.3,241.233,89.617,47.217,158.75,56.683,199.233,86.583,211.017,154.817,121.583,223.6,174.4,54.45,105.65,252.517,54.933,234.25,168.333,54.467,178.95,94.333,60.417,203.55,147.133,17.083,94.117,189,172.317,72.1,104.183,105.65,83,65.55,156.7,118.3,142.65,128.433,39.2,113,71.967,101.7,32.35,189.5,142.883,221.7,213.033,190.95,41.717,116.917,197.817,128.117,72.25,213.033,133.567,44.017
"Liberty",61.167,247.233,196.25,209.917,109.133,99.083,78.233,84.433,92.717,198.267,87.583,125.45,168.433,128.467,167.817,156.217,99.933,128.717,141.6,249.733,104.967,131.85,164.717,266.433,191.333,89.25,165.233,116.217,63.3,247.367,147.133,238.65,152.917,209.65,239.233,73.217,187.2,111.933,54.833,140.083,196.05,195.683,85.583,85.583,139.2,131.867,128.617,193.967,245.617,232.117,181.217,84.567,114.867,73.217,171.533,108.717,102.717,91.617,135.333,80.883,155.817,57.5,236.267,73.8,235.85,66.333,98.967,125.683,116.117,26.833,129.283,151.667,107.267,111.733,89.417,152.217,182.517,81.833,135.683,167.267,84.75,122.383,112.9,216.317,157.367,173.917,106.733,174.5,0,72.25,202.183,209.3,195.9,91.183,37.917,101.283,52.833,206.583,48.633,239.233,49.967,67.55,202.767,219.433,165.883,164.15,209.917,72.167,139.633,123.533,114.167,135.683,222.233,124.117,151.583,149.05,168.967,220.95,147.133,222.383,78.283,92.633,197.933,219.783,257.033,132.85,45.767,71.25,177.967,152.133,33.033,158.583,135.133,143.783,94.583,241.767,171.8,143,157.3,117.183,132.367,153.667,94.217,213.917,128.083,199.583,67.55,228.9,146.367,55.25,109.783,184.483,145.917,122.483,129.033,163.117,55.25,77.333,154.067
"Lincoln",28.617,247.4,200.567,261.917,122.167,112.117,104.75,86.633,132.833,250.25,139.567,170.933,220.417,167.65,167.933,137.833,81.05,112.117,181.717,250.667,124.45,171.967,204.833,266.583,192.267,129.35,144.367,156.333,80.217,282.65,151.917,262.967,204.9,211.033,291.217,41.367,239.183,152.05,57.867,192.083,236.15,247.683,125.7,125.7,172.583,183.85,166.867,219.767,284.117,292.217,158.417,49.133,111,41.367,222.433,148.833,142.817,134.383,175.433,121,195.917,59.017,237.2,119.267,287.85,92.85,125.483,165.8,135.6,70.8,169.4,191.767,73.533,163.717,129.517,192.317,234.933,124.6,175.783,182.667,104.25,103.35,144.85,217.25,209.367,174.033,132.8,226.5,74.65,0,202.15,261.283,236.017,143.167,78.033,146.2,31.883,207.517,104.483,291.217,62.983,110.167,203.7,271.417,206,204.267,261.917,108.917,191.617,163.65,166.15,175.783,222.383,166.883,191.683,143.567,220.95,272.95,151.917,255.717,58.317,132.75,249.917,219.95,309.017,184.85,60.3,111.367,229.95,194.9,47,158.533,187.117,176.7,137.15,293.75,223.783,141.033,176.5,135.017,172.483,205.65,139.683,254.033,170.867,251.567,110.167,233.233,186.483,25.517,141.733,236.467,165.133,162.583,169.15,201.233,25.517,122.817,206.05
"Long",177.583,50.65,66.117,221.417,281.6,291,270.133,125.367,222.133,135.5,150.083,139.633,232.55,216.933,56.383,76,126.733,101.6,278.35,66.017,261.4,268.967,301.467,76.1,68.1,226.35,333.967,252.967,255.2,271.417,313.933,100.1,181.533,58.517,249.25,172.867,150.25,240.45,234.383,167.483,332.783,219.033,228.467,228.467,121.25,172.833,270.7,97.617,261.65,140.633,88.233,238.717,95.633,172.867,308.283,224.733,239.817,169.25,263.833,217.133,292.55,159.267,52.567,154.567,215,258.233,244.75,262.433,261.467,175.967,226.8,253.2,263.133,160.05,198.983,282.75,128.317,189.133,272.417,70.4,276.667,103.917,255.467,40.633,191.5,62.483,112.917,197.433,201.75,199.983,0,141.133,255.3,154.55,220.867,133.483,172.633,30.917,175.833,249.25,161.25,248.033,71.067,235.467,302.633,253.5,221.417,142.017,187.167,260.65,175.367,272.417,53.433,201.783,288.683,67.633,216.5,163.75,313.933,247.117,165.733,229.733,183.133,31.367,263.4,180.4,229.683,209.2,209.75,220.817,196.55,45.033,198.5,97.967,150.017,190.7,144.35,64.967,86.3,96.3,261,158.85,135.65,264.15,205.75,215.817,248.033,65.05,283.117,204.5,252.367,231.1,104.45,259.217,256.05,128.9,204.5,143.133,163.467
"Lowndes",251.633,108.8,98.733,100.167,254.683,253.733,234.817,211.183,195.217,43.117,127.85,124.75,161.75,190.017,182.583,198.117,236.9,208.833,251.433,136.283,234.483,242.05,274.55,109.817,198.633,199.433,318.367,226.05,243.167,163.9,287.017,40.85,94.75,106.25,123.45,263.667,28.217,213.533,247.1,80.683,305.867,115.583,201.55,201.55,127.483,86.417,243.783,77.067,145.3,25.517,218.767,276.833,189.533,263.667,281.367,197.817,212.9,142.333,243.133,190.217,265.633,225.467,141.65,155.65,75.75,246.433,217.833,235.517,234.55,197.45,199.883,203.533,289.817,114.45,172.067,239.65,70.517,162.217,245.5,112.883,239.95,218.45,228.55,172.117,104.7,188.683,170.983,101.2,211.517,262.717,137.5,0,152.383,129.033,203.733,142.45,239.55,168.117,174.217,123.45,217.3,224,201.583,127.95,275.717,179.383,100.167,193.25,116.367,233.733,119.267,245.5,86.267,174.867,261.767,189.75,145.7,24.5,287.017,143.683,276.8,202.817,59.1,107.433,124.15,111.983,238.05,181.633,118.067,171.167,223.483,155.25,146.6,126.617,140.133,51.433,46.617,154.283,132.7,162.483,218.2,62.617,147.5,160.7,170.25,112.367,224,74.333,256.2,247.517,225.45,142.717,139.35,232.3,217.883,98.05,247.517,168.05,67.25
"Lumpkin",223.3,224.767,196.267,82.45,194.6,193.65,174.733,215.883,120.6,140.75,125.583,129.467,44.583,123.933,232.367,231.683,252.017,231.217,180.667,252.233,174.417,129.533,203.783,225.783,255.9,124.767,258.283,155.3,198.367,50.6,226.933,181.017,72.683,210.583,75.317,235.333,129.683,97.2,211.3,89.367,235.1,38.217,137.983,137.983,138.95,83.583,177.1,169.417,52.067,174.6,254.867,234.383,204.883,235.333,210.617,123.767,138.233,123.85,105.183,124.117,194.883,223.183,257.6,153.367,122.283,185.217,157.75,164.75,174.467,195.167,112.467,67.717,221.367,113.417,139.35,101.683,137.05,150.383,174.75,186.417,179.883,240.85,168.467,280.867,65.5,238.483,170.717,62.55,194.3,234.383,253.967,151.783,0,126.767,170.483,140.183,214.967,271.15,171.933,75.317,215.033,172.15,267.317,51.8,204.95,41.417,82.45,190.967,71.2,159.233,96.583,174.75,202.233,115.867,175.4,213.617,50.083,151.317,226.933,23.667,240.4,131.667,100.133,223.383,85.083,75.083,210.633,169.8,51.95,72.833,195.15,223.133,73.667,156.3,137.867,128.667,112.967,208.817,170.417,181.85,80.233,100.767,146.45,21.967,100.867,64.833,172.15,190.283,185.433,218.2,165.367,23.633,169.033,161.533,79.917,124.367,218.2,165.783,105.583
"Macon",133.95,198.75,141.617,129.283,140.733,139.783,120.85,103.2,81.267,117.633,9.483,50.733,87.8,76.067,119.667,118.983,139.583,118.533,137.483,201.583,120.533,128.083,160.6,203.983,143.2,85.483,204.417,112.1,126.333,166.733,173.067,159.217,72.283,155.017,158.6,145.983,106.567,99.567,129.417,59.45,191.917,115.05,87.6,87.6,71.983,51.233,129.817,134.333,164.983,151.483,142.167,159.15,92.183,145.983,167.417,83.867,98.95,28.383,122.967,76.267,151.683,107.783,188.133,37.967,155.217,129.6,103.867,121.567,120.6,79.767,85.933,105.867,172.983,31.1,58.117,140.133,101.883,48.267,131.55,112.583,126,128.15,114.6,168.167,76.75,125.783,58.017,93.867,93.833,145.033,154.05,128.667,125.067,0,86.9,24.767,121.867,158.45,56.517,158.6,99.617,107.167,154.617,138.8,161.767,109.483,129.283,75.55,59,119.767,33.533,131.55,172.983,60.9,147.817,100.917,88.333,140.333,173.067,141.75,151.05,88.867,117.3,171.567,176.4,52.233,120.35,68.333,97.333,73.5,105.8,110.433,54.5,84.15,22.45,161.133,91.167,94.85,98.25,69.167,118.383,73.033,32.517,143.75,57.817,118.95,107.167,168.483,142.25,129.833,111.5,103.85,81.05,118.35,113.433,82.483,129.833,50.367,73.433
"Madison",67.733,263.15,206.033,204.017,86.733,76.683,52.367,107.75,67.167,192.367,81.683,121.35,154.1,102,184.083,163.3,106.5,137.583,116.067,266,76.883,106.317,139.183,277.2,207.6,63.7,142.833,90.683,40.883,217,124.733,233.95,147.017,219.433,233.333,79.783,181.3,86.383,53.817,134.183,170.5,189.783,60.033,60.033,142.617,125.967,103.083,198,218.467,226.217,183.883,76.917,135.3,79.783,146,83.167,77.167,67.383,109.783,55.333,130.267,68.5,252.55,78.783,229.95,41.417,67.933,100.15,93.7,53.417,103.75,126.117,87.55,105.833,63.867,126.667,176.617,57.6,110.133,176.983,62.35,128.817,87.35,232.583,151.467,190.183,108.55,168.6,38.75,78.817,218.45,203.4,170.367,85.283,0,95.383,59.4,222.867,50.683,233.333,70.25,32.55,219.033,213.533,140.35,138.6,204.017,91.417,133.733,98,108.267,110.133,237.4,99.883,126.033,165.333,156.967,215.05,124.733,190.067,84.85,67.083,192.033,235.983,251.133,126.95,53.9,45.717,172.067,127.9,39.6,174.85,121.033,147.817,88.683,235.867,165.9,159.267,161.933,133.567,106.817,147.767,98.317,188.367,103.867,193.683,32.55,238.683,120.833,63.367,84.25,172.05,144.717,96.933,103.5,157.217,63.367,81.367,148.167
"Marion",133.783,178.017,120.883,142.117,150.417,149.483,130.55,82.467,90.967,130.467,18.9,30.15,100.633,85.767,98.95,98.25,118.6,97.8,147.183,180.85,130.233,137.783,170.3,192.067,122.467,95.183,214.117,121.8,131.65,179.567,182.767,158.283,85.117,134.283,171.433,145.833,119.4,109.267,134.733,72.283,201.617,127.883,97.3,97.3,51.4,64.067,139.517,113.6,177.817,164.317,121.45,164.467,71.45,145.833,177.117,93.567,108.65,38.083,132.667,85.95,161.383,100.933,167.4,27.717,168.05,134.933,113.567,131.267,130.283,75.417,95.633,122.033,178.317,35.083,67.817,151.583,111.317,57.967,141.25,91.85,135.7,107.417,124.3,147.45,89.583,105.05,37.283,106.717,99.15,144.867,133.317,141.5,137.9,23.383,93.883,0,117.517,137.717,61.583,171.433,92.767,116.867,133.883,151.633,171.467,122.333,142.117,57.433,71.833,129.467,46.367,141.25,152.25,70.6,157.517,80.183,101.167,153.167,182.767,154.583,146.083,98.567,130.133,150.85,189.233,65.067,125.683,78.017,110.167,89.65,105.7,89.7,67.333,63.417,18.85,173.967,104,74.117,77.533,48.433,129.817,85.867,8.383,156.583,74.583,131.783,116.867,153.55,151.95,128.75,121.183,116.683,60.317,128.05,124.883,72.1,128.75,31.95,86.267
"McDuffie",22.033,217.783,170.967,240.083,138.917,128.867,106.5,57.017,114.6,228.417,116.933,144.4,198.583,149.433,137.6,114.367,56.733,88.65,163.5,219.517,135.067,153.75,186.617,236.983,161.117,111.133,165.583,138.117,90.833,264.433,173.117,233.35,183.067,181.417,269.383,34.083,217.35,133.817,68.5,170.25,217.933,225.85,107.467,107.467,142.983,162.017,150.517,190.15,275.767,262.6,134.95,70.333,81.4,34.083,193.433,130.6,124.6,116.167,157.217,102.767,177.7,31.217,206.067,91.483,266.017,94.6,120.283,147.583,146.217,43.017,151.183,173.55,94.733,141.883,111.3,174.1,205.317,106.383,157.567,153.05,114.867,79.883,134.783,186.1,187.533,143.7,103.183,204.667,56.417,31.6,172.533,239.45,217.8,121.333,59.8,118.417,0,176.383,86.45,269.383,35.2,89.45,172.55,249.583,187.783,186.033,240.083,79.133,169.783,145.433,144.317,157.567,192.783,148.667,173.467,119.367,199.117,251.117,173.117,237.5,39.15,114.517,228.083,190.333,287.183,163.017,62.6,93.15,208.133,176.683,31.933,128.917,165.283,147.1,109.367,271.917,201.95,111.417,146.9,105.417,154.25,183.817,111.9,235.8,152.633,229.733,89.45,203.617,168.267,36.1,131.683,214.633,135.517,144.367,150.933,171.633,36.1,95.033,184.217
"McIntosh",177.967,73.983,95.817,251.133,287.583,296.983,276.117,132.217,228.117,165.217,156.067,145.633,237.8,222.933,38.15,74.283,127.117,106.183,284.333,67.533,267.4,274.95,307.45,96.983,41.25,232.333,328.383,258.967,261.183,301.133,319.917,129.817,211.25,88.217,278.95,173.25,179.95,246.433,241.233,197.183,338.783,248.733,234.45,234.45,150.967,191.183,276.683,127.317,291.35,170.333,61.383,245.567,102.467,173.25,314.267,230.733,245.8,175.25,269.833,223.117,298.55,166.1,54.083,160.55,244.7,264.233,250.733,268.417,267.45,181.95,232.8,259.183,269.967,166.05,204.967,288.733,158.017,195.117,278.417,100.1,282.65,104.3,261.467,33.017,221.2,44.25,118.9,227.15,207.733,206.833,31.183,170.833,274.667,160.533,226.867,139.467,179.467,0,181.817,278.95,168.083,254.017,44.217,265.167,308.633,259.483,251.133,148.017,205.517,266.633,181.35,278.417,83.133,207.767,294.667,71.85,234.85,193.45,319.917,276.817,166.1,235.733,212.833,61.067,293.1,198.75,236.533,215.183,239.45,226.817,203.4,60.967,204.5,127.667,156,220.4,174.067,80.9,116,102.517,266.983,188.55,141.65,293.85,211.733,245.517,254.017,94.767,289.1,211.333,258.35,250.467,120.383,265.217,262.033,158.6,211.333,149.117,193.183
"Meriwether",92.033,217.783,160.65,173.8,134.517,124.467,103.833,80.033,106.617,162.15,51.467,85.067,132.317,105.333,138.7,138.017,111.8,124.317,155.5,220.617,130.333,145.75,178.617,231.833,162.233,103.15,190.617,130.117,88.667,211.25,172.517,197.3,116.8,174.05,203.117,104.083,151.083,125.833,87.517,103.967,209.95,159.567,99.483,99.483,97.85,95.75,142.517,152.617,209.5,196,161.2,117.233,102.85,104.083,185.433,114.717,116.617,64.783,149.233,94.783,169.7,75.9,207.167,33.4,199.733,91.95,112.283,139.583,132.783,45.25,115.383,153.717,135.333,75.617,85.9,166.117,146.4,58.7,149.567,131.617,110.133,117.983,126.8,187.2,121.25,144.817,63.167,138.383,48.3,103.117,173.083,173.183,169.583,55.067,50.9,60.333,87.35,177.483,0,203.117,68.383,81.45,173.65,183.317,179.783,154,173.8,48.133,103.517,137.433,78.05,149.567,192.017,97.1,165.467,119.95,132.85,184.833,172.517,186.267,109.15,106.533,161.817,190.6,220.917,96.733,78.45,54.633,141.85,121.333,63.9,129.467,99.017,102.433,51.3,205.65,135.683,113.883,116.55,88.2,146.267,117.55,53.817,188.267,101.067,163.467,81.45,193.3,160.267,87.933,123.683,148.367,99.35,136.383,142.933,127.017,87.933,36,117.95
"Miller",281.033,217.517,189.017,31.967,267.017,266.067,247.15,240.583,193.017,127.3,157.25,154.15,120.183,196.35,257.067,256.367,276.7,255.917,253.083,244.983,246.817,201.933,276.2,218.533,280.583,197.183,330.7,227.717,272.567,48.75,299.35,163.7,101.183,203.317,0,293.067,109.1,169.617,276.5,104.867,307.517,64.283,210.4,210.4,163.633,115.817,249.517,161.967,28.083,147.25,279.55,306.233,229.567,293.067,283.033,196.183,210.65,171.75,177.583,196.533,267.3,254.867,250.35,185.05,52.45,257.633,230.167,237.15,246.883,226.85,184.883,140.133,293.783,143.867,201.467,174.1,129.617,191.617,247.167,188.033,252.283,265.533,240.883,280.833,105.383,263.167,195.4,76.15,240.917,292.117,246.217,123.467,73.817,158.433,233.133,171.85,268.95,276.817,203.617,0,246.7,244.55,292,35.7,277.367,113.833,31.967,222.65,125.85,231.65,148.683,247.167,194.967,188.283,247.817,238.3,114.917,102.25,299.35,58.633,298.15,204.083,78.333,216.133,19.233,129.583,267.45,211.033,88.567,145.75,252.883,231.067,141.4,168.083,169.533,72.65,105.717,220.6,182.2,206.55,152.65,97.95,176.9,75.667,171,53.1,244.55,183.033,257.85,276.917,237.783,86.833,180.817,233.95,152.333,136.15,276.917,197.45,103.617
