"","Accomack","Albemarle","Alexandria","Alleghany","Amelia","Amherst","Appomattox","Arlington","Augusta","Bath","Bedford","Bland","Botetourt","Bristol","Brunswick","Buchanan","Buckingham","Buena Vista","Campbell","Caroline","Carroll","Charles City","Charlotte","Charlottesville","Chesapeake","Chesterfield","Clarke","Colonial Heights","Covington","Craig","Culpeper","Cumberland","Danville","Dickenson","Dinwiddie","Emporia","Essex","Fairfax","Fairfax City","Falls Church","Fauquier","Floyd","Fluvanna","Franklin","Franklin City","Frederick","Fredericksburg","Galax","Giles","Gloucester","Goochland","Grayson","Greene","Greensville","Halifax","Hampton","Hanover","Harrisonburg","Henrico","Henry","Highland","Hopewell","Isle of Wight","James City","King and Queen","King George","King William","Lancaster","Lee","Lexington","Loudoun","Louisa","Lunenburg","Lynchburg","Madison","Manassas","Manassas Park","Martinsville","Mathews","Mecklenburg","Middlesex","Montgomery","Nelson","New Kent","Newport News","Norfolk","Northampton","Northumberland","Norton","Nottoway","Orange","Page","Patrick","Petersburg","Pittsylvania","Poquoson","Portsmouth","Powhatan","Prince Edward","Prince George","Prince William","Pulaski","Radford","Rappahannock","Richmond","Richmond City","Roanoke","Roanoke City","Rockbridge","Rockingham","Russell","Salem","Scott","Shenandoah","Smyth","Southampton","Spotsylvania","Stafford","Staunton","Suffolk","Surry","Sussex","Tazewell","Virginia Beach","Warren","Washington","Waynesboro","Westmoreland","Williamsburg","Winchester","Wise","Wythe","York"
"Hampton",139.413,239.263,280.019,473.144,186.077,314.638,270.76,283.8,300.553,378.833,341.054,548.904,402.896,639.674,175.803,380.303,238.68,350.34,223.177,179.989,534.929,84.524,260.854,236.681,48.71,141.063,324.681,146.39,405.849,400.41,257.638,208.417,328.131,715.074,177.785,144.205,125.365,274.767,274.767,284.82,263.43,494.287,224.408,87.521,189.059,358.238,206.367,557.686,511.639,53.798,173.067,556.132,259.7,147.977,303.098,0,141.097,329.432,254.278,125.812,499.161,137.621,33.947,60.413,106.916,216.323,107.085,112.556,267.637,344.155,329.301,214.511,251.116,304.418,259.928,266.18,269.274,380.571,78.028,229.344,119.216,454.406,25.54,83.99,11.919,26.45,9.741,131.72,699.964,218.379,243.491,678.274,426.75,154.399,352.925,15.551,29.324,177.562,227.059,116.809,253.754,499.814,478.22,138.892,123.688,123.688,425.502,425.502,351.516,335.153,330.741,424.356,266.33,291.909,573.885,139.111,196.966,219.811,297.012,50.083,63.19,109.539,608.738,49.296,268.01,289.388,281.859,160.452,46.973,331.258,704.105,5.243,41.064
"Hanover",277.732,129.098,145.735,362.979,87.548,204.473,172.231,149.516,190.388,268.668,269.42,438.739,292.731,529.509,155.623,270.138,140.576,240.175,113.012,32.524,424.764,66.766,162.325,126.516,187.485,53.027,190.397,66.245,295.684,328.441,123.354,110.313,256.162,604.909,94.597,138.718,66.389,140.483,140.483,150.536,129.146,384.122,114.243,156.821,327.378,223.954,72.083,447.521,401.474,109.409,62.902,445.967,149.535,131.093,204.569,138.851,0,219.267,211.725,12.157,388.996,62.885,157.117,107.108,69.301,69.633,45.167,114.608,133.353,233.99,195.017,72.121,146.215,230.814,149.763,131.896,134.99,308.602,130.974,186.791,257.535,344.241,120.404,60.782,143.122,164.769,133.358,107.492,589.799,121.261,133.326,568.109,354.781,71.211,254.396,131.222,173.047,79.458,128.53,70.422,119.47,389.649,368.055,106.009,32.259,32.259,315.337,315.337,241.351,224.988,196.457,314.191,132.046,181.744,463.72,38.135,62.682,85.527,186.847,181.286,110.976,114.236,498.573,187.615,157.845,155.104,171.694,101.476,97.082,196.974,593.94,138.569,126.609
"Harrisonburg",469.21,96.786,218.275,223.255,211.716,127.827,177.361,206.919,31.7,125.494,161.782,299.015,153.007,389.785,331.337,130.414,144.118,100.451,115.116,252.181,285.04,258.244,222.537,98.535,378.963,225.314,128.553,241.959,155.96,272.266,104.147,181.035,262.312,465.185,270.311,312.791,273.049,186.961,186.961,197.628,154.246,244.398,128.945,330.894,462.136,119.889,155.113,307.797,261.75,300.887,168.089,306.243,51.883,305.166,236.577,330.329,220.601,0,285.976,221.906,249.272,243.606,336.028,298.586,275.961,182.81,250.443,321.268,207.275,94.266,172.753,104.89,244.581,154.168,73.894,172.462,172.57,258.994,322.452,269.994,449.013,204.517,311.882,252.26,334.6,356.247,324.836,314.152,450.075,231.738,91.442,428.385,285.279,246.925,231.926,322.7,364.525,187.772,191.262,251.689,193.245,249.925,228.331,312.669,207.973,207.973,175.613,175.613,101.627,7.544,132.67,174.467,155.372,34.559,323.996,203.271,152.651,216.441,40.661,372.764,291.697,288.309,358.849,379.093,128.36,90.605,56.339,308.136,288.56,112.723,454.216,330.047,318.087
"Henrico",360.347,204.505,348.544,254.634,124.763,152.266,113.008,352.325,258.319,278.312,155.829,300.161,214.799,390.931,82.417,189.673,135.712,195.271,204.366,248.514,235.44,186.843,69.169,193.49,242.442,175.694,393.206,150.482,271.417,151.894,260.092,127.442,79.615,466.331,122.119,112.055,259.248,343.292,343.292,353.345,331.955,211.213,179.179,168.575,409.993,405.264,274.892,255.282,293.129,265.365,167.394,260.91,237.18,115.538,40.409,294.807,218.349,287.198,0,213.687,280.651,156.835,218.675,223.409,259.693,284.848,236.642,297.23,336.162,205.185,397.826,220.561,62.391,128.533,246.227,334.705,337.799,132.055,286.93,25.262,340.15,235.896,276.36,216.738,245.026,236.217,289.314,300.351,451.221,92.189,226.7,429.531,178.234,145.952,89.676,287.178,233.368,152.765,98.11,154.583,322.279,275.026,250.694,298.868,182.65,182.65,186.998,186.998,194.609,292.919,399.266,205.846,334.855,269.389,325.142,190.595,265.491,288.336,254.778,201.898,199.428,142.284,359.995,263.773,171.792,291.561,239.625,294.335,253.038,399.783,455.362,251.321,282.565
"Henry",265.359,130.362,157.54,364.243,88.812,205.737,173.495,161.321,191.652,269.932,270.684,440.003,293.995,530.773,153.608,271.402,141.84,241.439,114.276,44.329,426.028,65.872,163.589,127.78,175.112,54.291,202.202,64.23,296.948,329.705,135.159,111.577,257.426,606.173,92.582,137.824,56.07,152.288,152.288,162.341,140.951,385.386,115.507,155.927,315.005,235.759,83.888,448.785,402.738,93.026,64.166,447.231,150.799,130.199,205.833,126.478,12.157,220.531,209.71,0,390.26,61.991,144.744,94.735,58.982,81.438,33.464,104.289,145.158,235.254,206.822,105.61,147.479,232.078,151.027,143.701,146.795,309.866,114.591,184.776,245.162,345.505,108.031,42.558,130.749,152.396,120.985,97.173,591.063,122.525,134.59,569.373,356.045,69.196,255.66,118.849,160.674,80.722,129.794,69.528,131.275,390.913,369.319,95.69,29.272,29.272,316.601,316.601,242.615,226.252,208.262,315.455,143.851,183.008,464.984,39.399,74.487,97.332,188.111,168.913,110.082,113.342,499.837,175.242,159.109,166.909,172.958,91.157,84.709,208.779,595.204,126.196,114.236
"Highland",638.947,266.523,466.347,33.519,293.27,205.349,207.096,454.991,221.016,202.54,137.363,47.901,109.744,163.495,429.618,120.17,242.628,163.428,284.853,421.918,58.75,427.981,231.389,268.272,548.7,395.051,376.625,411.696,164.79,127.609,338.498,272.889,186.742,238.895,345.904,375.825,442.786,435.033,435.033,445.7,402.318,61.337,298.682,500.631,688.593,367.961,370.47,81.507,26.843,470.624,337.826,79.953,291.098,379.308,241.18,500.066,390.338,249.895,270.218,391.643,0,413.343,505.765,468.323,445.698,398.167,420.18,491.005,455.347,158.813,420.825,314.165,270.713,182.334,308.245,420.534,420.642,133.991,492.189,289.76,618.75,52.072,481.619,421.997,504.337,525.984,494.573,483.889,223.785,291.887,310.741,162.379,102.218,416.662,193.578,492.437,534.262,357.509,252.922,421.426,441.317,19.008,12.903,482.406,377.71,377.71,94.319,94.319,150.987,255.616,380.742,81.251,403.444,273.774,97.706,373.008,362.424,384.009,214.561,542.501,461.434,458.046,92.843,548.83,298.097,338.677,226.076,477.873,458.297,360.795,227.926,499.784,487.824
"Hopewell",274.606,152.517,203.839,386.398,74.73,185.789,159.413,207.62,213.807,292.087,229.707,462.158,316.15,552.928,99.81,293.557,133.591,263.594,136.431,103.809,445.521,28.492,140.416,149.935,131.618,30.076,248.501,11.925,319.103,302.044,181.458,103.328,229.765,628.328,38.784,79.414,100.166,198.587,198.587,208.64,187.25,407.541,137.662,97.517,324.252,282.058,130.187,443.919,424.893,106.283,85.443,464.557,172.954,71.789,183.951,135.725,64.917,242.686,155.912,54.605,412.415,0,89.172,65.058,100.611,140.143,77.56,138.148,191.457,257.409,253.121,127.765,112.115,193.071,173.182,190,193.094,282.205,127.848,130.978,254.409,367.66,117.278,57.656,139.996,125.393,130.232,141.269,613.218,79.378,156.745,591.528,328.384,15.022,233.778,128.096,122.544,72.473,115.712,10.223,177.574,413.068,391.474,139.786,37.032,37.032,338.756,338.756,264.77,248.407,254.561,337.61,190.15,205.163,487.139,44.977,120.786,143.631,210.266,96.657,51.084,54.932,521.992,152.949,181.264,213.208,195.113,135.253,66.558,255.078,617.359,135.443,99.738
"Isle of Wight",169.308,242.605,302.925,476.486,154.682,275.877,237.911,306.706,303.895,382.175,308.205,552.246,406.238,643.016,135.317,383.645,223.679,353.682,226.519,202.895,507.641,102.695,216.442,240.023,56.76,120.164,347.587,94.952,409.191,364.164,280.544,193.416,291.885,718.416,114.81,103.719,143.901,297.673,297.673,307.726,286.336,417.298,227.75,45.923,218.954,381.144,229.273,506.039,514.981,72.334,175.531,526.677,263.042,107.491,246.071,33.547,164.003,332.774,218.032,148.718,502.503,90.914,0,83.319,129.822,239.229,129.991,131.092,290.543,347.497,352.207,217.853,188.141,271.569,263.27,289.086,292.18,344.325,96.564,193.098,149.111,457.748,40.01,106.896,27.161,45.178,27.602,150.256,703.306,155.404,246.833,681.616,390.504,87.681,295.898,38.457,42.329,162.561,194.21,83.555,276.66,503.156,481.562,157.428,127.12,127.12,353.703,353.703,354.858,338.495,353.647,427.698,289.236,295.251,577.227,135.065,219.872,242.717,300.354,24.336,38.271,79.048,612.08,72.734,271.352,312.294,285.201,178.988,69.879,354.164,707.447,33.418,59.6
"James City",199.165,209.528,250.284,443.409,137.749,284.903,222.432,254.065,270.818,349.098,292.726,519.169,373.161,609.939,169.281,350.568,208.945,320.605,193.442,150.254,505.194,37.57,209.887,206.946,108.918,93.095,294.946,77.259,376.114,371.515,227.903,178.682,299.236,685.339,108.255,140.228,113.698,245.032,245.032,255.085,233.695,464.552,194.673,140.157,248.811,328.503,176.632,527.951,481.904,60.439,143.332,526.397,229.965,132.603,253.422,60.284,111.362,299.697,225.383,96.077,469.426,65.964,78.55,0,77.181,186.588,77.35,114.718,237.902,314.42,299.566,184.776,181.586,256.09,230.193,236.445,239.539,351.676,84.669,200.449,178.968,424.671,41.837,54.255,64.555,86.202,54.791,133.882,670.229,148.849,213.756,648.539,397.855,81.126,303.249,52.655,94.48,147.827,178.731,69.855,224.019,470.079,448.485,141.054,93.953,93.953,395.767,395.767,321.781,305.418,301.006,394.621,236.595,262.174,544.15,109.376,167.231,190.076,267.277,102.719,17.811,77.442,579.003,109.048,238.275,259.653,252.124,148.785,14.838,301.523,674.37,60.002,47.705
"King and Queen",246.588,182.998,198.715,416.879,150.705,258.373,235.388,202.496,244.288,322.568,323.32,492.639,346.631,583.409,203.439,324.038,194.476,294.075,166.912,72.22,478.664,67.698,225.482,180.416,156.341,105.691,243.377,111.018,349.584,405.673,176.334,164.213,333.394,658.809,142.413,178.082,39.445,193.463,193.463,203.516,182.126,438.022,168.143,187.58,296.234,276.934,125.063,501.421,455.374,46.916,116.802,499.867,203.435,170.457,267.726,107.707,69.322,273.167,259.541,62.078,442.896,102.249,125.973,75.964,0,100.62,28.473,74.52,186.333,287.89,247.997,158.246,215.744,284.714,203.663,184.876,187.97,385.834,68.481,234.607,226.391,398.141,89.26,45.283,111.978,133.625,102.214,80.548,643.699,183.007,187.226,622.009,432.013,119.027,317.553,88.251,141.903,133.358,191.687,95.068,172.45,443.549,421.955,79.065,88.316,88.316,369.237,369.237,295.251,278.888,249.437,368.091,185.026,235.644,517.62,103.739,115.662,138.507,240.747,150.142,84.157,153.6,552.473,156.471,211.745,208.084,225.594,74.532,65.938,249.954,647.84,107.425,68.529
"King George",356.441,145.52,109.371,379.401,160.188,220.895,244.871,113.152,206.81,285.09,285.842,455.161,309.153,545.931,228.263,286.56,209.046,256.597,120.756,37.439,441.186,145.475,234.965,142.938,266.194,125.667,150.809,138.885,312.106,401.081,86.621,178.783,328.802,621.331,167.237,209.717,61.123,104.119,104.119,114.172,89.558,400.544,130.665,227.82,314.887,184.366,29.307,463.943,417.896,133.996,131.372,462.389,131.12,202.092,277.209,217.56,69.638,183.047,284.365,81.443,405.418,141.594,235.826,185.817,100.989,0,98.463,102.763,96.989,250.412,158.653,92.814,218.855,247.236,109.167,95.532,98.626,381.242,146.808,259.431,336.244,360.663,199.113,139.491,221.831,243.478,212.067,90.858,606.221,193.901,88.283,584.531,427.421,143.851,327.036,209.931,251.756,147.928,201.17,149.131,83.106,406.071,384.477,94.164,104.899,104.899,331.759,331.759,257.773,176.301,156.869,330.613,92.458,164.014,480.142,110.775,47.483,43.927,203.269,259.995,189.685,185.235,514.995,266.324,174.267,115.516,188.116,75.792,175.791,157.386,610.362,217.278,155.609
"King William",246.78,157.451,174.56,391.332,116.271,232.826,200.954,178.341,218.741,297.021,297.773,467.092,321.084,557.862,174.289,298.491,168.929,268.528,141.365,61.349,453.117,67.89,191.048,154.869,156.533,82.713,219.222,88.04,324.037,376.523,152.179,138.666,304.244,633.262,113.263,155.104,35.831,169.308,169.308,179.361,157.971,412.475,142.596,173.207,296.426,252.779,100.908,475.874,429.827,59.561,91.255,474.32,177.888,147.479,233.292,107.899,45.167,247.62,230.391,36.531,417.349,79.271,126.165,76.156,28.473,98.458,0,84.05,162.178,262.343,223.842,132.699,174.938,259.167,178.116,160.721,163.815,356.684,81.126,205.457,226.583,372.594,89.452,45.475,112.17,133.817,102.406,76.934,618.152,153.857,161.679,596.462,402.863,89.877,283.119,100.27,142.095,107.811,157.253,86.808,148.295,418.002,396.408,75.451,49.953,49.953,343.69,343.69,269.704,253.341,225.282,342.544,160.871,210.097,492.073,66.858,91.507,114.352,215.2,150.334,84.349,130.622,526.926,156.663,186.198,183.929,200.047,70.918,66.13,225.799,622.293,107.617,81.174
"Lancaster",249.358,228.278,177.415,462.159,188.256,303.653,272.939,212.441,289.568,367.848,368.6,537.919,391.911,628.689,240.99,369.318,239.756,339.355,212.192,109.845,523.944,105.249,263.033,225.696,159.111,143.242,253.322,148.569,394.864,443.224,186.279,209.493,370.945,704.089,179.964,215.633,48.246,203.408,203.408,213.461,192.071,483.302,213.423,190.35,299.004,286.879,123.685,546.701,500.654,57.114,162.082,545.147,230.778,208.008,305.277,110.477,114.602,318.447,297.092,107.358,488.176,139.8,128.17,113.515,74.468,102.717,84.056,0,196.278,333.17,257.942,203.526,253.295,329.994,208.825,194.821,197.915,423.385,55.018,272.158,229.161,443.421,98.884,82.834,114.748,136.395,104.984,19.163,688.979,220.558,187.941,667.289,469.564,156.578,355.104,98.505,144.673,178.638,229.238,132.619,182.395,488.829,467.235,26.335,125.867,125.867,414.517,414.517,340.531,324.168,259.382,413.371,194.971,280.924,562.9,141.29,134.888,148.452,286.027,152.912,121.708,191.151,597.753,159.241,257.025,218.029,270.874,48.485,103.489,259.899,693.12,110.195,78.783
"Lee",306.626,177.848,16.535,427.186,210.129,246.068,294.812,20.417,235.631,329.425,311.015,502.946,356.938,593.716,278.204,334.345,258.987,304.382,153.304,104.047,488.971,195.416,284.906,166.087,316.135,175.608,105.471,188.826,359.891,476.197,107.911,228.724,378.743,669.116,217.178,259.658,147.494,17.687,17.687,20.057,69.618,448.329,167.68,277.761,267.763,147.832,65.463,511.728,465.681,238.059,181.313,510.174,156.46,252.033,327.15,267.501,132.983,205.493,334.306,144.788,453.203,191.535,285.767,235.758,185.942,97.264,161.808,195.712,0,298.197,64.538,131.595,268.796,272.409,134.507,42.317,37.39,462.925,259.624,309.372,328.427,408.448,249.054,189.432,271.772,293.419,262.008,188.596,654.006,243.842,120.831,632.316,489.21,193.792,350.167,259.872,301.697,197.869,251.111,199.072,23.978,453.856,432.262,187.113,154.84,154.84,379.544,379.544,305.558,206.982,109.24,378.398,65.448,171.729,527.927,160.716,85.023,49.007,244.592,309.936,239.626,235.176,562.78,316.265,199.44,104.197,213.289,169.346,225.732,124.575,658.147,267.219,255.259
"Lexington",483.372,110.948,310.772,134.889,190.922,53.71,104.748,299.416,65.441,74.964,73.416,210.649,64.641,301.419,253.706,42.048,105.047,11.789,129.278,266.343,196.674,272.406,149.924,112.697,393.125,239.476,221.05,256.121,68.069,183.9,182.923,135.308,189.699,376.819,284.473,326.953,287.211,279.458,279.458,290.125,246.743,156.032,143.107,345.056,533.018,212.386,214.895,219.431,173.384,315.049,182.251,217.877,135.523,319.328,163.964,344.491,234.763,94.32,204.445,236.068,160.906,257.768,350.19,312.748,290.123,242.592,264.605,335.43,299.772,0,265.25,158.59,188.564,74.795,152.67,264.959,265.067,170.628,336.614,202.685,463.175,116.151,326.044,266.422,348.762,370.409,338.998,328.314,361.709,189.539,155.166,340.019,196.913,261.087,159.313,336.862,378.687,201.934,150.574,265.851,285.742,161.559,139.965,326.831,222.135,222.135,87.247,87.247,8.426,100.041,225.167,86.101,247.869,118.199,235.63,217.433,206.849,228.434,58.986,386.926,305.859,302.471,270.483,393.255,142.522,183.102,70.501,322.298,302.722,205.22,365.85,344.209,332.249
"Loudoun",353.53,183.915,75.083,393.89,271.767,262.656,285.231,59.155,202.335,296.129,332.417,469.65,323.642,560.42,339.842,301.049,246.385,271.086,175.735,165.685,455.675,257.054,346.544,186.271,377.773,237.246,45.61,250.464,326.595,442.901,113.978,290.362,397.141,635.82,278.816,321.296,209.132,46.966,46.966,51.569,75.685,415.033,190.111,339.399,314.667,75.433,127.101,478.432,432.385,299.697,242.951,476.878,162.527,313.671,388.788,329.139,194.621,172.197,395.944,206.426,419.907,253.173,347.405,297.396,247.58,158.902,223.446,257.35,64.083,264.901,0,166.688,330.434,288.997,140.574,55.19,47.066,429.629,321.262,371.01,375.331,375.152,310.692,251.07,333.41,355.057,323.646,250.234,620.71,305.48,142.525,599.02,455.914,255.43,366.755,321.51,363.335,259.507,312.749,260.71,67.351,420.56,398.966,248.751,216.478,216.478,346.248,346.248,272.262,173.686,49.379,345.102,71.515,170.303,494.631,222.354,146.661,110.645,211.296,371.574,301.264,296.814,529.484,377.903,228.117,95.078,226.974,230.984,287.37,64.714,624.851,328.857,316.897
"Louisa",354.183,53.592,142.9,287.473,96.689,128.967,131.439,146.681,114.882,193.162,193.914,363.233,217.225,454.003,216.31,194.632,92.593,164.669,32.28,73.649,349.258,143.217,149.043,51.01,263.936,110.287,155.11,126.932,220.178,336.484,59.302,80.832,263.452,529.403,155.284,197.764,158.022,137.648,137.648,147.701,93.859,308.616,38.737,215.867,403.829,188.667,64.809,372.015,325.968,185.86,53.062,370.461,53.679,190.139,212.947,215.302,72.129,143.761,220.477,106.879,313.49,128.579,221.001,183.559,160.934,92.506,135.416,206.241,130.518,158.484,167.191,0,154.593,155.308,53.907,112.49,116.093,278.663,207.425,247.478,333.986,268.735,196.855,137.233,219.573,241.22,209.809,199.125,514.293,131.065,32.29,492.603,349.497,131.898,233.066,207.673,249.498,72.745,110.179,136.662,116.635,314.143,292.549,197.642,92.946,92.946,239.831,239.831,165.845,98.175,161.17,238.685,96.759,85.888,388.214,88.244,49.145,82.692,111.341,257.737,176.67,173.282,423.067,264.066,82.339,99.241,96.188,193.109,173.533,161.687,518.434,215.02,203.06
"Lunenburg",337.699,163.015,281.631,242.916,58.869,134.465,82.91,285.412,216.829,260.511,144.086,318.676,203.056,409.446,69.636,177.93,94.222,177.47,162.876,181.601,279.285,142.013,39.468,152,219.794,107.995,326.293,105.652,253.616,195.739,205.606,77.952,123.46,484.846,86.77,89.407,202.857,276.379,276.379,286.432,265.042,216.569,137.689,145.927,387.345,363.774,207.979,299.127,281.411,220.535,101.5,304.755,195.69,92.89,71.867,249.977,151.436,245.708,62.372,147.248,268.933,112.005,190.264,178.579,214.863,217.935,180.251,252.4,269.249,187.384,330.913,154.667,0,116.568,200.084,267.792,270.886,175.9,242.1,44.764,317.502,224.178,231.53,171.908,254.248,213.569,244.484,243.96,469.736,31.884,183.647,448.046,222.079,101.122,121.694,242.348,210.72,86.871,56.62,109.753,255.366,269.586,247.992,242.477,122.156,122.156,177.374,177.374,184.584,251.429,332.353,194.128,267.942,227.899,343.657,117.399,198.578,221.423,213.288,179.25,159.59,110.524,378.51,241.125,130.302,245.418,198.135,237.944,208.208,356.608,473.877,249.695,237.735
"Lynchburg",446.892,107.788,285.866,158.313,123.087,29.784,36.913,285.334,125.555,155.83,44.308,234.073,103.278,324.843,185.871,78.152,72.445,64.14,126.502,263.567,220.098,222.719,82.089,109.921,319.916,172.213,281.164,194.603,148.935,155.42,179.763,102.706,111.778,400.243,175.721,205.642,284.435,265.376,265.376,276.043,217.461,153.401,140.331,261.866,496.538,272.5,212.119,242.855,196.808,278.569,148.561,241.301,140.463,209.125,88.102,308.011,231.987,154.434,128.583,233.292,184.33,197.22,279.215,276.268,287.347,239.816,261.829,332.654,273.484,82.703,290.793,155.814,120.729,0,149.51,236.092,239.695,126.989,300.134,134.85,426.695,139.575,289.564,229.942,312.282,313.691,302.518,325.538,385.133,121.704,152.39,363.443,181.76,190.073,81.392,300.382,310.842,134.472,82.739,198.704,259.601,184.983,163.389,324.055,186.374,186.374,89.806,89.806,70.833,160.155,285.281,109.525,220.361,157.957,259.054,181.617,204.073,225.658,122.014,284.955,245.311,205.758,293.907,356.775,97.3,194.844,101.858,319.522,266.242,265.334,389.274,307.729,295.769
"Madison",399.737,43.376,147.704,281.071,142.243,122.117,171.651,136.348,108.48,186.76,187.064,356.831,210.823,447.601,261.864,188.23,117.516,158.267,49.68,116.557,342.856,188.771,186.638,45.732,309.49,155.841,129.726,172.486,213.776,330.082,30.777,126.386,256.602,523.001,200.838,243.318,160.004,116.39,116.39,127.057,68.475,302.214,64.056,261.421,391.565,120.505,81.743,365.613,319.566,231.414,98.616,364.059,21.988,235.693,230.867,260.856,151.128,73.915,245.194,152.433,307.088,174.133,266.555,229.113,206.488,109.44,180.97,208.222,136.704,152.082,141.807,53.932,200.147,148.458,0,87.106,90.709,271.813,252.979,229.212,379.54,262.333,242.409,182.787,265.127,286.774,255.363,201.106,507.891,176.619,23.857,486.201,343.095,177.452,226.216,253.227,295.052,118.299,150.48,182.216,108.225,307.741,286.147,199.623,138.5,138.5,233.429,233.429,159.443,67.169,135.786,232.283,71.375,54.882,381.812,133.798,79.281,95.282,104.939,303.291,222.224,218.836,416.665,309.62,87.578,44.978,89.786,181.522,219.087,113.339,512.032,260.574,248.614
"Manassas",343.849,130.253,56.538,394.175,208.453,208.994,293.136,49.769,202.62,296.414,273.941,469.935,323.927,560.705,276.528,301.334,192.723,271.371,122.073,102.371,455.96,193.74,283.23,132.609,314.459,173.932,81.264,187.15,326.88,443.186,60.316,227.048,343.479,636.105,215.502,257.982,145.818,29.811,29.811,40.478,36.607,415.318,136.449,276.085,304.986,114.821,63.787,478.717,432.67,236.383,179.637,477.163,108.865,250.357,325.474,265.825,131.307,172.482,332.63,143.112,420.192,189.859,284.091,234.082,184.266,95.588,160.132,194.036,34.691,265.186,50.167,113.026,267.12,235.335,86.912,0,3.602,429.914,257.948,307.696,384.509,375.437,247.378,187.756,270.096,291.743,260.332,186.92,620.995,242.166,88.863,599.305,456.199,192.116,313.093,258.196,300.021,196.193,249.435,197.396,19.698,420.845,399.251,185.437,153.164,153.164,346.533,346.533,272.547,173.971,87.324,345.387,29.194,138.718,494.916,159.04,83.347,47.331,211.581,308.26,237.95,233.5,529.769,314.589,174.455,71.186,227.259,167.67,224.056,87.841,625.136,265.543,253.583
"Manassas Park",336.356,134.029,53.632,394.619,212.299,212.77,296.982,42.276,203.064,296.858,333.146,470.379,324.371,561.149,280.374,301.778,196.499,271.815,125.849,106.217,456.404,197.586,287.076,136.385,318.305,177.778,88.233,190.996,327.324,443.63,64.092,230.894,347.255,636.549,219.348,261.828,149.664,22.318,22.318,32.985,37.051,415.762,140.225,279.931,297.493,115.265,67.633,479.161,433.114,240.229,183.483,477.607,112.641,254.203,329.32,269.671,135.153,172.926,336.476,146.958,420.636,193.705,287.937,237.928,188.112,99.434,163.978,197.882,36.986,265.63,47.3,116.802,270.966,239.111,90.688,4.188,0,430.358,261.794,311.542,388.355,375.881,251.224,191.602,273.942,295.589,264.178,190.766,621.439,246.012,92.639,599.749,456.643,195.962,316.869,262.042,303.867,200.039,253.281,201.242,21.51,421.289,399.695,189.283,157.01,157.01,346.977,346.977,272.991,174.415,92.002,345.831,32.881,139.162,495.36,162.886,87.193,51.177,212.025,312.106,241.796,237.346,530.213,318.435,178.231,71.63,227.703,171.516,227.902,88.285,625.58,269.389,257.429
"Martinsville",485.038,230.421,474.81,150.946,219.736,152.417,143.975,463.454,229.479,211.003,102.819,167.073,118.207,257.843,207.108,128.633,179.507,171.891,249.135,342.468,102.352,311.534,137.519,232.554,367.133,268.862,385.088,275.173,173.253,18.806,302.396,209.768,46.935,333.243,246.81,236.746,383.939,443.496,443.496,454.163,340.094,73.654,235.887,293.266,534.684,376.424,334.752,122.194,189.441,390.056,262.367,127.822,263.096,240.229,102.456,419.498,312.303,258.358,130.411,308.115,134.088,281.526,343.366,348.1,384.384,378.802,361.333,421.921,463.81,167.276,429.288,278.447,174.326,128.564,272.143,428.997,429.105,0,411.621,149.953,464.841,132.208,401.051,341.429,369.717,360.908,414.005,425.042,318.133,206.718,275.023,296.443,45.146,270.643,51.374,411.869,358.059,247.738,193.083,279.274,449.78,141.938,113.135,423.559,307.341,307.341,83.31,83.31,159.45,264.079,389.205,102.158,342.994,282.237,192.054,278.266,326.706,348.291,223.024,326.589,324.119,266.975,226.907,388.464,219.933,347.14,234.539,419.026,377.729,369.258,322.274,376.012,407.256
"Mathews",217.805,230.395,271.151,464.276,177.209,305.77,261.892,274.932,291.685,369.965,332.186,540.036,394.028,630.806,229.943,371.435,229.812,341.472,214.309,139.331,526.061,94.202,251.986,227.813,127.558,132.195,315.813,137.522,396.981,432.177,248.77,199.549,359.898,706.206,168.917,204.586,85.669,265.899,265.899,275.952,254.562,485.419,215.54,158.797,267.451,349.37,161.109,548.818,502.771,25.561,164.199,547.264,250.832,196.961,294.23,78.924,132.229,320.564,286.045,116.944,490.293,128.753,96.617,83.818,67.71,146.844,80.37,57.967,258.769,335.287,320.433,205.643,242.248,295.55,251.06,257.312,260.406,412.338,0,261.111,197.608,445.538,67.331,71.787,83.195,104.842,73.431,77.131,691.096,209.511,234.623,669.406,458.517,145.531,344.057,66.952,113.12,168.694,218.191,121.572,244.886,490.946,469.352,84.303,114.82,114.82,416.634,416.634,342.648,326.285,321.873,415.488,257.462,283.041,565.017,130.243,188.098,210.943,288.144,121.359,90.095,180.104,599.87,127.688,259.142,280.52,272.991,106.453,68.21,322.39,695.237,78.642,47.23
