"","Accomack","Albemarle","Alexandria","Alleghany","Amelia","Amherst","Appomattox","Arlington","Augusta","Bath","Bedford","Bland","Botetourt","Bristol","Brunswick","Buchanan","Buckingham","Buena Vista","Campbell","Caroline","Carroll","Charles City","Charlotte","Charlottesville","Chesapeake","Chesterfield","Clarke","Colonial Heights","Covington","Craig","Culpeper","Cumberland","Danville","Dickenson","Dinwiddie","Emporia","Essex","Fairfax","Fairfax City","Falls Church","Fauquier","Floyd","Fluvanna","Franklin","Franklin City","Frederick","Fredericksburg","Galax","Giles","Gloucester","Goochland","Grayson","Greene","Greensville","Halifax","Hampton","Hanover","Harrisonburg","Henrico","Henry","Highland","Hopewell","Isle of Wight","James City","King and Queen","King George","King William","Lancaster","Lee","Lexington","Loudoun","Louisa","Lunenburg","Lynchburg","Madison","Manassas","Manassas Park","Martinsville","Mathews","Mecklenburg","Middlesex","Montgomery","Nelson","New Kent","Newport News","Norfolk","Northampton","Northumberland","Norton","Nottoway","Orange","Page","Patrick","Petersburg","Pittsylvania","Poquoson","Portsmouth","Powhatan","Prince Edward","Prince George","Prince William","Pulaski","Radford","Rappahannock","Richmond","Richmond City","Roanoke","Roanoke City","Rockbridge","Rockingham","Russell","Salem","Scott","Shenandoah","Smyth","Southampton","Spotsylvania","Stafford","Staunton","Suffolk","Surry","Sussex","Tazewell","Virginia Beach","Warren","Washington","Waynesboro","Westmoreland","Williamsburg","Winchester","Wise","Wythe","York"
"Mecklenburg",336.178,189.29,324.375,257.417,109.548,149.363,97.808,328.156,243.104,275.409,158.587,319.715,217.557,410.485,58.248,192.431,120.497,192.368,189.151,224.345,254.994,162.674,53.969,178.275,218.273,151.525,369.037,126.313,268.514,171.448,301.994,112.227,99.169,485.885,97.95,87.886,235.079,319.123,319.123,329.176,307.786,230.767,163.964,144.406,385.824,402.594,250.723,274.836,295.912,241.196,152.179,280.464,221.965,91.369,59.963,270.638,194.18,271.983,25.316,189.518,283.434,132.666,194.506,199.24,235.524,260.679,212.473,273.061,311.993,202.282,373.657,249.214,45.516,131.466,231.012,310.536,313.63,151.609,262.761,0,315.981,238.679,252.191,192.569,220.857,212.048,265.145,276.182,470.775,75.314,211.485,449.085,197.788,121.783,109.23,263.009,209.199,137.55,82.895,130.414,298.11,284.087,262.493,274.699,158.481,158.481,191.875,191.875,199.482,277.704,375.097,208.629,310.686,254.174,344.696,166.426,241.322,264.167,239.563,177.729,175.259,118.115,379.549,239.604,156.577,333.744,224.41,270.166,228.869,375.614,474.916,227.152,258.396
"Middlesex",22.303,357.564,318.37,591.445,304.378,432.939,389.061,315.379,418.854,497.134,459.355,667.205,521.197,757.975,262.075,498.604,356.981,468.641,341.478,298.29,653.23,202.825,354.592,354.982,117.872,259.364,415.697,233.102,524.15,486.682,375.939,326.718,414.403,833.375,252.96,230.477,243.666,341.029,341.029,325.622,381.731,612.588,342.709,173.793,71.949,476.539,324.668,628.89,629.94,172.099,291.368,674.433,378.001,234.249,375.197,118.925,259.398,447.733,340.55,244.113,617.462,255.922,148.565,178.714,225.217,334.624,225.386,230.857,330.288,462.456,374.764,332.812,317.74,422.719,378.229,384.481,387.575,466.843,196.329,315.616,0,572.707,143.841,202.291,130.22,105.772,128.042,250.021,818.265,293.554,361.792,796.575,513.022,225.831,420.515,133.852,108.644,295.863,345.36,221.705,372.055,618.115,596.521,257.193,241.989,241.989,543.803,543.803,469.817,453.454,425.38,542.657,384.631,410.21,692.186,257.412,315.267,338.112,415.313,136.355,177.808,228.957,727.039,111.871,386.311,407.689,400.16,278.753,165.274,449.559,822.406,125.667,159.365
"Montgomery",601.271,228.847,428.671,15.107,255.594,167.673,169.42,417.315,183.34,164.864,99.687,99.557,72.068,190.327,318.378,82.494,204.952,125.752,247.177,384.242,85.582,390.305,193.713,230.596,511.024,357.375,338.949,374.02,127.114,111.212,300.822,235.213,196.383,265.727,308.228,338.149,405.11,397.357,397.357,408.024,364.642,44.94,261.006,462.955,650.917,330.285,332.794,108.339,62.289,432.948,300.15,106.785,253.422,341.632,203.504,462.39,352.662,212.219,243.985,353.967,49.814,375.667,468.089,430.647,408.022,360.491,382.504,453.329,417.671,121.137,383.149,276.489,233.037,144.658,270.569,382.858,382.966,140.024,454.513,246.798,581.074,0,443.943,384.321,466.661,488.308,456.897,446.213,250.617,254.211,273.065,228.927,85.821,378.986,155.902,454.761,496.586,319.833,215.246,383.75,403.641,50.467,28.873,444.73,340.034,340.034,56.643,56.643,113.311,217.94,343.066,31.656,365.768,236.098,124.538,335.332,324.748,346.333,176.885,504.825,423.758,420.37,159.391,511.154,260.421,301.001,188.4,440.197,420.621,323.119,254.758,462.108,450.148
"Nelson",165.265,220.991,261.747,454.872,167.805,296.366,252.488,265.528,282.281,360.561,322.782,530.632,384.624,621.402,220.539,362.031,220.408,332.068,204.905,161.717,516.657,66.252,242.582,218.409,75.018,122.791,306.409,128.118,387.577,422.773,239.366,190.145,350.494,696.802,159.513,162.941,112.248,256.495,256.495,266.548,245.158,476.015,206.136,106.257,214.911,339.966,188.095,539.414,493.367,40.681,154.795,537.86,241.428,187.557,284.826,26.384,122.825,311.16,276.641,107.54,480.889,119.349,39.698,42.141,88.644,198.051,88.813,99.439,249.365,325.883,311.029,196.239,232.844,286.146,241.656,247.908,251.002,402.934,64.911,251.707,145.068,436.134,0,65.718,30.655,52.302,20.891,118.603,681.692,200.107,225.219,660.002,449.113,136.127,334.653,17.658,60.58,159.29,208.787,98.537,235.482,481.542,459.948,125.775,105.416,105.416,407.23,407.23,333.244,316.881,312.469,406.084,248.058,273.637,555.613,120.839,178.694,201.539,278.74,68.819,68.941,115.29,590.466,75.148,249.738,271.116,263.587,147.335,28.701,312.986,685.833,26.102,27.947
"New Kent",224.201,161.088,201.844,394.969,107.902,236.463,192.585,205.625,222.378,300.658,262.879,470.729,324.721,561.499,160.636,302.128,160.505,272.165,145.002,101.814,456.754,24.873,182.679,158.506,133.954,62.888,246.506,68.215,327.674,362.87,179.463,130.242,290.591,636.899,99.61,135.279,81.166,196.592,196.592,206.645,185.255,416.112,146.233,153.382,273.847,280.063,128.192,479.511,433.464,50.995,94.892,477.957,181.525,127.654,224.923,85.32,62.922,251.257,216.738,42.493,420.986,59.446,103.586,53.577,45.323,138.148,45.492,82.86,189.462,265.98,251.126,136.336,172.941,226.243,181.753,188.005,191.099,343.031,72.56,191.804,204.004,376.231,66.873,0,89.591,111.238,79.827,102.024,621.789,140.204,165.316,600.099,389.21,76.224,274.75,77.691,119.516,99.387,148.884,52.265,175.579,421.639,400.045,109.196,45.513,45.513,347.327,347.327,273.341,256.978,252.566,346.181,188.155,213.734,495.71,60.936,118.791,141.636,218.837,127.755,61.77,110.797,530.563,134.084,189.835,211.213,203.684,116.253,43.551,253.083,625.93,85.038,73.078
"Newport News",151.215,244.172,284.928,478.053,190.986,319.547,275.669,288.709,305.462,383.742,345.963,553.813,407.805,644.583,164.987,385.212,243.589,355.249,228.086,184.898,539.838,89.433,265.763,241.59,45.466,145.972,329.59,151.299,410.758,389.594,262.547,213.326,317.315,719.983,138.883,133.389,130.274,279.676,279.676,289.729,268.339,499.196,229.317,76.705,200.861,363.147,211.276,562.595,516.548,58.707,177.976,561.041,264.609,137.161,278.109,12.334,146.006,334.341,243.462,130.721,504.07,142.53,27.529,65.322,111.825,221.232,111.994,117.465,272.546,349.064,334.21,219.42,212.214,309.327,264.837,271.089,274.183,369.755,82.937,218.528,131.018,459.315,30.449,88.899,0,33.877,14.65,136.629,704.873,179.477,248.4,683.183,415.934,111.754,323.427,20.46,31.028,182.471,231.968,107.628,258.663,504.723,483.129,143.801,128.597,128.597,430.411,430.411,356.425,340.062,335.65,429.265,271.239,296.818,578.794,144.02,201.875,224.72,301.921,39.267,56.772,103.121,613.647,61.098,272.919,294.297,286.768,165.361,51.882,336.167,709.014,8.24,45.973
"Norfolk",125.618,274.526,315.282,508.407,188.012,349.901,271.241,319.063,335.816,414.096,341.535,584.167,438.159,674.937,157.255,415.566,273.943,385.603,258.44,215.252,525.672,119.787,249.772,271.944,17.796,176.326,359.944,128.282,441.112,381.862,292.901,243.68,309.583,750.337,148.14,125.657,160.628,310.03,310.03,320.083,298.693,529.55,259.671,68.973,175.264,393.501,241.63,524.07,546.902,89.061,208.33,544.708,294.963,129.429,270.377,37.026,176.36,364.695,235.73,161.075,534.424,124.244,43.745,95.676,142.179,251.586,142.348,147.819,302.9,379.418,364.564,249.774,212.92,304.899,295.191,301.443,304.537,362.023,113.291,210.796,105.421,489.669,60.803,119.253,32.299,0,45.004,166.983,735.227,188.734,278.754,713.537,408.202,121.011,315.695,50.814,3.824,212.825,227.54,116.885,289.017,535.077,513.483,174.155,158.951,158.951,460.765,460.765,386.779,370.416,366.004,459.619,301.593,327.172,609.148,174.374,232.229,255.074,332.275,31.535,72.988,124.137,644.001,29.044,303.273,324.651,317.122,195.715,82.236,366.521,739.368,38.594,76.327
"Northampton",148.176,235.334,276.09,469.215,182.148,310.709,266.831,279.871,296.624,374.904,337.125,544.975,398.967,635.745,177.45,376.374,234.751,346.411,219.248,176.06,531,80.595,256.925,232.752,57.929,137.134,320.752,142.461,401.92,437.116,253.709,204.488,364.837,711.145,173.856,145.852,121.436,270.838,270.838,280.891,259.501,490.358,220.479,89.168,197.822,354.309,202.438,553.757,507.71,49.869,169.138,552.203,255.771,149.624,299.169,9.295,137.168,325.503,290.984,121.883,495.232,133.692,28.53,56.484,102.987,212.394,103.156,108.627,263.708,340.226,325.372,210.582,247.187,300.489,255.999,262.251,265.345,417.277,74.099,266.05,127.979,450.477,21.611,80.061,13.566,35.213,0,127.791,696.035,214.45,239.562,674.345,463.456,150.47,348.996,13.566,43.491,173.633,223.13,112.88,249.825,495.885,474.291,134.963,119.759,119.759,421.573,421.573,347.587,331.224,326.812,420.427,262.401,287.98,569.956,135.182,193.037,215.882,293.083,51.73,57.773,104.122,604.809,58.059,264.081,285.459,277.93,156.523,43.044,327.329,700.176,9.013,37.135
"Northumberland",268.522,221.125,165.517,455.006,179.945,296.5,264.628,205.288,282.415,360.695,361.447,530.766,384.758,621.536,237.963,362.165,232.603,332.202,205.039,102.692,516.791,124.413,254.722,218.543,178.275,146.387,246.169,151.714,387.711,440.197,179.126,202.34,367.918,696.936,176.937,218.778,41.093,196.255,196.255,206.308,184.918,476.149,206.27,209.514,318.168,279.726,116.532,539.548,493.501,76.278,154.929,537.994,223.625,211.153,296.966,129.641,107.449,311.294,294.065,100.205,481.023,142.945,147.334,132.679,80.959,90.819,76.903,19.163,189.125,326.017,250.789,196.373,238.612,322.841,201.672,187.668,190.762,420.358,74.182,269.131,248.325,436.268,118.048,101.998,133.912,155.559,124.148,0,681.826,217.531,180.788,660.136,466.537,153.551,346.793,117.669,163.837,171.485,220.927,150.482,175.242,481.676,460.082,29.445,113.627,113.627,407.364,407.364,333.378,317.015,252.229,406.218,187.818,273.771,555.747,130.532,127.735,141.299,278.874,172.076,140.872,194.296,590.6,178.405,249.872,210.876,263.721,29.436,122.653,252.746,685.967,129.359,97.947
"Norton",839.569,467.145,666.969,258.924,493.892,405.971,407.718,655.613,421.638,389.804,337.985,192.11,310.366,98.22,574.93,320.792,443.25,364.05,485.475,622.54,217.135,628.603,432.011,468.894,749.322,595.673,577.247,612.318,356.267,299.799,539.12,473.511,365.8,38.847,546.526,611.254,643.408,635.655,635.655,646.322,602.94,261.959,499.304,667.774,889.215,568.583,571.092,226.819,216.356,671.246,538.448,225.265,491.72,614.737,426.258,700.688,590.96,450.517,449.276,592.265,224.342,613.965,706.387,668.945,646.32,598.789,620.802,691.627,655.969,359.435,621.447,514.787,471.335,382.956,508.867,621.156,621.264,319.094,692.811,468.818,819.372,252.694,682.241,622.619,704.959,726.606,695.195,684.511,0,492.509,511.363,116.539,274.408,617.284,379.354,693.059,734.884,558.131,453.544,622.048,641.939,211.295,231.331,683.028,578.332,578.332,294.941,294.941,351.609,456.238,581.364,281.873,604.066,474.396,127.262,573.63,563.046,584.631,415.183,701.097,662.056,641.126,126.056,749.452,498.719,539.299,426.698,678.495,658.919,561.417,7.898,700.406,688.446
"Nottoway",318.732,148.933,258.394,267.947,35.475,135.203,83.648,262.175,202.747,261.249,153.942,343.707,212.912,434.477,64.166,187.786,80.14,178.208,139.939,158.364,329.732,111.875,62.179,137.918,200.827,79.589,303.056,75.514,254.354,228.295,182.212,67.555,156.016,509.877,56.632,83.937,184.28,253.142,253.142,263.195,241.805,263.035,123.607,140.457,368.378,336.613,184.742,352.489,306.442,190.397,78.106,350.935,176.462,87.42,104.423,219.839,128.199,231.626,92.17,124.011,293.964,81.867,160.126,148.441,184.725,194.698,161.674,222.262,246.012,188.122,307.676,131.273,31.884,117.306,176.69,244.555,247.649,208.456,211.962,74.562,298.535,249.209,201.392,141.77,224.11,194.602,214.346,225.383,494.767,0,160.253,473.077,254.635,70.984,154.25,212.21,191.753,63.477,39.947,79.615,232.129,294.617,273.023,223.9,107.682,107.682,199.44,199.44,185.322,237.347,309.116,219.159,244.705,208.671,368.688,94.162,175.341,198.186,199.206,165.866,129.452,84.027,403.541,222.158,116.22,222.024,184.053,219.367,178.07,309.633,498.908,219.557,207.597
"Orange",383.267,49.495,134.356,284.48,125.773,125.974,142.706,137.696,111.889,190.169,190.921,360.24,214.232,451.01,245.394,191.639,103.86,161.676,33.21,95.423,346.265,172.301,167.645,44.921,293.02,139.371,131.074,156.016,217.185,333.491,33.481,109.916,260.459,526.41,184.368,226.848,138.87,117.738,117.738,128.405,69.823,305.623,47.586,244.951,385.483,164.631,60.609,369.022,322.975,214.944,82.146,367.468,38.715,219.223,218.671,244.386,134.658,91.479,226.201,135.963,310.497,157.663,250.085,212.643,190.018,88.306,164.5,187.088,121.974,155.491,143.155,32.338,183.677,152.315,23.838,88.454,92.057,275.67,236.509,210.219,363.07,265.742,225.939,166.317,248.657,270.304,238.893,179.972,511.3,160.149,0,489.61,346.504,160.982,230.073,236.757,278.582,101.829,131.487,165.746,108.091,311.15,289.556,178.489,122.03,122.03,236.838,236.838,162.852,84.733,137.134,235.692,72.723,72.446,385.221,117.328,58.147,74.148,108.348,286.821,205.754,202.366,420.074,293.15,79.346,69.172,93.195,160.388,202.617,137.651,515.441,244.104,232.144
"Page",816.592,444.168,643.992,193.047,470.915,382.994,384.741,632.636,398.661,329.54,315.008,131.036,287.389,103.145,551.953,297.815,420.273,341.073,462.498,599.563,194.158,605.626,409.034,445.917,726.345,572.696,554.27,589.341,296.003,276.822,516.143,450.534,342.823,68.661,523.549,588.277,620.431,612.678,612.678,623.345,579.963,238.982,476.327,644.797,866.238,545.606,548.115,203.842,156.092,648.269,515.471,202.288,468.743,591.76,403.281,677.711,567.983,427.54,426.299,569.288,161.772,590.988,683.41,645.968,623.343,575.812,597.825,668.65,632.992,336.458,598.47,491.81,448.358,359.979,485.89,598.179,598.287,296.117,669.834,445.841,796.395,229.717,659.264,599.642,681.982,703.629,672.218,661.534,116.337,469.532,488.386,0,251.431,594.307,356.377,670.082,711.907,535.154,430.567,599.071,618.962,188.318,180.476,660.051,555.355,555.355,271.964,271.964,328.632,433.261,558.387,258.896,581.089,451.419,106.431,550.653,540.069,561.654,392.206,678.12,639.079,618.149,65.792,726.475,475.742,516.322,403.721,655.518,635.942,538.44,101.017,677.429,665.469
"Patrick",530.466,301.863,501.687,93.642,265.164,206.96,198.518,490.331,256.356,237.88,120.958,123.201,145.084,213.971,252.536,155.51,234.05,198.768,320.193,387.896,58.48,356.962,192.062,303.612,412.561,314.29,411.965,320.601,200.13,26.362,373.838,267.843,92.363,289.371,292.238,282.174,429.367,470.373,470.373,481.04,437.658,41.375,334.022,338.694,580.112,403.301,405.81,78.322,132.137,435.484,307.795,83.95,326.438,285.657,152.821,464.926,357.731,285.235,175.839,353.543,101.809,326.954,388.794,393.528,429.812,424.23,406.761,467.349,490.687,194.153,456.165,349.505,219.754,183.107,343.585,455.874,455.982,45.657,457.049,195.381,510.269,87.412,446.479,386.857,415.145,406.336,459.433,470.47,274.261,252.146,346.081,252.571,0,316.071,105.917,457.297,403.487,293.166,238.511,324.702,476.657,98.066,80.856,468.987,352.769,352.769,100.918,100.918,186.327,290.956,416.082,116.591,438.784,309.114,148.182,323.694,397.764,419.349,249.901,372.017,369.547,312.403,183.035,433.892,274.476,374.017,261.416,464.454,423.157,396.135,278.402,421.44,452.684
"Petersburg",250.597,156.435,206.844,390.316,66.412,189.707,149.641,210.625,217.725,296.005,219.935,466.076,320.068,556.846,87.566,297.475,137.509,267.512,140.349,106.814,433.277,43.516,128.172,153.853,132.692,33.994,251.506,8.782,323.021,289.8,184.463,107.246,217.521,632.246,26.54,68.754,117.548,201.592,201.592,211.645,190.255,329.028,141.58,86.857,300.243,285.063,133.192,431.675,428.811,123.665,89.361,452.313,176.872,61.129,171.707,153.107,76.649,246.604,143.668,71.987,416.333,14.64,91.991,80.082,117.993,143.148,94.942,155.53,194.462,261.327,256.126,131.683,99.871,183.299,177.1,193.005,196.099,269.961,145.23,118.734,230.4,371.578,134.66,75.038,115.724,126.467,147.614,158.651,617.136,67.134,160.663,595.446,316.14,0,221.534,145.478,123.618,76.391,105.94,11.256,180.579,416.986,395.392,157.168,40.95,40.95,265.433,265.433,268.688,252.325,257.566,341.528,193.155,209.081,491.057,48.895,123.791,146.636,214.184,97.731,61.093,44.272,525.91,154.023,185.182,216.213,199.031,152.635,111.338,258.083,621.277,152.825,140.865
"Pittsylvania",440.372,184.936,363.014,166.541,167.107,106.932,98.49,362.482,202.703,232.978,77.778,228.061,133.802,318.831,162.442,111.727,134.022,136.368,203.65,289.839,163.34,264.311,92.034,187.069,322.467,216.233,358.312,227.95,178.195,79.794,256.911,164.283,31.619,394.231,199.587,192.08,311.095,342.524,342.524,353.191,294.609,113.421,190.402,248.6,490.018,349.648,289.267,183.182,205.036,322.589,209.738,188.81,217.611,195.563,51.082,352.031,259.674,231.582,89.741,255.486,192.558,234.303,296.143,300.877,316.917,326.173,288.489,354.454,350.632,159.851,367.941,232.962,121.697,83.079,226.658,313.24,316.843,51.363,344.154,109.283,420.175,147.803,333.584,273.962,325.051,316.242,346.538,352.198,379.121,154.089,229.538,357.431,106.134,223.42,0,344.402,313.393,195.109,133.644,232.051,336.749,193.211,171.617,350.715,230.394,230.394,98.905,98.905,143.061,237.303,362.429,117.753,297.509,235.105,253.042,225.637,281.221,302.806,199.162,281.923,276.896,219.752,287.895,343.798,174.448,271.992,179.006,346.182,310.262,342.482,383.262,351.749,339.789
"Poquoson",154.755,230.882,271.638,464.763,177.696,306.257,262.379,275.419,292.172,370.452,332.673,540.523,394.515,631.293,184.029,371.922,230.299,341.959,214.796,171.608,526.548,76.143,252.473,228.3,64.508,132.682,316.3,138.009,397.468,432.664,249.257,200.036,360.385,706.693,169.404,152.431,114.036,266.386,266.386,276.439,255.049,485.906,216.027,95.747,204.401,349.857,197.986,549.305,503.258,42.469,164.686,547.751,251.319,156.203,294.717,15.874,132.716,321.051,286.532,117.431,490.78,129.24,37.68,52.032,98.535,207.942,98.704,101.227,259.256,335.774,320.92,206.13,242.735,296.037,251.547,257.799,260.893,412.825,66.699,261.598,134.558,446.025,17.159,75.609,20.145,41.792,12.657,120.391,691.583,209.998,235.11,669.893,459.004,146.018,344.544,0,50.07,169.181,218.678,108.428,245.373,491.433,469.839,127.563,115.307,115.307,417.121,417.121,343.135,326.772,322.36,415.975,257.949,283.528,565.504,130.73,188.585,211.43,288.631,58.309,66.923,113.272,600.357,64.638,259.629,281.007,273.478,149.123,38.592,322.877,695.724,15.592,29.735
"Portsmouth",128.928,272.273,313.029,506.154,185.759,347.648,268.988,316.81,333.563,411.843,339.282,581.914,435.906,672.684,155.002,413.313,271.69,383.35,256.187,212.999,523.419,117.534,247.519,269.691,19.528,174.073,357.691,126.029,438.859,379.609,290.648,241.427,307.33,748.084,145.887,123.404,158.375,307.777,307.777,317.83,296.44,527.297,257.418,66.72,178.574,391.248,239.377,521.817,544.649,86.808,206.077,542.455,292.71,127.176,268.124,40.435,174.107,362.442,233.477,158.822,532.171,121.991,41.492,93.423,139.926,249.333,140.095,145.566,300.647,377.165,362.311,247.521,210.667,302.646,292.938,299.19,302.284,359.77,111.038,208.543,108.731,487.416,58.55,117,30.046,4.798,42.751,164.73,732.974,186.481,276.501,711.284,405.949,118.758,313.442,48.561,0,210.572,225.287,114.632,286.764,532.824,511.23,171.902,156.698,156.698,458.512,458.512,384.526,368.163,363.751,457.366,299.34,324.919,606.895,172.121,229.976,252.821,330.022,29.282,70.735,121.884,641.748,32.354,301.02,322.398,314.869,193.462,79.983,364.268,737.115,36.341,74.074
"Powhatan",316.125,97.611,212.67,331.492,28.998,114.251,100.899,216.451,158.901,237.181,166.949,407.252,261.244,498.022,120.779,238.651,62.053,157.256,81.525,112.64,393.277,97.405,103.012,95.029,225.878,46.899,219.606,70.259,264.197,269.128,123.798,31.79,196.849,573.422,98.611,141.091,133.508,207.418,207.418,217.471,158.355,276.042,63.023,159.194,365.771,253.163,139.018,416.034,369.987,147.802,19.692,414.48,118.048,133.466,145.256,177.244,81.06,187.78,152.786,82.365,357.509,71.906,164.328,145.501,136.42,148.974,110.902,181.727,200.288,202.503,261.952,72.859,86.902,130.313,118.276,198.831,201.925,249.289,169.367,129.58,295.928,312.754,158.797,99.175,181.515,203.162,171.751,174.611,558.312,63.374,101.839,536.622,295.468,75.225,195.083,169.615,211.44,0,61.137,79.989,186.405,358.162,336.568,173.128,52.766,52.766,212.447,212.447,209.864,193.501,225.666,282.704,161.255,150.257,432.233,48.009,129.617,152.462,155.36,170.068,119.997,116.609,467.086,226.008,90.395,163.61,140.207,168.595,135.475,226.183,562.453,176.962,165.002
"Prince Edward",365.189,112.457,264.146,231.471,41.384,98.727,47.172,267.927,166.271,224.773,117.466,307.231,176.436,398.001,104.168,151.31,43.664,141.732,112.318,164.116,293.256,141.016,38.864,101.442,238.213,90.51,321.88,112.9,217.878,213.762,168.044,29.332,141.483,473.401,94.018,123.939,185.372,258.894,258.894,268.947,204.386,226.559,87.131,180.163,414.835,313.216,190.494,316.013,269.966,196.866,75.187,314.459,145.132,127.422,89.89,226.308,133.951,195.15,97.42,129.763,257.488,115.517,197.512,194.565,191.194,200.45,162.766,228.731,251.764,151.646,313.428,110.359,50.197,80.83,154.179,250.307,253.401,192.024,218.431,81.438,344.992,212.733,207.861,148.239,230.579,231.988,220.815,226.475,458.291,40.001,134.652,436.601,240.102,108.37,146.427,218.679,229.139,61.098,0,117.001,237.881,258.141,236.547,224.992,104.671,104.671,162.964,162.964,148.846,200.871,325.997,182.683,207.286,177.341,332.212,99.914,149.952,203.938,162.73,203.252,163.608,124.055,367.065,275.072,79.744,199.513,147.577,220.459,184.539,306.05,462.432,226.026,214.066
"Prince George",242.161,162.056,212.801,395.937,78.271,195.328,161.5,216.582,223.346,301.626,231.794,471.697,325.689,562.467,99.425,303.096,143.13,273.133,145.97,112.771,445.136,32.259,140.031,159.474,124.256,39.615,257.463,14.014,328.642,301.659,190.42,112.867,229.38,637.867,38.399,70.372,109.128,207.549,207.549,217.602,196.212,340.887,147.201,88.475,291.807,291.02,139.149,443.534,434.432,100.998,94.982,464.172,182.493,62.747,183.566,116.084,73.879,252.225,155.527,63.567,421.954,10.22,83.555,68.825,95.326,149.105,86.522,132.863,200.419,266.948,262.083,137.304,111.73,195.158,182.721,198.962,202.056,281.82,122.563,130.593,221.964,377.199,97.637,52.371,120.355,118.031,110.591,150.231,622.757,78.993,166.284,601.067,327.999,11.27,233.393,108.455,115.182,82.012,117.799,0,186.536,422.607,401.013,148.748,46.571,46.571,277.292,277.292,274.309,257.946,263.523,347.149,199.112,214.702,496.678,54.516,129.748,152.593,219.805,89.295,49.836,45.89,531.531,145.587,190.803,222.17,204.652,144.215,70.325,264.04,626.898,115.802,103.505
"Prince William",327.739,151.848,37.749,415.398,196.544,232.483,281.227,41.53,223.843,317.637,297.43,491.158,345.15,581.928,264.619,322.557,245.402,292.594,139.719,90.462,477.183,181.831,271.321,152.502,302.55,162.023,102.487,175.241,348.103,464.409,81.911,215.139,365.158,657.328,203.593,246.073,133.909,29.701,29.701,42.55,57.83,436.541,154.095,264.176,288.876,136.044,51.878,499.94,453.893,224.474,167.728,498.386,130.46,238.448,313.565,253.916,119.398,193.705,320.721,131.203,441.415,177.95,272.182,222.173,172.357,83.679,148.223,182.127,25.367,286.409,67.436,118.01,255.211,258.824,108.507,19.786,20.871,382.179,246.039,295.787,372.6,396.66,235.469,175.847,258.187,279.834,248.423,175.011,642.218,230.257,107.246,620.528,477.422,180.207,336.582,246.287,288.112,184.284,237.526,185.487,0,442.068,420.474,173.528,141.255,141.255,367.756,367.756,293.77,195.194,112.138,366.61,50.789,159.941,516.139,147.131,71.438,35.422,232.804,296.351,226.041,221.591,550.992,302.68,185.855,92.409,199.704,155.761,212.147,109.064,646.359,253.634,241.674
"Pulaski",635.303,262.879,462.703,54.658,289.626,201.705,203.452,451.347,217.372,198.896,133.719,59.358,106.1,150.128,416.251,116.526,238.984,159.784,281.209,418.274,45.383,424.337,227.745,264.628,545.056,391.407,372.981,408.052,161.146,123.621,334.854,269.245,189.622,225.528,342.26,452.575,439.142,431.389,431.389,442.056,398.674,57.693,295.038,496.987,684.949,364.317,366.826,68.14,42.029,466.98,334.182,66.586,287.454,456.058,237.536,496.422,386.694,246.251,273.098,387.999,19.014,409.699,502.121,464.679,442.054,394.523,416.536,487.361,451.703,155.169,417.181,310.521,267.069,178.69,304.601,416.89,416.998,142.916,488.545,292.64,615.106,48.428,477.975,418.353,500.693,522.34,490.929,480.245,210.418,288.243,307.097,188.728,98.23,413.018,189.934,488.793,530.618,353.865,249.278,417.782,437.673,0,23.61,478.762,374.066,374.066,90.675,90.675,147.343,251.972,377.098,77.607,399.8,270.13,84.339,369.364,358.78,380.365,210.917,538.857,457.79,454.402,119.192,545.186,294.453,335.033,222.432,474.229,454.653,357.151,214.559,496.14,484.18
"Radford",617.646,245.222,445.046,25.506,271.969,184.048,185.795,433.69,199.715,181.239,116.062,79.347,88.443,170.117,334.753,98.869,221.327,142.127,263.552,400.617,65.372,406.68,210.088,246.971,527.399,373.75,355.324,390.395,143.489,106.258,317.197,251.588,165.391,245.517,324.603,354.524,421.485,413.732,413.732,424.399,381.017,39.986,277.381,479.33,667.292,346.66,349.169,88.129,45.361,449.323,316.525,86.575,269.797,358.007,219.879,478.765,369.037,228.594,248.867,370.342,12.858,392.042,484.464,447.022,424.397,376.866,398.879,469.704,434.046,137.512,399.524,292.864,249.412,161.033,286.944,399.233,399.341,112.64,470.888,268.409,597.449,30.771,460.318,400.696,483.036,504.683,473.272,462.588,230.407,270.586,289.44,180.897,80.867,395.361,172.277,471.136,512.961,336.208,231.621,400.125,420.016,23.622,0,461.105,356.409,356.409,73.018,73.018,129.686,234.315,359.441,59.95,382.143,252.473,104.328,351.707,341.123,362.708,193.26,521.2,440.133,436.745,111.361,527.529,276.796,317.376,204.775,456.572,436.996,339.494,234.548,478.483,466.523
