"","Adams","Allen","Bartholomew","Benton","Blackford","Boone","Brown","Carroll","Cass","Clark","Clay","Clinton","Crawford","Daviess","Dearborn","Decatur","DeKalb","Delaware","Dubois","Elkhart","Fayette","Floyd","Fountain","Franklin","Fulton","Gibson","Grant","Greene","Hamilton","Hancock","Harrison","Hendricks","Henry","Howard","Huntington","Jackson","Jasper","Jay","Jefferson","Jennings","Johnson","Knox","Kosciusko","LaGrange","Lake","LaPorte","Lawrence","Madison","Marion","Marshall","Martin","Miami","Monroe","Montgomery","Morgan","Newton","Noble","Ohio","Orange","Owen","Parke","Perry","Pike","Porter","Posey","Pulaski","Putnam","Randolph","Ripley","Rush","Scott","Shelby","Spencer","St. Joseph","Starke","Steuben","Sullivan","Switzerland","Tippecanoe","Tipton","Union","Vanderburgh","Vermillion","Vigo","Wabash","Warren","Warrick","Washington","Wayne","Wells","White","Whitley"
"Switzerland",220,204.017,96.3,268.6,177.45,236.833,137.033,189.417,132.267,113.133,266.667,203.45,119.867,175.7,51.867,206.9,229.583,170.367,138.1,269.717,141.583,168.717,190.583,122.433,210.45,79.183,213.483,185.2,246.417,115.933,183.867,111.067,127.3,206.3,203.117,83.683,141.4,192.517,163.983,62.5,169.683,250.033,241.167,268.383,227.95,271.567,118.433,31.917,185.267,193.3,160.167,177.717,205.3,162.45,184.567,212.333,209.25,165.533,101.867,69.567,198.417,120.183,151.217,257.2,23.35,247.083,164.1,34.783,183.733,97.65,157.283,229.717,169.1,254.483,250.033,244.733,214.1,0,227.133,158.083,167.083,166.967,206.033,199.95,209.25,185.883,152.983,87.783,147.583,185.183,463.983,227.067
"Tippecanoe",83.583,32.8,162.5,54.117,111.333,82.433,140.617,76.333,270.683,138,58.717,195.717,214.917,230.467,203.033,106.083,85.517,132.167,255.667,57.833,119.933,163.533,144.783,146.7,30.45,199.85,130.217,133.783,102.35,135.633,185.117,154.867,150.3,175.667,69.517,176.483,255.033,140.467,106.283,186.9,275.25,45.1,26.45,84.117,30.683,62.517,117.2,217.717,82.183,175.367,270.65,55.433,114.75,230.817,183.167,117.1,54.4,275.667,173.7,230.817,179.883,131.633,115.617,81.683,238.333,89.75,165.35,220.55,152.55,161.817,267.767,104.417,177.9,46.533,45.1,100.667,205.2,229.733,0,85.15,139.2,277.1,175.4,201.2,54.4,89.533,279.25,212.533,171.317,46.667,304.583,49.033
"Tipton",100.75,60.283,93.083,133.133,62.367,125.817,71.183,66.35,201.267,68.583,122.933,135.267,145.483,161.05,133.617,102.283,110.333,63.8,186.25,125.983,50.5,91.733,102.383,77.267,66.717,130.433,103.95,78.65,127.167,66.217,115.683,85.45,77.5,125.717,82.3,107.067,185.6,86.55,43.15,117.467,205.833,106.3,97.433,149.133,84.217,127.833,47.783,148.3,49.067,113.583,201.233,33.983,104.033,161.383,113.75,101.317,62.367,206.233,104.267,161.383,121.433,62.2,44.883,146.983,168.9,136.05,95.917,151.117,104.083,92.383,198.35,118.7,108.483,110.75,106.3,125.483,135.783,160.317,83.4,0,82.95,207.667,125.45,131.767,62.367,66.617,209.817,143.1,102.967,41.45,352.967,106.267
"Union",158.867,116.133,91.517,188.133,121.683,109.55,61.8,67.8,191.45,67.017,177.133,63.817,136.1,149.267,140.583,160.4,168.45,121.733,181.033,180.183,43.933,46.517,36.75,75.717,108.233,128.867,59.65,136.567,185.283,79.567,80.983,83.883,91.25,50.083,138.483,105.5,180.4,144.483,43.833,115.917,177.583,130.75,152.417,205.533,139.217,152.917,66.167,146.733,127.617,36.767,186.217,103.667,162.15,151.567,84.333,78.867,119.883,196.433,111.25,159.817,45.933,60.633,39.3,129.917,175.883,119.783,38.583,158.1,21.8,99.367,182.95,102.433,79.067,164.933,130.75,183.6,107.55,167.283,138.617,84.033,0,194.367,52.2,104.183,119.883,124.75,200.017,141.533,113.717,103.45,336.7,162.567
"Vanderburgh",268.85,252.867,162.95,317.45,231.667,271.3,146.833,223.883,49.267,166.267,315.517,146.7,125.917,65.1,199.15,270.383,278.433,231.717,82.817,318.583,176.05,174.817,195,155.283,259.3,137.55,208.017,246.55,295.267,181.417,127.1,173.183,193.1,176.55,251.967,145.717,66.817,254.467,198.45,128.317,42.6,292.5,290.017,317.233,276.817,315.75,167.283,159.45,234.117,172.3,24.533,226.567,272.133,63.417,131.3,227.25,258.1,19.15,210.5,131.6,161.233,158.95,185.683,291.667,173.083,281.533,159.267,186.717,190.967,198.617,19.55,265.933,118.25,303.333,292.5,293.583,92.617,167.817,275.983,206.933,197.133,0,162.233,120.083,258.1,234.733,30.383,121.2,215.567,234.033,479.3,275.917
"Vermillion",198.367,153.25,130,225.233,161.183,123.35,100.833,104.917,167.6,105.5,189.1,25.433,154.583,124.883,179.083,199.9,207.967,161.233,169.267,204.5,81.867,66.033,37.05,114.2,145.35,167.35,50.083,176.083,224.783,118.05,37.367,122.367,129.733,18.617,175.6,143.983,156.8,183.983,84.533,154.4,144.617,160.1,189.533,230.033,176.333,168.867,104.35,185.217,163.633,35.733,153.233,145.6,201.65,131.15,84.217,69.3,157,166.25,149.733,198.317,24.217,99.133,81.433,143.717,214.367,133.6,58.033,196.583,40.367,137.85,149.967,107.983,91.517,189.867,160.1,223.1,74.567,205.783,175.733,125.517,50.35,161.383,0,60.567,157,164.25,169.417,183.283,152.2,140.567,330.683,199.683
"Vigo",200.133,177.1,123.55,249.95,162.95,180.483,78.6,146.833,124.467,99.05,239.75,45.883,130.883,81.75,172.617,201.667,209.717,162.983,126.133,242.8,99,81.783,94.2,107.75,183.533,160.9,107.217,177.833,226.55,112.267,26.3,115.917,123.95,75.75,183.25,137.533,113.65,185.75,121.4,147.95,101.467,217.233,214.233,248.5,201.033,226,98.567,178.767,165.4,71.5,110.1,150.8,203.417,88,62.35,126.433,181.7,123.117,143.283,191.85,60.417,92.683,108.633,200.85,207.917,190.733,66.217,190.133,94.167,131.4,106.833,165.117,69.65,227.567,217.233,224.85,31.417,199.317,200.217,131.167,104.2,118.25,61.417,0,181.7,166,126.283,159.583,146.417,158.267,387.817,207.2
"Wabash",64.233,38.517,142.9,79.05,58.15,126.467,122.35,56.9,251.65,118.4,101.7,176.283,195.883,211.433,183.433,71.383,74.25,78.983,236.633,102.033,101.667,142.9,125.35,127.1,45.483,180.25,110.783,80.6,91.083,101.967,166.85,135.267,97.133,156.233,27.933,156.883,236,87.283,86.833,167.3,256.5,87.167,43.35,107.967,30.15,106.583,97.6,198.117,29.017,155.933,251.617,37.167,67.383,211.767,164.917,108.883,0,256.633,133.883,211.217,160.433,112.033,96.05,125.75,218.733,133.8,147.083,200.95,133.117,121.967,248.733,127.783,159.65,89.5,87.167,89.383,186.95,210.133,53.05,61.783,119.767,258.067,155.967,182.933,0,36.35,260.217,192.933,118.15,28.25,348.633,52
"Warren",41.017,74.267,120.933,89.633,25.333,158.75,107.217,92.133,229.667,96.433,135.05,171.033,173.9,189.45,161.467,42.567,50.617,53,214.65,123.883,89.3,130.517,149.3,105.133,80.7,158.283,146.017,46.917,67.45,79.917,151.45,113.3,75.067,165.033,23.317,134.917,214.017,53.867,104.6,145.333,234.517,122.4,78.567,89.4,62.1,138.85,75.633,176.15,25.75,152.367,229.65,60.4,41.333,189.8,149.5,144.117,35.75,234.65,111.833,189.233,160.217,90.05,98.933,158.017,196.75,166.067,131.683,178.967,142.467,99.917,226.767,163.017,144.233,122.85,122.4,65.75,171.533,188.167,88.267,67.033,125,236.083,164.767,167.517,35.75,0,238.233,170.95,93.683,54.233,380.9,47.283
"Warrick",269.4,253.417,144.533,318,232.217,271.85,147.383,224.433,33.483,166.817,316.067,152.283,126.467,65.65,183.367,270.933,278.983,232.267,67.033,319.117,176.583,175.367,200.583,155.833,259.85,121.767,213.617,247.1,295.817,181.95,132.7,163.317,193.65,182.133,252.517,129.933,51.033,255.017,198.983,112.533,47.75,293.033,290.567,317.783,277.35,316.3,167.833,143.667,234.667,177.9,38.233,227.117,272.683,63.95,131.85,232.833,258.65,20.867,211.833,115.817,166.817,159.5,186.233,292.217,157.3,282.083,159.817,170.933,196.55,199.917,33.4,271.517,118.8,303.883,293.033,294.133,98.2,152.033,276.533,207.483,197.55,29.35,167.817,125.667,258.65,235.267,0,105.417,216.117,234.583,484.45,276.467
"Washington",203.367,187.383,61.35,251.967,166.183,211.417,111.817,164,86.183,85.467,250.033,164.65,45.633,90.583,121.583,204.9,212.95,166.233,70.533,253.1,116.167,144.817,165.417,85.517,193.817,19.317,188.317,181.067,229.783,115.933,145.067,80.15,127.617,189.967,186.483,43.75,86.433,188.983,138.567,29.367,123.6,233.4,224.533,251.75,211.333,255.867,101.8,60.733,168.633,166.333,114.083,161.083,206.65,77.333,106.717,186.917,192.617,119.45,128.667,62.433,162.65,90.017,125.8,231.783,109.75,221.667,129.25,121.167,158.567,116.733,111.2,204.3,91.25,237.85,233.4,228.1,131.433,86.383,210.5,141.45,141.917,120.883,180.183,160.367,192.617,169.25,106.9,0,150.083,168.55,438.567,210.433
"Wayne",120.95,144.1,100.15,176.933,67.95,176.833,86.35,129.417,208.9,75.667,206.767,150.167,153.133,168.683,94.5,95.2,140.733,59.017,193.883,211.183,81.583,115.15,137.433,84.35,150.533,137.517,154.983,57.383,157.567,49.517,130.583,91.633,41.617,153.167,111.433,114.133,193.25,51.65,103.983,124.55,213.75,190.117,160.333,176.7,147.117,211.65,58.517,143.533,93.583,140.15,208.867,117.8,85.8,169.033,128.65,152.333,117.517,213.883,56.517,168.467,144.833,69.283,91.217,197.2,134,187.067,110.817,116.217,130.6,52.067,205.983,169.717,123.383,194.567,190.117,155.867,150.683,146.017,170.033,103.033,113.95,215.317,152.9,146.667,117.517,93.1,217.467,150.183,0,125.267,403.983,135.4
"Wells",81.433,21.917,120.617,94.767,77.417,109.35,98.733,40.683,228.8,96.117,84.567,160.05,173.033,188.583,161.15,88.6,91.45,96.283,213.783,87.633,78.05,119.267,109.117,104.817,28.35,157.967,94.55,99.883,108.283,93.75,143.233,112.983,105.45,140,45.133,134.6,213.15,106.55,71.3,145.017,233.367,70.05,59.067,112.983,45.867,89.467,75.317,175.833,48.283,139.7,228.767,13.55,86.233,188.917,141.283,92.65,26.517,233.783,131.8,188.933,144.217,89.75,72.417,108.617,196.45,116.683,123.467,178.667,116.883,119.917,225.883,111.55,136.017,72.383,70.05,106.6,163.317,187.85,45.033,43.267,103.55,235.217,139.733,159.3,26.517,55.617,237.367,170.65,127.917,0,331.517,69.217
"White",369.667,318.933,391.117,316.783,402.85,246.5,363.583,308.117,490.883,366.617,279.467,350.733,437.883,450.2,440.417,392.183,353.517,411.117,478.633,294.867,333.3,367.917,330.583,375.317,316.2,428.467,306.183,425.117,351.667,372.867,362.667,383.483,384.55,334.55,359.017,405.1,478,432.417,314.5,415.517,461.15,277.95,314.983,320.383,332.3,259.233,355.55,446.333,377.433,348.1,459.55,341.567,400.833,453.767,406.133,288.317,349.533,484.183,411.067,459.433,349.517,360.25,321.633,236.483,475.717,225.383,377.683,457.917,343.483,399.183,466.983,253.1,400.867,280.233,277.95,344.983,399.867,467.117,306.217,355.483,339.717,479.933,331.017,385.867,349.533,381.333,487.35,441.15,407.017,332.8,0,335.117
"Whitley",37.967,65.3,160.917,48.217,71.283,112.35,147.2,97.033,269.667,136.433,88.633,216.417,213.9,229.45,201.45,60.467,39.883,96.917,254.65,82.467,129.283,170.517,165.483,145.117,74.117,198.283,150.9,93.4,56.717,119.917,191.433,153.3,115.067,196.35,29.033,174.9,254.017,100.7,126.967,185.317,274.517,79.067,32.2,55.95,31.517,92.433,115.633,216.133,59.483,196.067,269.633,77.3,69.117,229.8,189.5,149,50.533,274.65,151.833,229.233,200.567,130.05,136.183,111.6,236.75,119.667,171.667,218.967,173.233,139.9,266.75,134.333,184.233,76.45,79.067,55.033,211.533,228.167,51.167,104.15,159.9,276.083,196.083,207.517,50.533,47.517,278.233,210.95,136.083,68.533,334.5,0
