"","Anderson","Bedford","Benton","Bledsoe","Blount","Bradley","Campbell","Cannon","Carroll","Carter","Cheatham","Chester","Claiborne","Clay","Cocke","Coffee","Crockett","Cumberland","Davidson","Decatur","DeKalb","Dickson","Dyer","Fayette","Fentress","Franklin","Gibson","Giles","Grainger","Greene","Grundy","Hamblen","Hamilton","Hancock","Hardeman","Hardin","Hawkins","Haywood","Henderson","Henry","Hickman","Houston","Humphreys","Jackson","Jefferson","Johnson","Knox","Lake","Lauderdale","Lawrence","Lewis","Lincoln","Loudon","Macon","Madison","Marion","Marshall","Maury","McMinn","McNairy","Meigs","Monroe","Montgomery","Moore","Morgan","Obion","Overton","Perry","Pickett","Polk","Putnam","Rhea","Roane","Robertson","Rutherford","Scott","Sequatchie","Sevier","Shelby","Smith","Stewart","Sullivan","Sumner","Tipton","Trousdale","Unicoi","Union","Van Buren","Warren","Washington","Wayne","Weakley","White","Williamson","Wilson"
"Marshall",263.967,294.967,186.55,307.283,121.6,168.5,187.567,247.117,355.617,87.433,272.033,379.633,86.817,220.317,81.583,248.117,410.833,158.917,223.483,152,210.517,286,395.867,397.917,204.067,262.717,372.25,307.3,79.05,64.2,261.067,67.85,40.233,364.9,398.8,383.5,36.817,377.633,379.633,371.767,208.267,380.55,316.383,357.867,228.867,140.767,94.967,431.133,405.483,350.2,326.283,285.9,129.583,413.433,249.167,142.333,0,285.333,147.817,388.7,152,207.933,151.617,280.783,154.1,411.983,421.5,332.217,224.9,409.483,182.2,175.65,128.45,399.983,400.683,159.483,220.85,93.717,421.033,343.017,348.9,33.833,249.9,422.167,252.3,43.2,111.133,421.333,406.733,40.183,352.45,321.65,194.2,262.717,472.6
"Maury",94.833,56.833,186.75,68.2,205.55,168.483,117.533,81.983,129.4,209.633,78.433,154.85,264.683,154.783,236.083,78.983,193.5,141.65,178.733,193.8,116.667,63.467,169.633,171.7,180.133,42.333,146.033,51.1,237.517,257.917,117.183,241.217,287,138.683,167.917,108.683,269.933,151.417,154.85,145.55,91.5,101.317,94.55,131.65,128.517,196.933,194.483,204.917,179.267,123.983,47.05,89.9,193.7,187.217,63.133,270.183,288.15,0,186.567,152.267,193.8,146,237.733,90.35,191.033,185.75,195.267,74.533,162.967,195.567,114.467,176.7,166.667,161.383,174.467,202.5,125.783,224.4,194.817,116.8,128.033,280.583,83.433,195.933,86.7,290.267,248.3,190.467,180.517,287.25,73.233,56.05,126.85,42.333,246.383
"McMinn",130.65,169.267,40.5,175.783,66.583,35.183,112.267,154.5,269.883,69.9,194.267,293.883,124.967,145.033,96.367,114.8,333.983,86.4,149.217,18.25,135.233,200.267,310.117,312.183,132.567,172.883,286.5,189.933,97.8,118.2,127.317,101.5,147.267,279.15,313.05,275.917,130.217,291.883,293.883,286.033,132.983,268.567,230.65,272.117,153.983,30.233,54.767,345.4,319.75,264.45,228.4,152.583,34.233,327.7,173.867,130.45,148.433,187.467,0,302.967,18.25,132.65,109.1,147.467,83.25,326.233,335.75,246.483,149.617,331.917,106.917,41.9,53.167,314.233,314.933,37.8,87.533,84.667,335.3,257.267,264.817,140.867,174.6,336.417,177.017,150.55,108.583,335.6,321,147.533,240.467,203.233,118.917,172.883,386.867
"McNairy",207.783,195.533,299.7,178.533,307.017,281.433,219.017,194.933,52.183,311.1,158.3,14.017,366.167,256.267,337.567,191.933,125.567,243.133,280.217,308.217,220.233,127.067,90.533,63.033,281.617,157.5,66.917,134.567,339,359.4,230.133,342.7,388.467,116.567,35.067,45.083,371.417,72.933,14.017,107.517,192.983,82.083,113.683,35.367,239.017,298.417,295.967,126.433,100.783,43.267,115.317,191.667,295.183,82.2,155.683,371.65,389.633,151.5,299.517,0,308.217,247.483,339.217,191.8,292.517,107.283,117.283,88.283,264.45,116.467,215.933,289.65,268.15,13.567,95.35,303.983,238.733,325.867,117.1,70.55,149.133,382.067,175.983,117.95,179.25,391.75,349.783,57.6,71.85,388.733,82.217,129.467,228.333,157.5,168.667
"Meigs",135.2,173.817,58.317,180.333,73.167,39.733,105.967,136.25,274.033,76.483,190.433,298.05,131.55,138.733,102.95,119.35,329.25,70.733,142.917,0,128.933,204.417,314.283,316.333,126.267,177.433,290.667,194.483,104.367,124.767,109.067,108.083,153.85,283.317,317.217,280.483,136.8,296.05,298.05,290.183,126.683,273.117,234.8,276.283,135.733,36.583,61.333,349.55,323.9,268.617,232.95,157.133,40.8,331.85,167.583,137.033,155.017,192.017,17.95,307.117,0,126.35,115.683,152.017,83.25,330.4,339.917,250.633,143.317,327.9,100.617,23.633,44.767,318.4,319.1,24.9,92.083,91.25,339.45,261.433,267.317,147.45,168.317,340.583,170.717,157.133,115.15,339.75,325.15,154.1,245.017,207.783,110.267,177.433,391.017
"Monroe",129.267,153.967,174.3,166.283,129.183,156.25,45.4,106.117,214.617,133.267,131.017,238.617,188.317,30.367,159.717,113.4,269.817,65.283,32.733,130.367,69.517,145,254.85,256.917,45.317,121.717,231.25,166.3,161.15,181.55,123.333,164.85,210.633,223.9,257.783,242.483,193.567,236.633,238.617,230.767,67.267,239.533,175.383,216.867,87.867,120.567,118.117,290.133,264.483,209.2,185.267,180.233,117.35,272.433,108.15,170.35,211.783,144.317,135.567,247.7,130.367,0,117.9,152.65,108.867,270.967,280.483,191.217,16.967,268.467,40.783,125.733,90.3,258.967,259.683,126.133,144.95,148.033,280.033,202.017,207.9,204.233,108.883,281.15,111.3,213.9,171.933,280.333,265.733,210.883,211.45,180.65,52.05,121.717,331.6
"Montgomery",224.167,247.717,147.617,260.033,85.033,129.567,140.3,199.867,308.367,73.717,224.767,332.383,102.083,141.067,100.183,208.317,363.583,116.35,94.567,113.067,163.267,238.75,348.617,350.667,75.15,215.467,325,260.05,103.433,122.017,218.233,105.317,151.083,317.65,351.55,336.233,134.033,330.383,332.383,324.517,161.017,333.3,269.133,310.617,181.617,101.833,60.117,383.883,358.233,302.95,279.017,246.967,90.65,366.183,201.917,73.967,152.25,238.083,108.883,341.45,113.067,117.3,0,247.55,68.233,364.733,374.25,284.967,111.65,362.233,134.95,136.717,89.517,352.733,353.433,120.533,181.917,88.483,373.783,295.767,301.65,144.683,202.65,374.917,205.05,154.367,93.1,374.083,359.483,151.35,305.2,274.4,146.95,215.467,425.35
"Moore",27.5,33.75,144.583,27.15,198.083,126.333,122.517,81.283,195.883,201.4,121.3,198.083,256.467,165.717,227.867,39.9,260,147.8,186.067,151.633,108.683,126.267,236.133,238.683,188.95,98.4,212.517,61.95,229.3,249.7,75.017,233,278.767,205.167,207.183,147.933,261.717,217.9,198.083,212.033,112.317,140.583,156.667,198.133,107.817,161.733,186.25,271.4,245.75,190.467,133.267,39.267,165.733,257.85,102.383,261.95,279.933,87.65,144.417,191.517,151.633,153.333,246.383,0,199.7,252.25,261.767,155.767,170.3,262.067,124.917,134.55,175.317,200.65,240.95,171.733,83.633,216.167,261.317,183.283,190.817,272.367,115.65,262.433,118.067,282.05,240.067,229.717,247.517,279.033,112.483,75.25,107.433,98.4,312.867
"Morgan",176.983,200.55,123.867,212.867,73.817,105.817,93.133,152.7,261.2,78.217,177.6,285.2,134.017,121.35,104.667,161.133,316.4,57.617,84.183,83.417,116.1,191.583,301.433,303.5,64.767,168.3,277.833,212.883,106.1,126.5,171.067,109.8,155.583,270.483,304.367,289.067,138.517,283.217,285.2,277.35,113.85,286.117,221.967,263.45,134.45,70.133,63.067,336.717,311.067,255.783,231.85,224.483,66.917,319.017,154.733,120.017,156.733,190.9,85.133,294.283,83.417,108.983,67.583,200.367,0,317.55,327.067,237.8,101.267,315.05,87.783,85.133,39.867,305.55,306.267,79.667,159.433,92.983,326.617,248.6,254.483,149.167,155.467,327.733,157.883,158.85,117.633,326.917,312.317,155.833,258.033,227.233,99.783,168.3,378.183
"Obion",234.25,221.8,326.167,232.833,331.95,307.9,243.95,221.4,74.617,336.033,168.75,99.667,391.1,283.233,362.5,218.4,32.683,268.067,302.583,333.15,245.167,153.533,37.1,104.933,306.55,183.967,61.5,217.667,363.933,384.333,256.6,367.633,413.4,84.517,114.333,149.65,396.35,65.117,99.667,76.1,217.917,179.3,137.8,73.4,263.95,323.35,320.9,35.95,55.283,73.4,170.267,252.633,320.117,120.217,174.433,379.1,414.567,188.083,326,106.85,333.15,272.417,364.15,250.4,317.45,0,115.367,148.967,289.383,15.7,240.867,316.117,293.083,118.117,32.75,328.917,265.2,350.8,116.633,93.683,137.75,407,194.717,91.833,197.983,416.683,374.717,136,113.75,413.667,175.417,222.65,253.267,183.967,100.8
"Overton",242.167,229.717,334.067,240.733,341.4,315.817,253.4,229.317,82.533,345.483,192.683,107.9,400.533,290.633,371.95,226.317,140.55,277.5,314.583,342.6,254.6,161.433,120.867,54.95,315.983,191.867,97.267,225.583,373.367,393.767,264.5,377.067,422.85,151.967,86.633,146.733,405.783,64.383,107.9,142.9,227.35,183.717,148.067,81.65,273.383,332.783,330.333,130.967,68.2,81.317,178.167,266.333,329.567,46.95,190.067,406.033,424,196,333.9,115.083,342.6,281.85,373.583,258.3,326.9,115.567,0,156.883,298.817,124.567,250.317,324.033,302.517,112.317,125.7,338.35,273.117,360.25,17.2,101.583,183.5,416.45,210.35,27.3,213.617,426.117,384.15,84.267,49.033,423.1,183.867,231.1,262.7,191.867,68.767
"Perry",151.2,127.15,243.117,138.5,250.433,224.85,162.433,138.35,93.083,254.517,101.717,80.3,309.583,199.683,280.983,135.35,156.233,186.55,223.633,251.633,163.65,70.483,133.333,131.55,225.033,100.917,109.717,95.133,282.417,302.817,173.55,286.117,331.883,99.983,111.417,64.983,314.833,115.1,80.3,108.9,136.4,62.483,56.267,95.333,182.433,241.833,239.383,168.6,142.95,87.667,27.033,152.233,238.6,150.717,99.1,315.067,333.05,73.767,242.933,89.367,251.633,190.9,282.633,152.383,235.933,149.45,158.967,0,207.867,159.267,159.35,233.067,211.567,100.65,138.15,247.4,182.15,269.283,158.5,79.517,91.717,325.483,119.4,159.633,122.667,335.167,293.2,133.967,140.383,332.15,42.117,90.033,171.75,100.917,210.067
"Pickett",145.95,170.667,191,182.967,145.867,172.95,62.1,122.817,231.3,149.95,147.717,255.317,188.867,47.067,176.417,130.1,286.517,81.983,15.75,147.067,86.217,161.683,271.55,273.617,37.983,138.4,247.933,182.983,177.85,198.25,140.017,181.55,227.317,240.583,274.483,259.183,210.267,253.317,255.317,247.45,83.967,256.233,192.083,233.55,104.567,137.267,134.817,306.833,281.183,225.883,201.967,196.933,134.033,289.133,124.85,158.133,228.483,161.017,152.267,264.383,147.067,16.683,108.317,169.333,96.633,287.667,297.183,207.917,0,285.167,57.483,142.433,107,275.667,276.367,142.833,161.65,164.717,296.733,218.7,224.6,220.917,125.583,297.85,128,230.6,179.883,297.017,282.433,227.583,228.15,197.35,68.75,138.4,348.283
"Polk",239.55,232.5,331.467,243.517,329.733,313.2,241.717,226.7,73.033,333.817,166.517,109.15,388.867,281,360.267,223.7,25.617,265.833,300.35,330.917,242.933,164.217,29.867,113.35,304.317,194.65,54.283,228.367,361.7,382.1,261.9,365.4,411.183,81.333,123.817,159.133,394.117,73.533,109.15,72.917,215.683,190,134.6,82.9,261.717,321.117,318.667,41.117,63.7,84.1,180.95,263.317,317.9,128.633,172.2,376.867,412.333,198.783,331.283,116.333,330.917,270.183,361.917,261.1,315.233,15.867,123.8,159.667,287.15,0,238.65,321.417,290.85,127.617,25.75,326.683,270.5,348.583,125.05,89.217,135.783,404.783,192.5,100.267,195.767,414.45,372.483,146.367,122.167,411.433,186.1,233.333,251.033,194.65,109.217
"Putnam",99.9,122.033,146.617,134.35,101.483,132.85,14.817,74.183,182.683,105.567,99.083,206.7,160.633,52.65,132.033,84.05,237.9,37.6,73,102.683,37.583,113.067,222.933,224.983,75.883,89.783,199.317,134.367,133.467,153.867,93.967,137.167,182.933,191.967,225.867,210.55,165.883,204.7,206.7,198.833,35.333,207.617,143.45,184.933,55.933,92.883,90.433,258.2,232.55,177.267,153.333,150.867,89.65,240.5,76.233,166.117,184.1,112.4,107.883,215.767,102.683,40.267,133.683,123.283,86.983,239.05,248.567,159.283,57.233,236.55,0,98.05,62.617,227.05,227.75,98.45,115.583,120.333,248.1,170.083,175.967,176.533,76.967,249.233,79.367,186.217,144.25,248.4,233.8,183.2,179.517,148.717,22.683,89.783,299.667
"Rhea",119.8,158.4,68.55,164.933,96.65,48.417,104.483,114.983,259.017,99.967,183.4,283.033,155.033,133.85,126.433,103.933,323.117,65.85,138.033,23.483,119.5,189.4,299.267,301.317,121.383,162.033,275.65,179.083,127.85,148.267,87.783,131.567,177.333,268.3,302.2,265.067,160.283,281.033,283.033,275.167,121.8,257.7,219.783,261.267,114.467,58.033,84.817,334.533,308.883,253.6,217.55,141.717,64.3,316.833,162.7,160.517,178.5,176.6,41.433,292.1,23.483,121.467,139.167,136.6,89.7,315.383,324.9,235.617,138.433,321.067,95.733,0,65.917,303.383,304.083,40.4,76.667,114.733,324.433,246.417,253.95,170.933,163.433,325.567,165.833,180.617,138.633,324.733,310.133,177.583,229.617,192.367,89.4,162.033,376
"Roane",152.033,175.6,91.6,187.9,46.467,73.533,68.183,127.733,236.233,50.55,152.65,260.25,105.617,100.933,77.017,136.183,291.45,39.55,105.133,44.617,91.15,166.617,276.483,278.533,88.483,143.333,252.867,187.917,78.433,98.833,146.1,82.15,127.917,245.517,279.417,264.117,110.867,258.25,260.25,252.383,88.883,261.167,197.017,238.483,109.483,31.333,35.4,311.75,286.1,230.817,206.9,190.933,34.633,294.067,129.783,111.1,129.083,165.95,52.85,269.317,44.617,88.567,89.75,175.417,39.167,292.6,302.117,212.85,105.533,290.1,62.833,64.333,0,280.6,281.3,40.867,125.9,65.317,301.667,223.633,229.533,121.517,130.517,302.783,132.917,131.2,89.217,301.95,287.367,128.167,233.083,202.267,74.833,143.333,353.217
"Robertson",227.417,203.633,311.45,186.633,318.783,293.2,230.783,206.7,63.933,322.867,170.067,25.783,377.917,268.017,349.333,203.7,137.333,254.883,291.967,319.983,231.983,138.817,102.283,57.25,293.367,169.25,78.667,142.667,350.75,371.15,241.883,354.45,400.233,128.333,25.75,53.2,383.167,78.35,25.783,119.267,204.733,90.183,125.45,47.133,250.767,310.167,307.717,138.183,104.65,55.033,127.067,199.767,306.95,76.417,167.45,383.417,401.383,159.617,311.283,12.65,319.983,259.233,350.967,199.917,304.283,119.033,111.517,100.033,276.2,128.217,227.7,301.417,279.9,0,107.1,315.733,250.5,337.633,111.333,82.3,160.883,393.833,187.733,112.183,191,403.5,361.533,48.283,66.083,400.483,90.333,137.567,240.083,169.25,162.883
"Rutherford",225.4,212.95,317.317,223.983,324.633,299.05,236.633,212.55,53.5,328.717,175.917,89.6,383.783,273.883,355.183,209.55,34.567,260.75,297.833,325.833,237.85,144.683,8.95,103.5,299.233,175.117,34.733,208.817,356.617,377.017,247.75,360.317,406.083,69.033,104.283,139.6,389.033,67.217,89.6,59.983,210.6,167.5,120.05,63.35,256.633,316.033,313.583,64.383,72.3,64.55,161.417,243.783,312.8,119.017,173.3,389.267,407.25,179.233,317.15,96.783,325.833,265.1,356.833,241.55,310.133,31.583,127.067,140.55,282.067,25.45,233.55,307.267,285.767,108.067,0,321.6,256.35,343.483,126.617,64.033,123.85,399.683,193.6,108.867,196.867,409.367,367.4,126.817,112.317,406.35,163.6,210.833,245.95,175.117,117.817
"Scott",152.733,191.333,74.717,197.867,80.25,57.25,100.133,153.033,268.183,83.583,184.6,292.2,138.633,132.883,110.033,136.883,323.4,64.883,137.067,24.933,123.083,198.567,308.433,310.483,120.417,175.283,284.817,212.017,111.467,131.867,125.833,115.167,160.95,277.467,311.367,296.067,143.883,290.2,292.2,284.333,120.833,293.117,228.95,270.433,141.433,33.833,68.433,343.7,318.05,262.767,238.85,174.65,47.9,326,161.733,144.133,162.1,197.9,36.567,301.267,24.933,120.5,122.767,169.533,78.733,324.55,334.067,244.783,137.467,322.05,94.767,40.417,40.25,312.55,313.25,0,109.617,98.35,333.6,255.583,261.467,154.533,162.467,334.733,164.867,164.217,122.25,333.9,319.3,161.2,265.017,225.3,107.883,175.283,385.167
"Sequatchie",68.867,107.483,85.9,114,139.383,67.633,114.733,87.3,208.083,142.717,132.483,232.1,197.767,157.933,169.167,53.017,272.2,116.733,178.283,92.95,116.133,138.467,248.333,250.4,175.517,111.1,224.717,128.15,170.6,191,41.983,174.3,220.083,217.367,251.267,214.133,203.017,230.1,232.1,224.233,123.483,206.783,168.867,210.333,115.267,103.033,127.567,283.617,257.967,202.667,166.617,90.8,107.033,265.917,113.567,203.267,221.233,125.667,85.717,241.167,92.95,145.55,181.9,85.667,156.05,264.45,273.967,184.7,162.517,270.133,117.15,75.85,125.967,252.45,253.15,113.033,0,157.483,273.517,195.483,203.033,213.683,126.833,274.633,129.233,223.35,181.383,273.8,259.217,220.333,178.683,141.45,99.65,111.1,325.067
"Sevier",202.783,233.783,125.35,246.083,56.133,107.3,126.367,185.933,294.433,26.233,210.833,318.433,81.95,159.133,40.867,186.933,349.633,97.733,162.3,90.8,149.333,224.817,334.667,336.733,142.883,201.533,311.05,246.117,64.283,63.767,199.883,47.067,92.85,303.7,337.6,322.3,75.783,316.433,318.433,310.583,147.083,319.35,255.2,296.667,167.683,79.583,33.767,369.95,344.3,289,265.083,224.7,68.4,352.25,187.967,111.783,94,224.133,86.617,327.517,90.8,146.75,90.433,219.583,92.9,350.783,360.3,271.033,163.717,348.283,121.017,114.45,67.267,338.783,339.483,98.283,159.667,0,359.85,281.817,287.717,86.433,188.7,360.967,191.117,96.117,84.067,360.15,345.55,93.1,291.267,260.467,133.017,201.533,411.417
"Shelby",242.2,229.75,334.117,240.767,341.433,315.85,253.433,229.35,82.567,345.517,192.717,107.95,400.583,290.667,371.983,226.35,140.05,277.55,314.633,342.633,254.65,161.467,120.917,54.833,316.033,191.9,97.3,233.183,373.4,393.817,264.55,377.117,422.883,152,86.667,146.767,405.833,64.433,107.95,142.933,227.383,183.75,148.1,81.683,273.433,332.817,330.367,119.033,82.483,81.35,178.2,262.767,329.6,47.65,190.1,406.067,424.05,196.033,333.933,115.133,342.633,281.9,373.617,258.35,326.933,115.083,17.7,156.917,298.867,124.067,250.35,324.067,302.567,112.35,125.733,338.4,273.15,360.283,0,101.617,183.533,416.483,210.383,41.583,213.667,426.167,384.183,80.7,49.733,423.133,183.9,228.083,262.75,191.9,57.7
