"","Anderson","Andrews","Angelina","Aransas","Archer","Armstrong","Atascosa","Austin","Bailey","Bandera","Bastrop","Baylor","Bee","Bell","Bexar","Blanco","Borden","Bosque","Bowie","Brazoria","Brazos","Brewster","Briscoe","Brooks","Brown","Burleson","Burnet","Caldwell","Calhoun","Callahan","Cameron","Camp","Carson","Cass","Castro","Chambers","Cherokee","Childress","Clay","Cochran","Coke","Coleman","Collin","Collingsworth","Colorado","Comal","Comanche","Concho","Cooke","Coryell","Cottle","Crane","Crockett","Crosby","Culberson","Dallam","Dallas","Dawson","Deaf Smith","Delta","Denton","DeWitt","Dickens","Dimmit","Donley","Duval","Eastland","Ector","Edwards","El Paso","Ellis","Erath","Falls","Fannin","Fayette","Fisher","Floyd","Foard","Fort Bend","Franklin","Freestone","Frio","Gaines","Galveston","Garza","Gillespie","Glasscock","Goliad","Gonzales","Gray","Grayson","Gregg","Grimes","Guadalupe","Hale","Hall","Hamilton","Hansford","Hardeman","Hardin","Harris","Harrison","Hartley","Haskell","Hays","Hemphill","Henderson","Hidalgo","Hill","Hockley","Hood","Hopkins","Houston","Howard","Hudspeth","Hunt","Hutchinson","Irion","Jack","Jackson","Jasper","Jeff Davis","Jefferson","Jim Hogg","Jim Wells","Johnson","Jones","Karnes","Kaufman","Kendall","Kenedy","Kent","Kerr","Kimble","King","Kinney","Kleberg","Knox","La Salle","Lamar","Lamb","Lampasas","Lavaca","Lee","Leon","Liberty","Limestone","Lipscomb","Live Oak","Llano","Loving","Lubbock","Lynn","Madison","Marion","Martin","Mason","Matagorda","Maverick","McCulloch","McLennan","McMullen","Medina","Menard","Midland","Milam","Mills","Mitchell","Montague","Montgomery","Moore","Morris","Motley","Nacogdoches","Navarro","Newton","Nolan","Nueces","Ochiltree","Oldham","Orange","Palo Pinto","Panola","Parker","Parmer","Pecos","Polk","Potter","Presidio","Rains","Randall","Reagan","Real","Red River","Reeves","Refugio","Roberts","Robertson","Rockwall","Runnels","Rusk","Sabine","San Augustine","San Jacinto","San Patricio","San Saba","Schleicher","Scurry","Shackelford","Shelby","Sherman","Smith","Somervell","Starr","Stephens","Sterling","Stonewall","Sutton","Swisher","Tarrant","Taylor","Terrell","Terry","Throckmorton","Titus","Tom Green","Travis","Trinity","Tyler","Upshur","Upton","Uvalde","Val Verde","Van Zandt","Victoria","Walker","Waller","Ward","Washington","Webb","Wharton","Wheeler","Wichita","Wilbarger","Willacy","Williamson","Wilson","Winkler","Wise","Wood","Yoakum","Young","Zapata","Zavala"
"Kimble",499.317,423.449,583.433,390.885,418.231,505.391,205.614,223.363,568.125,126.848,333.525,350.423,353.895,564.266,183.609,152.414,366.068,329.44,446.166,513.589,341.616,426.064,615.233,197.048,337.24,379.526,173.169,412.834,419.7,246.454,338.593,670.368,598.135,760.828,569.152,572.728,144.24,483.127,459.927,441.95,623.161,180.66,498.694,700.684,355.919,205.729,213.9,135.379,514.976,298.296,432.161,314.087,497.207,534.169,511.115,754.818,465.961,406.367,602.707,596.434,470.975,327.736,399.188,569.152,555.757,400.087,264.149,574.913,76.185,705.363,455.484,344.03,354.092,347.794,370.498,281.778,539.872,420.375,464.824,393.861,436.126,306.08,434.615,578.739,371.907,99.008,292.385,331.85,297.861,759.961,559.012,670.183,265.463,439.741,513.142,743.222,254.125,740.871,455.661,578.942,319.229,361.21,731.856,322.42,217.716,661.958,603.584,580.732,402.984,489.614,522.206,592.318,498.15,452.004,563.91,82.108,684.811,178.752,391.541,715.929,711.582,463.047,735.699,448.886,388.023,450.158,579.549,272.151,517.394,132.887,281.267,452.192,87.227,0,781.282,199.953,487.474,374.527,417.342,457.933,499.301,208.627,188.809,670.732,443.783,564.626,405.462,694.543,195.017,126.831,368.013,437.606,410.789,506.743,211.891,698.478,71.411,523.976,504.934,457.246,350.934,317.662,127.65,50.004,340.056,657.856,572.726,253.605,463.373,540.767,248.17,680.798,443.795,584.313,454.115,742.687,217.424,409.114,726.335,506.143,676.717,333.604,738.178,500.199,586.171,404.447,719.45,632.309,563.94,569.358,603.94,370.699,99.345,686.9,404.447,405.411,720.167,671.249,504.562,144.357,557.082,657.351,640.165,535.646,377.697,163.209,124.572,518.536,286.894,409.422,559.012,299.124,318.113,597.853,294.092,227.261,122.792,376.229,552.722,448.826,278.066,515.704,655.762,340.703,652.653,156.779,340.856,621.957,622.768,667.554,343.664,162.953,575.222,561.453,373.513,594.223,472.157,509.097,463.096,395.99,449.891,597.696,477.863,466.983,555.555,454.104,410.92,461.353,556.836,616.542,342.621,468.166,511.977,712.756
"King",1023.523,523.209,983.841,1170.781,532.693,1285.287,985.51,943.306,758.961,906.744,992.183,842.457,1133.791,721.663,963.505,913.526,1073.168,859.128,593.125,1208.776,690.412,723.245,267.458,976.944,487.751,723.802,869.045,970.339,1199.596,641.711,922.35,940.858,766.949,1031.318,211.822,1192.302,829.626,343.169,1004.795,1057.484,893.651,671.88,714.045,648.85,1014.577,985.625,756.252,668.823,653.102,872.201,391.148,616.361,987.094,1147.49,704.641,27.048,744.028,832.119,178.267,814.363,681.135,1107.632,395.111,211.822,251.53,1179.983,698.808,736.138,842.396,648.353,767.471,851.176,879.71,1127.69,1036.635,533.785,787.437,423.694,1129.477,934.516,902.508,1085.976,433.927,1201.002,409.835,860.12,558.745,1111.746,1077.757,1037.08,705.508,947.302,567.053,342.977,270.979,1020.341,809.811,152.898,389.165,1136.541,871.996,851.008,49.875,528.929,965.034,1116.032,963.159,1360.628,788.698,1071.246,648.439,862.808,1120.413,784.327,778.83,862.004,137.664,682.558,614.593,993.048,1126.252,716.375,1012.818,1228.782,1167.919,376.923,856.668,1052.047,797.509,912.783,1061.163,680.158,867.123,780.997,0,926.515,767.589,469.541,1197.238,1237.829,283.237,833.585,968.705,195.816,933.67,1140.857,876.756,255.094,974.913,834.194,578.473,346.612,391.556,968.34,991.787,1088.241,792.093,1272.955,747.297,983.121,841.343,1097.558,907.546,731.102,533.017,1103.023,711.112,676.745,606.055,1053.941,1028.066,951.288,364.844,1029.628,838.141,1152.133,572.036,1189.01,204.191,968.838,1237.567,651.804,1015.297,747.374,230.3,595.136,653,165.259,846.382,839.848,177.796,895.488,879.241,853.361,595.136,1185.307,652.792,1205.49,766.8,636.74,966.456,1276.925,1075.459,1024.764,1157.593,798.289,719.752,798.651,601.506,1050.69,705.508,903.5,787.697,1377.749,606.634,584.176,883.904,946.301,231.346,717.52,958.902,793.791,1216.612,547.539,923.143,640.557,889.415,1029.841,899.887,944.673,1003.728,942.849,1355.118,838.572,1153.409,1011.091,1062.597,907.068,1025.408,1175.886,1152.331,268.513,516.658,436.445,1335.451,973.282,381.212,870.972,833.955,902.657,1122.517,881.627,1291.873,1075.962
"Kinney",511.556,523.568,717.809,366.474,630.746,480.98,191.935,322.982,747.24,179.049,359.028,484.799,329.484,743.381,199.932,271.105,378.307,489.347,733.465,525.828,541.569,375.027,793.479,204.47,457.479,603.203,350.008,438.337,427.122,479.442,437.73,841.18,777.25,931.64,733.451,584.967,345.145,661.373,472.166,454.189,782.46,380.613,685.102,730.811,363.697,237.279,413.853,335.332,728.356,500.322,610.407,414.206,594.61,546.408,541.242,919.117,635.748,540.743,767.006,767.246,684.355,341.641,577.049,733.451,733.618,344.748,464.102,754.028,97.288,735.49,589.86,504.123,488.468,355.216,382.737,459.639,710.684,623.528,477.063,484.748,570.502,281.669,569.205,590.978,536.206,256.429,373.689,339.272,310.1,914.363,738.127,824.585,443.324,584.333,677.441,897.624,461.673,905.17,658.814,591.181,453.605,495.586,896.155,525.573,304.489,779.479,737.96,543.706,537.36,501.853,735.586,763.13,510.389,586.38,594.037,188.314,849.11,279.464,591.494,870.331,723.821,412.786,890.101,370.039,362.723,562.762,733.951,279.573,671.796,218.696,288.689,482.319,225.775,199.953,945.581,0,641.876,577.68,424.764,433.522,627.726,385.465,199.208,835.031,545.866,576.865,539.838,872.789,220.22,317.777,567.966,583.28,534.522,532.246,242.27,710.717,271.364,536.215,688.523,482.749,485.31,230.29,169.908,249.957,421.36,788.613,751.841,453.558,750.673,553.006,154.607,851.61,621.656,735.538,588.491,754.926,404.86,384.703,904.581,603.546,688.956,533.557,892.58,674.865,713.658,429.682,749.577,796.608,512.903,734.895,768.239,505.075,111.057,857.712,429.682,381,750.294,683.488,675.374,356.782,691.458,669.59,772.346,547.885,353.286,363.162,225.284,633.557,499.409,421.661,738.127,433.5,518.066,439.132,494.045,360.534,278.924,471.224,717.021,657.283,379.881,673.165,668.001,553.218,823.465,297.052,475.232,634.196,690.047,821.956,355.903,64.099,538.196,715.855,380.935,606.462,484.396,643.473,475.335,239.241,462.13,775.942,681.016,670.136,531.144,479.607,553.488,595.729,711.238,770.944,354.86,602.542,353.256,724.995
"Kleberg",285.789,589.23,197.085,579.646,250.093,758.148,483.819,321.547,131.132,508.546,365.304,159.772,543.951,127.273,446.584,398.153,390.483,176.443,175.299,471.042,159.075,817.976,558.529,455.958,527.519,85.723,335.302,287.654,585.719,281.171,239.665,207.63,161.142,298.09,635.204,454.568,365.243,423.706,324.191,343.28,142.985,321.563,75.385,1039.49,387.698,408.408,265.169,414.17,138.015,218.083,439.284,635.744,249.36,409.756,849.921,742.638,24.136,121.727,683.013,133.696,88.708,471.8,443.808,635.204,515.064,652.844,224.994,137.92,564.234,1044.169,53.817,168.491,197.025,542.701,353.95,400.147,77.134,381.053,431.751,234.888,164.774,558.837,624.894,463.268,513.193,443.887,531.53,527.521,417.848,274.888,122.019,185.11,362.191,581.027,586.27,258.149,208.793,703.017,378.227,398.807,189.311,168.323,719.676,330.382,345.737,353.84,200.967,833.489,106.068,357.042,145.245,129.58,382.679,70.673,902.716,553.364,646.957,484.786,174.174,230.856,339.496,827.215,250.626,701.643,640.78,619.738,94.476,494.421,32.049,476.673,492.876,790.998,531.185,488.049,769.102,641.984,0,342.449,572.764,608.083,640.587,299.968,447.576,601.281,195.936,403.123,153.273,655.453,424.352,383.693,208.756,578.892,552.075,230.606,416.694,301.485,437.265,535.221,72.415,292.03,158.658,570.419,529.923,446.431,553.816,340.831,135.733,252.029,177.331,316.207,513.859,218.06,489.1,239.893,100.407,365.377,382.425,661.871,669.631,203.304,499.833,189.069,253.105,58.757,727.457,705.976,1058.256,609.436,957.222,95.42,635.787,212.803,603.994,224.162,705.976,569.836,1058.973,413.039,41.824,382.087,179.7,539.191,313.267,287.03,630.454,299.942,513.564,33.191,296.565,371.57,122.019,220.815,133.596,836.082,259.259,483.611,419.873,240.972,583.558,56.636,276.217,33.69,478.878,278.114,189.915,440.212,206.73,292.107,137.695,182.481,376.849,578.269,827.979,76.38,517.087,273.357,348.393,141.608,313.475,661.679,476.061,540.992,250.707,330.843,808.312,284.622,552.206,133.238,62.784,131.469,462.608,143.893,777.666,289.206
"Knox",606.897,365.675,560.179,742.745,112.481,857.251,557.474,496.051,373.203,500.093,544.928,418.143,705.755,335.905,535.469,477.109,629.214,434.814,207.367,792.15,232.915,594.421,261.435,548.908,303.964,299.488,421.79,543.438,747.261,169.956,495.451,532.301,381.191,622.761,297.184,775.676,376.645,126.612,580.481,633.17,485.094,225.261,305.488,815.935,567.322,557.589,284.497,262.172,267.344,400.446,97.632,412.189,570.468,730.864,626.366,445.544,320.366,407.805,330.739,428.605,272.578,651.407,101.359,297.184,217.97,751.947,193.893,350.38,450.531,820.614,343.525,393.038,455.396,699.654,593.509,135.746,378.88,45.847,705.163,510.202,485.882,657.94,331.203,784.376,188.599,423.703,307.975,683.71,597.455,613.418,319.75,523.64,158.066,202.685,228.848,596.679,338.056,405.923,81.133,719.915,447.682,426.694,422.582,56.349,517.779,692.37,539.497,932.592,364.384,646.932,262.681,454.251,703.787,360.381,679.161,455.353,349.863,323.561,168.237,569.386,702.59,603.66,589.156,800.746,739.883,287.816,433.006,624.011,373.847,484.747,633.127,567.443,460.472,374.346,472.008,578.209,343.927,0,734.357,809.793,258.772,386.33,540.669,304.187,517.044,724.231,452.442,340.745,546.877,395.401,133.676,202.705,227.867,551.714,563.751,664.579,355.676,781.94,338.74,558.807,417.029,669.522,500.895,324.451,330.261,679.361,325.354,204.99,220.297,637.315,600.03,542.731,146.698,605.966,421.515,728.471,188.371,760.974,372.537,552.212,820.941,211.396,591.635,338.817,345.642,482.421,834.701,312.342,733.667,431.291,319.29,471.174,472.59,467.603,482.421,757.271,835.418,788.864,358.243,230.089,542.794,860.299,651.797,608.138,729.557,351.034,352.339,374.989,137.809,615.226,319.75,451.758,311.946,949.713,149.921,274.52,447.487,521.987,273.866,293.858,496.899,370.129,799.986,90.826,514.586,278.987,465.101,613.215,476.225,521.011,556.473,536.198,927.082,414.91,696.694,594.465,638.283,483.406,601.094,747.85,707.855,243.898,133.38,95.213,907.415,548.968,232.543,454.346,410.293,469.999,642.215,465.001,863.837,652.3
"La Salle",249.406,839.775,475.72,133.841,720.705,279.8,257.167,240.251,684.582,315.087,203.38,397.245,132.564,680.723,232.513,262.876,137.813,401.793,645.911,121.405,538.5,842.39,1029.141,223.604,753.6,515.649,327.29,238.871,42.508,563.023,270.144,586.048,714.592,636.921,985.512,267.403,378.412,894.318,236.188,192.039,602.568,511.549,626.714,1117.01,182.122,229.128,463.608,551.739,640.802,412.768,793.791,730.413,376.747,228.844,927.441,1171.178,574.723,408.891,1019.067,697.724,639.295,93.592,815.548,985.512,985.676,234.22,536.204,691.37,458.339,1121.689,502.306,416.569,329.464,70.623,155.581,698.138,641.162,851.665,149.192,326.414,425.651,188.914,850.975,260.391,788.267,345.734,708.711,85.786,136.805,591.191,675.469,529.702,638.36,856.101,929.502,574.452,422.947,1173.629,848.839,273.617,366.051,359.491,1148.216,684.05,236.116,461.9,484.054,406.719,449.806,213.584,648.032,623.97,193.511,536.694,980.236,361.656,1117.569,595.078,644.654,564.682,406.242,879.373,566.929,314.428,216.218,866.518,570.786,146.572,560.473,284.965,137.464,868.518,339.477,417.831,1197.642,425.086,572.354,736.157,0,93.934,915.661,349.648,229.974,1071.893,378.875,259.301,390.761,1108.451,230.489,351.044,679.236,853.966,827.149,346.208,212.636,393.138,414.015,101.187,625.865,271.772,397.756,224.52,336.464,466.364,756.382,471.034,689.183,541.589,663.119,258.628,287.207,588.236,860.155,417.959,478.23,437.362,633.784,162.218,1140.243,387.705,371.392,559.675,534.26,612.207,1002.531,820.773,1135.776,1048.669,980.266,589.466,1020.3,354.542,387.096,695.41,820.773,103.158,1136.493,365.924,605.852,560.717,450.267,352.026,454.767,287.805,179.858,408.731,540.898,550.417,591.598,184.857,675.469,316.655,501.426,409.312,582.076,643.621,296.079,303.176,969.082,607.223,257.674,603.643,350.437,641.17,604.413,573.139,302.913,331.68,534.46,556.293,201.688,361.371,401.96,550.618,41.881,303.946,222.692,481.359,229.684,345.535,97.838,1011.604,721.319,801.455,329.964,280.939,827.28,468.149,556.346,586.493,92.097,451.202,398.036,407.416
"Lamar",345.567,879.967,571.881,85.431,774.376,194.528,297.359,293.922,713.357,355.279,268.955,450.916,109.356,709.498,272.705,350.264,214.381,455.464,699.582,197.543,592.171,882.582,1071.785,263.796,793.792,569.32,380.961,304.446,69.211,650.776,335.719,682.209,743.367,733.082,1025.704,363.564,474.233,939.679,310.585,288.2,698.729,584.982,651.219,1157.202,247.697,305.12,517.279,591.931,694.473,466.439,888.713,770.605,472.908,325.005,967.633,1211.37,601.865,506.86,1059.259,733.363,650.472,136.503,855.74,1025.704,1012.309,150.077,589.875,720.145,498.531,1161.881,555.977,470.24,395.039,102.034,221.156,738.33,676.801,876.927,245.353,378.078,521.812,160.52,891.167,289.997,828.459,385.926,748.903,96.642,190.476,687.352,704.244,625.863,722.015,896.293,969.694,670.613,476.618,1197.423,902.51,369.778,419.722,461.703,1188.408,778.972,289.787,558.061,580.215,321.447,503.477,309.745,701.703,720.131,289.672,552.497,1020.428,401.848,1141.363,635.27,698.325,660.843,502.403,919.565,663.09,229.156,132.075,906.71,666.947,157.435,656.634,325.157,148.327,908.71,379.669,458.023,1237.834,433.311,607.993,831.079,93.934,0,955.853,403.319,270.166,1127.284,475.036,355.462,435.448,1151.095,288.061,446.865,732.907,894.158,867.341,442.369,239.669,489.299,454.207,168.772,654.64,367.933,451.427,196.126,376.656,506.556,796.574,567.195,717.958,595.26,716.79,354.789,279.996,684.397,900.347,514.12,574.391,533.523,673.976,68.524,1182.887,483.866,467.553,613.346,630.421,640.982,1042.723,860.965,1175.968,1088.861,1020.458,685.627,1060.492,392.004,395.094,791.571,860.965,56.758,1176.685,462.085,641.491,600.909,546.428,448.187,550.928,383.966,108.432,499.845,581.09,646.578,691.216,260.08,704.244,399.617,555.097,324.04,635.747,683.813,389.697,351.407,1009.274,623.4,323.249,639.282,446.598,694.841,700.574,613.331,368.488,427.841,630.621,652.454,257.825,369.596,316.688,646.779,88.978,400.107,318.853,577.52,313.754,292.955,193.999,1054.248,774.99,855.126,244.692,345.716,867.472,564.31,652.507,682.654,157.684,547.363,312.764,503.577
"Lamb",815.187,196.467,859.968,889.368,372.023,1003.874,704.097,661.893,632.745,625.331,710.77,628.625,852.378,595.447,682.092,632.113,864.551,624.43,466.909,1072.948,494.862,481.007,332.938,695.531,194.68,583.412,587.632,733.78,918.183,360.298,685.793,823.614,640.733,914.074,71.451,1056.474,548.213,254.988,793.492,846.181,776.407,390.467,651.94,572.078,733.164,704.212,474.839,387.41,526.886,590.788,204.023,305.49,851.266,1011.662,492.052,256.889,619.207,691.729,105.006,749.68,532.12,826.219,158.162,71.451,239.501,898.57,417.395,609.922,560.983,571.581,631.643,609.255,668.407,846.277,759.351,252.372,693.118,262.253,918.174,723.213,766.68,804.563,150.824,1065.174,128.422,578.707,277.367,830.333,796.344,913.207,579.292,823.429,285.64,58.117,88.367,896.468,528.398,335.774,275.753,1000.713,630.868,639.705,233.927,299.742,683.621,992.159,839.286,1079.215,648.308,859.943,522.223,745.564,984.585,648.499,544.847,580.591,279.714,401.18,427.779,869.175,1002.379,469.346,888.945,947.369,886.506,93.82,732.795,770.634,670.64,631.37,779.75,433.129,585.71,499.584,283.353,627.894,640.72,259.542,915.825,956.416,0,552.172,687.292,214.509,797.842,1005.029,683.957,382.904,693.5,552.781,393.218,58.479,110.178,832.512,710.374,964.368,510.68,947.782,658.18,771.818,629.136,816.145,626.133,449.689,231.869,979.15,584.896,395.332,479.839,843.805,746.653,834.044,154.307,905.755,702.313,1043.898,290.623,907.597,368.845,833.01,1101.739,486.85,891.424,653.445,85.983,348.107,585.668,176.086,599.353,722.604,148.322,684.185,597.828,727.145,348.107,903.894,587.442,1069.662,657.808,355.327,842.583,1141.097,951.586,888.936,876.18,516.876,438.339,671.782,354.95,781.068,579.292,642.1,533.984,1096.336,392.735,302.798,602.491,734.998,127.947,602.072,662.741,668.95,1080.784,341.246,805.899,359.144,666.4,894.013,776.014,820.8,722.315,661.436,1073.705,714.699,871.996,875.263,851.294,763.871,814.105,894.473,873.697,348.162,392.922,311.62,1054.038,761.979,99.834,735.144,710.082,769.788,841.104,745.799,1010.46,952.089
"Lampasas",260.583,491.016,375.718,366.978,327.248,512.326,231.369,109.72,405.149,215.031,158.597,142.708,331.283,401.29,194.609,114.561,242.883,118.927,309.725,385.222,188.851,614.407,627.214,203.983,429.52,210.881,35.459,178.865,360.93,213.374,130.878,499.089,435.159,589.549,621.847,427.543,65.275,495.108,230.172,275.823,440.369,161.9,343.011,889.027,180.991,198.622,113.959,202.215,339.805,87.783,444.142,454.17,289.492,390.06,699.458,807.513,293.657,198.652,655.402,425.155,295.804,265.076,437.331,621.847,583.749,407.022,186.555,411.937,284.93,893.706,247.769,162.032,146.377,335.977,207.178,336.258,368.593,415.451,336.457,186.146,228.411,313.015,526.895,434.63,424.602,145.183,370.857,320.797,211.124,572.272,396.036,482.494,288.711,492.436,565.837,555.533,73.298,771.702,450.737,401.069,111.514,153.495,784.551,334.401,131.448,454.243,395.869,587.667,195.269,295.173,347.035,421.039,354.041,244.289,752.253,206.785,715.642,287.164,255.101,528.24,457.66,651.39,548.01,455.821,394.958,531.147,391.86,271.301,329.705,177.448,286.152,640.535,184.591,208.745,833.977,385.196,299.785,386.508,348.026,401.359,551.996,0,195.601,669.966,236.068,420.517,197.747,706.524,214.566,83.85,289.683,490.301,463.484,258.642,206.908,416.659,137.422,395.609,346.432,217.214,143.219,324.597,222.002,180.711,430.283,450.141,409.75,191.94,326.932,289.201,261.409,509.519,481.938,376.598,246.4,482.124,270.119,416.049,738.316,298.428,531.532,210.026,550.489,332.774,638.866,579.528,907.793,685.004,752.283,392.804,656.635,162.984,284.216,515.621,579.528,363.112,908.51,526.064,333.283,209.735,349.367,512.166,432.45,278.436,384.632,59.082,260.924,291.466,241.949,228.895,396.036,91.409,149.468,590.26,232.427,319.541,118.508,180.394,605.417,268.732,110.568,331.074,510.577,291.521,481.374,249.059,133.141,332.239,347.956,479.865,170.142,321.481,582.157,373.764,310.363,313.533,286.524,301.382,259.501,409.229,321.524,609.677,353.681,412.903,562.49,207.375,463.615,253.638,369.147,428.853,255.884,260.451,525.216,404.38
"Lavaca",316.48,607.94,523.545,203.35,613.995,317.856,38.587,128.718,552.976,88.367,163.952,290.535,166.36,549.117,2.601,81.667,183.231,295.083,539.201,330.752,384.879,610.555,799.758,9.513,521.765,408.939,160.57,243.261,232.165,378.749,243.466,646.916,582.986,737.376,753.677,389.891,202.206,667.652,277.09,259.113,588.196,312.955,490.838,885.175,168.621,43.015,317.164,319.904,534.092,306.058,616.686,498.578,399.534,351.332,695.606,939.343,441.484,346.479,787.232,572.982,490.091,146.684,583.713,753.677,740.282,212.552,389.76,559.764,226.504,889.854,395.596,309.859,294.204,160.259,187.661,466.303,516.42,604.9,281.987,290.484,376.238,118.545,619.14,395.902,556.432,113.899,476.876,144.315,115.024,720.099,543.863,630.321,449.988,624.266,697.667,703.36,269.326,925.396,640.186,396.105,259.341,301.322,916.381,506.945,110.225,584.403,543.696,393.197,343.096,306.777,541.322,568.866,315.313,392.116,748.401,129.821,869.336,363.243,537.944,676.067,528.745,647.538,695.837,261.351,200.488,634.683,539.687,84.616,477.532,53.13,93.732,636.683,107.642,185.996,965.807,198.826,447.612,559.052,229.807,270.398,683.826,196.027,0,855.257,351.602,381.789,345.574,879.068,25.956,174.838,500.308,622.131,595.314,337.17,47.194,515.641,182.18,341.139,494.259,287.673,291.046,130.127,109.744,234.529,524.547,593.537,557.577,385.9,556.409,357.93,68.627,657.346,628.32,540.462,394.227,559.85,401.949,221.579,910.86,408.47,493.88,430.625,656.763,480.601,770.696,588.938,903.941,816.834,748.431,540.631,788.465,310.811,160.836,663.448,588.938,217.876,904.658,488.412,481.11,328.882,497.194,474.514,577.27,352.809,190.162,227.818,309.063,439.293,419.189,226.585,543.863,239.236,394.716,395.79,426.387,411.786,117.67,276.96,737.247,463.019,185.617,478.901,472.925,472.998,629.201,341.304,280.968,439.12,495.783,627.692,160.827,135.111,387.687,521.591,185.978,411.386,289.32,449.209,280.259,216.447,267.054,782.221,614.609,594.38,368.02,284.531,595.445,401.465,516.974,576.68,159.784,408.278,332.434,529.919
"Lee",858.236,413.517,818.554,1061.089,367.406,1175.595,875.818,838.945,593.674,797.052,882.702,677.17,1024.099,556.376,853.813,760.523,907.881,693.841,427.838,1043.489,525.125,688.901,126.085,867.252,378.059,558.515,705.204,805.052,1085.052,453.37,757.063,775.571,601.662,866.031,143.507,1027.015,660.059,177.882,839.508,892.197,728.364,508.675,548.758,742.05,905.096,875.933,567.911,559.131,487.815,683.86,225.861,506.669,821.807,982.203,720.846,168.21,578.741,666.832,115.33,649.076,515.848,989.198,243.572,143.507,86.243,1070.291,485.319,570.851,732.704,741.553,602.184,685.889,714.423,1017.998,871.348,360.849,622.15,258.407,964.19,769.229,737.221,976.284,364.34,1035.715,300.143,707.117,449.053,1002.054,935.246,871.793,540.221,782.015,457.361,233.285,161.287,855.054,621.47,129.353,223.878,971.254,706.709,685.721,145.248,363.642,863.135,950.745,797.872,1250.936,623.411,905.959,483.152,697.521,955.126,619.04,773.641,752.312,73.293,572.866,449.306,827.761,960.965,698.14,847.531,1119.09,1058.227,320.953,691.381,942.355,632.222,803.091,951.471,661.923,757.431,671.305,194.674,816.823,602.302,304.254,1027.079,1128.137,214.922,669.744,859.013,0,768.383,975.57,711.469,176.051,865.221,678.815,413.186,236.92,281.864,803.053,882.095,922.954,639.09,1107.668,582.01,817.834,676.056,987.866,797.854,621.41,423.325,937.736,545.825,488.404,440.768,888.654,918.374,786.001,199.907,864.341,672.854,986.846,462.344,1079.318,161.992,803.551,1072.28,486.517,850.01,582.087,192.275,576.901,746.2,41.753,828.147,674.561,68.104,730.201,769.549,688.074,576.901,1075.615,745.992,1040.203,601.513,527.048,801.169,1111.638,910.172,859.477,1047.901,634.448,610.06,633.364,436.219,885.403,540.221,738.213,622.41,1268.057,441.347,474.484,730.901,781.014,121.654,552.233,793.615,628.504,1051.325,382.252,757.856,530.865,724.128,864.554,734.6,779.386,894.247,833.157,1245.426,673.285,1034.485,845.804,897.31,741.781,860.121,1066.194,987.044,127.14,351.371,271.158,1225.759,807.995,271.52,705.685,668.668,737.37,980.006,716.34,1182.181,910.675
"Leon",92.137,746.439,151.932,484.877,423.609,630.836,387.909,225.637,307.511,412.636,200.747,129.708,483.6,303.652,350.674,334.184,226.657,145.514,348.815,277.39,316.284,850.406,732.045,360.048,684.728,228.914,271.333,120.539,392.067,438.38,126.672,263.988,337.521,339.197,808.72,260.916,301.274,597.222,130.539,149.628,225.497,358.033,249.643,1196.699,210.834,312.498,281.109,399.689,311.531,187.154,612.8,792.953,53.423,216.104,1007.13,916.154,197.652,116.092,856.529,320.653,262.224,311.885,617.324,808.72,688.58,585.256,382.203,314.299,554.137,1201.378,167.784,148.315,89.865,421.659,203.221,557.356,264.091,554.569,238.099,61.378,48.58,462.927,782.103,269.616,670.402,379.918,688.739,436.822,276.95,292.757,298.398,236.862,519.4,738.236,759.786,275.688,227.76,876.533,551.743,205.155,125.581,116.167,893.192,487.591,281.768,218.174,177.524,757.755,151.741,163.39,318.761,246.899,189.027,159.623,1059.925,457.454,820.473,523.163,347.69,282.608,221.591,887.389,268.165,605.733,567.254,776.947,193.715,359.999,183.402,380.763,365.248,948.207,435.275,444.619,942.618,546.074,195.283,515.965,379.112,475.348,797.796,235.999,351.666,774.797,0,209.471,70.62,828.969,328.442,319.724,382.272,736.101,709.284,36.954,323.912,180.59,373.296,341.569,248.794,98.378,130.974,474.509,434.013,416.71,711.025,214.072,312.112,409.238,350.847,122.555,417.949,282.535,662.616,140.529,101.159,246.055,539.634,529.053,843.147,62.359,306.181,346.278,255.815,235.136,884.666,863.185,1215.465,782.952,988.282,212.395,809.303,83.776,508.084,318.339,863.185,454.194,1216.182,271.819,228.781,405.868,124.645,345.539,196.381,93.378,530.894,295.081,496.923,173.346,453.774,177.918,298.398,152.459,245.147,760.348,416.468,519.925,355.904,91.444,757.074,230.152,171.1,226.572,285.226,435.323,282.353,453.739,116.245,96.17,157.389,234.233,222.177,482.359,752.996,173.547,390.456,79.705,154.741,104.288,119.823,565.769,282.409,714.508,424.223,504.359,681,90.97,709.415,91.078,179.275,209.422,286.567,74.131,681.756,168.311
