"","Adams","Antelope","Arthur","Banner","Blaine","Boone","Box Butte","Boyd","Brown","Buffalo","Burt","Butler","Cass","Cedar","Chase","Cherry","Cheyenne","Clay","Colfax","Cuming","Custer","Dakota","Dawes","Dawson","Deuel","Dixon","Dodge","Douglas","Dundy","Fillmore","Franklin","Frontier","Furnas","Gage","Garden","Garfield","Gosper","Grant","Greeley","Hall","Hamilton","Harlan","Hayes","Hitchcock","Holt","Hooker","Howard","Jefferson","Johnson","Kearney","Keith","Keya Paha","Kimball","Knox","Lancaster","Lincoln","Logan","Loup","Madison","McPherson","Merrick","Morrill","Nance","Nemaha","Nuckolls","Otoe","Pawnee","Perkins","Phelps","Pierce","Platte","Polk","Red Willow","Richardson","Rock","Saline","Sarpy","Saunders","Scotts Bluff","Seward","Sheridan","Sherman","Sioux","Stanton","Thayer","Thomas","Thurston","Valley","Washington","Wayne","Webster","Wheeler","York"
"Gosper",180.667,139.567,141.183,212.417,197.8,160.633,219.783,208.783,106.883,56.617,226.583,144.567,200.917,143.05,123.55,219.9,173.967,109.867,194.083,230.467,79.383,275.567,252.117,232.8,116.767,248.7,203.183,179.4,115.833,133.717,75.75,48.767,39.817,192.05,89.1,64.467,0,114.633,134.5,65.2,136.733,54.7,56.817,98.8,174.6,185.25,109.917,177.8,212.967,50.267,55.383,190.3,187.383,109.817,161.2,148.667,99.633,74.533,185.067,99.167,110.8,242.367,132.083,226.617,114.983,189.017,224.033,97.183,21.633,216.467,61.75,123.183,54.433,153.45,159.667,160.15,185.4,122,226.717,135.55,54.733,68.283,291.85,206.283,128.217,123.5,252.1,196.017,205.083,233.633,203.183,142.117,115.267
"Grant",271.283,80.017,65.65,134.567,270.467,251.25,141.25,281.45,197.5,140.9,317.2,235.183,291.55,233.667,26.85,191.217,96.117,203.967,284.7,321.1,163.683,366.183,342.733,323.433,38.917,339.317,293.8,270.017,62.017,219.683,183.267,65.617,147.267,289.133,137.85,136.3,114.333,0,214.2,69.117,235.467,167.867,155.917,78.117,265.217,275.883,200.533,274.883,303.6,140.9,74.667,227.533,109.55,200.433,251.817,239.283,121.1,165.167,275.683,100.017,201.417,163.85,222.7,317.233,222.683,279.633,314.65,19.467,134.783,307.083,152.383,213.8,94.15,244.067,220.233,250.767,276.017,197.55,148.2,226.183,85.917,99.467,213.317,296.9,218.833,127.4,342.717,286.65,295.7,324.25,293.8,214.45,205.883
"Greeley",167.233,258.417,197.4,307.783,153.783,49.817,242.733,105.6,93.467,123.783,145.567,76.767,181.433,43.267,244.1,204.517,269.333,100.433,120.5,125.983,128.833,171.3,155.217,219.383,212.133,143.467,98.7,165.967,250.083,115.633,129.85,180.85,171.317,185.1,94.3,198.717,136.55,216.55,0,153.55,129.6,146.85,102.8,233.05,161.167,171.833,27.15,170.85,199.55,93.45,163.6,139.867,282.767,96.383,147.767,135.233,137.717,73.067,79.983,155.383,57.4,314.533,39.717,213.2,123.283,175.583,210.6,206.733,131.65,111.383,80.667,70.2,188.683,111.65,110.867,146.717,168.283,32.833,299.867,115.433,186.817,200.35,327.933,101,100.983,129.7,147.333,142.783,153,128.133,98.7,25.283,94.85
"Hall",217.217,111.217,80.05,160.567,208.483,198.083,165.767,219.467,143.45,86.833,263.15,181.117,237.483,179.6,96.717,161.8,122.133,149.9,230.633,267.033,123.7,312.117,288.667,269.367,64.917,285.883,239.733,215.95,119.45,165.617,129.2,41.433,103.117,235.083,75.867,123.917,64.767,69.35,152.217,0,181.4,110.233,101.85,102.417,211.15,221.817,145.833,220.833,249.533,86.833,13.117,165.55,135.55,146.367,197.75,185.217,59.117,111.1,221.617,38.033,147.35,190.533,168.633,263.183,168.617,225.567,260.583,59.333,85.217,253.917,98.317,159.733,81.767,190.017,158.25,196.7,221.95,135.567,174.883,172.117,61.75,75.283,240,242.833,164.783,65.417,288.667,232.583,241.633,270.183,239.733,152.467,151.817
"Hamilton",78.883,249.383,258.567,329.8,267.533,112.567,335.7,235.233,54.433,170.483,156.317,87.7,130.65,105.767,233.367,314.183,291.35,33.133,133.85,163.033,187.617,205.65,181.833,128.55,234.15,187.533,142.017,109.117,225.633,20.267,94.65,184.15,141.933,76.75,177.233,174.283,136.683,238.567,130.533,182.583,0,113.95,81.633,208.617,70.183,83.467,104.817,62.5,115.767,106.7,172.767,258.683,304.767,36.767,90.933,78.383,217.017,126.233,128.55,216.55,78.45,359.75,94.8,134.717,40.967,118.733,113.4,232.567,115.317,159.95,91.117,67.8,164.233,83.183,229.4,48.417,115.117,146.017,344.1,65.283,190.117,203.667,409.233,149.767,56.333,222.683,184.783,125.75,134.817,172.467,142.017,151.867,43.383
"Harlan",179.8,160.3,187.067,258.3,206.867,170.317,265.667,217.85,116.567,98.983,236.267,154.25,210.6,152.717,144.283,253.517,219.85,96.4,203.767,240.15,115.283,285.25,261.8,209.25,162.65,258.367,212.867,189.067,136.567,119.067,22.6,101.967,32.7,146.783,116.583,85.2,54.5,167.833,144.183,111.083,114.25,0,48.617,119.533,160.65,172.9,119.583,132.533,198.267,59.133,101.267,198.017,233.283,119.5,170.883,158.35,145.517,83.4,194.75,145.05,120.483,288.25,141.767,217.217,78.467,198.7,186.383,150.383,33.133,226.15,71.433,132.867,75.167,163.133,168.733,149.333,195.083,131.083,272.6,145.233,107.933,103.833,337.733,215.967,137.9,162.017,261.783,205.7,214.767,243.317,212.867,151.2,124.95
"Hayes",147.117,177.917,179.017,250.25,199.65,127.283,257.617,202.8,73.533,90.917,193.233,111.2,167.567,109.683,161.9,246.3,211.8,56.633,160.717,197.117,108.067,242.2,218.75,196.783,154.6,215.333,169.817,146.033,154.183,80.483,29.383,104.6,76.167,144.983,109.367,102.817,57.117,159.017,101.15,103.033,81.583,48.683,0,137.15,138.433,151.717,76.55,130.733,184,27.15,93.217,190.8,225.217,76.45,127.85,115.3,137.467,49.5,151.7,137,77.433,280.2,98.733,193.267,68.8,155.65,181.633,153.017,35.75,183.117,28.4,89.817,92.783,120.1,161.517,116.65,152.033,104.867,264.55,102.2,110.567,124.117,329.683,172.917,94.867,154.8,218.75,162.667,171.733,200.267,169.817,122.483,81.9
"Hitchcock",273.883,75.567,142.433,211.35,294.417,258.467,218.033,305.417,204.717,155.267,324.417,242.4,298.75,240.883,52.367,258.833,172.9,189.817,291.917,328.3,178.05,373.4,349.95,312.95,115.7,346.533,301.017,277.233,18.533,213.667,142.3,66.567,97.933,258.4,172.9,86.983,98.95,77.217,232.333,105.317,208.333,119.7,136.767,0,264.35,276.617,207.75,244.15,301.983,147.3,110.5,262.583,186.333,207.65,259.033,246.5,156.15,171.567,282.9,135.067,208.633,240.633,229.917,320.933,181.333,286.85,297.8,78.167,116.467,314.3,159.583,221.017,44.833,251.283,256.3,243.417,283.233,218.633,224.983,233.4,86.883,82.917,290.1,304.117,226.05,162.45,349.933,293.85,302.917,331.467,301.017,238.75,213.1
"Holt",22.433,304.633,289.967,361.2,299.4,145.933,367.567,264.05,86.317,201.867,119.617,114.5,93.95,139.133,288.617,346.05,322.75,84.9,110.867,131.117,219.017,168.95,145.133,73.533,265.55,175.533,113.333,57.6,280.883,62.133,138.583,223.167,194.6,34.15,209.117,229.517,178.883,269.967,162.4,213.983,70.617,161.9,138.417,263.85,0,14.7,136.683,30.8,59.317,138.817,204.167,290.55,336.167,75.333,49.7,38.617,248.417,158.1,143.25,247.933,110.317,391.15,128.183,78.267,91.717,67.1,58.383,259.967,172.083,174.65,123,101.167,219.483,70.667,261.267,21.767,78.417,177.883,375.5,58,229.133,242.683,440.617,146.733,80.2,254.55,152.883,89.05,98.1,160.483,113.333,183.733,76.767
"Hooker",6.9,315.65,301.033,372.267,310.467,157,378.633,275.133,97.383,212.933,124.167,125.567,87.217,150.2,299.633,357.117,333.817,98.583,121.933,142.2,230.083,172.583,156.2,61.1,276.617,186.6,124.4,44.4,291.917,75.817,149.6,234.233,205.633,45.117,220.183,240.55,189.95,281.033,173.467,225.05,84.3,172.917,152.1,274.883,14.2,0,147.75,41.817,46.117,149.883,215.233,301.617,347.233,86.4,47.1,49.683,259.483,169.167,154.317,259,121.383,402.217,139.25,65.067,102.75,53.917,45.95,271.033,185.767,185.717,134.067,112.233,230.517,81.733,272.333,35.467,82.983,188.967,386.567,69.067,240.2,253.75,451.683,157.8,91.267,265.617,163.95,96.717,102.667,171.55,124.4,194.8,87.833
"Howard",141.55,248.583,191.017,293.633,170.167,65.733,246.367,127.667,67.767,115.383,160.783,55.8,155.75,48.133,232.567,224.833,255.183,74.75,105.317,141.7,122.433,186.8,170.4,193.7,197.983,159.933,114.417,140.283,224.85,89.95,104.6,155.6,146.083,159.4,87.917,173.483,111.317,202.4,26.017,147.15,103.917,121.617,77.567,207.817,135.483,146.15,0,145.15,173.867,69.9,136.6,161.317,268.6,70.7,122.083,109.55,131.317,55.217,96.3,148.983,31.717,318.167,36.967,187.5,97.6,149.9,184.917,192.4,106.417,127.7,55.433,44.517,163.45,85.967,132.033,121.033,142.6,41.5,303.5,89.75,161.567,175.117,331.583,117.517,75.3,133.35,163.333,120.683,138.5,144.867,114.417,47.35,69.15
"Jefferson",50.217,285.867,298.867,370.1,308.3,153.333,376.483,276,95.217,210.783,147.383,125,116.817,146.533,269.85,354.967,331.65,82.167,136.667,158.9,227.917,196.733,172.917,78.917,274.45,190.35,141.1,85.383,262.117,61.033,111.15,225.95,167.167,24.35,218.017,210.767,178.483,278.867,171.317,222.883,62.867,134.467,130.667,245.1,30.317,42.567,145.6,0,67.933,147.717,213.067,299.45,345.083,77.55,77.483,66.4,257.317,167,153.733,256.85,119.233,400.05,135.583,86.883,64.3,83.733,63.767,274.367,157.117,185.15,131.9,108.567,200.717,86.383,270.183,32.667,106.2,186.8,384.4,68.5,231.917,229.383,449.533,161.817,88.617,263.45,180.667,116.833,125.883,175.283,141.1,192.65,84.167
"Johnson",38.9,341.083,328.85,400.083,338.283,184.833,406.467,304.883,125.2,240.767,121.417,153.983,61.15,178.033,325.083,384.95,361.633,129.3,145.2,156.533,257.9,162.05,158.383,34.267,304.433,193.2,139.117,56.267,317.35,106.533,175.05,262.067,231.067,70.55,248,265.983,217.783,308.867,201.3,252.883,115.017,198.367,182.817,300.317,54.633,45.033,175.583,67.267,0,177.717,243.067,329.45,375.067,114.233,70.117,73.7,287.3,196.983,176.917,286.833,149.217,430.05,167.067,28.133,128.183,42.95,37.333,298.85,212.333,203.367,161.883,140.067,255.95,109.517,300.167,66.167,78.4,216.783,414.383,96.9,268.033,281.583,479.517,172.517,119.083,293.433,168.683,95.383,98.75,178.133,139.117,222.633,115.65
"Kearney",143.05,187.267,162.233,233.467,177.617,122.917,240.833,182.067,69.267,70.433,188.967,106.85,163.3,105.333,171.267,224.267,195.017,75.717,156.367,192.75,86.683,237.85,214.5,195.183,137.817,210.983,165.467,141.767,163.533,91.45,55.033,95.433,85.517,160.9,87.333,112.167,51.15,142.233,93.35,86.25,107.217,61.05,27.283,146.5,136.967,147.633,70.083,146.65,175.35,0,76.433,168.767,208.433,72.2,123.583,111.05,120.683,25.25,147.35,120.2,73.083,263.417,94.367,189,94.433,151.4,186.417,132.233,45.117,178.75,24.133,85.567,102.133,115.833,139.483,122.533,147.783,81.933,247.767,97.933,101.4,114.95,312.883,168.567,90.6,132.767,214.383,158.4,167.467,195.917,165.467,102.067,77.65
"Keith",208.483,117.6,88.783,166.967,217.2,188.45,174.5,228.2,134.7,78.1,254.4,172.367,228.733,170.85,103.1,170.517,128.517,141.15,221.883,258.283,100.867,303.367,279.917,260.617,71.317,276.5,230.983,207.2,125.833,156.867,120.45,47.833,94.367,226.333,84.583,119.033,56.017,75.733,160.95,12.8,172.65,101.483,93.1,108.817,202.4,213.067,137.717,212.083,240.783,78.083,0,174.267,141.95,137.617,189.017,176.467,67.85,102.35,212.867,46.75,138.6,196.917,159.9,254.433,159.867,216.817,251.833,65.733,76.467,244.283,89.567,150.983,88.167,181.267,166.967,187.95,213.2,144.283,181.267,163.367,68.133,81.683,246.4,234.083,156.033,74.133,279.917,223.833,232.9,261.433,230.983,161.183,143.067
"Keya Paha",295.033,274.55,194.083,281.467,85.567,163.683,203.7,55,221.267,167.717,233.2,203.433,286.95,172.333,260.233,85.667,261.767,228.233,234.9,225.45,166.933,206.75,219.833,345.783,228.267,173.767,208.117,293.767,282.033,243.433,217.733,204.033,222.4,312.9,111.683,249.433,189.833,232.683,140.05,169.683,257.4,197.917,190.383,265.017,288.967,299.633,161.6,298.65,327.35,168.283,179.733,0,299.567,224.183,275.567,263.033,149.217,142.667,170.233,164.083,191.85,264.25,174.667,337.983,251.083,304.8,338.4,222.867,180.333,141.8,186.85,204.65,239.4,244,31.4,274.517,274.217,119.433,257.433,251.033,208.85,222.4,228.933,172.6,236.583,105.817,209.483,248,258.217,175.75,208.117,121.45,230.433
"Kimball",340,189.333,133.917,30.167,339.167,319.967,97.183,350.167,266.217,209.617,385.917,303.9,360.25,302.367,136.15,216.967,54.333,272.667,353.4,389.8,232.383,434.9,411.45,392.133,77,408.017,362.517,338.717,171.333,288.383,251.967,162.3,225.9,357.85,206.55,245.617,187.55,109.4,282.917,137.833,304.167,233,224.633,187.417,333.917,344.583,269.233,343.6,372.3,209.6,143.367,300.067,0,269.15,320.533,308,189.817,233.867,344.383,168.717,270.117,66.25,291.417,385.95,291.383,348.333,383.367,128.783,208,375.8,221.083,282.5,203.467,312.783,288.933,319.467,344.733,266.25,50.5,294.883,182.617,196.167,115.717,365.617,287.55,196.1,411.433,355.35,364.417,392.967,362.517,283.15,274.6
"Knox",76.283,250.167,223.983,295.217,233.417,78.45,301.583,201.117,20.333,135.883,122.2,53.583,96.533,71.65,234.15,280.067,256.767,44.283,99.733,128.917,153.033,171.533,147.733,128.417,199.567,153.417,107.9,75,226.417,23.417,106.183,157.183,147.667,92.883,143.133,175.067,112.9,203.983,96.417,148,37.383,123.183,79.15,209.4,70.2,80.867,70.7,78.633,108.583,72.833,138.183,224.567,270.183,0,56.817,44.283,182.433,92.117,94.433,181.95,44.333,325.167,60.683,122.233,64.5,84.617,119.65,193.983,108,125.85,57.017,33.683,165.033,49.067,195.283,55.75,81.017,111.917,309.517,31.167,163.15,176.7,374.633,115.65,22.233,188.567,150.667,91.633,100.7,138.35,107.9,117.75,9.267
"Lancaster",39.983,302.117,275.933,347.167,285.367,131.333,353.55,250.033,72.283,187.833,85.867,93.283,60.2,124.533,286.1,332.017,308.717,96.283,86.35,115.133,204.983,134.267,117,87.8,251.517,151.033,88.817,34.4,278.383,80.55,158.133,209.133,199.617,81.883,195.083,227.017,164.85,255.933,148.367,199.95,94.517,175.133,131.1,261.35,51.633,46.117,122.65,78.533,67.983,124.783,190.133,276.517,322.133,61.3,0,13.6,234.383,144.067,122.033,233.9,96.283,377.117,113.583,81.617,119.133,37.1,79.033,245.933,159.95,153.433,108.967,86.567,216.983,48.817,247.233,58.3,44.667,163.867,361.467,38.367,215.1,228.65,426.583,122.217,64.233,240.517,127.3,58.4,64.367,135.967,88.817,169.717,62.733
"Lincoln",44.1,288.517,262.333,333.55,271.767,118.3,339.933,236.417,58.667,174.233,86.65,81.733,60.983,111.5,272.5,318.417,295.117,82.683,77.467,97.733,191.367,136,112.183,93.15,237.9,142.15,79.933,39.733,264.767,66.95,144.533,195.533,186,68.283,181.467,213.417,151.25,242.333,134.767,186.35,80.9,161.533,117.5,247.75,38.017,48.683,109.05,64.917,73.317,111.183,176.533,262.917,308.533,47.7,12.533,0,220.783,130.467,110.483,220.3,82.683,363.517,100.533,86.95,105.533,43.583,84.367,232.317,146.35,141.883,95.35,73.533,203.367,37.267,233.633,44.7,45.467,150.25,347.867,26.817,201.5,215.05,412.983,113.333,52.683,226.917,119.483,56.083,65.15,127.083,79.933,156.1,49.117
"Logan",253.467,164.533,103.517,213.9,194.05,183.65,180.733,205.033,179.683,94.983,279.417,185.75,273.717,174.917,150.217,164.083,175.45,190.317,235.267,259.833,109.267,305.15,289.067,305.6,118.25,271.45,232.55,252.183,172.017,201.85,165.433,94.017,139.35,271.317,61.433,164.017,101,122.667,137.783,59.667,217.633,146.467,138.083,155,247.383,258.05,131.417,257.067,285.767,124.317,69.717,151.117,188.867,182.6,234,221.45,0,104.75,213.817,61.5,161.65,243.85,163.733,299.417,204.85,261.8,296.817,112.85,121.45,239.483,134.55,174.467,134.35,215.917,143.817,232.933,258.183,121.133,228.2,208.35,114.317,127.867,265.933,234.85,202.85,67.7,281.183,250.633,268.45,261.983,232.55,138.033,188.05
"Loup",162.217,211.5,165.183,257.683,152.367,118.25,220.533,156.817,88.433,81.583,210.133,105.15,182.467,100.667,195.483,199.017,219.233,95.4,154.667,191.067,96.6,236.15,219.75,214.35,162.033,209.283,163.767,160.933,187.75,110.6,75.933,119.667,109.733,180.067,62.067,136.4,75.367,166.45,73.333,110.467,124.567,85.267,48.9,170.733,156.133,166.8,55.267,165.817,194.517,25.617,100.65,143.517,232.667,91.35,142.75,130.2,105.483,0,145.65,123.15,71.383,287.633,89.483,208.167,115.35,170.55,205.567,156.45,69.333,178.267,45.033,88.3,126.35,135,114.233,141.683,166.933,56.683,271.983,117.1,125.633,139.167,305.75,166.867,107.933,107.517,212.683,172.683,186.633,194.217,163.767,76.8,96.8
