"","Adams","Antelope","Arthur","Banner","Blaine","Boone","Box Butte","Boyd","Brown","Buffalo","Burt","Butler","Cass","Cedar","Chase","Cherry","Cheyenne","Clay","Colfax","Cuming","Custer","Dakota","Dawes","Dawson","Deuel","Dixon","Dodge","Douglas","Dundy","Fillmore","Franklin","Frontier","Furnas","Gage","Garden","Garfield","Gosper","Grant","Greeley","Hall","Hamilton","Harlan","Hayes","Hitchcock","Holt","Hooker","Howard","Jefferson","Johnson","Kearney","Keith","Keya Paha","Kimball","Knox","Lancaster","Lincoln","Logan","Loup","Madison","McPherson","Merrick","Morrill","Nance","Nemaha","Nuckolls","Otoe","Pawnee","Perkins","Phelps","Pierce","Platte","Polk","Red Willow","Richardson","Rock","Saline","Sarpy","Saunders","Scotts Bluff","Seward","Sheridan","Sherman","Sioux","Stanton","Thayer","Thomas","Thurston","Valley","Washington","Wayne","Webster","Wheeler","York"
"Phelps",271.829,207.401,264.691,436.828,265.275,250.33,420.506,325.944,178.935,82.396,407.661,229.957,350.706,220.756,223.91,400.222,363.346,134.407,287.373,342.34,107.697,418.223,422.697,346.769,255.705,381.748,314.579,312.435,209.129,172.859,84.707,109.154,74.843,268.152,153.683,107.948,33.163,216.533,211.755,144.152,168.08,50.021,48.818,180.182,262.633,278.429,175.212,249.435,329.792,61.786,127.349,305.066,395.11,193.525,277.643,269.164,165.455,96.951,289.795,200.58,176.963,446.587,206.484,396.079,148.156,329.923,323.52,188.28,0,334.818,96.785,205.245,112.839,269.805,255.352,231.511,342.239,182.321,420.919,243.759,106.164,123.936,526.471,321.777,218.971,235.971,384.925,348.944,356.749,360.647,314.579,215.291,198.002
"Pierce",274.696,515.323,493.3,662.009,217.55,115.862,537.959,169.149,199.844,339.839,136.14,108.123,235.236,133.182,531.832,341.942,645.67,227.741,131.974,109.047,309.551,103.403,115.343,335.348,538.029,68.376,103.735,266.093,517.051,216.294,325.386,423.865,399.513,306.249,305.109,415.87,351.69,536.601,169.021,403.658,237.096,362.538,280.711,488.104,270.306,281.296,193.448,281.665,307.102,261.344,409.673,231.511,677.434,183.792,227.805,216.838,357.362,267.924,47.087,409.496,157.587,642.263,142.475,335.463,264.527,260.917,326.849,512.576,329.362,0,245.075,160.501,420.761,166.506,181.797,236.524,208.803,201.958,630.628,177.854,420.875,438.647,583.285,44.32,175.418,339.642,90.967,167.881,178.411,45.356,103.735,161.076,175.946
"Platte",231.918,278.686,310.378,482.515,286.514,161.21,466.193,292.037,89.815,129.009,318.541,140.837,261.586,131.636,295.195,421.461,409.033,106.964,198.253,253.22,146.25,329.103,333.577,316.405,301.392,292.628,225.459,223.315,280.414,136.907,88.749,187.228,162.876,251.389,174.922,179.233,115.053,299.964,122.635,189.839,157.709,125.901,44.074,251.467,227.528,238.518,86.092,232.672,274.67,38.04,173.036,326.305,440.797,104.405,188.523,180.044,211.142,72.869,200.675,246.267,87.843,492.274,117.364,306.959,143.75,240.803,294.417,275.939,92.725,245.698,0,116.125,184.124,180.685,276.591,193.813,253.119,127.285,466.606,154.639,184.238,202.01,572.158,232.657,129.851,262.188,295.805,259.824,267.629,271.527,225.459,159.264,108.882
"Polk",174.41,386.037,368.712,589.866,290.125,91.901,485.797,279.792,46.747,236.36,214.23,54.951,204.078,62.327,402.546,437.063,516.384,83.987,112.367,167.334,204.656,243.217,222.39,258.897,408.743,206.742,139.573,165.807,387.765,79.309,196.1,294.579,270.227,193.791,200.214,286.584,222.404,407.315,110.39,297.19,100.111,233.252,151.425,358.818,170.02,181.01,69.476,175.074,217.162,145.391,280.387,329.916,548.148,46.807,131.015,122.536,252.467,131.528,114.789,304.601,22.652,599.625,48.055,249.451,120.773,183.295,236.909,383.29,200.076,159.812,115.789,0,291.475,92.98,280.202,136.305,195.611,132.572,573.957,77.181,291.589,309.361,620.62,146.771,50.818,287.48,209.919,147.27,166.373,185.641,139.573,147.019,38.961
"Red Willow",362.366,94.561,242.644,398.129,358.463,336.573,381.75,419.132,265.178,145.668,493.904,316.2,436.949,306.999,111.07,391.914,324.647,225.766,373.616,428.583,170.969,504.466,508.94,416.968,217.006,467.991,400.822,398.678,96.289,264.218,145.324,67.249,77.893,338.351,209.08,44.481,84.377,153.266,297.998,125.194,258.617,109.823,140.177,67.342,340.824,359.817,261.455,319.634,399.991,153.145,140.585,398.254,356.411,279.768,363.886,355.407,186.266,188.31,376.038,178.533,263.206,407.831,292.727,431.028,218.355,416.166,393.719,135.332,113.228,421.061,183.028,291.488,0,356.048,348.54,322.048,428.482,275.509,382.163,330.002,84.786,33.204,487.715,408.02,305.214,227.745,471.168,435.187,442.992,446.89,400.822,308.479,284.245
"Richardson",110.47,450.578,482.27,654.407,359.497,132.332,555.169,326.585,98.71,300.901,152.335,80.351,128.327,131.699,467.087,499.378,580.925,148.571,73.83,113.241,274.028,193.066,160.495,194.957,473.284,168.119,100.95,101.867,452.306,111.349,260.641,359.12,334.768,154.441,269.586,351.125,286.945,471.856,179.762,361.731,132.151,297.793,215.966,423.359,106.08,117.07,138.848,129.857,153.222,209.932,344.928,388.947,612.689,78.847,58.786,52.277,321.839,229.234,122.248,418.159,103.581,664.166,117.427,185.511,185.357,111.163,172.969,447.831,264.617,167.271,180.33,93.01,356.016,0,339.233,84.716,119.86,201.944,638.498,26.046,356.13,373.902,689.992,124.928,67.858,356.852,154.907,85.375,104.478,147.018,100.95,216.391,71.533
"Rock",458.21,405.537,319.699,488.408,36.581,206.243,364.358,99.038,316.107,213.906,311.106,266.735,410.202,223.563,423.116,160.973,457.859,323.885,311.28,284.013,183.618,275.148,290.309,510.314,386.306,226.444,283.041,449.607,444.823,363.199,319.729,328.454,320.367,477.681,170.697,343.642,272.614,384.878,183.6,271.85,384.001,283.392,274.308,415.876,453.82,464.81,210.736,458.964,500.962,229,287.712,50.542,525.711,330.697,414.815,406.336,198.918,193.601,221.648,264.808,258.53,461.294,243.164,510.429,360.671,435.883,520.709,360.125,255.207,181.82,276.215,280.232,348.533,338.685,0,420.105,383.769,147.639,449.659,343.053,301.507,319.279,402.316,219.286,316.69,166.041,273.298,342.847,353.377,232.287,283.041,157.513,304.833
"Saline",40.317,416.628,496.183,668.32,430.071,199.323,604.062,415.366,112.623,314.814,200.233,150.389,143.278,198.69,433.137,565.018,594.838,97.184,143.868,179.254,332.055,258.692,215.269,127.732,487.197,238.157,170.988,91.059,418.356,59.026,211.063,373.033,285.338,61.514,318.479,317.175,300.858,485.769,245.964,375.644,69.928,245.237,182.531,389.409,31.121,46.917,205.05,43.322,93.189,223.845,358.841,469.862,626.602,91.962,70.707,62.81,396.947,243.147,192.286,432.072,157.211,678.079,184.418,124.226,124.09,108.323,104.483,461.744,231.535,237.309,194.243,136.31,322.066,84.736,420.148,0,134.811,268.146,652.411,58.69,370.043,387.815,757.963,194.966,99.402,405.745,220.92,141.516,149.321,217.056,170.988,282.593,96.423
"Sarpy",111.108,523.476,555.168,727.305,419.952,204.701,663.047,371.551,171.608,373.799,77.644,157.357,26.926,213.363,539.985,544.344,653.823,221.469,112.85,127.202,391.04,185.055,137.608,127.038,546.182,197.132,118.501,89.529,525.204,184.247,333.539,432.018,407.666,174.48,377.464,424.023,359.843,544.754,256.287,434.629,205.049,370.691,288.864,496.257,133.033,119.332,215.373,169.406,113.219,282.83,417.826,433.913,685.587,151.745,69.842,79.684,455.932,302.132,182.221,491.057,216.196,737.064,193.952,123.858,258.255,63.106,129.038,520.729,337.515,209.507,253.228,195.295,428.914,118.987,384.199,142.566,0,278.469,711.396,107.152,429.028,446.8,816.948,171.133,148.776,464.73,157.777,43.184,41.361,176.031,118.501,277.735,155.408
"Saunders",306.278,338.02,274.282,499.912,157.552,118.061,367.477,175.211,164.175,140.514,273.065,146.594,313.514,104.438,355.599,304.49,426.43,171.953,194.5,229.834,110.226,295.286,280.314,390.765,318.789,246.582,202.073,297.675,371.792,211.267,198.383,271.758,247.336,325.749,105.784,270.611,199.583,317.361,45.711,204.333,232.069,210.361,153.708,342.845,301.888,312.878,63.096,307.032,349.03,117.846,220.195,197.343,458.194,178.765,262.883,254.404,158.037,82.447,168.409,210.171,110.89,478.014,90.167,381.319,208.739,315.163,368.777,292.608,182.176,201.958,127.009,132.592,275.502,201.934,147.629,268.173,278.452,0,453.221,209.734,268.768,286.54,502.3,200.391,183.371,169.16,271.178,256.224,262.884,241.832,202.073,41.36,171.514
"Scotts Bluff",690.084,310.11,225.723,42.059,485.399,540.612,86.16,515.685,547.981,397.307,695.616,599.003,719.752,557.932,273.024,289.387,90.395,565.13,656.419,652.385,416.185,723.966,702.865,774.571,178.736,675.262,624.624,681.481,330.441,595.073,509.345,334.143,445.961,709.555,376.685,426.136,387.721,228.476,501.226,287.808,583.152,473.092,463.924,357.2,685.694,696.684,502.539,690.838,732.836,436.035,300.312,427.62,73.492,562.571,646.689,638.21,346.232,471.2,590.96,301.432,546.009,25.828,575.53,765.125,572.794,698.969,752.583,257.321,420.678,630.638,465.831,574.291,381.654,638.851,449.646,651.979,711.285,453.651,0,612.805,351.68,369.452,105.712,622.942,588.017,284.48,693.729,717.99,725.795,664.383,624.624,463.525,567.048
"Seward",96.842,424.532,456.224,628.361,367.364,140.199,564.103,330.46,72.664,274.855,173.315,91.699,116.36,139.566,441.041,525.059,554.879,122.525,85.178,137.342,292.096,217.167,184.596,181.329,447.238,179.467,112.298,88.239,426.26,85.303,234.595,333.074,308.722,128.395,278.52,325.079,260.899,445.81,187.629,335.685,106.105,271.747,189.92,397.313,92.452,103.442,146.715,103.811,139.594,183.886,318.882,392.822,586.643,52.801,46.819,40.31,356.988,203.188,133.596,392.113,104.069,638.12,125.294,171.883,159.311,105.727,159.341,421.785,238.571,178.619,154.284,77.186,329.97,26.046,343.108,58.67,107.893,209.811,612.452,0,330.084,347.856,718.004,136.276,41.812,365.786,179.008,109.476,122.403,158.366,112.298,224.258,45.487
"Sheridan",407.223,141.346,196.359,367.98,330.65,336.515,351.658,391.319,265.12,123.283,493.846,316.142,436.891,306.941,159.653,345.629,294.498,240.571,373.558,428.525,148.584,504.408,508.882,491.71,186.857,467.933,400.764,398.62,153.27,312.212,190.871,17.536,131.447,374.316,171.33,59.294,73.207,124.915,297.94,78.909,274.244,156.185,154.982,124.323,402.833,413.823,261.397,355.599,449.975,153.174,94.3,315.139,326.262,279.71,363.828,355.349,139.981,188.339,375.98,132.248,263.148,377.739,292.669,482.264,254.32,416.108,469.722,96.662,106.164,421.003,182.97,291.43,84.895,355.99,302.695,369.118,428.424,268.59,352.071,329.944,0,28.622,457.623,407.962,305.156,181.46,471.11,435.129,442.934,446.832,400.764,286.062,284.187
"Sherman",424.995,159.118,214.131,385.752,348.422,354.287,369.43,409.091,282.892,141.055,511.618,333.914,454.663,324.713,144.275,363.401,312.27,258.343,391.33,446.297,166.356,522.18,526.654,509.482,204.629,485.705,418.536,416.392,129.494,329.984,165.326,35.308,97.895,358.353,189.102,64.483,90.979,142.687,315.712,96.681,292.016,129.825,172.754,100.547,420.605,431.595,279.169,339.636,467.747,170.946,112.072,332.911,344.034,297.482,381.6,373.121,157.753,206.111,393.752,150.02,280.92,395.511,310.441,500.036,238.357,433.88,487.494,114.434,123.936,438.775,200.742,309.202,33.204,373.762,320.467,386.89,446.196,286.362,369.843,347.716,28.622,0,475.395,425.734,322.928,199.232,488.882,452.901,460.706,464.604,418.536,303.834,301.959
"Sioux",796.197,416.223,284.681,150.25,438.14,589.282,134.83,468.426,654.094,500.291,712.665,640.084,825.865,606.602,379.137,242.128,196.508,671.243,690.602,685.572,464.855,676.707,691.868,880.684,284.849,628.003,673.294,787.594,436.554,701.186,615.458,440.256,552.074,815.668,425.355,532.249,493.834,334.589,549.896,393.921,689.265,579.205,570.037,463.313,791.807,802.797,551.209,796.951,838.949,542.148,406.425,380.361,181.683,668.684,752.802,744.323,423.17,512.349,623.207,350.102,599.003,99.228,592.489,871.238,678.907,805.082,858.696,363.434,526.791,583.379,571.944,620.705,487.767,690.047,402.387,758.092,817.398,502.321,105.693,718.918,457.793,475.565,0,620.845,694.13,333.15,674.857,748.097,758.627,633.846,673.294,512.195,673.161
"Stanton",230.976,502.527,455.008,706.356,255.068,103.066,536.773,206.667,187.048,321.24,102.969,95.327,197.128,120.386,519.036,379.46,632.874,214.945,83.209,75.876,290.952,106.334,82.172,297.24,525.233,69.859,54.97,222.373,504.255,203.498,312.59,411.069,386.717,264.788,286.51,403.074,338.894,523.805,156.225,413.68,224.3,349.742,267.915,475.308,226.586,237.576,180.652,240.204,268.994,248.548,396.877,269.029,664.638,170.996,180.48,172.783,338.763,255.128,33.928,390.897,144.791,647.31,129.679,297.355,251.731,222.809,288.741,499.78,316.566,44.623,232.279,147.705,407.965,125.045,219.315,195.063,170.695,200.386,622.517,136.393,408.079,425.851,620.803,0,162.622,338.456,73.036,129.773,140.303,48.758,54.97,159.89,163.15
"Thayer",137.505,399.72,431.412,603.549,341.01,113.845,523.564,304.106,43.979,250.043,214.927,83.334,157.972,113.212,416.229,484.52,530.067,97.713,127,179.164,267.284,258.989,226.418,221.992,422.426,221.289,154.12,128.902,401.448,60.429,209.783,308.262,283.91,156.789,237.981,300.267,236.087,420.998,161.275,310.873,81.231,246.935,165.108,372.501,133.115,144.105,120.361,132.205,180.257,159.074,294.07,366.468,561.831,27.927,94.11,85.631,290.234,162.649,131.384,367.301,77.715,613.308,98.94,212.546,134.499,146.39,200.004,396.973,213.759,176.407,129.472,50.832,305.158,67.868,316.754,99.4,149.505,183.457,587.64,41.821,305.272,323.044,693.192,163.366,0,325.247,220.83,151.298,164.015,200.188,154.12,197.904,19.133
"Thomas",443.807,240.965,153.657,322.366,201.794,256.131,198.316,264.251,301.704,167.14,411.135,306.933,473.475,273.451,258.544,165.619,291.817,309.482,357.451,367.904,131.704,432.97,418.384,528.294,221.734,384.266,340.143,435.204,296.101,348.796,305.326,163.882,261.277,463.278,92.204,272.208,203.037,220.306,216.745,107.278,369.598,268.989,259.905,267.154,439.417,450.407,218.058,444.561,486.559,214.597,123.14,178.485,361.139,316.294,400.412,391.933,90.019,179.198,306.479,98.722,265.852,308.853,259.338,518.848,346.268,452.692,506.306,195.553,235.994,339.642,261.812,287.554,227.726,356.896,166.041,405.702,465.008,169.17,284.06,366.528,181.419,199.191,333.139,338.461,325.066,0,409.248,414.946,425.476,379.902,340.143,179.044,320.771
"Thurston",231.213,565.163,525.805,768.992,308.577,173.863,607.57,247.584,251.632,392.037,85.345,154.433,183.838,191.183,581.672,432.969,695.51,277.581,110.233,57.649,361.749,42.551,45.563,283.95,587.869,53.8,71.725,215.611,566.891,264.271,375.226,473.705,449.353,268.27,357.307,465.71,401.53,586.441,227.022,476.316,285.073,412.378,330.551,537.944,226.823,237.813,243.288,263.196,255.704,311.184,459.513,322.538,727.274,231.769,175.455,173.02,409.56,317.764,105.088,461.694,207.427,718.107,200.476,284.065,314.367,209.519,275.451,562.416,379.202,91.026,294.915,210.341,470.601,154.867,272.824,236.356,157.405,271.183,693.314,178.968,470.715,488.487,674.312,73.056,220.78,409.253,0,116.483,127.013,45.669,71.725,230.687,224.455
"Valley",121.491,533.859,492.294,737.688,378.007,162.756,612.673,329.606,181.991,384.182,66.678,115.412,68.139,171.418,550.368,502.399,664.206,231.852,70.905,85.257,328.238,139.086,95.663,168.251,556.565,155.187,76.556,99.912,535.587,194.63,343.922,442.401,418.049,184.863,323.796,434.406,370.226,555.137,223.543,445.012,215.432,381.074,299.247,506.64,143.416,129.715,193.058,179.789,140.005,293.213,428.209,391.968,695.97,162.128,80.225,90.067,376.049,268.128,140.276,428.183,157.791,747.447,162.429,168.366,268.638,93.82,159.752,531.112,347.898,167.562,263.611,147.22,439.297,85.325,342.254,152.949,41.706,252.596,721.779,109.426,439.411,457.183,747.496,129.188,151.238,414.356,115.832,0,20.954,134.086,76.556,235.79,165.791
"Washington",139.901,552.269,583.961,756.098,388.077,172.826,622.743,339.676,200.401,402.592,53.666,125.482,67.198,181.488,568.778,512.469,682.616,250.262,80.975,95.327,347.148,140.161,105.733,167.31,574.975,165.257,86.626,118.322,553.997,213.04,362.332,460.811,436.459,203.273,342.706,452.816,388.636,573.547,233.613,463.422,233.842,399.484,317.657,525.05,161.826,148.125,211.968,198.199,139.064,311.623,446.619,402.038,714.38,180.538,98.635,108.477,394.959,288.813,150.346,519.85,178.476,765.857,172.499,167.425,287.048,92.879,158.811,549.522,366.308,177.632,282.021,166.13,457.707,104.235,352.324,171.359,40.765,262.666,740.189,135.945,457.821,475.593,757.566,139.258,177.569,424.426,125.902,20.949,0,144.156,86.626,245.86,184.201
"Wayne",253.046,540.88,496.517,744.709,262.907,144.575,578.282,214.506,222.862,362.749,103.011,130.15,202.107,161.895,557.389,387.299,671.227,253.298,105.279,75.918,332.461,58.046,82.214,302.219,563.586,21.571,77.04,233.88,542.608,239.312,350.943,449.422,425.07,286.858,328.019,441.427,377.247,562.158,197.734,452.033,260.114,388.095,306.268,513.661,248.656,259.646,219.005,262.274,273.973,286.901,435.23,276.868,702.991,206.81,193.724,194.853,380.272,293.481,75.8,432.406,183.144,687.62,171.188,302.334,290.084,227.788,293.72,538.133,354.919,45.356,270.632,186.058,446.318,147.115,227.154,217.133,175.674,241.895,664.026,158.463,446.432,464.204,628.642,48.773,200.275,379.965,45.61,134.752,145.282,0,77.04,201.399,198.964
"Webster",178.358,494.85,456.69,698.679,328.53,104.748,538.455,270.395,176.832,322.922,73.344,84.12,144.51,122.068,511.359,443.188,625.197,207.268,57.378,30.113,292.634,109.938,81.504,244.622,517.556,98.161,0,169.755,496.578,193.282,304.913,403.392,379.04,215.415,288.192,395.397,331.217,516.128,157.907,406.003,214.084,342.065,260.238,467.631,173.968,184.958,172.975,210.341,216.376,240.871,389.2,332.757,656.961,160.78,127.862,120.165,340.445,247.451,66.058,392.579,137.114,648.992,131.361,244.737,244.054,170.191,236.123,492.103,308.889,104.015,224.602,140.028,400.288,101.085,283.043,171.103,118.077,202.068,624.199,112.433,400.402,418.174,673.278,54.97,154.245,340.138,71.779,77.155,87.685,77.06,0,161.572,152.934
"Wheeler",320.725,376.747,332.702,501.411,167.436,77.565,377.361,155.239,178.622,179.241,232.569,138.057,303.735,94.885,394.326,314.374,465.157,186.4,178.885,189.338,148.953,254.404,239.818,405.212,357.516,205.7,161.577,312.122,404.762,225.714,239.299,289.055,280.306,340.196,144.511,303.581,232.553,356.088,38.179,243.06,246.516,243.331,194.624,375.815,316.335,327.325,77.543,321.479,363.477,150.816,258.922,207.227,496.921,193.212,277.33,268.851,196.764,115.417,127.913,248.898,125.337,487.898,97.743,395.766,223.186,329.61,383.224,331.335,215.146,161.076,158.988,147.039,308.472,216.381,157.513,282.62,277.302,41.36,463.105,224.181,286.065,303.837,512.184,159.895,197.818,179.044,230.682,236.38,246.91,201.336,161.577,0,185.961
"York",134.85,379.04,410.732,582.869,344.62,102.107,518.611,292.368,27.172,229.363,221.473,71.596,164.518,101.474,395.549,479.567,509.387,77.033,125.918,182.639,246.604,256.682,236.509,219.337,401.746,220.207,153.038,126.247,380.768,39.749,189.103,287.582,263.23,154.231,233.028,279.587,215.407,400.318,149.537,290.193,60.551,226.255,144.428,351.821,130.46,141.45,108.623,135.514,177.602,138.394,273.39,354.73,541.151,7.247,91.455,82.976,311.496,157.696,131.917,346.621,63.526,592.628,87.202,209.891,113.819,143.735,197.349,376.293,193.079,176.94,108.792,39.094,284.478,71.343,305.016,96.745,156.051,171.719,566.96,45.296,284.592,302.364,672.512,163.899,18.933,320.294,224.305,162.756,170.561,199.106,153.038,186.166,0
