"","Allen","Anderson","Atchison","Barber","Barton","Bourbon","Brown","Butler","Chase","Chautauqua","Cherokee","Cheyenne","Clark","Clay","Cloud","Coffey","Comanche","Cowley","Crawford","Decatur","Dickinson","Doniphan","Douglas","Edwards","Elk","Ellis","Ellsworth","Finney","Ford","Franklin","Geary","Gove","Graham","Grant","Gray","Greeley","Greenwood","Hamilton","Harper","Harvey","Haskell","Hodgeman","Jackson","Jefferson","Jewell","Johnson","Kearny","Kingman","Kiowa","Labette","Lane","Leavenworth","Lincoln","Linn","Logan","Lyon","Marion","Marshall","McPherson","Meade","Miami","Mitchell","Montgomery","Morris","Morton","Nemaha","Neosho","Ness","Norton","Osage","Osborne","Ottawa","Pawnee","Phillips","Pottawatomie","Pratt","Rawlins","Reno","Republic","Rice","Riley","Rooks","Rush","Russell","Saline","Scott","Sedgwick","Seward","Shawnee","Sheridan","Sherman","Smith","Stafford","Stanton","Stevens","Sumner","Thomas","Trego","Wabaunsee","Wallace","Washington","Wichita","Wilson","Woodson","Wyandotte"
"Sheridan",258.8,319.7,302.867,387.7,162.717,361.65,279.55,249.65,175.217,339.083,371.483,147.633,223.2,220.2,242.7,304.933,170.483,280.6,367.533,21.433,183.383,317.95,170.6,162.667,268.983,82.183,145.667,124.283,162.683,379.833,202.167,52.933,54.133,232.333,139.95,322.45,98.067,300.133,266.333,89.533,150.433,126.167,228.067,290.817,145.9,182.1,138.517,237.067,260.633,369.233,316.3,311.967,166.567,204.35,56.967,203.517,225.067,214.683,194.65,172.317,330.817,180.733,337.2,293.2,164.417,260.467,390.95,101.15,45.5,360.617,116.733,295.517,155.517,74.85,233.9,203.7,50.967,279.35,170.983,186.25,221.833,85.983,117.9,114.3,167.333,336.85,227.267,172.267,300.767,0,227.35,19.133,191.6,181.917,190.017,268.433,159.633,68.8,230.3,80.017,192.3,235.717,129.8,313.35,299.417
"Sherman",85.917,147.333,119.433,214.083,121.467,189.283,108.467,127.4,145.233,221.983,234.117,135.317,89.95,134.967,144.75,131.45,149.1,178.033,220.5,230.95,60.317,139.367,170.55,202.817,96.6,160.4,108.233,271.417,244.283,212.517,40.633,208.133,198.433,15.6,203.683,150.067,189.967,146.417,190.617,136.65,292.933,219.583,10,117.8,100.567,338.733,294.45,168.933,230.5,231.017,143.933,138.583,315.617,47.483,170.467,49.833,92.117,46.133,109.417,280.5,158.433,132.983,206.117,200.667,93.15,89.383,252.733,211.133,197.067,188.25,122.583,123.15,184.383,164.733,41.1,187.033,256.983,106.983,103.967,68.133,14.15,151.017,174.317,129.45,79.4,164.483,137.383,166.2,128.4,227.317,0,243.783,170.7,341.117,326.367,178.567,119.033,173.883,42.85,256.117,51.767,145.833,114.117,153.133,127.033
"Smith",266.917,327.833,311,395.833,170.85,369.783,295.767,257.767,183.35,347.217,379.6,155.767,231.333,228.333,250.833,313.05,178.6,288.717,375.667,37.65,191.5,334.167,178.717,170.8,277.1,90.3,153.8,117.05,170.817,387.95,210.3,57.133,70.35,237.267,148.067,330.567,114.283,308.267,274.467,105.75,143.2,134.3,244.283,298.95,162.117,174.867,131.283,245.183,268.767,377.35,324.433,320.1,159.317,220.567,73.183,211.65,233.2,230.9,202.783,176.517,338.933,188.85,345.333,301.317,172.55,276.683,399.083,109.267,61.717,368.75,126.283,303.65,163.633,91.067,242.033,211.833,53.1,287.483,187.2,202.467,238.05,93.85,126.033,122.433,175.467,344.983,235.383,180.383,308.9,17.967,243.567,0,199.733,174.683,182.783,276.567,167.767,76.917,238.433,72.783,208.517,243.833,137.917,321.483,307.533
"Stafford",158.983,203.883,235.55,235.533,116.533,227.867,245.267,101.3,50.85,186.917,219.317,67.767,112.417,47.233,90.533,176.8,30.467,128.417,215.367,207.733,119.983,255.467,32.5,45.7,196.283,116.833,80.567,134.017,88.5,227.667,138.767,164.567,167.867,165.733,76.317,206.983,192.683,151.8,84.917,161.35,136.05,92.217,174.883,223.5,163.35,181.833,158.383,55.65,89.217,217.067,203.817,241.317,158.717,173.85,173.617,140.117,105.067,206.667,71.917,123.6,228.167,61.783,185.033,111.933,113.35,238.45,238.783,103.417,187.25,245.333,134.55,186.65,57.017,167.45,170.5,32.283,217.783,208.7,179.867,147.7,163.333,142.75,77.783,85.317,99.75,228.283,73.867,29.05,222.083,193.15,172.117,197.933,0,184.217,169.467,107.017,70.983,130.333,166.9,212.55,185.233,83.55,85.8,165.017,228.767
"Stanton",339.35,384.25,407.983,413.683,272.7,408.25,413.783,281.683,220.767,359.217,397.467,223.883,292.8,227.617,268.683,357.183,206.833,300.717,393.517,204.767,288.5,427.917,178.733,141.4,376.667,209.233,236.75,84.683,121.467,405.817,307.283,161.15,231.383,334.25,145.283,387.35,281.417,332.183,240.65,272.883,58.683,131.95,343.4,395.933,319.517,5.817,54.55,213,227.4,395.217,384.2,417.083,28.45,342.367,240.3,308.633,285.45,375.183,252.3,101.683,408.55,233.683,363.183,261.75,269.533,406.967,416.933,155.4,228.833,425.717,280.7,367.033,173.6,258.2,339.017,178.7,187.233,384.467,348.717,316.55,331.85,248.867,184.417,231.483,272.45,408.667,254.25,185.3,402.467,185.1,340.617,177.867,185.467,0,55.283,268.967,234.917,195.117,335.417,108.65,353.75,256.483,241.983,345.4,404.533
"Stevens",323.55,367.667,392.167,390.533,256.9,388.9,397.967,262.333,204.95,326.817,374.317,208.067,276.983,211.817,245.533,340.6,191.033,268.317,370.367,208.65,272.683,412.1,162.917,125.6,358.35,196.383,220.933,72.717,105.65,382.667,291.467,150.15,221.6,318.433,132.717,370.767,287.9,312.817,202.217,272.6,47.183,117.533,327.583,380.133,303.717,53.6,57.75,189.85,188.95,372.067,367.617,401.283,31.75,326.55,239.833,292.817,269.633,359.383,236.483,62.767,391.967,217.867,340.033,223.3,253.717,391.15,393.783,142.567,232.717,406.367,264.9,350.45,157.8,262.667,323.217,155.55,202.35,368.65,332.9,300.733,316.05,237.967,168.6,215.667,256.65,392.067,238.433,169.5,385.883,188.967,324.817,181.733,169.65,56,0,237.033,219.1,182.267,319.6,157.033,337.95,233.333,226.167,326.05,388.717
"Sumner",120.183,164.433,194.367,192,155.05,185.65,208.25,59.1,121.233,107.05,175.783,149.483,106.783,78.85,47,137.367,132.217,48.567,171.833,284.883,124.283,214.3,134.217,147.35,155.117,193.983,140,225.783,148.233,184.133,142.6,241.717,245.017,169.567,178.033,167.533,270.95,109.583,34.683,217.65,220.5,184.083,178.717,182.333,181.567,266.283,250.15,57.917,73.45,176.133,164.367,200.15,243.167,185.583,251.45,135.833,91.733,214.85,87.033,175.233,188.717,105.317,139,29.933,130.917,222.183,185.65,205.133,264.4,203.117,193.567,147.2,158.717,245.717,174.333,90.983,294.933,167.533,190.717,158.55,167.017,219.9,179.5,163.033,110.6,188.833,56.5,130.767,182.633,270.3,175.933,275.083,107.333,268.683,236.3,0,126.067,207.483,170.733,289.7,196.967,39.983,147.7,122.8,187.583
"Thomas",142.133,193.367,185.583,247.567,50.3,236.067,191.383,109.517,26.2,198.95,231.35,30.833,93.783,66.1,102.567,166.3,43.167,140.467,227.4,175.717,66.1,205.517,64.383,96.65,151.683,84.817,13.917,165.233,139.833,239.7,84.883,132.55,135.85,111.85,97.5,196.467,160.667,160,106.683,112.1,186.767,113.417,121,173.533,97.117,232.55,188.267,77.417,142,229.1,193.317,194.683,209.433,119.967,141.583,86.233,86.45,152.783,46.933,174.317,213.517,21.083,197.067,133.717,47.133,184.567,250.817,103.867,155.217,243.333,85.3,176.15,78.2,135.417,116.617,90.083,185.767,162.067,126.317,94.15,109.45,110.717,67.05,53.867,50.05,217.783,87.133,60.033,183.483,161.133,118.217,165.917,69.517,234.95,220.2,125.883,0,98.3,113.017,180.533,131.35,95.583,34.433,173.217,182.133
"Trego",196.717,257.617,240.8,325.633,100.633,299.583,246.583,187.567,113.133,277,309.4,85.55,161.117,158.117,180.617,242.85,108.4,218.517,305.467,83.233,121.3,260.717,108.517,100.583,206.9,20.1,83.583,116.9,101.317,317.75,140.083,40.067,40.817,167.05,78.567,260.367,107.2,238.05,204.25,91.633,144.1,64.8,176.2,228.75,140.783,191.283,139.933,174.983,198.567,307.15,254.233,249.9,167.967,175.167,59.05,141.45,162.983,208,132.583,136.233,268.733,118.65,275.117,231.117,102.333,239.767,328.867,39.767,60.183,298.533,90.667,233.433,93.433,81.967,171.833,141.633,93.283,217.267,173.083,149.35,164.667,58.233,55.817,52.217,105.267,274.767,165.183,110.183,238.683,68.65,173.433,73.433,129.517,193.683,182.1,206.35,97.567,0,168.217,88.067,186.567,173.633,67.717,251.283,237.333
"Wabaunsee",61.067,109.883,93.05,176.633,116.217,151.833,98.85,122.383,139.983,202.617,196.667,130.067,84.933,129.717,138.95,94,143.85,173.017,183.05,246.05,55.067,112.983,165.3,197.567,59.167,155.15,102.983,266.15,239.017,175.083,36.833,202.883,206.183,36.167,198.433,112.617,223.3,117.8,185.6,170,287.683,214.333,45.317,81,133.917,333.467,289.2,163.683,225.483,193.567,106.483,102.15,310.35,82.8,203.8,44.817,87.1,71.083,104.167,275.233,121,127.733,168.683,195.65,92.067,90.167,215.3,205.883,230.417,150.8,155.933,85.7,179.117,198.067,24.717,181.783,256.1,69.533,139.283,101.483,42.983,184.367,169.067,124.2,74.15,127.033,132.367,160.95,90.95,231.467,42.533,236.25,165.433,335.867,321.117,172.683,113.767,168.633,0,250.867,87.083,140.817,108.867,115.7,89.6
"Wallace",279.117,340.033,323.2,408.033,183.05,381.983,329,269.967,195.55,359.417,391.8,167.967,243.533,240.533,263.033,325.25,190.8,300.917,387.867,100.55,203.7,343.117,190.917,183,289.3,102.5,166,123.967,183.017,400.15,222.5,70.183,127.167,249.467,160.267,342.767,177.2,320.467,286.667,168.65,150.117,146.5,258.617,311.15,225.033,105.333,103.017,257.383,280.967,389.55,336.633,332.3,126.983,257.567,136.083,223.85,245.4,293.8,214.983,189.85,351.133,201.05,357.533,313.517,184.75,322.183,411.283,121.467,124.617,380.95,177.083,315.85,175.833,153.967,254.233,224.033,83.017,299.683,250.1,231.75,247.067,144.65,138.233,134.633,187.667,357.183,247.583,192.583,321.1,80.867,255.833,73.633,211.933,105.15,153.817,288.767,179.967,89.117,250.633,0,271.417,256.033,150.117,333.683,319.733
"Washington",129.333,190.733,123.183,257.5,131.3,232.7,87.55,161.45,157.833,256.033,277.533,147.917,113.833,147.567,170.833,174.867,161.7,208.733,263.917,184.717,72.417,125.933,183.15,215.417,140.017,173,120.85,284.017,256.883,255.933,74.683,220.733,165.333,59,216.283,193.483,143.717,189.833,208.633,109.267,305.55,232.183,43.717,140.1,67.45,351.333,307.05,181.533,246.117,274.417,187.35,147.967,328.217,12.333,136.867,83.883,125.767,22.667,122.033,293.1,201.85,145.583,249.533,218.667,97.817,68.467,296.15,223.733,150.817,231.65,112.15,166.55,196.983,118.483,74.067,199.633,210.733,150.383,52.817,47.983,57.433,140.583,186.917,142.05,92,207.9,155.4,178.8,172.467,193.717,51.8,210.2,183.3,353.733,338.967,196.567,131.633,186.5,86.25,271.083,0,163.85,126.717,196.55,166.783
"Wichita",95.617,139.85,169.8,162.717,123.2,161.067,183.683,34.517,92.65,111.133,146.5,119.133,74.933,52.2,17.717,112.783,107.733,52.65,142.55,253.033,92.433,189.717,112.583,124.617,130.533,162.133,109.65,212.667,135.117,154.85,111.767,209.867,213.167,138.733,156.4,142.95,239.1,85,52.633,185.783,207.383,172.3,147.883,157.75,149.7,253.167,237.05,44.8,92.517,144.233,139.8,175.567,230.05,153.733,219.6,105,59.883,184.017,55.167,170.867,164.133,76.367,112.217,62.683,99.05,197.6,165.967,181.3,232.533,178.533,161.7,122.633,137.1,213.867,143.5,77.867,263.083,142.95,158.85,126.683,136.183,188.033,155.683,131.183,78.75,164.25,28.45,109.133,158.067,238.45,145.1,243.233,82.85,255.567,231.933,40.483,95.733,175.617,139.9,257.85,165.117,0,115.85,98.233,163.017
"Wilson",137.2,198.1,181.267,266.1,41.117,240.05,187.067,128.05,48.083,217.483,249.883,32.833,101.6,100.8,121.1,183.333,49.583,158.983,245.933,146.217,61.783,201.2,71.017,103.3,147.367,55.317,21.15,171.883,146.483,258.233,80.567,103.05,106.35,107.533,104.15,200.833,132.217,178.533,141.383,80.967,193.417,120.067,116.683,169.217,87.933,239.2,194.917,112.1,155.05,247.633,194.7,190.367,216.083,115.65,113.133,81.917,103.467,148.467,73.05,180.967,209.217,55.767,215.6,168.4,42.817,180.25,269.35,103.583,125.717,239.017,54.15,173.917,84.85,106.967,112.3,98.117,156.267,157.75,122,89.833,105.133,82.267,69.6,24.367,45.733,215.25,105.65,66.683,179.167,131.633,113.9,136.417,86.017,241.6,226.833,146.833,34.683,68.8,108.7,151.033,127.033,114.117,0,191.75,177.817
"Woodson",79.683,52.117,138.883,87.633,199.533,62.833,149.733,64.017,169,98.25,83.433,195.483,125,134.717,89.133,24.167,185.95,113.983,72.633,329.383,150.267,158.817,194.35,206.4,73.95,238.467,186,294.7,227.017,84.917,132.033,286.217,289.517,145.283,238.167,58.267,315.45,34.417,143.383,262.133,296.733,254.067,154.433,126.85,226.05,342.517,319.067,136.7,183.267,80.317,66.167,129.8,319.4,191.917,295.933,140.017,106.067,179.317,131.517,262.767,102.183,152.717,55.433,148.6,175.4,163.65,102.05,257.65,308.883,80.3,238.05,67.233,218.867,290.2,132.95,169.767,339.417,109.817,235.2,203.033,152.1,264.383,232.017,207.533,155.1,79.867,109.3,190.9,102.667,314.8,151.65,319.583,164.617,344.917,323.833,122.867,172.067,251.967,114.683,334.2,196.2,96.683,192.183,0,110.533
"Wyandotte",87,75.133,58.333,106.267,186.167,81.467,86.283,141.8,209.95,196.167,126.583,200.033,154.95,195,154.6,91.05,213.817,191.267,116.283,316.017,125.033,76.567,235.267,267.533,71.567,225.1,172.95,336.117,292.467,104.7,106.8,272.85,276.15,120.033,268.383,64.967,302.4,130.9,208.85,249.1,357.65,284.3,129.183,58.9,213.017,403.433,359.15,202.167,248.717,156.95,64.833,39.683,380.317,166.683,282.9,114.783,138.767,145.1,174.333,328.217,50.617,197.9,156.017,214.067,162.033,124.467,156.033,275.85,295.517,80.433,224.683,53.283,249.083,277.167,107.7,235.233,326.05,30.267,219.667,185.367,126.85,251.017,239.033,194.167,144.117,65,177,230.917,15.917,301.433,126.417,306.217,229.383,405.833,389.283,188.333,183.733,238.6,89.45,320.833,168.3,162.15,178.817,112.733,0
