"","Alamance","Alexander","Alleghany","Anson","Ashe","Avery","Beaufort","Bertie","Bladen","Brunswick","Buncombe","Burke","Cabarrus","Caldwell","Camden","Carteret","Caswell","Catawba","Chatham","Cherokee","Chowan","Clay","Cleveland","Columbus","Craven","Cumberland","Currituck","Dare","Davidson","Davie","Duplin","Durham","Edgecombe","Forsyth","Franklin","Gaston","Gates","Graham","Granville","Greene","Guilford","Halifax","Harnett","Haywood","Henderson","Hertford","Hoke","Hyde","Iredell","Jackson","Johnston","Jones","Lee","Lenoir","Lincoln","Macon","Madison","Martin","McDowell","Mecklenburg","Mitchell","Montgomery","Moore","Nash","New Hanover","Northampton","Onslow","Orange","Pamlico","Pasquotank","Pender","Perquimans","Person","Pitt","Polk","Randolph","Richmond","Robeson","Rockingham","Rowan","Rutherford","Sampson","Scotland","Stanly","Stokes","Surry","Swain","Transylvania","Tyrrell","Union","Vance","Wake","Warren","Washington","Watauga","Wayne","Wilkes","Wilson","Yadkin","Yancey"
"Lee",89.675,383.5,118.763,119.393,270.873,305.222,311.116,251.426,120.944,180.545,365.041,281.115,145.245,215.887,338.139,311.116,170.145,225.248,28.976,443.671,309.31,80.229,189.622,357.306,170.495,65.975,361.161,369.232,217.52,172.294,149.248,80.319,234.418,84.734,470.243,211.949,289.499,75.068,127.039,79.515,104.024,196.285,223.29,21.929,142.657,305.52,260.495,330.937,232.28,224.688,110.993,289.973,0,264.872,277.405,176.436,144.125,231.278,309.78,232.707,245.447,76.567,29.328,137.654,228.376,135.621,211.255,95.054,291.717,322.665,196.24,305.52,127.647,197.519,357.306,76.096,90.088,113.267,90.088,163.36,327.113,109.055,89.635,249.327,214.093,202.6,464.869,415.717,309.51,174.226,181.454,68.463,172.258,236.53,352.489,146.385,220.445,139.518,157.811,363.214
"Lenoir",205.897,135.136,187.24,210.059,81.397,68.174,546.441,483.378,368.789,377.139,116.677,24.399,161.101,119.957,570.091,546.441,436.269,59.368,247.483,195.307,541.262,188.813,99.808,114.411,142.007,329.921,593.113,601.184,114.252,108.944,428.698,261.021,486.85,256.488,221.879,411.685,521.451,210.738,304.725,202.183,165.565,428.237,464.574,263.905,320.343,537.472,492.447,562.889,428.874,420.774,346.318,521.925,263.783,0,61.159,354.122,180.99,463.23,61.416,122.41,477.399,236.612,271.163,369.606,445.475,142.199,490.705,359,527.042,554.617,428.192,537.472,270.226,429.471,114.411,197.134,241.04,329.788,241.04,439.921,78.734,399.877,275.731,81.212,446.045,116.319,216.505,167.353,541.462,453.676,150.176,296.65,349.944,468.482,127.846,381.71,46.421,371.47,158.474,94.49
"Lincoln",218.36,170.094,141.171,150.794,140.184,123.79,558.904,495.841,309.524,317.874,151.635,67.709,101.836,41.007,582.554,558.904,377.004,60.096,259.946,230.265,553.725,201.276,100.536,99.913,135.514,278.663,605.576,613.647,46.943,109.672,441.161,273.484,427.585,268.951,256.837,424.148,533.914,223.201,317.188,214.646,178.028,440.7,405.309,276.368,332.806,549.935,504.91,575.352,369.609,433.237,358.781,534.388,276.246,61.681,0,366.585,193.612,475.693,96.374,63.145,489.862,168.124,216.04,382.069,386.21,154.821,455.433,358.472,539.505,567.08,440.655,549.935,282.689,441.934,99.913,190.964,181.775,270.523,181.775,380.656,78.954,370.572,216.466,21.608,458.508,152.653,251.463,202.311,553.925,404.569,90.911,309.113,362.407,480.945,181.924,394.173,99.087,383.933,171.096,149.808
"Macon",155.019,473.361,256.673,292.494,360.734,395.083,302.958,136.392,270.118,329.412,454.902,370.976,333.619,310.415,198.47,302.958,266.902,315.109,146.054,533.532,160.683,183.385,284.15,451.834,265.023,222.544,248.983,291.21,312.048,262.155,200.94,97.706,278.879,113.471,560.104,47.414,135.391,144.221,54.284,167.234,192.97,53.14,288.405,155.127,37.732,188.613,182.473,252.915,368.378,66.651,139.579,219.734,175.47,354.733,367.266,0,233.986,153.256,399.641,327.235,105.085,260.474,202.429,64.31,293.491,225.482,251.78,197.225,245.802,195.548,54.879,188.613,94.898,144.955,451.834,220.996,263.189,262.134,263.189,259.278,416.974,197.193,262.736,343.855,138.136,292.461,554.73,505.578,231.488,239.341,336.343,104.668,8.128,166.291,442.35,141.805,310.306,103.41,247.672,453.075
"Madison",86.864,299.576,123.881,181.367,186.825,221.174,427.408,364.345,266.128,323.467,281.117,197.191,194.434,157.589,451.058,427.408,344.54,141.324,128.721,359.747,422.229,70.051,117.261,278.866,125.838,211.159,474.08,482.151,151.884,88.37,309.665,141.988,394.835,137.455,386.319,292.652,334.398,91.705,185.692,83.421,42.771,309.204,383.707,145.143,201.31,418.439,373.414,443.856,375.202,301.741,227.285,402.892,145.021,180.824,193.481,235.089,0,344.197,225.856,188.05,358.366,130.318,164.869,250.573,388.793,43.479,371.672,240.238,408.009,435.584,309.159,418.439,100.355,310.438,278.866,90.84,181.825,276.116,181.825,308.544,243.189,280.844,222.059,204.67,327.012,93.882,380.945,331.793,422.429,334.643,197.158,177.617,230.911,349.449,320.66,262.677,136.397,252.437,46.131,279.29
"Martin",262.776,581.118,321.015,349.483,468.491,502.84,157.675,22.001,250.442,347.46,562.659,478.733,375.335,418.172,108.714,157.675,223.37,422.866,217.234,641.289,79.885,291.142,391.907,559.591,372.78,240.592,131.736,143.817,419.805,369.912,164.842,205.151,186.933,209.522,667.861,102.744,91.874,251.978,181.712,274.991,300.727,79.064,214.976,212.116,162.867,76.095,35.08,105.522,311.8,83.255,157.627,90.147,232.459,462.49,475.023,152.226,341.743,0,507.398,434.992,53.304,306.657,259.418,93.361,237.206,333.239,145.619,215.273,116.215,93.24,77.713,76.095,248.227,59.53,559.591,278.348,320.178,280.182,320.178,229.56,524.731,195.327,302.236,451.612,28.658,400.218,662.487,613.335,84.095,195.809,444.1,165.077,145.948,35.959,550.107,139.939,418.063,94.853,355.429,560.832
"McDowell",251.527,76.26,221.135,244.275,124.372,54.18,592.071,529.008,403.005,411.355,57.801,36.093,195.317,153.852,615.721,592.071,470.485,93.263,293.113,136.431,586.892,234.443,133.703,74.651,175.902,375.551,638.743,646.814,148.147,142.839,474.328,306.651,521.066,302.118,163.003,457.315,567.081,256.368,350.355,247.813,211.195,473.867,498.79,309.535,365.973,583.102,538.077,608.519,463.09,466.404,391.948,567.555,309.413,58.396,95.375,399.752,226.779,508.86,0,156.626,523.029,244.043,316.793,415.236,479.691,187.988,536.335,404.63,572.672,600.247,473.822,583.102,315.856,475.101,74.651,242.764,275.256,364.004,275.256,474.137,38.974,445.507,309.947,115.428,491.675,185.82,157.629,108.477,587.092,499.306,184.392,342.28,395.574,514.112,162.754,427.34,104.817,417.1,204.263,52.188
"Mecklenburg",178.236,219.319,91.187,83.385,190.781,184.764,518.78,455.717,242.115,250.465,212.609,128.683,31.569,31.126,542.43,518.78,309.595,69.742,215.151,270.238,513.601,156.481,83.067,138.599,85.53,211.254,565.452,573.523,37.054,100.737,401.037,233.36,360.176,228.827,296.81,384.024,493.79,183.077,277.064,169.851,154.987,400.576,337.9,231.573,292.682,509.811,464.786,535.228,302.2,393.113,318.657,494.264,231.451,122.655,63.705,326.461,187.86,435.569,157.348,0,449.738,97.857,145.773,341.945,318.801,137.058,388.024,291.063,499.381,526.956,400.531,509.811,242.565,401.81,138.599,140.98,114.366,203.114,114.366,313.247,117.64,303.163,149.057,38.374,418.384,143.344,291.436,212.25,513.801,337.16,23.502,268.989,322.283,440.821,242.898,354.049,140.353,343.809,153.333,210.782
"Mitchell",274.923,593.265,333.162,361.63,480.638,514.987,209.751,31.307,262.589,359.607,574.806,490.88,387.482,430.319,108.235,209.751,243.88,435.013,229.381,653.436,70.448,303.289,404.054,571.738,384.927,252.739,128.08,165.237,431.952,382.059,185.352,217.298,239.009,221.669,680.008,65.686,45.156,264.125,159.293,287.138,312.874,59.38,265.383,224.263,142.741,83.09,82.151,135.519,345.356,38.438,169.774,142.223,244.606,474.637,487.17,105.008,353.89,52.725,519.545,447.139,0,318.804,271.565,105.508,270.469,345.386,197.695,227.42,168.291,100.235,57.518,83.09,199.907,80.04,571.738,290.495,332.325,292.329,332.325,250.07,536.878,207.474,314.383,463.759,73.221,412.365,674.634,625.482,105.515,216.319,456.247,177.224,113.137,88.035,562.254,152.086,430.21,107,367.576,572.979
"Montgomery",112.304,318.021,42.606,51.049,243.698,278.047,386.442,326.752,198.368,206.718,299.562,215.636,68.29,103.005,413.465,386.442,265.848,159.769,100.403,378.192,384.636,88.575,99.515,245.263,61.035,115.902,436.487,444.558,124.028,102.092,245.004,167.428,316.429,162.895,404.764,287.275,364.825,117.145,211.132,91.791,89.316,271.611,294.153,97.255,226.75,380.846,335.821,406.263,258.453,300.014,186.319,365.299,77.134,237.697,170.369,260.529,129.702,306.604,244.301,97.933,320.773,0,48.095,212.98,275.054,118.053,307.011,153.927,367.043,397.991,271.566,380.846,176.633,272.845,245.263,43.159,65.076,159.367,65.076,269.5,224.304,184.777,105.31,135.988,289.419,179.117,399.39,318.914,384.836,269.982,91.251,143.789,256.351,311.856,325.314,221.711,193.27,214.844,134.328,297.735
"Moore",93.243,390.485,90.04,92.478,277.858,312.207,338.741,279.051,132.116,170.8,372.026,288.1,116.111,150.826,365.764,338.741,181.317,232.233,56.601,450.656,336.935,88.311,166.981,293.084,108.469,77.147,388.786,396.857,171.849,146.089,197.303,107.944,282.473,112.359,477.228,239.574,317.124,99.742,154.664,87.597,123.476,223.91,258.235,49.554,170.282,333.145,288.12,358.562,222.535,252.313,138.618,317.598,29.433,271.857,218.19,204.061,163.862,258.903,316.765,145.754,273.072,47.433,0,165.279,239.136,152.213,259.31,106.226,319.342,350.29,223.865,333.145,155.272,225.144,293.084,63.911,68.231,123.449,68.231,174.532,272.125,137.076,66.597,183.809,241.718,213.277,471.854,422.702,337.135,222.281,154.539,96.088,199.883,264.155,359.474,174.01,227.43,167.143,168.488,370.199
"Nash",169.727,488.069,227.966,256.434,375.442,409.791,236.654,115.731,203.814,263.108,469.61,385.684,282.286,325.123,202.444,236.654,200.598,329.817,124.185,548.24,173.615,198.093,298.858,466.542,279.731,156.24,225.466,233.537,326.756,276.863,134.636,112.102,212.575,116.473,574.812,76.254,153.804,158.929,88.641,181.942,207.678,60.59,222.101,119.067,69.796,169.825,124.8,195.242,302.074,88.993,73.275,162.061,139.41,369.441,381.974,64.31,248.694,95.583,414.349,341.943,109.752,213.608,166.369,0,227.187,240.19,185.476,130.921,188.129,186.97,60.545,169.825,155.178,87.282,466.542,185.299,227.129,195.83,227.129,192.974,431.682,130.889,217.884,358.563,80.463,307.169,569.438,520.286,173.815,173.037,351.051,72.028,58.032,108.618,457.058,75.501,325.014,30.388,262.38,467.783
"New Hanover",308.738,542.788,316.501,235.933,514.453,508.233,165.815,256.392,81,83.693,536.078,452.152,299.392,353.731,343.105,165.815,45.998,402.501,258.565,593.707,314.276,323.842,393.416,462.068,334.93,143.471,366.127,362.199,359.659,372.524,95.719,251.113,49.618,255.484,620.279,290.712,314.823,297.94,297.833,320.953,346.689,275.048,17.061,253.447,284.368,310.486,242.286,286.453,75.928,303.451,168.673,210.192,226.449,446.124,387.174,292.825,387.705,236.244,480.817,318.714,270.771,273.894,238.925,227.018,0,379.201,90.505,125.18,200.573,327.631,275.003,310.486,298.441,189.317,462.068,303.754,212.131,127.441,212.131,62.346,441.109,96.983,168.519,361.766,207.597,446.18,614.905,535.719,302.477,65.179,297.994,210.359,286.547,201.564,596.069,152.294,464.025,197.402,401.391,534.251
"Northampton",77.436,260.536,92.334,168.919,147.785,182.134,417.98,354.917,256.429,311.019,242.077,158.151,143.575,118.549,441.63,417.98,335.112,102.284,119.022,320.707,412.801,60.352,78.221,239.826,74.979,201.46,464.652,472.723,112.844,49.33,300.237,132.56,385.407,128.027,347.279,283.224,392.99,82.277,176.264,73.722,37.104,299.776,374.279,135.444,191.882,409.011,363.986,434.428,362.754,292.313,217.857,393.464,135.322,141.784,154.441,225.661,44.09,334.769,186.816,137.191,348.938,117.87,152.421,241.145,379.365,0,362.244,230.539,398.581,426.156,299.731,409.011,141.765,301.01,239.826,78.392,169.377,263.668,169.377,298.845,204.149,271.416,209.611,153.811,317.584,69.777,341.905,292.753,413.001,325.215,146.299,168.189,221.483,340.021,229.401,253.249,97.357,243.009,24.988,240.25
"Onslow",291.389,609.731,344.997,319.97,497.104,531.453,75.369,165.848,137.798,167.73,591.272,507.346,383.429,446.785,252.561,75.369,78.474,451.479,241.216,669.902,223.732,306.493,420.52,546.105,401.393,177.344,275.583,271.655,448.418,398.525,62.732,233.764,43.086,238.135,696.474,248.756,235.721,280.591,280.484,303.604,329.34,233.092,71.129,236.098,248.65,219.942,151.742,195.909,167.953,231.622,151.324,119.648,209.1,491.103,471.211,250.869,370.356,145.7,536.011,402.751,197.151,288.916,239.476,185.062,93.359,361.852,0,132.448,110.029,237.087,233.047,219.942,281.092,120.59,546.105,302.33,296.168,176.926,296.168,100.221,525.146,101.191,252.556,445.803,138.022,428.831,691.1,641.948,211.933,60.445,382.031,193.01,244.591,111.02,578.72,111.93,446.676,155.446,384.042,589.445
"Orange",185.507,476.804,196.587,180.723,364.177,398.526,222.769,234.522,65.214,109.041,458.345,374.419,244.182,309.191,321.235,222.769,92.52,318.552,122.584,536.975,292.406,173.533,282.926,406.858,263.799,51.665,344.257,352.328,310.824,265.598,65.762,127.882,155.601,132.253,563.547,194.751,272.595,174.709,174.602,172.819,197.328,179.087,144.473,115.537,161.137,288.616,243.591,285.176,160.776,207.49,58.973,212.989,93.473,358.176,331.964,196.864,237.429,214.374,403.084,263.504,228.543,153.98,104.54,131.057,125.083,228.925,132.438,0,203.37,305.761,179.042,288.616,175.21,161.276,406.858,169.4,156.921,91.255,156.921,84.142,385.899,31.965,113.309,306.556,177.85,295.904,558.173,509.021,292.606,95.409,242.784,87.128,190.586,200.287,445.793,65.811,313.749,110.318,251.115,456.518
"Pamlico",332.411,650.753,386.019,398.431,538.126,572.475,70.484,140.824,236.283,281.458,632.294,548.368,440.339,487.807,227.537,70.484,195.373,492.501,282.238,710.924,198.708,347.515,461.542,629.226,442.415,269.373,250.559,246.631,489.44,439.547,158.127,274.786,156.814,279.157,737.496,247.292,210.697,321.613,288.328,344.626,370.362,201.645,184.857,277.12,260.046,194.918,127.322,131.685,281.681,206.598,186.339,54.119,297.463,532.125,544.658,249.405,411.378,120.676,577.033,504.627,172.127,371.661,324.422,190.54,207.087,402.874,115.5,208.513,0,212.063,200.294,194.918,322.114,111.719,629.226,343.352,374.629,308.963,374.629,217.12,594.366,189.446,331.017,521.247,112.998,469.853,732.122,682.97,186.909,177.344,460.492,234.032,243.127,86.6,619.742,151.561,487.698,191.561,425.064,630.467
"Pasquotank",354.17,672.512,412.409,440.877,559.885,594.234,249.902,71.489,341.836,438.854,654.053,570.127,466.729,509.566,20.605,249.902,314.764,514.26,308.628,732.683,38.378,382.536,483.301,650.985,464.174,331.986,43.627,136.003,511.199,461.306,256.236,296.545,279.16,300.916,759.255,156.054,68.208,343.372,273.106,366.385,392.121,152.418,307.203,303.51,254.261,17.961,90.622,132.099,404.027,128.806,249.021,182.374,323.853,553.884,566.417,195.376,433.137,92.876,598.792,526.386,99.426,398.051,350.812,184.755,329.433,424.633,237.846,306.667,208.442,0,150.556,17.961,339.621,150.924,650.985,369.742,411.572,371.576,411.572,320.954,616.125,286.721,393.63,543.006,121.647,491.612,753.881,704.729,76.281,287.203,535.494,256.471,237.342,128.186,641.501,231.333,509.457,186.247,446.823,652.226
"Pender",227.557,545.899,285.796,314.264,433.272,467.621,237.661,81.425,252.653,311.947,527.44,443.514,340.116,382.953,166.352,237.661,249.437,387.647,182.015,606.07,119.866,255.923,356.688,524.372,337.561,205.079,177.498,220.834,384.586,334.693,183.475,169.932,261.414,174.303,632.642,25.541,94.574,216.759,109.164,239.772,265.508,1.861,270.94,176.897,92.612,133.733,111.009,181.451,350.913,33.39,122.114,170.133,197.24,427.271,439.804,54.879,306.524,77.738,472.179,399.773,57.438,271.438,224.199,58.142,276.026,298.02,234.315,179.76,196.201,150.878,0,133.733,149.778,95.354,524.372,243.129,284.959,244.669,284.959,241.813,489.512,179.728,266.723,416.393,88.535,364.999,627.268,578.116,161.112,221.876,408.881,129.858,60.617,116.69,514.888,124.34,382.844,85.945,320.21,525.613
"Perquimans",337.367,655.709,395.606,424.074,543.082,577.431,233.099,54.686,325.033,422.051,637.25,553.324,449.926,492.763,33.807,233.099,297.961,497.457,291.825,715.88,25.455,365.733,466.498,634.182,447.371,315.183,56.829,119.2,494.396,444.503,239.433,279.742,262.357,284.113,742.452,146.946,52.379,326.569,256.303,349.582,375.318,135.615,290.4,286.707,237.458,0,73.819,115.296,387.224,119.698,232.218,165.571,307.05,537.081,549.614,188.633,416.334,76.073,581.989,509.583,82.623,381.248,334.009,167.952,312.63,407.83,221.043,289.864,191.639,18.333,133.753,0,322.818,134.121,634.182,352.939,394.769,354.773,394.769,304.151,599.322,269.918,376.827,526.203,104.844,474.809,737.078,687.926,59.478,270.4,518.691,239.668,220.539,111.383,624.698,214.53,492.654,169.444,430.02,635.423
"Person",67.115,385.478,168.79,223.64,272.851,307.2,337.637,270.206,248.994,308.288,367.019,283.093,245.736,222.532,308.947,337.637,254.769,227.226,93.332,445.649,255.497,95.502,196.267,363.951,177.14,201.42,325.614,388.012,224.165,174.272,219.894,48.472,305.064,60.749,472.221,152.376,237.098,57.401,41.529,79.33,105.087,147.954,293.936,107.086,61.034,324.3,279.275,349.717,373.909,161.465,137.514,308.753,127.429,266.85,279.383,94.813,102.238,250.058,311.758,239.352,199.899,172.591,154.388,156.434,299.022,137.599,281.901,176.101,318.238,341.445,149.693,324.3,0,216.299,363.951,133.113,224.098,241.01,224.098,253.766,329.091,191.073,214.695,255.972,232.873,204.578,466.847,417.695,328.29,244.872,248.46,87.846,90.635,255.31,354.467,172.906,222.423,158.298,159.789,365.192
"Pitt",229.784,548.126,288.023,316.948,435.499,469.848,135.435,79.767,204.223,294.758,529.667,445.741,342.343,385.18,166.48,135.435,165.681,389.874,184.242,608.297,137.651,258.15,358.915,526.599,339.788,187.89,189.502,197.573,386.813,336.92,107.153,172.159,156.081,176.53,634.869,142.368,123.993,218.986,165.729,241.999,267.735,96.721,187.184,179.124,155.122,133.861,76.158,120.325,267.157,106.456,104.925,88.879,199.467,429.498,442.031,144.481,308.751,59.619,474.406,402,79.941,273.665,226.426,85.616,192.27,300.247,123.379,162.571,108.417,151.006,95.37,133.861,215.235,0,526.599,245.356,287.186,227.48,287.186,171.871,491.739,149.108,249.534,418.62,16.767,367.226,629.495,580.343,137.851,138.12,411.108,132.085,138.203,35.436,517.115,93.72,385.071,57.291,322.437,527.84
"Polk",303.225,81.549,216.176,225.799,193.546,130.414,643.769,580.706,384.529,392.879,67.139,88.912,176.841,152.524,667.419,643.769,452.009,146.095,340.14,132.468,638.59,281.47,186.535,0,210.519,353.668,690.441,698.512,158.452,195.671,526.026,358.349,502.59,353.816,159.04,509.013,618.779,308.066,402.053,294.84,279.976,525.565,480.314,356.562,417.671,634.8,589.775,660.217,461.564,518.102,443.646,619.253,356.44,114.716,99.724,451.45,279.611,560.558,74.988,138.15,574.727,243.129,291.045,466.934,461.215,240.82,530.438,433.477,624.37,651.945,525.52,634.8,367.554,526.799,0,265.969,256.78,345.528,256.78,455.661,36.014,445.577,291.471,113.493,543.373,238.652,153.666,74.48,638.79,479.574,165.916,393.978,447.272,565.81,168.043,479.038,161.137,468.798,257.095,120.184
"Randolph",72.741,316.762,44.106,94.142,204.135,238.484,357.706,298.016,227.892,236.242,298.303,214.377,93.538,124.088,384.729,357.706,295.372,158.51,59.294,376.933,355.9,49.012,97.823,265.507,57.524,141.753,407.751,415.822,125.721,76.931,239.963,127.865,325.133,123.332,403.505,258.539,336.089,77.582,171.569,52.228,49.753,242.875,323.677,75.716,187.187,352.11,307.085,377.527,287.977,271.278,157.583,336.563,75.615,198.134,210.667,220.966,90.139,277.868,243.042,140.908,292.037,43.093,64.001,184.244,304.578,78.49,301.97,170.832,338.307,369.255,242.83,352.11,137.07,244.109,265.507,0,94.6,188.891,94.6,239.138,244.548,211.142,134.834,157.528,260.683,139.554,398.131,348.979,356.1,264.941,150.016,115.053,216.788,283.12,285.751,192.975,153.707,186.108,94.765,296.476
"Richmond",163.098,338.41,106.7,31.555,294.492,303.855,358.905,339.7,136.402,144.752,331.7,247.774,95.014,149.353,426.413,358.905,203.882,198.123,117.25,389.329,397.584,139.369,183.615,257.69,125.129,105.541,449.435,457.506,155.281,162.723,232.74,168.593,254.463,173.008,415.901,300.223,377.773,167.939,215.313,142.585,140.11,284.559,232.187,110.203,230.931,393.794,348.769,419.211,196.487,312.962,179.984,378.247,90.082,241.746,182.796,264.71,180.496,319.552,276.439,114.336,333.721,64.093,67.309,225.928,213.088,168.847,282.311,147.504,359.513,410.939,284.514,393.794,227.427,285.793,257.69,93.953,0,97.401,0,207.534,236.731,197.45,43.344,157.388,302.367,229.911,410.527,331.341,397.784,231.447,93.616,156.737,260.532,324.804,376.108,214.181,244.064,227.792,185.122,329.873
"Robeson",203.443,426.472,200.185,119.617,387.977,391.917,253.481,300.858,38.949,59.543,419.762,335.836,183.076,237.415,387.571,253.481,98.458,286.185,143.048,477.391,358.742,193.997,277.1,345.752,218.614,48.498,410.593,418.664,243.343,256.208,121.864,194.218,169.254,198.589,503.963,261.087,338.931,241.045,240.938,193.283,233.595,245.423,146.978,136.001,227.473,354.952,309.927,351.512,111.278,273.826,125.309,320.066,113.937,329.808,270.858,263.2,273.981,280.71,364.501,202.398,294.879,157.578,122.609,197.393,127.879,262.332,176.887,92.82,304.838,372.097,245.378,354.952,241.546,227.612,345.752,187.438,95.815,0,95.815,91.519,324.793,104.92,52.203,245.45,244.186,323.396,498.589,419.403,358.942,117.691,181.678,153.464,256.922,266.623,469.593,159.506,337.549,176.654,278.607,417.935
"Rockingham",163.098,338.41,106.7,31.555,294.492,303.855,358.905,339.7,136.402,144.752,331.7,247.774,95.014,149.353,426.413,358.905,203.882,198.123,117.25,389.329,397.584,139.369,183.615,257.69,125.129,105.541,449.435,457.506,155.281,162.723,232.74,168.593,254.463,173.008,415.901,300.223,377.773,167.939,215.313,142.585,140.11,284.559,232.187,110.203,230.931,393.794,348.769,419.211,196.487,312.962,179.984,378.247,90.082,241.746,182.796,264.71,180.496,319.552,276.439,114.336,333.721,64.093,67.309,225.928,213.088,168.847,282.311,147.504,359.513,410.939,284.514,393.794,227.427,285.793,257.69,93.953,0,97.401,0,207.534,236.731,197.45,43.344,157.388,302.367,229.911,410.527,331.341,397.784,231.447,93.616,156.737,260.532,324.804,376.108,214.181,244.064,227.792,185.122,329.873
"Rowan",264.129,537.414,311.127,230.559,420.783,455.132,169.004,250.902,48.485,78.319,530.704,446.778,294.018,348.357,337.615,169.004,14.247,375.158,179.19,588.333,308.786,230.139,339.532,456.694,329.556,103.775,360.637,368.708,354.285,322.204,65.936,206.504,97.682,210.875,614.905,256.919,295.128,253.331,253.224,229.425,253.934,241.255,75.406,208.838,239.759,304.996,245.475,289.642,111.536,269.658,123.757,213.381,150.079,440.75,381.8,259.032,294.035,230.754,475.443,313.34,251.076,268.52,161.146,193.225,60.176,285.531,92.41,84.142,203.762,322.141,241.21,304.996,253.832,169.622,456.694,226.006,206.757,87.437,206.757,0,435.735,63.157,163.145,356.392,187.902,352.51,609.531,530.345,308.986,41.546,292.62,165.75,252.754,204.753,502.399,118.501,370.355,163.609,307.721,528.877
"Rutherford",268.345,106.808,195.549,205.172,157.532,94.4,608.889,545.826,363.902,372.252,88.349,52.898,156.214,131.897,632.539,608.889,431.382,110.081,309.931,167.316,603.71,251.261,150.521,35.677,189.892,333.041,655.561,663.632,137.825,159.657,491.146,323.469,481.963,318.936,193.888,474.133,583.899,273.186,367.173,264.631,228.013,490.685,459.687,326.353,382.791,599.92,554.895,625.337,423.987,483.222,408.766,584.373,326.231,78.702,79.097,416.57,243.597,525.678,38.974,117.523,539.847,222.502,270.418,432.054,440.588,204.806,509.811,412.85,589.49,617.065,490.64,599.92,332.674,491.919,35.677,245.342,236.153,324.901,236.153,435.034,0,424.95,270.844,92.866,508.493,202.638,188.514,109.328,603.91,458.947,145.289,359.098,412.392,530.93,193.302,444.158,125.123,433.918,221.081,92.408
"Sampson",200.935,519.277,227.163,194.421,406.65,440.999,177.726,214.778,56.187,100.014,500.818,416.892,257.88,356.331,301.491,177.726,64.156,361.025,150.762,579.448,272.662,186.598,330.066,420.556,310.939,75.256,324.513,332.584,357.964,308.071,34.456,143.31,124.295,147.681,606.02,194.834,252.851,190.137,190.03,213.15,238.886,179.17,113.167,145.644,176.565,268.872,223.847,272.005,170.672,207.573,60.563,194.348,107.469,400.649,345.662,196.947,279.902,194.63,445.557,277.202,208.799,184.556,135.116,131.14,96.719,271.398,101.132,30.352,184.729,286.017,179.125,268.872,190.638,148.105,420.556,211.876,170.619,104.953,170.619,63.157,399.597,0,127.007,320.254,164.679,338.377,600.646,551.494,272.862,64.103,256.482,102.556,190.669,187.116,488.266,56.416,356.222,101.524,293.588,498.991
