"","Adair","Allen","Anderson","Ballard","Barren","Bath","Bell","Boone","Bourbon","Boyd","Boyle","Bracken","Breathitt","Breckinridge","Bullitt","Butler","Caldwell","Calloway","Campbell","Carlisle","Carroll","Carter","Casey","Christian","Clark","Clay","Clinton","Crittenden","Cumberland","Daviess","Edmonson","Elliott","Estill","Fayette","Fleming","Floyd","Franklin","Fulton","Gallatin","Garrard","Grant","Graves","Grayson","Green","Greenup","Hancock","Hardin","Harlan","Harrison","Hart","Henderson","Henry","Hickman","Hopkins","Jackson","Jefferson","Jessamine","Johnson","Kenton","Knott","Knox","Larue","Laurel","Lawrence","Lee","Leslie","Letcher","Lewis","Lincoln","Livingston","Logan","Lyon","Madison","Magoffin","Marion","Marshall","Martin","Mason","McCracken","McCreary","McLean","Meade","Menifee","Mercer","Metcalfe","Monroe","Montgomery","Morgan","Muhlenberg","Nelson","Nicholas","Ohio","Oldham","Owen","Owsley","Pendleton","Perry","Pike","Powell","Pulaski","Robertson","Rockcastle","Rowan","Russell","Scott","Shelby","Simpson","Spencer","Taylor","Todd","Trigg","Trimble","Union","Warren","Washington","Wayne","Webster","Whitley","Wolfe","Woodford"
"Adair",0,256.567,83.75,135.7,117.417,285.8,256.75,183.167,182.883,190.517,158.883,205.85,217.783,182.117,102.9,179.55,178.983,156,170.3,189.35,129.05,221.65,73.267,106.65,106.65,95.65,176.4,155.917,312.733,32.8,95.65,236.033,271.983,160.433,314.867,187.733,101.933,169.7,142.167,235.45,238.35,152.8,222.3,127.033,245,9.883,145.5,297.15,177.067,109.417,57.433,42.983,189.567,84.317,217.783,87,166.55,251.933,174.283,271.717,240.3,228.567,211.2,263.2,80.333,159.65,293.333,241.817,245.583,200.55,99.55,114.15,171.85,228.5,118.817,149.4,259.8,169.3,147.183,210.067,54.2,68.517,201.333,73.75,129.833,127.883,122.217,184.55,81.233,73.7,189.35,50.567,123.4,171.233,274.317,109.233,259.483,281.533,179.617,185.567,208.217,135.05,198.75,249.133,185.233,113.567,216.333,119.883,133.333,114.617,129.733,177.833,158.95,256.85,215.967,203.667,78.3,234.067,198.3,142.217
"Allen",258.633,0,275.617,158.983,211.133,51.183,130.817,140.867,152.483,164.317,169.983,173.1,75.55,150.7,185.95,183.417,182.75,345.133,184.183,144.717,200.817,106.717,240.3,295.8,166.633,311.55,365.55,158.983,99.333,272.717,243.8,75.067,22.567,124.75,68.683,156.867,255.017,358.833,185.967,89.133,96.317,341.933,87.383,234.8,108.017,250,334.633,117.483,145.65,217.867,288.2,280.2,378.7,282.867,75.55,178.067,144.333,82.117,178.967,34.567,123.567,112.417,109.083,56.583,242.2,218.967,67.467,123.367,100.417,125.233,271.383,303.283,129.917,33.767,318.85,338.533,7.333,150.433,336.317,165.767,284.283,216.5,87.883,262.683,199.05,228.45,311.35,163.583,268.767,266.967,144.717,250.3,199.5,146.383,21.517,184.883,56.367,28.733,81.833,157.883,161.683,324.183,94.367,101.233,374.367,157.783,60.983,172.617,208.883,290.35,318.867,165.8,173.083,140.117,154.383,175.517,205.15,137.717,65.95,137.033
"Anderson",84.7,273.767,0,133.467,70.8,261.5,217.717,178.85,136.267,211.25,156.667,235.3,234.983,202.083,108.55,218.167,217.617,125.05,208.917,205.4,167.667,238.85,40.467,58.4,129.767,99.283,153.283,194.55,284.433,67.95,64.1,253.233,264.017,164.933,290.583,141.117,39.267,146.567,180.8,194.75,255.55,129.683,239.5,103.183,262.2,85.917,117.917,258.117,197.033,77.867,89.9,75.45,166.433,70.617,234.983,125.017,164.333,262.283,212.9,248.117,201.25,187.85,170.5,280.4,50.117,113.033,269.05,259.017,204.883,175.817,21.9,91.033,188.067,245.7,106.6,126.283,269.65,196.4,124.05,163.45,77.983,120.967,218.533,46.683,83.217,92.5,78.25,209.55,46.55,50.25,205.4,45.533,162.017,192.367,291.517,147.867,234.567,298.733,196.817,138.95,224.333,97.85,215.95,266.333,162.117,141.3,233.533,133.167,124.7,36.983,85.767,131.217,197.567,217.817,232.017,157.05,143,195.033,215.5,145.65
"Ballard",134.817,159.133,133.717,0,103.517,188.367,159.45,84.75,108.333,95.767,46.783,120.683,120.35,87.45,61.667,113.8,113.233,203.55,114.65,90.767,93.7,124.217,98.733,154.217,53.8,169.967,223.967,89.467,215.3,131.133,105.333,138.617,174.55,50.317,217.45,89.033,123.85,217.267,100.883,138.15,140.917,200.367,124.867,93.217,147.583,126.417,193.05,199.85,82.4,76.3,153.083,138.633,237.133,141.3,120.35,71.217,49.7,154.5,109.45,174.283,143,131.267,113.9,165.767,100.633,132.433,195.9,144.4,148.283,101.767,140.233,161.717,73.433,131.067,177.283,196.967,162.367,80.9,194.75,136.917,142.7,91.75,103.9,121.117,112.75,96.967,169.783,94.067,127.183,125.4,90.767,108.717,93.883,76.867,176.9,79.267,162.05,184.1,82.183,92.35,109.7,182.617,101.317,151.7,232.8,50.45,118.9,40.667,66.767,159.183,177.3,117.567,103.567,159.55,117.383,135.75,98.3,136.767,100.867,31.017
"Barren",116.017,212.567,70.833,99.367,0,197.667,153.883,115.017,72.433,177.133,105.767,201.183,195.417,167.967,74.433,184.05,183.5,173.633,174.817,171.283,133.55,204.733,72.05,106.983,95.65,138.55,192.55,160.433,220.6,99.267,39.017,219.117,200.167,130.817,226.733,77.283,50.217,185.85,146.683,130.9,221.433,168.95,205.383,46.967,228.083,117.233,166.5,194.267,162.917,33.917,121.217,106.767,205.717,109.883,195.417,90.9,130.217,198.45,178.8,184.283,137.417,124.017,106.65,246.283,67.417,47.9,205.2,224.9,141.033,111.983,66.6,130.3,129.8,211.583,145.867,165.55,205.8,162.283,163.333,99.617,110.833,92.933,184.417,89.7,19.383,32.55,126.833,175.433,96.567,93.983,171.283,76.85,127.9,158.25,231.85,113.75,170.733,239.067,162.7,75.117,190.217,146.433,181.833,232.217,201.383,107.183,199.417,99.05,61.3,85.567,134.35,67.383,163.45,153.967,197.9,91.917,118.667,131.183,181.383,111.533
"Bath",283.95,50.333,262,184.317,197.517,0,110.7,127.25,138.867,189.633,158.733,209.25,67.167,176.033,211.283,208.733,208.083,364.8,209.5,170.05,226.133,149.817,263.217,298.15,191.95,329.717,383.717,184.317,51.033,290.433,230.183,118.15,37.933,150.083,30.267,143.25,241.383,377.017,211.283,75.517,139.4,360.117,130.483,231.633,151.117,275.317,357.667,77.05,170.983,226.633,312.383,297.933,396.883,301.05,67.167,203.383,169.65,67.467,204.283,16.6,109.933,98.8,95.467,99.683,258.583,205.35,19.167,166.467,86.8,111.617,257.767,321.467,140.65,76.85,337.033,356.717,43.567,175.75,354.5,152.15,302,241.817,126.233,280.867,185.433,214.833,318,188.9,287.733,285.15,170.05,268.017,224.817,171.7,69.75,210.217,29.767,68.3,107.15,144.267,187,337.6,137.45,144.333,392.55,183.1,80.3,197.933,195.267,276.733,325.517,152.183,198.4,126.5,197.483,161.9,230.483,124.1,88.4,162.35
"Bell",254.95,132.6,217.917,155.317,153.433,112.75,0,82.467,94.783,161.6,113.95,186.817,119.883,153.6,182.283,179.633,179.083,320.717,180.5,153.633,197.133,181.333,219.133,254.067,162.95,285.633,339.633,155.317,63.517,246.35,186.083,183.683,120.217,114.867,104.917,99.167,197.3,332.933,182.283,45.1,198.033,316.033,181.983,187.55,204.683,246.317,313.583,40.383,148.55,182.55,268.3,253.833,352.8,256.967,119.883,174.4,134.633,112.917,175.283,104.317,21.383,69.183,53.967,181.967,214.5,161.267,96.767,201.5,49.8,66.833,213.683,277.383,95.85,159.133,292.95,312.633,125.85,146.75,310.417,81.833,257.917,212.833,161.017,236.783,141.35,170.733,273.9,159.9,243.65,241.067,153.633,223.933,195.817,142.717,141.383,181.217,90.767,135.15,139.3,100.183,172.567,293.5,158.433,208.817,348.467,154.1,133.033,168.933,151.183,232.65,281.417,108.1,169.4,26.4,180.233,117.817,201.483,50.017,142.983,133.35
"Boone",182.417,145.033,178.067,82.783,113.6,130.133,84.667,0,54.933,89.067,49.983,114.283,104.917,81.067,109.75,107.1,106.55,268.917,107.967,81.083,124.6,108.8,164.083,214.217,90.417,235.333,289.333,82.783,148.2,196.5,146.25,123.183,132.633,42.317,159.2,48.25,157.467,282.617,109.75,63.367,125.5,265.733,109.45,147.7,132.15,173.783,258.417,125.067,76.017,142.7,211.983,204,302.483,206.65,104.917,101.85,62.233,113.717,102.75,116.75,68.217,56.483,39.117,150.35,166,121.417,137.667,128.967,73.5,28.467,173.85,227.083,23.317,115.65,242.65,262.333,138.267,74.217,260.1,80.6,208.067,140.283,88.483,186.467,101.517,130.9,234.067,87.367,192.55,190.767,81.083,174.083,123.283,70.167,161.467,108.667,103.2,168.667,66.767,51.55,100.017,247.967,85.883,136.283,298.15,81.567,103.483,96.4,104.75,192.8,241.583,68.25,96.867,84.767,107.7,77.967,128.95,61.983,85.433,60.817
"Bourbon",183.283,152.85,138.1,108.517,73.633,137.95,94.167,55.3,0,135.85,63.467,161.067,135.7,127.833,138.683,153.883,153.317,240.9,154.75,127.867,171.383,155.567,139.317,174.25,137.2,205.833,259.817,129.55,160.9,166.533,106.283,169.967,140.467,89.1,167.033,23.967,117.5,253.117,156.533,71.2,172.283,236.217,156.217,107.733,178.933,190.967,233.767,134.567,122.783,102.733,188.5,174.033,272.983,177.15,135.7,148.633,86.983,138.733,149.533,124.567,77.717,64.3,46.95,197.117,134.7,83.95,145.5,175.75,81.333,52.267,133.883,197.567,70.1,166.35,213.133,232.817,146.1,121,230.6,36.2,178.1,156.283,135.267,156.967,61.55,90.933,194.1,134.15,163.833,161.25,127.867,144.133,170.067,116.95,172.15,155.45,111.017,179.35,113.533,21.8,146.8,213.7,132.667,183.067,268.65,128.35,147.833,133.817,71.367,152.833,201.617,26.483,143.65,94.267,154.483,35.017,175.717,71.367,136.15,108.1
"Boyd",190.3,163.9,210.083,93.783,179.883,193.133,164.15,90.55,135.667,0,106.633,51.183,125.117,16.9,117.333,30.817,41.45,279.917,64.65,55.017,79.1,125.983,175.083,230.583,98.017,246.333,300.333,39.467,220.067,208.617,181.7,140.367,179.317,67.833,222.2,129.1,200.217,293.617,66.433,142.85,142.683,276.733,126.617,169.583,144.65,181.65,269.417,204.533,26.6,152.667,219.85,218.783,313.483,217.667,125.117,111.35,79.117,159.267,43.8,179.05,147.683,135.95,118.6,167.517,177,202.15,200.667,109.3,152.983,107.933,216.583,238.083,79.233,135.833,253.65,273.333,167.133,27.4,271.1,161.317,219.067,147.883,105.667,197.467,182.233,173.333,246.15,7.533,203.55,201.767,55.017,185.083,99.817,26.9,181.65,85.217,166.817,188.867,86.95,132.4,44.067,258.983,103.067,156.483,309.167,89.167,123.667,103.983,143.117,235.55,253.667,148.983,53.55,164.233,71.4,158.7,136.817,141.45,105.633,71.817
"Boyle",158.333,169.617,157.217,45.05,103.717,160.033,114.567,53.533,63.45,110.3,0,134.35,130.833,101.133,83.883,128.333,127.767,227.05,129.2,104.45,116.6,134.7,122.233,177.717,81.217,193.467,247.467,104,178.1,154.65,128.833,149.1,162.533,54.817,189.1,44.15,147.583,240.767,121.583,93.267,151.4,223.867,135.35,101.317,158.067,149.917,216.567,154.967,96.083,99.8,176.6,162.133,260.633,164.8,130.833,92.667,33.3,157.417,123.983,146.633,98.1,86.383,69.017,176.25,124.133,111.533,167.567,154.883,103.4,56.883,163.967,185.217,52.083,141.55,200.783,220.467,168.167,95.45,218.25,92.033,166.217,115.25,114.383,144.617,91.633,93.067,193.283,108.6,150.683,148.9,104.45,132.233,114.083,91.4,187.383,99.483,133.1,194.583,92.667,47.467,123.383,206.117,111.8,162.183,256.3,72.367,129.383,71.733,62.867,182.917,200.8,71.967,118.1,114.667,131.05,90.867,119.75,91.883,111.35,44.617
"Bracken",206.217,171.867,234.867,118.567,204.667,210.833,188.75,115.15,160.267,49.6,131.417,0,142.817,49.033,141.933,36.817,49.183,304.717,52.117,50.4,95.033,81.383,199.883,255.383,122.617,271.133,325.117,65.45,237.767,224.55,206.483,117.35,187.767,89.9,233.4,153.7,225,318.417,83.083,167.45,108.233,301.517,90.8,194.367,93.45,197.583,294.217,229.133,37.533,177.45,235.783,234.717,338.283,242.45,142.817,127.283,103.917,176.967,53.017,198.767,172.283,160.567,143.2,133,201.783,226.75,218.383,58.1,177.583,132.55,241.383,262.867,103.833,138.9,278.433,298.117,175.1,65.95,295.9,185.917,243.867,172.483,101.633,222.267,206.833,198.133,270.933,43.917,228.333,226.55,50.4,209.883,115.75,69.367,189.617,101.133,184.533,196.833,104.65,157.017,23.75,283.767,80.05,105.283,333.95,113.767,135.9,128.6,167.917,260.333,278.45,173.583,61.117,188.85,24.5,183.3,152.75,166.05,123.333,96.617
"Breathitt",216.783,71.85,233.45,117.15,195.033,68.017,116.8,105.767,136.383,122.467,128.133,142.083,0,108.85,144.117,141.567,140.9,303.283,142.333,102.867,158.967,104.833,198.45,253.95,124.783,269.7,323.7,117.133,94.95,230.867,205.05,63.783,69.817,82.9,97.083,140.767,223.567,316.983,144.117,75.117,108.85,300.083,92.417,192.95,120.05,208.15,292.783,103.467,103.8,176.017,246.35,238.35,336.85,241.017,0,136.217,102.483,38.283,137.117,53.917,109.55,91.633,95.383,96.033,200.35,202.867,75.55,123.717,86.4,104.533,239.95,261.45,88.067,43.767,277.017,296.7,75.067,108.583,294.467,150.983,242.433,174.65,59.067,220.833,182.95,196.7,269.5,121.733,226.917,225.117,102.867,208.45,157.65,104.533,89.6,143.033,41.7,96.8,39.983,141.767,119.817,282.333,70.333,124.183,332.517,115.933,13.133,130.767,166.483,258.917,277.017,149.7,131.233,126.1,127.5,159.417,163.3,122.95,21.233,95.183
"Breckinridge",182.4,149.4,202.667,86.367,172.45,178.633,156.533,82.95,128.05,16.167,99.217,50.367,110.6,0,109.733,48.4,59.017,272.5,64.8,40.5,79.25,111.467,167.667,223.167,90.4,238.917,292.917,39.617,205.55,200.083,174.267,125.867,164.817,57.683,207.7,121.483,192.783,286.2,66.6,135.233,128.167,269.3,112.117,162.167,134.817,173.767,262,196.933,12.1,145.233,211.967,207.567,306.067,210.233,110.6,101.833,71.7,144.767,59.6,164.533,140.067,128.35,110.983,153.017,169.567,194.533,186.167,104.583,145.367,100.333,209.167,230.667,71.633,121.333,246.233,265.917,152.633,27.55,263.683,153.7,211.65,140.267,91.15,190.05,174.617,165.917,238.717,23.7,196.133,194.333,40.5,177.667,99.967,27.067,167.15,85.367,152.317,174.35,72.45,124.8,43.25,251.55,88.567,138.95,301.733,81.55,109.167,96.383,135.7,228.133,246.233,141.367,53.717,156.633,66.067,151.083,128.933,133.85,91.117,64.4
"Bullitt",101.283,182.8,107.033,62.167,76.833,212.033,182.983,109.4,137.5,116.35,84.083,141.567,144.017,108.35,0,116.667,116.117,176.867,107.433,115.583,66.167,147.883,72.05,127.533,28.267,143.283,197.283,93.05,238.967,104.45,78.65,162.267,198.217,86.667,241.1,125.733,97.167,190.583,79.3,161.683,164.583,173.683,148.533,65.533,171.233,92.867,166.367,223.383,103.3,49.617,126.4,111.95,210.45,114.617,144.017,23.517,93.033,178.167,111.417,197.933,166.517,154.8,137.433,189.433,73.95,118.933,219.567,168.05,171.817,126.783,113.55,135.033,98.083,154.733,150.6,170.283,186.033,101.5,168.067,164.683,116.017,43.983,127.567,94.433,89.133,68.067,143.1,114.65,100.5,98.717,115.583,82.033,60.517,97.467,200.55,46.367,185.717,207.767,105.85,129.05,134.45,155.933,124.983,175.367,206.117,39.8,142.567,37.817,71.817,132.5,150.617,132.45,96.067,183.083,142.2,163.517,51.433,160.3,124.533,68.45
"Butler",178.567,181.05,218.6,111.8,188.4,210.283,182.167,108.583,153.683,30.9,124.65,36.4,142.267,48.5,117.25,0,12.3,288.433,41.25,71.133,67.383,108.783,183.617,239.1,105.667,250.75,308.85,28.567,237.217,196.883,190.217,144.767,196.467,85.85,239.35,147.117,208.733,302.15,55.417,160.867,135.65,285.25,118.2,177.1,120.867,169.933,277.95,222.567,41.617,161.183,208.117,207.067,322.017,226.183,142.267,99.617,97.15,176.417,14.667,196.183,165.7,153.983,136.617,160.417,185.517,220.167,217.817,85.517,171,125.967,225.117,246.6,97.267,152.983,262.167,281.85,184.283,40.5,279.633,179.333,218.283,142.617,122.817,206,200.25,179.65,254.667,23.083,212.067,210.283,71.133,193.617,88.083,50.883,198.8,73.483,183.967,206.017,104.1,150.433,52.867,267.5,107.467,132.7,317.683,103.033,140.817,118.9,161.15,244.067,262.183,167,43.083,182.267,51.917,176.717,125.083,159.483,122.783,89.833
"Caldwell",177.717,181.083,217.75,110.9,187.55,210.317,181.267,107.683,152.783,40.567,123.75,48.35,142.3,58.183,116.417,12.517,0,287.6,46.75,80.817,66.533,120.733,182.767,238.267,104.817,249.917,308.017,27.733,237.25,196.05,189.367,156.7,196.5,84.95,239.383,146.233,207.883,301.3,54.567,159.967,147.6,284.4,130.15,176.25,132.817,169.083,277.1,221.667,51.3,160.333,207.283,206.217,321.167,225.333,142.3,98.783,96.25,176.45,13.7,196.233,164.817,153.083,135.717,172.367,184.667,219.267,217.85,97.467,170.1,125.067,224.267,245.75,96.367,153.017,261.317,281,184.317,42.417,278.783,178.433,217.433,141.767,125.85,205.15,199.35,178.8,253.817,32.767,211.233,209.433,80.817,192.767,87.25,52.817,198.833,72.633,184,206.05,104.133,149.533,62.55,266.65,119.4,144.65,316.833,102.183,140.85,118.05,160.25,243.233,261.333,166.1,42.25,181.367,63.85,175.817,124.25,158.583,122.817,88.933
"Calloway",156.967,344.75,123.917,204.45,170.05,360.75,316.967,270.367,235.517,282.233,227.65,306.283,305.95,273.067,179.517,289.15,288.6,0,279.9,276.383,238.65,309.833,129.283,67.183,200.75,92.483,56.267,265.517,383.7,136.067,152.733,324.217,363.267,235.917,389.833,240.367,131.583,44.1,251.783,294,326.533,30.85,310.483,194.183,333.183,158.183,16.5,357.367,268.017,177.117,116.133,121.617,65.867,87.55,305.95,195.983,235.317,340.117,283.883,347.367,300.517,287.1,269.75,351.383,138.767,212.283,368.3,330,304.133,275.067,105.033,47.7,259.05,316.683,73.233,43.683,347.983,267.383,53.133,262.7,109.1,193.233,289.517,97.75,182.467,191.75,47.283,280.533,95.533,102.233,276.383,117.8,233,263.333,362.5,218.85,333.817,369.7,267.8,238.2,295.317,58.683,286.917,337.317,65.083,212.283,304.517,204.15,202.083,90.483,44.017,230.467,268.55,317.067,303,256.3,215.267,294.283,286.467,216.633
"Campbell",170.25,183.117,210.3,112.933,180.083,212.333,183.3,109.7,154.817,66.617,125.783,52.15,144.317,65.9,108.95,39.933,47.75,280.133,0,98.617,59.067,124.533,175.3,230.8,97.35,242.45,300.55,32.667,239.267,188.583,181.9,160.517,198.533,86.983,241.417,148.25,200.417,293.833,47.1,162,151.4,276.933,133.967,168.783,136.617,161.617,269.633,223.683,77.333,152.867,199.817,198.75,313.7,217.867,144.317,91.317,98.267,178.483,33.55,198.25,166.833,155.1,137.75,176.167,177.2,221.3,219.883,101.267,172.133,127.083,216.8,238.3,98.383,155.05,253.867,273.55,186.35,45,271.317,180.467,209.967,134.3,127.883,197.683,192.4,171.333,246.35,58.8,203.767,201.967,98.617,185.3,79.783,55.4,200.867,65.167,186.033,208.067,106.15,151.55,75.867,259.183,123.217,147.517,309.367,94.717,142.883,110.583,162.267,235.767,253.867,168.133,25.15,183.383,67.667,177.85,116.783,160.6,124.833,90.967
"Carlisle",188.267,141.05,204.933,88.633,174.717,170.283,155.667,82.083,127.183,52.933,101.483,50.1,102.25,39.317,115.6,69.45,80.067,274.767,99.133,0,118.583,81.2,169.933,225.433,96.267,241.183,295.183,78.95,197.2,202.35,176.533,95.6,156.467,57.467,199.35,120.617,195.05,288.467,105.917,134.367,97.917,271.567,81.85,164.433,104.933,179.633,264.267,196.067,29.4,147.5,217.833,209.833,308.333,212.5,102.25,107.7,73.967,136.417,82.417,156.183,139.2,127.483,110.117,122.75,171.833,193.667,177.817,69.583,144.5,99.467,211.433,232.933,70.767,112.983,248.5,268.183,144.283,66.867,265.95,152.833,213.917,146.133,61.867,192.317,173.75,168.183,240.983,61.4,198.4,196.6,0,179.933,129.133,66.383,158.8,114.517,143.967,166,62.233,123.933,26.65,253.817,58.3,108.683,304,87.417,100.817,102.25,137.967,230.4,248.5,140.5,93.033,155.767,34.333,150.217,134.783,132.983,82.767,66.667
"Carroll",128.383,197.217,168.417,93.383,138.217,226.45,197.4,123.817,168.933,78.333,117.25,93.667,158.433,78.017,67.067,67.367,66.8,238.25,58.117,118.533,0,162.3,133.433,188.917,55.467,200.567,258.667,43.733,253.383,146.7,140.033,176.7,212.633,101.083,255.533,159.5,158.55,251.967,25.533,176.117,179,235.067,162.95,126.917,178.133,119.733,227.75,237.8,90.133,111,157.933,156.883,271.833,176,158.433,49.433,108.017,192.583,62.1,212.367,180.95,169.217,151.85,203.85,135.333,180.317,233.983,142.783,186.233,141.2,174.933,196.417,112.5,169.15,211.983,231.667,200.45,57.117,229.45,194.583,168.083,92.433,141.983,155.817,150.517,129.45,204.483,72.367,161.883,160.1,118.533,143.433,35.8,67.517,214.983,23.3,200.133,222.183,120.267,162.817,115,217.317,139.4,189.967,267.5,54.033,156.983,68.717,133.2,193.883,212,182.233,46.767,197.5,109.183,191.95,74.9,174.717,138.95,81.05
"Carter",220.65,104.1,237.317,121.017,207.117,147.617,183.217,109.633,154.75,121.817,132,82.617,107.183,108.2,147.983,109.367,121.717,307.15,124.65,78.967,162.833,0,202.333,257.817,128.65,273.567,327.567,121.017,195.767,234.733,208.933,47.95,119.017,86.783,164.65,148.183,227.45,320.867,147.983,161.933,38.05,303.967,20.6,196.817,36.45,212.017,296.65,213.917,103.15,179.9,250.217,242.233,340.733,244.9,107.183,140.1,106.35,141.35,125.55,131,166.767,155.033,137.683,62.817,204.233,221.233,163.9,29.183,172.067,127.017,243.833,265.317,98.2,95.617,280.883,300.567,107.333,112.45,298.35,180.4,246.3,178.533,63.017,224.717,201.317,200.567,273.383,126.55,230.783,229,78.967,212.317,161.517,108.417,121.85,146.917,148.9,129.067,80.417,151.483,92.1,286.217,36.783,48.283,336.4,119.8,92.633,134.633,170.367,262.783,280.9,168.067,133.65,183.317,63.883,177.767,167.183,160.533,97.45,99.05
"Casey",71.55,237.983,39.167,97.7,72.85,263.55,219.767,163.6,138.317,175.483,120.883,199.533,199.2,166.3,72.767,182.4,181.833,127.667,173.15,169.617,131.9,203.067,0,78.333,93.983,94.083,148.083,158.767,286.483,54.8,38.083,217.467,253.417,129.167,292.617,143.167,57.367,141.367,145.017,196.8,219.783,124.483,203.717,87.433,226.433,72.033,117.167,260.15,161.25,65.9,76.75,62.283,161.233,65.4,199.2,89.233,128.55,233.35,177.133,250.167,203.3,189.9,172.533,244.617,19.683,115.067,271.083,223.25,206.917,175.283,54.967,85.833,152.283,209.917,101.4,121.083,241.217,160.617,118.85,165.5,66.367,89.067,182.75,45.217,85.267,84.367,93.883,173.783,51.3,49.517,169.617,32.383,126.233,156.583,255.75,112.083,236.617,262.95,161.033,141,188.55,106.717,180.167,230.55,156.9,105.533,197.767,97.4,95.317,70.05,101.417,133.267,161.783,219.867,196.233,159.083,111.1,197.067,179.717,109.867
"Christian",108.367,296.15,60.833,155.85,106.95,297.667,253.867,215.017,172.433,233.633,179.033,257.683,257.35,224.45,130.917,240.55,239.983,69.533,231.3,227.767,190.05,261.217,80.683,0,152.15,67.983,102.9,216.917,320.6,87.817,103.9,275.617,300.167,187.317,326.733,177.267,68.483,96.2,203.167,230.9,277.933,79.3,261.867,139.333,284.583,109.583,62.4,294.267,219.417,114.017,67.883,73.383,116.067,39.3,257.35,147.383,186.7,298.45,235.283,284.267,237.417,224.017,206.65,302.767,90.15,149.183,305.2,281.4,241.033,211.983,41.933,43.5,210.433,268.067,69.683,77.6,299.367,218.767,73.683,199.617,60.85,144.633,240.917,48.667,119.383,128.667,22.717,231.933,45.55,53.617,227.767,69.2,184.4,214.733,313.9,170.233,270.717,321.1,219.183,175.117,246.7,42.317,238.317,288.7,111.733,163.683,255.917,155.55,153.483,27.383,30.233,167.383,219.95,253.967,254.383,193.2,166.65,231.183,237.867,168.033
"Clark",105.917,163.717,130.333,53.45,100.133,192.95,163.9,90.317,135.433,97.283,80.3,122.5,124.933,89.267,29,104.183,103.617,200.183,94.933,96.5,53.667,128.8,95.35,150.85,0,166.6,220.6,80.55,219.883,124.233,101.95,143.2,179.15,67.6,222.033,122.55,120.467,213.883,66.8,142.617,145.517,196.983,129.45,88.833,152.167,97.267,189.683,204.3,84.217,72.917,135.467,134.4,233.75,137.917,124.933,25.35,76.35,159.083,98.917,178.867,147.45,135.717,118.35,170.35,97.25,142.25,200.5,148.983,152.75,107.7,136.85,158.333,79,135.65,173.9,193.583,166.95,82.417,191.367,161.083,139.333,59.533,108.483,117.733,112.45,91.383,166.4,95.583,123.817,122.017,96.5,105.35,48.017,78.383,181.483,33.867,166.633,188.683,86.767,125.867,115.383,179.233,105.9,156.283,229.417,20.733,123.5,21.7,96.983,155.817,173.917,151.083,83.567,164,123.117,158.45,52.433,141.217,105.45,49.383
"Clay",95.867,309.8,99.2,169.5,138.483,329.183,285.4,235.417,203.95,247.283,192.7,271.333,271,238.117,144.583,251.167,250.6,89.1,241.917,241.433,200.667,274.883,94.333,64.767,165.8,0,109.517,227.533,352.133,71.55,117.783,289.267,325.217,200.967,358.267,208.8,123,102.8,213.783,262.433,291.583,85.917,275.533,159.233,298.233,97.083,78.6,325.8,233.067,137.717,47.45,59.817,122.667,33.483,271,158.617,200.367,305.167,245.9,315.8,268.95,255.533,238.183,316.433,103.817,180.717,336.733,295.05,272.567,243.5,100.583,47.267,224.1,281.733,30.1,82.517,313.033,232.433,80.283,231.133,52,155.717,254.567,62.8,150.9,156.167,64.3,245.583,60.583,67.283,241.433,81.567,195.017,228.383,327.55,180.85,302.25,334.767,232.85,206.633,260.367,67.5,251.967,302.367,118.333,177.333,269.567,169.2,167.133,86.033,64.4,198.9,230.567,285.5,268.05,224.733,149.917,262.717,251.533,181.683
"Clinton",176.617,364.4,153.817,224.117,193.1,383.8,340.017,290.017,258.567,301.9,247.3,325.95,325.617,292.717,199.183,308.817,308.25,57.017,299.567,296.033,258.317,329.483,148.95,103.8,220.4,112.133,0,285.183,406.733,155.717,172.4,343.883,379.833,255.583,412.867,263.417,167.35,19.85,271.433,317.033,346.2,31.917,330.133,213.85,352.85,177.85,52.583,380.4,287.667,192.317,135.8,141.283,25.367,107.2,325.617,215.65,254.967,359.767,303.55,370.417,323.55,310.15,292.783,371.033,158.417,235.317,391.333,349.667,327.167,298.117,140.8,67.367,278.7,336.333,92.9,65.9,367.633,287.033,58.2,285.75,128.75,212.9,309.167,117.4,205.517,210.783,85.317,300.2,115.183,121.883,296.033,137.467,252.65,283,382.167,238.5,356.867,389.367,287.45,261.25,314.967,87.317,306.583,356.967,8.817,231.95,324.183,223.817,221.733,126.25,86.167,253.517,288.2,340.1,322.65,279.333,234.917,317.317,306.133,236.283
