"","Appling","Atkinson","Bacon","Baker","Baldwin","Banks","Barrow","Bartow","Ben Hill","Berrien","Bibb","Bleckley","Brantley","Brooks","Bryan","Bulloch","Burke","Butts","Calhoun","Camden","Candler","Carroll","Catoosa","Charlton","Chatham","Chattahoochee","Chattooga","Cherokee","Clarke","Clay","Clayton","Clinch","Cobb","Coffee","Colquitt","Columbia","Cook","Coweta","Crawford","Crisp","Dade","Dawson","Decatur","DeKalb","Dodge","Dooly","Dougherty","Douglas","Early","Echols","Effingham","Elbert","Emanuel","Evans","Fannin","Fayette","Floyd","Forsyth","Franklin","Fulton","Gilmer","Glascock","Glynn","Gordon","Grady","Greene","Gwinnett","Habersham","Hall","Hancock","Haralson","Harris","Hart","Heard","Henry","Houston","Irwin","Jackson","Jasper","Jeff Davis","Jefferson","Jenkins","Johnson","Jones","Lamar","Lanier","Laurens","Lee","Liberty","Lincoln","Long","Lowndes","Lumpkin","Macon","Madison","Marion","McDuffie","McIntosh","Meriwether","Miller","Mitchell","Monroe","Montgomery","Morgan","Murray","Muscogee","Newton","Oconee","Oglethorpe","Paulding","Peach","Pickens","Pierce","Pike","Polk","Pulaski","Putnam","Quitman","Rabun","Randolph","Richmond","Rockdale","Schley","Screven","Seminole","Spalding","Stephens","Stewart","Sumter","Talbot","Taliaferro","Tattnall","Taylor","Telfair","Terrell","Thomas","Tift","Toombs","Towns","Treutlen","Troup","Turner","Twiggs","Union","Upson","Walker","Walton","Ware","Warren","Washington","Wayne","Webster","Wheeler","White","Whitfield","Wilcox","Wilkes","Wilkinson","Worth"
"Troup",306.691,434.998,357.405,232.661,232.192,228.68,187.499,347.375,99.513,308.262,150.964,209.845,120.095,80.113,365.811,352.554,371.328,340.914,211.336,538.657,198.221,67.286,263.743,440.913,414.807,109.963,323.435,160.637,224.898,191.63,280.747,367.772,191.991,374.343,228.01,323.616,304.711,49.686,242.998,212.869,319.521,165.849,118.824,118.824,237.717,205.09,196.366,332.516,205.827,379.274,398.035,277.344,298.055,323.616,250.788,87.15,125.728,111.741,32.754,107.697,226.523,294.246,506.701,179.662,289.458,204.001,158.876,184.393,194.995,262.568,60.207,40.855,282.623,163.244,131.038,19.583,292.148,162.369,197.371,317.688,205.503,407.371,179.276,460.941,179.823,373.901,235.771,196.532,235.92,317.266,395.038,344.787,125.404,146.166,193.491,177.982,288.24,440.298,248.93,228.01,294.978,171.724,429.512,190.685,238.215,70.903,232.661,231.429,174.884,145.745,143.023,197.371,400.967,76.069,122.903,331.219,130.579,320.514,280.747,157.161,336.155,113.14,257.513,396.15,248.68,174.737,256.68,175.424,174.352,79.669,248.725,336.704,133.397,277.524,163.687,300.842,268.944,313.818,295.066,264.558,0,249.182,187.898,150.988,75.844,201.536,171.724,385.855,210.863,279.98,180.048,137.758,273.255,180.837,9.763,235.84,279.98,195.388,237.174
"Turner",323.171,202.761,122.572,90.858,375.121,371.609,330.428,210.368,265.044,75.695,135.062,96.867,143.363,229.99,222.057,267.276,251.745,255.636,368.587,240.312,341.15,337.196,420.994,208.676,329.529,273.188,466.364,317.832,291.844,158.383,423.676,135.535,55.106,139.834,133.039,340.096,72.144,298.188,283.488,35.465,476.772,84.874,263.743,263.743,87.179,49.228,344.584,85.683,144.164,146.707,312.757,325.861,187.002,340.096,407.983,241.421,288.953,163.296,326.864,258.188,383.718,272.256,246.398,167.491,120.198,293.873,301.805,341.644,337.924,222.641,234.941,221.297,355.814,104.811,216.129,269.854,45.315,198.062,354.566,115.899,348.432,267.524,322.205,247.345,67.002,230.147,150.493,52.796,235.801,333.746,208.544,112.22,135.881,134.411,244.237,165.811,277.61,240.6,194.746,133.039,261.647,265.206,344.234,110.277,395.466,182.718,90.858,219.258,85.875,308.957,107.124,354.566,168.73,202.421,372.751,245.941,123.74,115.186,423.676,120.087,352.635,268.722,65.487,176.858,155.094,82.358,273.133,218.154,79.668,182.463,265.205,172.569,146.003,94.288,151.516,114.674,36.707,156.045,111.83,149.311,250.271,0,147.628,145.291,178.673,85.21,265.206,153.618,368.114,285.88,322.977,110.059,109.598,338.088,263.25,52.733,285.88,183.217,6.053
"Twiggs",171.651,253.321,177.06,219.689,289.047,285.535,244.354,107.258,178.97,220.252,40.327,41.029,162.515,143.916,185.466,172.209,158.535,160.569,282.513,358.312,255.076,251.122,334.92,275.854,234.462,187.114,380.29,231.758,173.517,248.898,337.602,221.867,130.39,193.998,264.086,188.576,216.701,212.114,166.014,117.399,390.698,183.707,177.669,177.669,68.901,103.376,258.51,164.767,268.088,291.264,217.69,208.572,117.71,188.576,321.909,155.347,202.879,77.222,240.79,172.114,297.644,128.925,326.356,24.463,261.369,175.546,215.731,255.57,251.85,87.681,148.867,176.915,237.487,46.384,130.055,207.398,144.352,111.988,268.492,137.343,262.358,172.457,236.131,280.596,137.707,193.556,55.426,173.335,114.829,182.226,214.693,256.777,190.269,46.567,125.18,9.916,142.65,259.953,66.308,264.086,118.316,151.488,249.167,234.201,309.392,201.028,219.689,65.63,103.598,222.883,63.542,268.492,217.633,116.347,286.677,150.874,141.463,259.743,337.602,208.201,185.405,182.648,204.998,215.805,286.141,97.303,155.659,119.755,150.814,138.081,126.025,156.359,117.472,97.179,24.573,254.185,181.264,133.473,114.721,84.213,187.814,146.531,0,242.25,120.357,208.079,151.488,219.993,282.04,157.28,236.903,161.813,92.91,252.014,182.605,95.003,157.28,29.588,144.036
"Union",451.824,328.919,275.982,107.884,377.325,373.813,332.632,301.59,244.646,202.183,201.607,188.089,85.361,225.246,371.755,358.498,368.742,346.858,356.469,366.47,343.354,217.811,408.876,334.834,420.751,255.096,468.568,305.77,370.031,53.654,425.88,261.693,113.712,293.244,105.395,468.749,198.632,194.819,388.131,134.59,464.654,60.418,263.957,263.957,202.481,130.607,341.499,229.435,74.099,273.195,403.979,422.477,303.999,468.749,395.921,232.283,270.861,197.067,183.279,252.83,371.656,338.801,372.556,234.036,164.08,349.134,304.009,329.526,340.128,289.186,186.602,125.179,427.756,173.654,276.171,170.108,189.067,225.067,342.504,259.651,350.636,358.746,324.409,421.68,103.584,379.845,241.715,91.101,381.053,462.399,362.653,238.708,26.302,200.956,338.624,232.356,433.373,394.709,261.291,105.395,328.192,316.857,435.456,65.792,383.348,82.972,107.884,285.803,113.538,290.878,159.595,342.504,294.888,187.733,273.428,337.163,95.845,214.134,425.88,26.467,481.288,258.273,151.434,324.153,116.952,119.249,401.813,245.159,91.492,135.266,393.858,308.696,124.197,222.477,218.061,177.573,162.865,284.234,240.019,270.502,150.525,143.751,216.471,0,169.793,93.195,316.857,279.776,355.996,425.113,325.181,54.759,237.787,325.97,163.504,180.922,425.113,249.762,149.322
"Upson",240.368,373.86,289.771,198.15,239.057,235.545,194.364,228.012,128.98,246.794,74.464,142.211,82.57,57.648,298.177,284.92,257.138,273.28,232.523,471.023,205.086,133.496,284.93,379.775,347.173,137.124,330.3,181.768,174.773,202.382,287.612,306.634,135.187,306.709,230.616,257.293,243.243,85.104,200.712,143.941,340.708,146.746,127.679,127.679,153.972,129.918,208.52,257.028,209.476,317.806,330.401,227.219,230.421,257.293,271.919,76.07,152.889,44.107,98.964,122.124,247.654,197.236,439.067,112.028,250.033,210.866,165.741,205.58,201.86,157.052,59.337,67.032,289.488,87.756,80.065,95.809,216.66,61.939,218.502,250.054,212.368,285.168,186.141,393.307,123.019,306.267,168.137,146.288,149.19,250.943,327.404,283.319,134.163,70.321,127.166,110.348,221.917,372.664,127.084,230.616,185.829,138.793,361.878,182.032,259.402,91.18,198.15,163.795,88.773,172.893,67.535,218.502,330.344,26.254,189.113,263.585,94.947,286.285,287.612,161.685,269.832,132.658,218.088,328.516,252.329,95.068,190.357,82.031,119.447,42.244,182.402,269.07,45.688,209.89,96.053,261.417,207.806,246.184,227.432,196.924,76.225,173.073,120.264,168.585,0,181.496,138.793,324.717,232.05,213.657,186.913,115.297,205.621,202.024,71.016,160.352,213.657,127.754,170.578
"Walker",382.778,250.918,197.981,26.233,434.728,431.216,390.035,269.975,295.19,124.182,194.669,156.474,117.933,237.149,340.14,326.883,337.127,315.243,407.013,288.469,400.757,268.355,459.42,256.833,389.136,305.64,525.971,356.314,351.451,79.831,483.283,183.692,67.32,215.243,74.418,399.703,115.786,245.363,343.095,87.301,515.198,35.931,314.501,314.501,170.866,108.835,392.043,156.541,68.026,190.358,372.364,385.468,272.384,399.703,446.465,282.827,321.405,222.903,233.823,303.374,422.2,331.863,294.555,227.098,84.234,353.48,361.412,380.07,397.531,282.248,237.146,175.723,415.421,164.418,275.736,220.652,116.173,257.669,393.048,193.658,408.039,327.131,381.812,343.679,70.017,348.23,210.1,34.924,295.408,393.353,284.652,155.871,86.679,194.018,303.844,225.418,337.217,316.708,254.353,74.418,321.254,324.813,403.841,34.139,433.892,133.516,26.233,278.865,109.497,341.422,166.731,393.048,216.887,205.755,323.972,305.548,103.115,134.288,483.283,67.989,412.242,308.817,73.209,246.152,96.482,115.195,332.74,277.761,61.661,151.993,324.812,250.328,135.499,176.794,211.123,97.727,84.864,238.551,194.336,238.887,201.069,77.758,207.235,93.193,180.171,0,324.813,201.775,406.54,345.487,382.584,77.668,192.104,376.514,214.048,135.239,345.487,242.824,92.423
"Walton",165.49,405.074,328.813,336.68,104.465,85.316,23.535,206.174,90.919,337.243,122.333,181.253,220.889,120.587,337.219,313.281,230.127,278.028,183.9,510.065,54.371,152.588,236.307,470.224,386.215,88.58,178.467,133.145,43.901,359.168,158.359,397.083,247.381,345.751,395.548,182.415,333.692,128.906,62.001,234.39,292.085,333.387,67.273,67.273,209.125,220.367,101.925,304.385,373.365,408.255,351.551,96.347,239.439,182.415,223.296,100.369,104.345,103.757,157.582,73.761,199.031,153.045,478.109,128.199,378.36,25.747,34.955,156.957,68.062,121.367,142.254,205.152,107.871,174.108,63.228,188.04,307.109,76.843,169.879,289.096,50.546,266.17,71.051,432.349,254.698,345.309,181.256,290.326,94.719,136.678,366.446,373.768,292.942,128.142,35.98,149.39,147.039,411.706,99.187,395.548,153.777,0,400.92,358.223,210.779,238.441,336.68,148.73,195.573,124.349,173.208,169.879,369.386,146.137,188.143,302.627,226.986,376.734,158.359,324.699,194.954,84.114,321.989,367.558,416.218,214.294,72.596,52.788,267.805,187.873,107.524,308.112,174.76,236.797,128.34,371.176,298.255,285.226,254.339,235.966,171.822,263.522,151.488,318.526,140.158,325.07,0,371.746,183.427,107.789,71.823,305.296,232.528,153.401,162.67,250.801,107.789,140.063,261.027
"Ware",285.115,49.935,43.708,214.476,524.668,521.156,479.975,211.94,414.591,99.398,254.088,182.864,292.91,379.537,147.586,162.353,231.694,189.475,518.134,87.486,490.697,486.743,570.541,55.86,197.623,422.735,474.79,467.379,368.614,279.584,573.223,43.556,204.653,43.26,256.657,291.296,109.52,447.735,361.002,185.012,626.319,219.226,413.29,413.29,155.408,198.775,494.131,61.736,267.779,98.291,191.963,363.872,170.344,291.296,557.53,390.968,438.5,312.843,417.118,407.735,533.265,258.848,93.572,248.643,192.998,370.643,451.352,491.191,487.471,264.162,384.488,359.018,393.388,254.358,365.676,403.947,107.378,347.609,504.113,84.161,497.979,198.485,471.752,142.696,216.549,155.676,175.03,205.816,291.845,315.193,83.346,99.999,269.974,283.958,320.277,225.555,274.333,115.402,261.923,256.657,260.387,379.167,194.535,233.892,545.013,316.811,214.476,216.83,235.422,458.504,256.671,504.113,15.581,351.968,522.298,157.617,273.287,127.813,573.223,253.532,284.62,418.269,162.099,44.846,265.942,231.905,332.062,367.701,232.688,332.01,309.46,111.662,295.55,123.058,249.581,168.726,116.504,122.931,108.721,147.663,384.364,153.019,224.792,278.736,328.22,208.825,379.167,0,517.661,317.486,472.524,260.963,128.493,487.635,397.343,140.195,317.486,217.106,159.072
"Warren",318.177,527.55,451.289,439.351,213.133,209.621,168.44,358.861,116.876,439.914,244.848,303.729,325.643,170.373,459.695,446.438,382.814,430.715,20.16,632.541,179.162,112.162,78.907,572.895,508.691,101.462,304.376,71.457,205.839,397.178,261.688,499.754,350.052,468.227,433.558,335.102,436.363,166.916,223.939,337.061,111.415,371.397,117.207,117.207,331.601,323.038,111.678,438.996,411.375,510.926,491.919,258.285,391.939,335.102,113.2,147.821,107.37,206.445,149.803,110.393,88.935,305.732,600.585,273.546,481.031,184.942,139.817,33.947,175.936,274.054,180.264,243.162,263.564,276.779,158.037,167.916,409.78,189.368,73.611,411.572,186.444,418.857,160.217,554.825,357.369,467.785,329.655,392.997,247.406,328.752,488.922,476.439,330.952,243.166,204.977,271.866,299.726,534.182,260.416,433.558,306.464,183.655,523.396,396.233,60.172,276.451,439.351,309.959,323.26,77.988,275.879,73.611,491.862,186.742,54.614,425.103,336.127,479.405,261.688,362.709,347.641,106.141,424.66,490.034,454.228,316.965,234.534,186.91,346.945,249.725,260.211,430.588,273.186,371.408,257.571,473.847,400.926,407.702,388.95,358.442,209.832,366.193,281.782,356.536,232.84,407.084,183.655,517.837,0,291.466,160.989,343.306,367.139,40.066,200.68,353.472,291.466,289.272,363.698
"Washington",59.709,334.098,274.245,357.583,136.425,117.276,105.974,115.148,198.073,358.146,150.777,197.156,272.534,227.741,246.597,207.5,124.346,172.247,290.91,419.443,125.651,259.742,343.317,362.741,295.593,195.734,158.969,240.155,69.619,466.322,168.186,346.376,268.284,283.619,401.98,76.634,354.595,236.06,46.361,255.293,399.095,321.601,174.427,174.427,209.535,241.27,167.641,284.376,480.519,429.158,245.77,48.051,145.797,76.634,330.306,207.523,211.499,168.666,264.736,180.915,306.041,68.392,387.487,132.271,399.263,89.154,132.361,263.967,137.546,69.424,249.408,312.306,77.567,195.011,161.82,295.194,328.012,155.318,276.889,240.391,103.1,160.389,149.661,341.727,275.601,254.687,161.277,311.229,67.531,28.844,269.764,394.671,400.096,156.586,79.245,165.547,41.25,321.084,104.833,401.98,69.124,109.031,310.298,372.095,317.789,345.595,357.583,132.739,241.492,231.503,194.111,276.889,302.159,208.907,295.297,215.936,279.357,397.637,168.186,431.853,89.173,191.268,342.892,298.012,424.035,235.197,47.275,137.216,288.708,252.782,30.49,211.43,227.491,216.788,160.224,392.079,319.158,194.581,232.432,178.943,278.976,284.425,156.739,425.68,212.917,345.973,109.031,317.178,290.437,0,144.807,299.707,217.151,260.411,269.824,243.963,0,136.348,281.93
"Wayne",262.383,483.034,406.773,394.835,57.385,57.123,36.46,303.067,90.194,395.398,200.332,259.213,294.856,139.586,415.179,401.922,327.02,374.921,160.909,588.025,23.414,151.971,213.316,528.379,464.175,77.842,141.317,110.154,71.524,366.391,105.94,455.238,305.536,423.711,402.771,279.308,391.847,136.129,98.185,292.545,269.094,340.61,64.783,64.783,287.085,278.522,49.63,394.48,380.588,466.41,447.403,122.871,347.423,279.308,130.756,109.737,87.027,161.929,164.805,73.014,107.761,249.938,556.069,229.03,436.515,58.462,35.264,133.966,20.188,218.26,149.477,212.375,119.964,232.263,113.521,195.263,365.264,144.852,80.773,367.056,42.844,363.063,4.506,510.309,312.853,423.269,285.139,348.481,191.612,172.862,444.406,431.923,300.165,198.65,149.183,227.35,243.932,489.666,204.622,402.771,250.67,84.492,478.88,365.446,134.624,245.664,394.835,254.165,278.744,118.199,231.363,80.773,447.346,158.311,170.491,380.587,305.34,434.889,105.94,331.922,291.847,72.879,380.144,445.518,423.441,272.449,108.78,131.116,302.429,218.938,204.417,386.072,228.67,326.892,213.055,429.331,356.41,363.186,344.434,313.926,179.045,321.677,237.266,325.749,188.324,376.297,84.492,473.321,160.436,143.973,0,312.519,322.623,130.41,169.893,308.956,143.973,244.756,319.182
"Webster",337.254,306.682,232.62,108.786,362.96,359.448,318.267,246.83,230.281,188.314,149.145,133.329,40.264,161.886,316.995,303.738,313.982,292.098,342.104,344.233,328.989,203.446,394.511,312.597,365.991,240.731,454.203,291.405,273.517,87.16,411.515,239.456,60.992,249.882,115.394,354.179,184.763,180.454,297.571,81.87,450.289,41.974,249.592,249.592,147.721,75.847,327.134,195.731,94.254,259.326,349.219,325.963,249.239,354.179,381.556,170.474,256.496,142.83,168.914,238.465,357.291,286.339,350.319,181.574,161.142,334.769,289.644,315.161,325.763,236.724,143.079,110.814,413.391,118.894,188.956,155.743,155.363,170.83,328.139,208.973,336.271,303.986,310.044,412.125,48.824,325.085,186.955,57.397,249.884,347.829,300.498,224.839,28.455,148.494,225.91,179.894,291.693,391.482,208.829,115.394,275.73,302.492,380.696,66.81,368.983,68.607,108.786,233.341,58.778,276.513,96.933,328.139,272.651,140.172,259.063,282.403,35.603,192.198,411.515,46.463,366.718,243.908,129.197,301.916,137.107,64.489,287.216,190.922,36.593,74.324,279.288,287.888,69.916,169.757,165.599,172.526,140.628,231.514,187.299,215.742,136.16,110.047,161.711,55.601,114.588,77.661,302.492,257.539,341.631,299.963,310.816,0,185.067,311.605,149.139,128.202,299.963,197.3,106.175
"Wheeler",189.839,160.767,84.506,204.329,374.833,371.321,330.14,103.526,264.756,137.168,126.113,72.18,194.702,229.702,145.173,131.916,142.147,120.276,368.299,198.318,340.862,336.908,420.706,183.3,194.169,272.9,466.076,317.544,244.932,250.869,423.388,139.998,124.043,101.444,248.726,198.247,165.69,297.9,234.014,104.402,476.484,177.36,263.455,263.455,44.301,118.742,344.296,82.898,252.728,179.856,177.397,268.596,77.404,198.247,407.695,241.133,288.665,163.008,326.576,257.9,383.43,156.624,180.373,120.668,229.764,246.961,301.517,341.356,337.636,155.759,234.653,262.701,298.112,117.515,215.841,293.184,92.461,197.774,354.278,44.789,348.144,132.164,321.917,240.303,135.939,153.263,51.306,157.975,183.442,219.917,129.243,181.548,213.531,132.353,196.595,97.58,179.057,143.427,138.241,248.726,146.782,251.192,208.874,218.841,395.178,237.571,204.329,93.137,137.214,308.669,132.623,354.278,125.079,202.133,372.463,110.581,175.079,208.732,423.388,212.573,191.433,268.434,169.365,123.251,270.781,130.919,223.659,205.541,159.21,223.867,194.025,70.909,171.502,15.31,121.606,212.679,123.77,46.447,21.927,39.713,273.6,109.565,96.817,237.777,206.143,192.719,251.192,127.439,367.826,217.158,322.689,185.075,0,337.8,268.391,56.831,217.158,93.424,115.618
"White",289.117,498.49,422.229,410.291,184.073,180.561,139.38,329.801,87.816,410.854,215.788,274.669,296.583,141.313,430.635,417.378,353.754,401.655,40.637,603.481,150.102,145.382,93.044,543.835,479.631,72.402,275.316,33.924,176.779,368.118,232.628,470.694,320.992,439.167,404.498,306.042,407.303,137.856,194.879,308.001,148.822,342.337,88.147,88.147,302.541,293.978,84.041,409.936,382.315,481.866,462.859,229.225,362.879,306.042,88.051,118.761,78.31,177.385,166.532,81.333,63.786,276.672,571.525,244.486,451.971,155.882,110.757,8.527,146.876,244.994,151.204,214.102,234.504,247.719,128.977,196.99,380.72,160.308,48.462,382.512,157.384,389.797,131.157,525.765,328.309,438.725,300.595,363.937,218.346,299.692,459.862,447.379,301.892,214.106,175.917,242.806,270.666,505.122,231.356,404.498,277.404,154.595,494.336,367.173,57.378,247.391,410.291,280.899,294.2,48.928,246.819,48.462,462.802,157.682,72.678,396.043,307.067,450.345,232.628,333.649,318.581,77.081,395.6,460.974,425.168,287.905,205.474,157.85,317.885,220.665,231.151,401.528,244.126,342.348,228.511,444.787,371.866,378.642,359.89,329.382,180.772,337.133,252.722,327.476,203.78,378.024,154.595,488.777,40.164,262.406,131.929,314.246,338.079,0,171.62,324.412,262.406,260.212,334.638
"Whitfield",297.131,447.13,352.194,244.793,222.632,219.12,177.939,337.815,89.953,320.394,145.753,204.634,132.227,66.476,360.6,347.343,361.768,335.703,201.776,533.446,188.661,71.085,254.183,453.045,409.596,100.403,313.875,151.077,215.338,203.762,271.187,379.904,204.123,369.132,240.142,314.056,316.843,40.126,233.438,214.218,309.961,177.981,109.264,109.264,232.506,200.195,186.806,327.305,217.959,391.406,392.824,267.784,292.844,314.056,241.228,77.59,116.168,106.53,36.553,98.137,216.963,284.686,501.49,174.451,301.59,194.441,149.316,174.833,185.435,253.008,50.611,49.746,273.063,158.033,121.478,26.922,286.937,152.809,187.811,312.477,195.943,397.811,169.716,455.73,191.955,368.69,230.56,208.664,226.36,307.706,389.827,356.919,137.536,140.955,183.931,172.771,278.68,435.087,239.37,240.142,285.418,162.164,424.301,202.817,228.655,83.035,244.793,226.218,151.04,136.185,137.812,187.811,413.099,70.858,126.702,326.008,142.711,332.646,271.187,169.293,326.595,103.58,269.645,390.939,260.812,186.869,247.12,165.864,186.484,74.458,239.165,331.493,115.965,272.313,158.476,312.974,281.076,308.607,289.855,259.347,10.341,261.314,182.687,163.12,70.633,213.668,162.164,397.987,201.303,270.42,170.488,149.89,268.044,171.277,0,230.629,270.42,190.177,240.855
"Wilcox",225.441,190.294,114.756,147.497,360.444,356.932,315.751,142.653,250.367,94.056,120.385,53.858,154.665,215.313,202.037,188.78,199.011,177.14,353.91,227.845,326.473,322.519,406.317,196.209,251.033,258.511,451.687,303.155,277.167,194.037,408.999,135.996,67.211,132.018,191.894,241.724,121.626,283.511,268.811,47.57,462.095,120.528,249.066,249.066,34.445,57.651,329.907,78.896,195.896,196.189,234.261,311.184,134.268,241.724,393.306,226.744,274.276,148.619,312.187,243.511,369.041,184.232,216.354,118.753,172.932,279.196,287.128,326.967,323.247,181.971,220.264,206.62,341.137,77.339,201.452,259.135,49.349,183.385,339.889,80.77,333.755,189.028,307.528,211.096,79.107,210.127,82.778,101.143,221.124,255.519,172.295,161.702,156.699,119.734,229.56,92.741,214.659,204.351,160.598,191.894,173.623,250.529,265.738,162.009,380.789,191.063,147.497,124.609,97.177,294.28,92.447,339.889,156.263,187.744,358.074,167.445,135.042,164.668,408.999,155.741,237.14,254.045,118.221,159.232,213.949,90.882,258.456,203.477,102.378,167.786,220.315,127.773,131.326,41.554,111.904,171.39,75.919,103.311,59.096,96.577,239.551,52.733,94.902,180.945,163.996,135.887,250.529,141.151,353.437,243.999,308.3,128.243,56.864,323.411,234.342,0,243.999,121.596,58.786
"Wilkes",59.709,334.098,274.245,357.583,136.425,117.276,105.974,115.148,198.073,358.146,150.777,197.156,272.534,227.741,246.597,207.5,124.346,172.247,290.91,419.443,125.651,259.742,343.317,362.741,295.593,195.734,158.969,240.155,69.619,466.322,168.186,346.376,268.284,283.619,401.98,76.634,354.595,236.06,46.361,255.293,399.095,321.601,174.427,174.427,209.535,241.27,167.641,284.376,480.519,429.158,245.77,48.051,145.797,76.634,330.306,207.523,211.499,168.666,264.736,180.915,306.041,68.392,387.487,132.271,399.263,89.154,132.361,263.967,137.546,69.424,249.408,312.306,77.567,195.011,161.82,295.194,328.012,155.318,276.889,240.391,103.1,160.389,149.661,341.727,275.601,254.687,161.277,311.229,67.531,28.844,269.764,394.671,400.096,156.586,79.245,165.547,41.25,321.084,104.833,401.98,69.124,109.031,310.298,372.095,317.789,345.595,357.583,132.739,241.492,231.503,194.111,276.889,302.159,208.907,295.297,215.936,279.357,397.637,168.186,431.853,89.173,191.268,342.892,298.012,424.035,235.197,47.275,137.216,288.708,252.782,30.49,211.43,227.491,216.788,160.224,392.079,319.158,194.581,232.432,178.943,278.976,284.425,156.739,425.68,212.917,345.973,109.031,317.178,290.437,0,144.807,299.707,217.151,260.411,269.824,243.963,0,136.348,281.93
