"","Appling","Atkinson","Bacon","Baker","Baldwin","Banks","Barrow","Bartow","Ben Hill","Berrien","Bibb","Bleckley","Brantley","Brooks","Bryan","Bulloch","Burke","Butts","Calhoun","Camden","Candler","Carroll","Catoosa","Charlton","Chatham","Chattahoochee","Chattooga","Cherokee","Clarke","Clay","Clayton","Clinch","Cobb","Coffee","Colquitt","Columbia","Cook","Coweta","Crawford","Crisp","Dade","Dawson","Decatur","DeKalb","Dodge","Dooly","Dougherty","Douglas","Early","Echols","Effingham","Elbert","Emanuel","Evans","Fannin","Fayette","Floyd","Forsyth","Franklin","Fulton","Gilmer","Glascock","Glynn","Gordon","Grady","Greene","Gwinnett","Habersham","Hall","Hancock","Haralson","Harris","Hart","Heard","Henry","Houston","Irwin","Jackson","Jasper","Jeff Davis","Jefferson","Jenkins","Johnson","Jones","Lamar","Lanier","Laurens","Lee","Liberty","Lincoln","Long","Lowndes","Lumpkin","Macon","Madison","Marion","McDuffie","McIntosh","Meriwether","Miller","Mitchell","Monroe","Montgomery","Morgan","Murray","Muscogee","Newton","Oconee","Oglethorpe","Paulding","Peach","Pickens","Pierce","Pike","Polk","Pulaski","Putnam","Quitman","Rabun","Randolph","Richmond","Rockdale","Schley","Screven","Seminole","Spalding","Stephens","Stewart","Sumter","Talbot","Taliaferro","Tattnall","Taylor","Telfair","Terrell","Thomas","Tift","Toombs","Towns","Treutlen","Troup","Turner","Twiggs","Union","Upson","Walker","Walton","Ware","Warren","Washington","Wayne","Webster","Wheeler","White","Whitfield","Wilcox","Wilkes","Wilkinson","Worth"
"Jasper",305.03,514.403,438.142,426.204,120.129,119.867,155.293,345.714,103.729,426.767,231.701,290.582,312.496,157.226,446.548,433.291,369.667,417.568,57.17,619.394,85.964,161.295,105.176,559.748,495.544,88.315,198.048,49.911,192.692,384.031,161.968,486.607,336.905,455.08,420.411,321.955,423.216,153.769,210.792,323.914,160.954,358.25,104.06,104.06,318.454,309.891,45.211,425.849,398.228,497.779,478.772,245.138,378.792,321.955,57.31,134.674,94.223,193.298,182.445,97.246,33.045,292.585,587.438,260.399,467.884,171.795,126.67,56.986,75.383,260.907,167.117,230.015,187.874,263.632,144.89,212.903,396.633,176.221,0,398.425,110.736,405.71,80.051,541.678,344.222,454.638,316.508,379.85,234.259,315.605,475.775,463.292,317.805,230.019,191.83,258.719,286.579,521.035,247.269,420.411,293.317,170.508,510.249,383.086,55.774,263.304,426.204,296.812,310.113,92.445,262.732,0,478.715,173.595,121.137,411.956,322.98,466.258,161.968,349.562,334.494,92.994,411.513,476.887,441.081,303.818,221.387,173.763,333.798,236.578,247.064,417.441,260.039,358.261,244.424,460.7,387.779,394.555,375.803,345.295,196.685,353.046,268.635,343.389,219.693,393.937,170.508,504.69,73.574,278.319,80.809,330.159,353.992,48.459,187.533,340.325,278.319,276.125,350.551
"Jeff Davis",207.982,116.178,39.917,206.822,419.06,415.548,374.367,127.729,308.983,108.587,170.34,99.539,218.702,273.929,112.022,121.776,158,118.426,412.526,153.729,385.089,381.135,464.933,138.711,168.981,317.127,397.657,361.771,284.866,274.347,467.615,106.373,148.043,56.855,249.003,214.1,129.058,342.127,258.669,128.402,520.711,200.838,307.682,307.682,71.66,142.742,388.523,49.209,260.128,146.231,169.625,286.739,93.211,214.1,451.922,285.36,332.892,207.235,370.803,302.127,427.657,180.827,136.704,164.895,210.96,286.895,345.744,385.583,381.863,180.414,278.88,270.796,316.255,141.515,260.068,337.411,79.142,242.001,398.505,0,392.371,130.314,366.144,131.446,159.939,120.112,91.282,168.76,208.097,238.06,92.645,147.923,237.531,176.58,236.529,141.807,197.2,124.701,178.175,249.003,171.437,295.419,163.815,226.241,439.405,261.571,206.822,133.082,161.214,352.896,156.623,398.505,80.49,246.36,416.69,102.809,199.079,175.737,467.615,236.051,207.286,312.661,156.046,79.582,271.058,154.919,248.314,249.768,183.21,231.962,218.68,62.534,195.502,39.31,165.833,198.209,110.451,49.765,24.973,63.915,317.827,115.963,141.044,261.255,250.37,201.174,295.419,82.85,412.053,240.353,366.916,209.075,44.745,382.027,312.618,80.831,240.353,133.358,122.016
"Jefferson",176.929,416.858,432.209,420.271,54.174,28.524,21.684,207.3,115.63,420.834,225.768,284.649,320.292,165.022,346.333,324.72,241.566,289.467,186.345,519.179,23.195,177.407,238.752,553.815,395.329,103.278,129.78,135.59,29.715,391.827,108.068,480.674,330.972,449.147,428.207,193.854,417.283,161.565,56.376,317.981,294.53,366.046,90.219,90.219,312.521,303.958,65.185,419.916,406.024,491.846,362.99,78.827,250.878,193.854,146.311,135.173,112.463,187.365,190.241,98.45,123.316,164.484,487.223,176.29,461.951,25.3,55.359,159.402,35.09,131.337,174.913,237.811,88.968,257.699,138.957,220.699,390.7,170.288,110.426,392.492,0,277.609,47.205,441.463,338.289,354.423,224.273,373.917,105.864,131.053,375.56,457.359,325.601,224.086,78.253,252.786,158.478,420.82,142.204,428.207,165.216,48.873,410.034,390.882,213.224,271.1,420.271,194.652,304.18,143.635,256.799,110.426,384.919,183.747,195.927,301.505,330.776,460.325,108.068,357.358,206.393,98.315,405.58,380.772,448.877,297.885,66.971,98.251,327.865,244.374,107.281,317.226,254.106,352.328,238.491,454.767,381.846,294.34,369.87,247.834,204.481,347.113,262.702,351.185,213.76,401.733,48.873,498.757,185.872,102.164,42.351,337.955,348.059,155.846,195.329,334.392,102.164,183.08,344.618
"Jenkins",112.884,210.174,162.369,344.427,306.395,287.246,270.885,52.966,327.142,240.687,205.005,170.484,327.193,308.594,88.37,47.111,33.209,11.858,419.979,261.335,295.621,388.811,472.386,244.199,137.485,324.803,317.962,369.224,239.589,381.931,327.179,241.61,255.105,178.909,388.824,92.811,261.158,365.129,216.331,242.137,528.164,308.422,303.496,303.496,165.193,228.091,389.168,181.309,392.826,278.331,87.017,207.044,50.201,92.811,459.375,320.025,340.568,241.9,393.805,309.984,435.11,94.413,229.379,152.031,386.107,254.065,295.032,393.036,307.516,128.524,313.545,341.593,236.56,205.503,294.733,424.263,219.914,276.666,405.958,132.488,273.07,0,362.092,183.619,262.422,96.46,112.567,298.073,156.207,148.686,141.247,280.023,332.375,211.245,221.998,176.472,104.016,162.976,149.552,388.824,95.952,266.352,152.19,358.939,446.858,365.706,344.427,111.29,246.563,360.572,222.661,405.958,183.617,281.025,424.366,55.547,284.428,307.837,327.179,343.635,86.135,320.337,329.736,171.727,410.879,240.268,209.073,219.861,288.212,302.759,139.143,86.823,282.15,142.763,200.498,330.309,251.223,82.705,142.734,87.893,408.045,252.355,175.709,359.521,285.035,332.817,266.352,198.053,419.506,160.658,362.864,303.919,127.453,389.48,398.893,199.621,160.658,130.293,268.774
"Johnson",261.664,482.315,406.054,394.116,61.41,61.148,37.67,302.348,89.475,394.679,199.613,258.494,294.137,138.867,414.46,401.203,326.301,374.202,160.19,587.306,27.439,151.252,212.597,527.66,463.456,77.123,145.342,109.435,76.457,365.672,109.965,454.519,304.817,422.992,402.052,278.589,391.128,135.41,103.118,291.826,268.375,339.891,64.064,64.064,286.366,277.803,53.338,393.761,379.869,465.691,446.684,127.804,346.704,278.589,134.464,109.018,86.308,161.21,164.086,72.295,111.469,249.219,555.35,228.311,435.796,57.554,34.545,133.247,24.213,217.541,148.758,211.656,124.897,231.544,112.802,194.544,364.545,144.133,79.996,366.337,47.777,362.344,0,509.59,312.134,422.55,284.42,347.762,190.893,177.795,443.687,431.204,299.446,197.931,148.464,226.631,243.213,488.947,203.903,402.052,249.951,61.198,478.161,364.727,133.847,244.945,394.116,253.446,278.025,117.48,230.644,79.996,446.627,157.592,169.772,379.868,304.621,434.17,109.965,331.203,291.128,72.16,379.425,444.799,422.722,271.73,113.713,130.397,301.71,218.219,203.698,385.353,227.951,326.173,212.336,428.612,355.691,362.467,343.715,313.207,178.326,320.958,236.547,325.03,187.605,375.578,61.198,472.602,159.717,148.906,4.513,311.8,321.904,129.691,169.174,308.237,148.906,244.037,318.463
"Jones",297.091,93.001,118.298,357.034,562.891,459.648,429.789,230.694,452.814,241.956,314.171,279.65,436.359,417.76,104.034,136.211,217.416,191.102,556.357,101.016,528.92,524.966,608.764,137.117,77.764,460.958,571.726,505.602,410.392,422.142,611.446,186.591,275.705,111.12,399.215,277.018,252.078,485.958,379.756,256.064,664.542,361.784,451.513,451.513,274.359,337.257,532.354,155.384,410.337,241.326,103.364,382.626,189.098,277.018,595.753,429.191,476.723,351.066,514.634,445.958,571.488,277.602,69.06,308.726,336.033,412.969,489.575,529.414,525.694,310.453,422.711,450.759,412.142,314.669,403.899,481.242,195.514,385.832,542.336,129.134,443.169,184.207,509.975,0,371.588,96.519,235.142,297.563,338.136,333.947,36.222,243.034,441.541,320.411,380.389,285.638,293.087,37.895,322.035,399.215,279.141,439.25,74.676,376.45,583.236,474.872,357.034,269.486,355.729,496.727,331.827,542.336,134.536,390.191,560.521,143.195,393.594,270.848,611.446,396.09,270.342,456.492,304.657,74.677,408.977,349.434,372.498,393.599,310.872,411.925,328.214,94.436,391.316,166.972,309.664,311.761,259.062,119.219,152.635,201.621,461.658,244.766,284.875,421.294,394.201,351.383,439.25,142.853,555.884,336.24,510.747,413.085,165.439,525.858,456.449,208.493,336.24,277.218,250.819
"Lamar",313.142,266.283,186.34,87.233,365.092,361.58,320.399,205.314,255.015,139.217,125.033,91.813,70.616,179.293,275.479,262.222,272.466,250.582,358.558,303.834,331.121,246.591,410.965,272.198,324.475,263.159,456.335,307.803,281.815,124.754,413.647,199.057,15.819,203.602,131.63,330.067,135.666,223.599,273.459,32.773,466.743,51.245,253.714,253.714,106.205,34.331,334.555,149.451,131.848,210.229,307.703,315.832,207.723,330.067,397.954,231.392,278.924,153.267,212.059,248.159,373.689,262.227,309.92,157.462,139.116,283.844,291.776,331.615,327.895,212.612,174.259,153.959,345.785,94.782,206.1,198.888,109.083,188.033,344.537,159.876,338.403,262.47,312.176,370.609,0,283.569,145.439,35.119,225.772,323.717,251.401,175.742,77.388,124.382,234.208,155.782,267.581,349.966,184.717,131.63,251.618,255.177,339.18,88.204,385.437,111.752,87.233,171.638,41.816,298.928,80.151,344.537,232.252,147.899,362.722,240.887,51.38,178.708,413.647,86.458,342.606,258.693,107.171,261.517,153.685,45.242,263.104,208.125,26.41,105.504,255.176,206.879,77.643,120.66,141.487,150.5,100.229,182.417,138.202,174.226,179.305,65.496,137.599,104.534,122.315,70.579,255.177,217.14,358.085,275.851,312.948,48.932,135.97,328.059,192.284,79.105,275.851,173.188,57.078
"Lanier",209.376,164.904,131.259,365.996,475.294,372.051,342.192,143.097,365.217,228.367,226.574,192.053,348.762,330.163,8.111,48.496,129.701,95.821,468.76,172.919,441.323,437.369,521.167,209.02,49.069,373.361,405.947,418.005,322.795,403.5,523.849,198.281,276.674,135.58,410.393,189.303,248.838,398.361,292.159,263.706,576.945,329.991,363.916,363.916,186.762,249.66,444.757,168.989,414.395,253.016,41.307,295.029,101.501,189.303,508.156,341.594,389.126,263.469,427.037,358.361,483.891,190.005,140.963,221.129,332.629,325.372,401.978,441.817,438.097,222.856,335.114,363.162,324.545,227.072,316.302,393.645,200.811,298.235,454.739,120.168,355.572,96.492,422.378,95.203,283.991,0,147.545,319.642,250.539,246.35,72.652,254.724,353.944,232.814,292.792,198.041,205.49,74.56,234.438,410.393,191.544,351.653,63.774,380.508,495.639,387.275,365.996,181.889,268.132,409.13,244.23,454.739,140.288,302.594,472.924,55.598,305.997,282.538,523.849,365.204,182.627,368.895,277.715,111.172,432.448,261.837,284.901,306.002,309.781,324.328,240.617,57.613,303.719,137.452,222.067,323.451,232.12,75.611,131.304,114.024,374.061,230.164,197.278,381.09,306.604,354.386,351.653,154.724,468.287,248.643,423.15,325.488,122.142,438.261,368.852,178.973,248.643,189.621,290.343
"Laurens",142.751,207.334,131.073,227.536,261.988,242.839,212.432,59.963,226.757,177.405,88.114,53.593,210.302,191.703,139.509,126.252,116.435,95.818,330.3,312.355,302.863,298.909,382.707,229.867,188.505,234.901,337.613,279.545,193.583,265.04,385.389,180.235,138.214,148.011,271.933,159.034,224.548,259.901,178.165,125.246,438.485,191.531,225.456,225.456,48.294,111.2,306.297,123.135,275.935,220.093,171.733,211.076,57.572,159.034,369.696,203.134,250.666,125.009,288.577,219.901,345.431,101.542,280.399,62.945,269.216,195.612,263.518,303.357,299.637,99.91,196.654,224.702,240.592,88.612,177.842,255.185,132.698,159.775,316.279,91.356,226.36,112.579,283.918,234.639,145.531,147.599,0,181.182,127.593,172.829,168.736,221.785,215.484,94.354,145.246,59.581,131.969,213.996,86.892,271.933,90.933,189.639,203.21,242.048,357.179,248.815,227.536,41.919,129.672,270.67,105.77,316.279,171.646,164.134,334.464,104.917,167.537,267.59,385.389,226.744,154.45,230.435,212.845,169.818,293.988,123.377,167.81,167.542,171.321,185.868,138.176,110.402,165.259,55.547,83.607,262.032,164.007,87.516,74.666,38.256,235.601,135.456,58.818,242.63,168.144,215.926,189.639,174.006,329.827,161.309,284.69,187.028,51.278,299.801,230.392,82.722,161.309,42.075,151.883
"Lee",348.776,255.612,175.423,52.178,400.726,397.214,356.033,235.973,290.649,128.546,160.667,122.472,90.453,202.496,306.138,292.881,303.125,281.241,394.192,293.163,366.755,264.897,446.599,261.527,355.134,298.793,491.969,343.437,317.449,105.723,449.281,188.386,32.532,192.685,96.575,365.701,124.995,241.905,309.093,53.299,502.377,32.214,289.348,289.348,136.864,59.545,370.189,138.534,112.817,199.558,338.362,351.466,238.382,365.701,433.588,220.918,314.558,188.901,230.365,283.793,409.323,297.861,299.249,193.096,104.061,319.478,327.41,367.249,363.529,248.246,197.462,172.265,381.419,130.416,241.734,217.194,98.166,223.667,380.171,168.75,374.037,293.129,347.81,300.196,35.229,314.228,176.098,0,261.406,359.351,261.395,165.071,83.221,160.016,269.842,191.416,303.215,293.451,220.351,96.575,287.252,290.811,369.839,65.505,421.071,130.058,52.178,244.863,74.844,334.562,112.986,380.171,221.581,171.102,320.514,271.546,74.583,135.117,449.281,67.427,378.24,294.327,72.116,229.709,118.63,80.542,298.738,243.759,27.008,128.707,290.81,225.42,100.846,142.792,177.121,115.445,89.558,204.549,160.334,204.885,197.611,52.85,173.233,92.631,145.518,35.524,290.811,206.469,393.719,311.485,348.582,57.399,158.102,363.693,210.59,101.237,311.485,208.822,58.421
"Liberty",97.572,313.259,247.893,307.545,143.516,124.367,94.508,103.701,155.684,308.108,100.739,155.47,222.496,143.201,242.734,200.033,162.209,163.47,248.521,415.58,130.439,217.353,300.928,341.902,291.73,153.345,219.141,197.766,75.111,336.754,197.41,316.084,218.246,264.831,351.942,114.497,304.557,193.671,65.165,205.255,356.706,271.563,132.038,132.038,180.881,191.232,217.71,258.984,355.944,379.12,243.335,107.538,142.698,114.497,287.917,165.134,169.11,105.094,222.347,138.526,263.652,67.922,383.624,90.585,349.225,77.688,120.895,221.578,142.334,27.738,207.019,269.917,132.247,144.973,119.431,252.805,277.974,91.746,234.5,208.176,107.888,156.317,190.634,337.864,225.563,250.824,127.622,261.191,0,108.147,271.961,344.633,357.707,106.548,50.54,127.796,79.121,317.221,51.204,351.942,56.515,94.894,306.435,322.057,275.4,303.206,307.545,91.053,191.454,189.114,144.073,234.5,281.32,145.335,252.908,208.142,229.319,347.599,197.41,296.057,127.036,148.879,292.854,277.173,373.997,185.159,54.81,94.827,238.67,189.21,39.606,213.627,177.453,191.396,106.746,342.041,269.12,190.741,198.777,144.235,236.587,234.387,115.053,383.291,149.345,295.935,94.894,290.826,248.048,67.557,191.406,249.669,183.496,218.022,227.435,221.666,67.557,94.662,231.892
"Lincoln",35.794,331.845,271.992,405.406,159.578,140.429,134.438,112.895,236.324,405.969,198.6,223.022,320.357,265.992,226.325,185.066,101.912,149.813,329.161,399.29,154.115,297.993,381.568,360.488,275.44,233.985,172.376,278.406,98.083,504.573,181.593,344.123,316.107,281.366,449.803,47.837,402.418,274.311,74.825,303.116,437.346,369.424,212.678,212.678,221.086,289.093,196.105,286.959,518.77,383.981,223.336,61.458,143.544,47.837,275.496,245.774,249.75,206.917,302.987,219.166,344.292,77.54,367.334,158.137,447.086,117.618,160.825,302.218,166.01,94.639,287.659,350.557,90.974,242.834,200.071,333.445,305.49,193.569,315.14,238.138,131.564,137.955,178.125,321.574,323.424,234.415,172.828,359.052,108.482,0,267.511,442.494,438.347,204.409,131.18,191.413,38.997,300.931,152.656,449.803,80.236,137.495,290.145,419.918,356.04,383.846,405.406,142.958,289.315,269.754,241.934,315.14,299.906,247.158,333.548,193.502,327.18,445.46,181.593,470.104,77.089,229.519,390.715,295.759,471.858,283.02,75.739,175.467,336.531,291.033,58.009,209.177,275.314,228.339,186.09,439.902,366.981,192.328,231.531,176.69,317.227,332.248,182.605,463.931,251.168,393.796,137.495,314.925,328.688,28.986,173.271,347.53,216.25,298.662,308.075,255.514,28.986,162.214,329.753
"Long",254.192,68.885,82.147,297.317,496.426,393.183,363.324,164.215,386.349,182.239,247.706,213.185,310.213,351.295,64.877,95.687,174.517,132.365,489.892,111.531,462.455,458.501,542.299,106.766,90.017,394.493,427.065,439.137,343.927,362.425,544.981,126.397,239.554,74.969,339.498,234.119,192.361,419.493,313.277,219.913,598.077,302.067,385.048,385.048,163.171,234.253,465.889,119.233,350.62,181.132,115.617,316.147,122.619,234.119,529.288,362.726,410.258,284.601,448.169,379.493,505.023,211.123,79.575,242.261,275.839,346.504,423.11,462.949,459.229,243.988,356.246,384.294,345.663,248.204,337.434,414.777,159.363,319.367,475.871,92.983,376.704,141.308,443.51,38.807,251.45,72.967,168.677,261.412,271.671,267.468,0,182.84,329.042,253.946,313.924,219.173,226.608,32.062,255.57,339.498,212.662,372.785,86.929,316.733,516.771,408.407,297.317,203.021,252.725,430.262,265.362,475.871,68.404,323.726,494.056,90.951,290.59,210.654,544.981,336.373,227.443,390.027,244.94,38.526,348.783,246.43,306.019,327.134,274.721,345.46,261.735,58.385,324.851,130.821,243.199,251.567,199.345,83.168,116.484,119.611,395.193,208.615,218.41,361.577,327.736,291.666,372.785,82.84,489.419,269.761,444.282,300.586,129.388,459.393,389.984,172.342,269.761,210.753,214.668
"Lowndes",432.063,149.95,126.402,136.526,484.013,480.501,439.32,271.53,373.936,45.642,243.954,205.759,252.255,338.882,247.924,262.691,301.801,262.227,477.479,187.501,450.042,446.088,529.886,155.865,297.638,382.08,575.256,426.724,400.736,221.854,532.568,56.525,163.998,143.598,167.131,448.988,43.065,407.08,392.38,144.357,585.664,178.897,372.635,372.635,196.077,158.12,453.476,94.677,198.629,29.334,323.238,434.753,237.012,448.988,516.875,350.313,397.845,272.188,376.789,367.08,492.61,381.148,193.587,276.383,93.478,402.765,410.697,450.536,446.816,331.533,343.833,330.189,464.706,213.703,325.021,363.618,109.413,306.954,463.458,143.801,457.324,274.115,431.097,242.711,175.894,256.014,217.786,165.161,344.693,442.638,183.684,0,229.645,243.303,353.129,274.703,386.502,215.74,303.638,167.131,370.539,374.098,294.55,176.162,504.358,276.482,136.526,328.15,194.767,417.849,216.016,463.458,115.919,311.313,481.643,257.955,232.632,28.293,532.568,213.203,351.087,377.614,82.718,145.184,166.422,191.25,382.025,327.046,192.033,291.355,374.097,212,254.895,162.18,260.408,69.206,78.104,193.566,168.774,207.716,344.035,112.364,256.52,238.407,287.565,168.496,374.098,100.807,477.006,394.772,431.869,222.424,177.49,446.98,357.014,161.631,394.772,292.109,118.417
"Lumpkin",424.96,325.663,272.726,114.371,350.461,346.949,305.768,275.288,217.782,198.927,174.743,161.787,58.497,198.382,345.453,332.196,342.44,320.556,329.605,363.214,316.49,190.947,382.012,331.578,394.449,228.232,441.704,278.906,343.167,66.925,399.016,258.437,89.45,289.988,103.305,441.885,195.376,167.955,361.267,110.328,437.79,56.514,237.093,237.093,176.179,104.305,314.635,225.531,81.122,269.939,377.677,395.613,277.697,441.885,369.057,205.419,243.997,170.203,156.415,225.966,344.792,311.937,369.3,207.172,180.123,322.27,277.145,302.662,313.264,262.322,159.738,98.315,400.892,147.352,249.307,143.244,185.163,198.203,315.64,237.431,323.772,332.444,297.545,440.583,77.282,353.543,215.413,87.197,354.189,435.535,328.956,235.452,0,174.092,311.76,205.492,406.509,419.94,234.427,103.305,301.328,289.993,409.154,72.279,356.484,56.108,114.371,258.939,87.236,264.014,132.731,315.64,291.632,160.869,246.564,310.861,68.981,211.179,399.016,32.456,454.424,231.409,148.178,320.897,123.975,92.947,374.949,218.295,65.051,108.402,366.994,316.346,97.333,198.215,191.197,191.507,159.609,259.972,215.757,244.2,123.661,139.847,190.169,26.283,142.929,92.201,289.993,276.52,329.132,398.249,298.317,28.457,213.525,299.106,136.64,156.66,398.249,222.898,145.418
"Macon",194.438,292.762,216.501,205.982,250.664,247.152,205.971,154.742,140.587,206.545,4.929,68.941,120.933,105.533,224.907,211.65,183.868,200.01,244.13,397.753,216.693,212.739,296.537,339.526,273.903,148.731,341.907,193.375,153.661,235.191,299.219,266.385,116.683,233.439,250.379,211.363,202.994,173.731,154.755,103.692,352.315,170,139.286,139.286,96.813,89.669,220.127,204.208,254.381,277.557,257.131,197.128,157.151,211.363,283.526,116.964,164.496,38.839,202.407,133.731,259.261,143.523,365.797,38.758,247.662,155.69,177.348,217.187,213.467,93.908,110.484,132.463,217.631,43.41,91.672,165.556,176.411,73.605,230.109,176.784,223.975,211.898,197.748,320.037,124,232.997,94.867,159.628,107.068,205.013,254.134,243.07,166.246,0,106.054,37.078,148.877,299.394,66.013,250.379,132.914,127.023,288.608,220.494,271.009,159.446,205.982,90.525,89.891,184.5,42.51,230.109,257.074,77.964,248.294,190.315,127.756,246.036,299.219,194.494,223.902,144.265,191.291,255.246,272.434,83.596,144.4,81.372,137.107,93.629,136.472,195.8,75.89,136.62,22.783,240.478,167.557,172.914,154.162,123.654,145.972,132.824,46.994,200.668,70.417,194.372,127.023,284.468,243.657,157.147,198.52,148.106,132.351,213.631,140.763,120.103,157.147,54.484,130.329
"Madison",121.011,359.331,283.07,309.455,116.012,96.863,57.783,161.695,112.505,310.018,102.649,161.569,200.207,142.173,291.476,268.802,185.648,233.549,205.342,464.322,87.579,174.174,257.749,381.864,340.472,110.166,191.637,154.587,47.607,380.754,169.906,369.858,220.156,300.008,353.852,137.936,306.467,150.492,65.707,207.165,313.527,273.473,88.859,88.859,189.441,193.142,174.531,268.404,394.951,381.03,307.072,100.053,194.96,137.936,244.738,121.955,125.931,83.075,179.168,95.347,220.473,108.566,432.366,97.292,351.135,45.718,73.644,178.399,114.83,76.888,163.84,226.738,111.577,146.883,76.252,209.626,279.884,69.727,191.321,243.353,80.384,221.691,147.455,386.606,227.473,299.566,145.275,263.101,50.24,131.586,320.703,346.543,314.528,108.458,0,129.706,102.56,365.963,63.206,353.852,109.298,35.98,355.177,323.967,232.221,260.027,309.455,112.749,193.364,145.935,145.983,191.321,323.643,123.316,209.729,256.884,206.304,349.509,169.906,346.285,150.475,105.7,294.764,321.815,375.907,187.069,66.524,51.648,240.58,167.191,63.045,262.369,154.078,200.816,108.656,343.951,271.03,239.483,218.358,190.223,193.408,236.297,125.144,340.112,127.326,297.845,35.98,326.003,204.869,79.271,148.227,226.654,196.547,174.843,184.256,223.576,79.271,104.082,233.802
"Marion",180.955,258.115,181.854,237.648,279.131,275.619,234.438,120.095,169.054,238.211,30.411,38.852,152.599,134,190.26,177.003,187.247,165.363,272.597,363.106,245.16,241.206,325.004,280.648,239.256,177.198,370.374,221.842,177.903,266.857,327.686,226.661,148.349,198.792,282.045,197.88,234.66,202.198,175.31,135.358,380.782,201.666,167.753,167.753,66.724,121.335,248.594,169.561,286.047,309.223,222.484,217.683,122.504,197.88,311.993,145.431,192.963,67.306,230.874,162.198,287.728,138.229,331.15,33.767,279.328,179.932,205.815,245.654,241.934,96.985,138.951,166.999,241.873,44.192,120.139,197.482,142.175,102.072,258.576,142.137,252.442,177.251,226.215,285.39,155.666,198.35,60.22,191.294,127.623,191.53,219.487,274.736,197.912,36.651,129.566,0,151.954,264.747,75.612,282.045,127.62,155.49,253.961,252.16,299.476,191.112,237.648,75.546,121.557,212.967,74.176,258.576,222.427,106.431,276.761,155.668,159.422,277.702,327.686,226.16,200.692,172.732,222.957,220.599,304.1,115.262,164.955,109.839,168.773,128.165,135.329,161.153,107.556,101.973,25.904,272.144,199.223,138.267,119.515,89.007,177.898,164.49,9.916,232.334,110.441,226.038,155.49,224.787,272.124,166.584,226.987,179.772,97.704,242.098,172.689,92.826,166.584,39.504,161.995
"McDuffie",25.979,290.965,231.112,349.283,177.165,158.016,151.502,72.015,207.759,349.846,142.082,185.505,264.234,237.427,203.464,151.448,70.823,116.195,300.596,376.31,166.391,269.428,353.003,319.608,252.46,205.42,198.566,249.841,110.359,476.008,207.783,303.243,259.984,240.486,393.68,42.904,346.295,245.746,87.101,246.993,408.781,313.301,184.113,184.113,180.206,232.97,269.785,246.079,397.682,343.101,189.718,87.648,102.664,42.904,339.992,217.209,221.185,178.352,274.422,190.601,315.727,38.151,344.354,118.356,390.963,134.682,175.649,273.653,178.286,54.858,259.094,321.992,117.164,186.711,171.506,304.88,264.61,165.004,286.575,197.258,143.84,104.337,242.709,298.594,267.301,211.554,131.948,302.929,79.917,38.969,226.631,386.371,409.782,148.286,102.615,151.632,0,277.951,106.23,393.68,40.455,146.969,267.165,363.795,327.475,355.281,349.283,111.96,233.192,241.189,185.811,286.575,259.026,218.593,304.983,153.291,271.057,389.337,207.783,441.539,55.443,200.954,334.592,254.879,415.735,226.897,89.69,146.902,280.408,262.468,45.878,168.297,219.191,187.459,146.309,383.779,310.858,151.448,190.651,135.81,288.662,276.125,142.824,435.366,222.603,337.673,146.969,274.045,300.123,41.262,243.481,291.407,175.37,270.097,279.51,214.634,41.262,122.433,273.63
"McIntosh",247.289,111.005,114.136,329.306,542.5,439.257,409.398,210.303,432.423,214.228,293.78,259.259,415.968,397.369,46.025,86.409,167.614,170.711,535.966,119.02,508.529,504.575,588.373,155.121,57.373,440.567,551.335,485.211,390.001,394.414,591.055,158.386,271.543,106.958,371.487,227.216,224.35,465.567,359.365,251.902,644.151,334.056,431.122,431.122,195.16,316.866,511.963,151.222,382.609,213.121,82.973,362.235,168.707,227.216,575.362,408.8,456.332,330.675,494.243,425.567,551.097,257.211,87.064,288.335,307.828,392.578,469.184,509.023,505.303,290.062,402.32,430.368,391.751,294.278,383.508,460.851,191.352,365.441,521.945,124.972,422.778,134.405,489.584,37.904,283.439,54.115,214.751,293.401,317.745,313.556,31.995,214.829,421.15,300.02,359.998,265.247,272.696,0,301.644,371.487,258.75,418.859,54.285,348.722,562.845,454.481,329.306,249.095,335.338,476.336,311.436,521.945,100.393,369.8,540.13,122.804,373.203,242.643,591.055,368.362,220.54,436.101,276.929,70.515,380.772,329.043,352.107,373.208,306.71,391.534,307.823,72.444,370.925,162.81,289.273,283.556,231.334,97.227,148.473,181.23,441.267,240.604,264.484,393.566,373.81,323.655,418.859,114.829,535.493,315.849,490.356,392.694,143.447,505.467,436.058,204.331,315.849,256.827,246.657
