"","Alamance","Alexander","Alleghany","Anson","Ashe","Avery","Beaufort","Bertie","Bladen","Brunswick","Buncombe","Burke","Cabarrus","Caldwell","Camden","Carteret","Caswell","Catawba","Chatham","Cherokee","Chowan","Clay","Cleveland","Columbus","Craven","Cumberland","Currituck","Dare","Davidson","Davie","Duplin","Durham","Edgecombe","Forsyth","Franklin","Gaston","Gates","Graham","Granville","Greene","Guilford","Halifax","Harnett","Haywood","Henderson","Hertford","Hoke","Hyde","Iredell","Jackson","Johnston","Jones","Lee","Lenoir","Lincoln","Macon","Madison","Martin","McDowell","Mecklenburg","Mitchell","Montgomery","Moore","Nash","New Hanover","Northampton","Onslow","Orange","Pamlico","Pasquotank","Pender","Perquimans","Person","Pitt","Polk","Randolph","Richmond","Robeson","Rockingham","Rowan","Rutherford","Sampson","Scotland","Stanly","Stokes","Surry","Swain","Transylvania","Tyrrell","Union","Vance","Wake","Warren","Washington","Watauga","Wayne","Wilkes","Wilson","Yadkin","Yancey"
"Mitchell",160.45,330.733,221.017,227.067,282.65,310.75,154.867,24.85,185.033,205.7,317.083,274.183,257.083,243.683,83.017,154.867,177.367,244.017,140.117,375.867,54.317,176.083,233.683,322.683,217.867,156.05,95.333,115.45,247.667,218.15,130.067,129.267,165.55,132.617,383.283,54.967,33.967,152.783,129.817,170.967,178.467,46.067,179.183,130.783,118.983,57.933,65.383,104.15,228.75,31.167,105.033,102.367,141.3,275.783,269.2,88.2,204.183,39.783,288.7,247.95,0,198.05,160.9,70.9,184.533,201.9,138,145.1,128.367,68.7,43.85,57.933,163.85,59.967,322.683,184.3,205.867,169.767,205.867,180.183,310.65,143.567,195.083,262.383,52.983,235.883,377.383,355.35,72.633,156.367,251.367,109.733,95.5,68.767,358.217,104.483,239.317,82.3,210.267,336.433
"Montgomery",70.4,205.1,36.55,43.467,153.8,181.9,252.133,194.8,127.483,122.833,191.45,148.55,61.383,93.717,252.65,252.133,154.35,118.383,79.75,250.233,231.817,57.9,84.717,167.5,48.533,104.25,271.167,271.917,94.983,80.35,161.217,98.083,185.183,95.55,257.65,172.867,230.283,72.533,122.217,64.2,57.467,166.517,169,74.533,128.267,228.233,205.167,253.35,160.9,184.267,124.867,226.833,65.15,146.933,121.1,151.017,82.283,181.65,163.067,90.25,200.183,0,37.867,132.967,160.517,75.817,209.933,119.317,238.983,239.017,166.417,228.233,120.517,167.617,167.5,33.45,43.183,96.917,43.183,157.067,159.733,141.683,68.383,107.2,173.583,108.1,251.75,218.55,229.1,171.35,78.267,101.283,149.167,192.283,229.367,145.767,110.467,138.9,82.483,210.8
"Moore",76.417,218.233,74.067,69.9,170.167,198.267,214.917,157.583,106.133,115.067,204.6,161.683,96.533,128.867,215.433,214.917,136.133,131.533,46.133,263.367,194.583,67.017,113.6,202.65,86.033,66.117,233.933,234.683,130.133,101.667,124,68.4,172.55,71.917,270.783,135.633,193.05,84.3,99.433,67.917,73.833,129.283,161.233,37.3,105.483,191.017,167.933,216.133,153.15,147.033,87.633,189.617,27.933,163.3,156.25,128.233,98.65,144.417,176.2,125.4,162.95,37.5,0,95.733,152.767,92.183,172.7,82.1,201.75,201.783,129.2,191.017,112.567,130.383,202.65,50.817,52.083,89.167,52.083,128.533,194.883,104.45,56.6,142.333,136.367,124.467,264.883,242.867,191.867,134.117,110.483,64.05,126.383,155.05,245.717,108.533,126.833,101.683,98.85,223.933
"Nash",94.5,264.783,155.067,161.117,216.7,244.8,152.55,65.683,123.55,147.25,251.133,208.233,191.133,177.733,123.517,152.55,123.467,178.067,74.167,309.917,102.683,110.133,167.733,256.733,151.917,97.583,142.033,142.783,181.717,152.2,90.95,63.317,141.55,66.667,317.333,43.733,101.15,86.833,77.267,105.017,112.517,37.383,125.283,64.833,61.05,99.117,76.033,124.233,174.85,55.133,46.567,105.817,75.35,209.833,203.25,50.833,138.233,52.517,222.75,182,71.05,132.1,94.95,0,130.65,135.95,124.9,86.65,131.817,109.883,37.283,99.117,104.283,55.117,256.733,118.35,139.917,111.317,139.917,130.717,244.7,84.95,136.633,196.433,48.133,169.933,311.433,289.4,99.967,102.467,185.4,43.783,47.417,71.267,292.267,45.867,173.367,28.783,144.317,270.483
"New Hanover",164.833,323.95,197.283,137.1,287.033,315.233,134.117,179.583,58.433,57.683,309.933,267.017,188.3,209.983,237.433,134.117,35.817,243.3,143.25,363.733,216.6,181.45,236.117,274.933,209.25,108.15,255.933,250.083,211.867,224.183,56.25,133.65,36.65,137,371.167,159.467,213.583,157.167,164.7,175.35,182.85,153.117,18.2,133.917,165.817,213.017,177.733,209.167,54.083,170.867,100.55,145.383,144.933,268.633,228.533,172.917,208.567,166.417,281.533,196.083,183.483,160.717,153.067,129.617,0,206.283,67.85,91.617,144.033,223.783,153.017,213.017,177.817,134.967,274.933,172.333,123.433,78.4,123.433,44.617,267.167,70.75,97.633,219.6,140.967,240.267,365.267,325.983,207.267,40.05,177.667,113.833,169.5,145.233,362.6,87.867,243.7,114.733,214.65,329.267
"Northampton",53.583,151.067,69.533,119.433,102.85,130.95,255.933,198.317,174.217,177.883,137.417,94.517,85.717,75.55,256.167,255.933,198.317,64.35,77.717,196.2,235.333,43.317,55.683,154.633,51,134.2,274.683,275.433,69.333,38.483,168.467,81.267,217.033,78.733,203.617,172.067,233.8,55.7,105.4,52.2,30.05,170.033,201.417,91.9,111.433,231.75,208.683,256.867,215.967,191.4,128.667,230.35,84.617,95.983,89.533,134.183,39.867,185.15,109.033,81.067,203.7,76.25,93.65,136.483,206.767,0,217.183,150.183,242.783,242.517,169.933,231.75,103.683,171.133,154.633,50.533,98.233,151.967,98.233,196.617,130.983,158.55,123.433,95.5,177.1,47.15,197.717,175.683,232.617,178.6,84.483,104.05,132.35,195.8,178.417,149.567,59.517,142.417,21.533,156.767
"Onslow",172.75,343.033,232.067,192.8,294.95,323.05,70.633,117.033,105.133,113.383,329.383,286.483,244,255.983,174.883,70.633,63.967,256.317,151.167,388.15,154.05,189.367,245.983,330.633,230.167,139.75,193.4,187.55,259.967,230.45,51.3,141.567,32.217,144.917,395.583,153.817,169.933,165.083,172.617,183.267,190.767,147.467,53.767,141.833,173.167,150.467,115.183,146.617,112.45,169.25,108.467,82.833,152.833,288.083,284.233,167.267,216.483,103.883,300.983,251.783,140.55,211.233,171.4,123.983,68.95,214.2,0,105.033,81.483,161.25,147.383,150.467,185.733,93.867,330.633,195.35,179.133,135.667,179.133,78.967,322.867,79.017,153.333,275.3,98.067,248.183,389.683,367.65,144.717,50.533,233.367,121.75,163.85,82.683,370.517,90.067,251.617,109.1,222.567,348.733
"Orange",114.05,278.583,158.55,126.467,230.517,258.617,164.15,139.067,51.967,88.15,264.95,222.033,177.683,189.383,196.917,164.15,67,191.883,89.367,323.717,176.067,115.2,179.383,264.317,163.567,47.95,215.417,216.167,193.367,166.017,58.517,82.867,106.067,86.217,331.133,115.933,174.533,106.383,113.917,116.083,127.883,109.583,90.45,80.533,115.033,172.5,149.417,191.917,126.233,127.35,47.183,152.35,72.95,223.65,217.917,129.383,152.05,125.9,236.55,185.45,144.433,122,82.167,86.1,91.15,149.75,106.217,0,151,183.267,109.5,172.5,127.033,103.317,264.317,121.883,112.8,61.683,112.8,65.783,256.55,27.733,87,208.983,109.283,183.733,325.233,303.217,173.35,67.633,167.05,63.05,125.967,127.983,306.067,54.067,187.183,74.783,158.117,284.283
"Pamlico",205.6,375.883,264.917,260,327.8,355.9,80.9,109.633,176.767,194.333,362.233,319.333,300.983,288.833,167.467,80.9,145.017,289.167,184.017,421.017,146.633,222.217,278.833,367.833,263.017,181.483,185.983,180.133,292.817,263.3,115.883,174.417,113.167,177.767,428.433,164.683,162.517,197.933,199.233,216.117,223.617,155.617,134.717,174.683,192.283,143.067,107.283,124.25,193.4,161.833,128.9,48.05,185.2,320.933,314.35,178.133,249.333,96.467,333.85,293.1,133.133,241.95,204.8,135.417,149.9,247.05,85.617,154.483,0,153.833,154.3,143.067,218.583,97.35,367.833,228.2,246.333,195.217,246.333,160.033,355.8,139.883,220.533,307.533,90.65,281.033,422.533,400.5,137.317,131.583,300.583,154.6,174.717,74.783,403.367,109.133,284.467,128.517,255.417,381.583
"Pasquotank",200.367,370.65,260.933,266.983,322.567,350.667,177.167,48.1,224.95,245.617,357,314.1,297,283.6,20.533,177.167,217.55,283.933,180.033,415.783,31.917,216,273.6,362.6,257.783,195.967,39.05,96.883,287.583,258.067,170.25,169.183,187.85,172.533,423.2,118.933,50.133,192.7,183.9,210.883,218.383,107.85,209.417,170.7,167.683,15.15,66.267,97.533,268.083,95.117,144.95,124.683,181.217,315.7,309.117,152.167,244.1,62.1,328.617,287.867,68.767,237.967,200.817,110.817,224.583,241.817,160.3,185.017,150.683,0,105.633,15.15,210.15,100.15,362.6,224.217,245.783,209.683,245.783,220.367,350.567,183.467,235,302.3,84.483,275.8,417.3,395.267,54.067,196.55,291.267,149.65,150.117,91.083,398.133,144.383,279.233,122.217,250.183,376.35
"Pender",127.617,297.883,188.167,194.217,249.817,277.917,179.117,63.317,148.217,171.917,284.25,241.333,224.25,210.85,119.683,179.117,148.133,211.183,107.267,343.017,92.5,143.25,200.85,289.85,185.033,122.25,133.517,152.033,214.833,185.317,115.617,96.433,166.217,99.783,350.433,21.917,72.15,119.933,87.6,138.133,145.617,2.2,149.95,97.95,76.783,95.267,95.367,143.55,199.517,26.883,71.233,126.633,108.45,242.95,236.367,46,171.35,62.633,255.85,215.117,42.95,165.217,128.067,38.067,155.317,169.05,149.567,111.317,152.617,106.05,0,95.267,121.65,75.917,289.85,151.467,173.033,135.983,173.033,155.383,277.8,109.617,161.3,229.55,68.95,203.05,344.533,322.517,109.217,127.133,218.517,76.883,49.483,92.067,325.383,70.533,206.483,54.017,177.433,303.583
"Perquimans",189.15,359.417,249.7,255.75,311.35,339.45,165.95,36.883,213.717,234.4,345.783,302.867,285.767,272.383,30.417,165.95,206.317,272.717,168.8,404.55,22.883,204.783,262.383,351.383,246.55,184.733,48.933,85.667,276.367,246.833,159.017,157.95,176.633,161.3,411.967,111.667,44.45,181.467,172.683,199.667,207.15,96.633,198.183,159.483,156.467,0,55.05,86.3,256.867,87.867,133.717,113.45,169.983,304.483,297.9,140.417,232.883,50.867,317.383,276.633,57.55,226.733,189.6,99.6,213.367,230.583,149.083,173.8,139.45,16.767,94.417,0,198.917,88.917,351.383,212.983,234.55,198.45,234.55,209.133,339.333,172.25,223.783,291.067,73.267,264.567,406.067,384.033,42.833,185.317,280.05,138.417,138.883,79.85,386.9,133.167,268.017,111,238.95,365.117
"Person",62.033,233.15,126.333,165.317,185.067,213.183,227.35,166.7,164.167,187.85,219.517,176.6,155,146.117,227.967,227.35,169.717,146.433,81.4,278.283,205.233,78.5,136.1,225.1,120.283,138.2,225.983,243.8,150.1,120.567,139.883,46.317,188.433,54.417,285.7,112.533,170.683,53.317,37.483,72.55,80.883,118.583,172.817,79.533,51.9,200.133,177.05,225.25,222.383,131.867,100.067,198.733,90.05,178.2,171.617,74.65,84.333,153.533,191.117,150.367,161.95,122.117,109.65,104.85,178.183,104.317,188.583,127.25,214.183,210.9,119.967,200.133,0,139.5,225.1,96.4,144.1,151.917,144.1,172.483,213.067,129.95,152.367,164.8,145.483,138.3,279.8,257.767,200.983,150,153.783,75.45,72.817,164.167,260.633,120.967,141.733,110.8,112.683,238.85
"Pitt",128.85,299.117,189.4,194.667,251.05,279.15,110.217,52.95,137.75,165.817,285.483,242.567,225.467,212.083,110.783,110.217,129.517,212.417,108.5,344.25,89.95,144.483,202.083,291.083,186.25,116.167,129.3,130.05,216.067,186.533,82.217,97.65,118.367,101,351.667,82.65,87.483,121.167,116.733,139.367,146.85,73.583,131.333,99.183,110.25,86.383,64.4,95.833,180.9,82.467,65.15,66.45,109.683,244.183,237.6,96.1,172.583,39.783,257.083,216.333,57.383,166.433,129.3,53.383,136.7,170.283,93.35,105.217,92.35,97.15,72.267,86.383,138.617,0,291.083,152.683,174.25,129.883,174.25,132.333,279.033,96.267,155.2,230.767,14.867,204.267,345.767,323.733,87.233,108.517,219.75,78.117,92.667,31.883,326.6,57.183,207.717,42.1,178.65,304.817
"Polk",172.333,52.683,150.667,137.683,164.667,106,374.7,317.083,240.017,235.367,40.95,73.467,108.667,94.833,374.917,374.7,266.9,101.25,194.35,92.483,354.083,159.95,127.15,0,125.7,232.867,393.433,394.183,96.717,128.5,287.233,200.017,297.733,197.483,99.9,290.817,352.55,174.467,224.15,168.833,158.3,288.783,281.533,208.533,230.2,350.517,327.433,375.633,258.383,310.15,247.417,349.117,201.25,94.85,78.533,252.95,183.233,303.917,59.833,86.783,322.45,166.117,200.7,255.233,273.05,153.783,330.017,259.55,361.533,361.283,288.683,350.517,222.45,289.883,0,160.45,163.367,209.45,163.367,269.6,25.883,272.75,180.917,78.917,295.867,149.133,94,54.717,351.367,289.833,100.55,222.8,251.1,314.55,100.583,268.317,133.55,261.167,160.467,74.117
"Randolph",44.1,175.567,38.767,76.583,127.5,155.6,237.8,180.483,139.683,135.033,161.933,119.017,79.2,84.767,238.317,237.8,166.567,88.867,49.317,220.7,217.483,31.6,74.75,163.75,49.683,106.383,256.833,257.583,88.75,62.833,150.333,71.783,198.9,69.25,228.117,158.533,215.95,46.217,95.917,37.9,31.167,152.183,181.2,63.5,101.95,213.917,190.833,239.033,173.1,169.933,110.533,212.517,56.817,120.633,114.05,124.7,55.983,167.317,133.533,89.017,185.85,33.4,50.517,118.633,172.717,49.517,199.05,122.383,224.65,224.683,152.083,213.917,94.2,153.283,163.75,0,55.383,109.117,55.383,168.8,155.983,140.417,80.583,103.45,159.267,81.8,222.217,200.2,214.767,160.467,92.433,86.95,122.85,177.95,203.067,131.433,84.167,124.567,56.183,181.267
"Richmond",91.633,214.5,79.633,27.65,175.033,205.783,247.817,199.55,92.133,87.483,200.483,157.567,78.85,100.533,257.4,247.817,119.017,133.85,88.1,254.283,236.567,79.133,118.467,165.483,91.617,84.983,275.917,276.667,102.417,106.55,155.467,110.367,149.85,113.883,261.7,177.6,235.033,93.767,141.417,85.433,78.7,171.25,133.65,79.283,147.45,232.983,209.917,258.1,125.55,189.017,124.517,231.583,69.9,159.183,119.083,170.2,103.517,186.383,172.083,86.633,204.933,43.083,53.033,137.717,125.167,97.05,182.133,113.033,240.933,243.75,171.167,232.983,141.75,172.35,165.483,54.683,0,61.567,0,121.717,157.717,124.867,33.033,110.15,178.333,129.333,255.817,216.533,233.833,141.933,68.217,106.033,168.35,197.033,250.6,147.717,131.7,143.65,103.717,219.817
"Robeson",137.45,260.367,133.7,73.517,229.1,251.667,200.933,163.933,34.533,41.717,246.35,203.433,124.717,146.4,221.783,200.933,72.133,179.717,102.35,300.167,200.933,128.183,172.533,211.367,145.667,36.25,240.283,241.033,148.283,160.6,99.283,107.733,104.067,111.083,307.583,140.8,199.4,131.25,138.783,129.083,132.767,134.45,87.883,93.533,139.9,197.367,174.283,216.783,79.783,152.217,72.05,187.4,85.95,205.067,164.95,154.25,157.583,150.767,217.95,132.5,169.3,97.133,89.483,110.967,79.4,151.117,135.267,60.4,188.467,208.133,134.367,197.367,151.9,128.183,211.367,108.75,59.85,0,59.85,70.417,203.583,73.617,34.05,156.017,134.15,183.4,301.683,262.4,198.217,90.95,114.1,87.917,150.833,152.85,304.65,95.233,185.767,99.65,157.783,265.683
"Rockingham",91.633,214.5,79.633,27.65,175.033,205.783,247.817,199.55,92.133,87.483,200.483,157.567,78.85,100.533,257.4,247.817,119.017,133.85,88.1,254.283,236.567,79.133,118.467,165.483,91.617,84.983,275.917,276.667,102.417,106.55,155.467,110.367,149.85,113.883,261.7,177.6,235.033,93.767,141.417,85.433,78.7,171.25,133.65,79.283,147.45,232.983,209.917,258.1,125.55,189.017,124.517,231.583,69.9,159.183,119.083,170.2,103.517,186.383,172.083,86.633,204.933,43.083,53.033,137.717,125.167,97.05,182.133,113.033,240.933,243.75,171.167,232.983,141.75,172.35,165.483,54.683,0,61.567,0,121.717,157.717,124.867,33.033,110.15,178.333,129.333,255.817,216.533,233.833,141.933,68.217,106.033,168.35,197.033,250.6,147.717,131.7,143.65,103.717,219.817
"Rowan",160.283,320.883,194.217,134.033,280,308.1,142.15,177.283,37.15,54.617,306.867,263.95,185.233,206.917,235.133,142.15,13.233,241.367,138.833,360.667,214.3,164.667,228.867,271.867,206.183,80.367,253.65,254.4,208.8,215.483,54.383,129.083,67.933,132.45,368.1,159.367,211.833,152.6,160.133,165.567,177.367,153.017,51.75,129.367,161.267,210.717,185.767,217.2,78.733,170.783,94.017,153.417,122.433,265.567,225.467,172.817,201.533,164.133,278.467,193.017,181.733,157.65,131.65,129.533,45.85,199.233,76.483,66.45,152.05,221.5,152.933,210.717,173.267,133.217,271.867,171.367,120.367,71.15,120.367,0,264.1,48.683,94.567,216.533,139.217,233.217,362.2,322.917,211.583,36.283,174.6,109.283,169.4,153.25,355.55,87.767,236.667,114.65,207.6,326.2
"Rutherford",159.35,74.617,143.4,130.417,139.083,80.417,361.717,304.1,232.75,228.1,60.983,47.883,101.417,87.567,361.933,361.717,259.633,75.667,183.483,113.917,341.1,149.1,101.567,25.117,118.433,225.6,380.45,381.2,89.45,102.9,274.25,187.033,290.467,184.517,121.333,277.833,339.567,161.483,211.167,157.967,135.817,275.8,274.267,197.683,217.217,337.533,314.45,362.65,266.183,297.167,234.433,336.133,190.4,69.267,71.267,239.967,157.65,290.933,34.25,79.517,309.467,158.85,193.433,242.25,265.8,128.2,322.767,252.283,348.55,348.3,275.7,337.533,209.467,276.9,25.117,153.183,156.1,202.183,156.1,262.333,0,265.483,173.65,71.65,282.883,123.55,115.433,76.15,338.383,282.567,93.283,209.817,238.117,301.567,122.517,255.333,107.95,248.183,134.883,82.183
"Sampson",118.15,288.433,180.517,140.15,240.35,268.45,146.533,138.5,44.75,80.933,274.783,231.883,191.35,201.383,196.35,146.533,47.15,201.717,96.567,333.55,175.517,137.617,191.383,278,175.567,62.617,214.85,215.6,205.367,175.85,33.15,86.967,80.7,90.317,340.983,114.65,173.967,110.483,118.017,128.667,136.167,108.3,65.083,87.233,119.133,171.933,148.85,183.467,115.383,126.05,51.9,137.033,95.533,233.483,231.583,128.1,161.883,125.333,246.383,199.133,143.883,143.95,104.117,84.8,71.3,159.6,80.85,28.45,135.667,182.7,108.2,171.933,131.133,94.85,278,140.75,126.483,75.35,126.483,49.05,270.217,0,100.683,222.65,100.833,193.583,335.083,313.05,172.783,42.267,180.733,67.15,124.667,119.517,315.917,43.033,197.017,69.917,167.967,294.133
"Scotland",117.133,231.8,105.133,44.95,200.533,223.1,220.65,188.033,64.967,60.333,217.783,174.867,96.15,117.833,245.867,220.65,91.85,151.15,85.617,271.6,225.033,104.633,143.967,182.8,117.1,54.95,264.383,265.133,119.717,132.05,128.3,107.883,122.683,111.4,279.017,164.9,223.5,119.25,138.933,110.933,104.2,158.55,106.5,76.8,144.967,221.467,198.383,240.883,98.4,176.317,96.15,211.5,67.417,176.5,136.383,167.717,129.017,174.867,189.383,103.933,193.4,68.567,57.033,135.233,98.017,122.55,154.983,84.5,212.55,232.233,158.467,221.467,152.05,152.267,182.8,80.183,31.283,34.417,31.283,94.567,175.017,97.717,0,127.45,158.25,154.833,273.117,233.833,222.317,114.783,85.533,103.55,165.867,176.95,276.1,119.333,157.2,123.75,129.217,237.117
"Stanly",114.5,119.15,92.333,83.55,131.95,110.817,316.867,259.25,185.883,181.233,105.517,62.6,50.333,35.917,317.083,316.867,212.767,47.083,136.517,164.283,296.25,102.117,66.35,79.617,67.867,178.733,335.6,336.35,37.817,73,229.4,142.183,243.6,139.65,171.7,232.983,294.717,116.633,166.317,111,100.467,230.95,227.4,150.7,172.367,292.683,269.6,317.8,219.3,252.317,189.583,291.283,143.417,64.217,23.367,195.117,123.183,246.083,77.117,33.517,264.617,107.783,142.367,197.4,218.917,96.033,275.883,205.417,303.7,303.45,230.85,292.683,164.617,232.05,79.617,102.617,109.233,155.317,109.233,215.467,71.85,218.617,126.783,0,238.033,93.217,165.8,130.667,293.533,235.683,46.417,164.967,193.267,256.717,170.7,210.483,90.267,203.333,102.7,124.85
"Stokes",135.117,305.383,195.667,200.933,257.317,285.417,112.517,42.25,144.017,172.083,291.75,248.833,231.733,218.35,100.1,112.517,135.5,218.683,114.767,350.517,79.267,150.75,208.35,297.35,192.517,122.433,118.617,119.367,222.333,192.8,88.2,103.917,123.2,107.267,357.933,77,81.833,127.433,120.817,145.633,153.117,67.933,137.333,105.45,104.6,75.683,52.617,89.4,186.883,76.817,71.417,60.017,115.95,250.45,243.867,90.45,178.85,27.05,263.35,222.6,51.733,172.7,135.567,47.733,142.683,176.55,95.65,111.483,86.017,86.467,66.617,75.683,144.883,18.1,297.35,158.95,180.517,136.15,180.517,138.317,285.3,102.533,161.467,237.033,0,210.533,352.033,330,76.55,114.5,226.017,84.383,87.017,25.467,332.867,63.45,213.983,48.367,184.917,311.083
"Surry",87.767,146.617,101.55,133.917,86.933,114.1,290.133,232.517,208.4,209.9,132.983,90.083,94.45,70.6,290.35,290.133,232.5,59.917,111.9,191.75,269.517,77.517,61.467,150.2,83.017,168.383,308.867,309.617,64.4,57.733,202.667,115.467,251.233,112.933,199.167,206.25,267.983,89.9,139.583,86.4,64.233,204.217,235.617,126.1,145.633,265.95,242.867,291.067,247.983,225.583,162.85,264.55,118.817,79.133,85.1,168.383,73.65,219.35,104.583,81.017,237.883,108.267,125.667,170.667,240.967,48.6,251.383,184.367,276.983,276.717,204.117,265.95,137.883,205.317,150.2,82.55,130.25,183.983,130.25,230.8,126.533,192.733,155.45,93.4,211.3,0,193.283,171.25,266.8,212.783,93.217,138.233,166.533,229.983,144.633,183.75,42.667,176.617,33.933,152.317
"Swain",228.517,80.5,233.3,228.267,208.883,146.8,430.867,373.25,330.583,325.933,68.767,117.833,199.25,179.867,431.1,430.867,357.467,144.817,252.633,16.817,410.267,218.25,170.717,94.783,206.017,309.117,449.617,450.367,173.65,172.067,343.4,256.2,388.3,253.667,40.517,347,408.733,230.633,280.333,227.133,204.967,344.95,372.117,266.833,286.367,406.683,383.617,431.8,348.567,366.333,303.6,405.283,259.55,138.317,143.983,309.117,226.8,360.083,100.633,177.35,378.633,250.5,265.133,311.417,363.633,197.367,392.117,325.117,417.717,417.45,344.867,406.683,278.617,346.05,94.783,222,253.933,300.033,253.933,360.183,116.45,333.483,271.483,164.5,352.033,192.7,0,102.267,407.533,353.533,191.133,278.983,307.267,370.717,128.417,324.5,177.017,317.35,204.033,101.933
"Transylvania",206.7,58.733,200.817,187.833,187.083,125,409.067,351.45,290.167,285.517,47,96.033,158.817,144.967,409.3,409.067,317.033,123.017,230.833,98.517,388.467,196.45,148.917,54.367,175.85,283.017,427.8,428.55,146.867,150.267,321.6,234.4,347.867,231.867,93.25,325.183,386.917,208.833,258.517,205.333,183.167,323.15,331.683,245.033,264.567,384.883,361.8,410,308.133,344.517,281.8,383.483,237.75,116.517,122.183,287.317,205,338.283,78.833,136.933,356.833,216.267,243.317,289.6,323.2,175.567,370.317,303.317,395.917,395.65,323.067,384.883,256.817,324.25,54.367,200.2,213.517,259.6,213.517,319.75,76.017,311.683,231.067,129.05,330.233,170.9,100.833,0,385.733,331.733,150.7,257.183,285.467,348.917,106.633,302.7,155.217,295.55,182.233,80.167
"Tyrrell",191.283,361.55,251.833,257.883,313.483,341.583,165,47.817,215.85,236.533,347.917,305,287.9,274.517,66.683,165,207.55,274.85,170.933,406.683,54.833,206.917,264.5,353.517,248.683,186.867,85.183,42.817,278.5,248.967,161.15,160.083,175.683,163.433,414.1,126.383,82.95,183.6,174.817,201.783,209.283,111.333,197.233,161.617,158.6,42.267,41.45,49.55,255.917,102.583,135.85,112.783,172.117,306.6,300.033,144.45,235.017,56.1,319.517,278.767,72.25,228.867,191.717,101.733,212.417,232.717,148.133,175.917,138.783,53.033,109.133,42.267,201.05,91.05,353.517,215.117,236.683,200.583,236.683,211.267,341.467,174.383,225.917,293.2,75.4,266.7,408.2,386.167,0,187.45,282.183,140.55,141.017,68.133,389.033,135.3,270.15,113.133,241.083,367.25
"Union",137.367,307.65,196.683,154.933,259.567,287.667,116.25,151.567,58.083,75.533,294,251.1,206.15,220.6,209.417,116.25,23.283,220.933,115.783,352.783,188.583,153.983,210.6,292.783,194.783,104.367,227.933,228.683,224.583,195.067,28.783,106.183,49.417,109.533,360.2,132,186.117,129.7,137.233,147.883,155.383,125.65,36.75,106.45,138.35,185,159.367,190.783,86.3,143.4,73.083,127.517,117.467,252.7,246.383,145.45,181.1,138.4,265.617,213.917,156.017,175.85,136.017,102.15,42.1,178.817,50.583,69.65,126.15,195.767,125.55,185,150.35,107.5,292.783,159.967,141.267,92.1,141.267,38.283,285,43.633,115.467,237.45,113.5,212.8,354.3,332.267,185.867,0,195.517,86.367,142.033,126.85,335.133,60.4,216.233,87.267,187.183,313.35
"Vance",102.75,151.267,73.583,44.167,133.2,142.55,302.183,247.483,146.5,141.85,137.25,94.333,20.317,35.517,305.333,302.183,173.383,69.217,124.767,191.05,284.5,90.367,65.817,102.25,56.117,139.35,323.85,324.6,37.417,72.6,209.833,130.433,204.217,127.9,198.467,221.233,282.967,104.867,154.567,99.25,88.717,219.2,188.017,138.95,160.617,280.933,257.85,306.05,179.933,240.567,177.667,279.533,137.033,95.95,55.85,183.35,111.433,234.333,108.85,23.4,252.867,77.767,112.35,185.65,179.533,84.283,236.5,166.033,294.083,291.7,219.1,280.933,152.85,220.3,102.25,90.867,69.85,115.933,69.85,176.083,94.483,179.233,87.4,46.917,226.267,92.817,192.567,153.283,281.783,196.317,0,153.217,181.517,244.967,202.433,200.867,89.867,191.583,90.95,156.583
"Wake",61.267,231.533,122.167,128.217,183.467,211.567,165.183,104.317,102,125.7,217.9,174.983,158.25,144.5,162.167,165.183,107.567,144.833,41.267,276.667,141.333,76.9,134.5,223.5,118.683,76.033,180.683,181.433,148.483,118.967,77.717,30.083,126.283,33.433,284.083,82.383,139.8,53.583,63.45,71.783,79.267,76.033,110.667,31.95,64.183,137.767,114.683,162.883,160.217,93.783,37.917,136.367,42.45,176.6,170.017,85.033,105,91.167,189.5,148.767,109.7,99.217,62.067,42.483,116.017,102.7,126.433,65.1,152.033,148.533,75.933,137.767,74.25,77.133,223.5,85.467,107.017,89.767,107.017,110.317,211.45,67.8,104.783,163.2,83.1,136.7,278.183,256.167,138.617,87.85,152.167,0,78.7,101.8,259.033,58.817,140.133,48.417,111.083,237.233
"Warren",88.9,259.167,152.367,188.533,211.1,239.2,191.75,105,162.75,186.433,245.533,202.617,181.033,172.133,166.817,191.75,162.65,172.467,95.267,304.3,138.117,104.533,162.133,251.133,146.3,136.783,177.417,182.117,176.117,146.583,130.133,58.567,180.75,68.3,311.717,50.55,117.767,81.217,37.183,99.417,106.9,51.467,164.483,92.267,23.283,138.433,115.367,163.55,214.033,64.733,85.767,145.15,102.767,204.233,197.65,7.533,132.633,91.833,217.133,176.383,94.833,148.133,122.367,46.817,169.833,130.333,164.1,125.833,171.15,149.2,50.967,138.433,71.217,94.45,251.133,122.417,167.333,150.5,167.333,169.917,239.083,124.15,165.1,190.817,87.467,164.317,305.817,283.783,139.3,141.65,179.8,79.65,0,110.583,286.65,85.067,167.767,68.533,138.7,264.867
