"","Adair","Allen","Anderson","Ballard","Barren","Bath","Bell","Boone","Bourbon","Boyd","Boyle","Bracken","Breathitt","Breckinridge","Bullitt","Butler","Caldwell","Calloway","Campbell","Carlisle","Carroll","Carter","Casey","Christian","Clark","Clay","Clinton","Crittenden","Cumberland","Daviess","Edmonson","Elliott","Estill","Fayette","Fleming","Floyd","Franklin","Fulton","Gallatin","Garrard","Grant","Graves","Grayson","Green","Greenup","Hancock","Hardin","Harlan","Harrison","Hart","Henderson","Henry","Hickman","Hopkins","Jackson","Jefferson","Jessamine","Johnson","Kenton","Knott","Knox","Larue","Laurel","Lawrence","Lee","Leslie","Letcher","Lewis","Lincoln","Livingston","Logan","Lyon","Madison","Magoffin","Marion","Marshall","Martin","Mason","McCracken","McCreary","McLean","Meade","Menifee","Mercer","Metcalfe","Monroe","Montgomery","Morgan","Muhlenberg","Nelson","Nicholas","Ohio","Oldham","Owen","Owsley","Pendleton","Perry","Pike","Powell","Pulaski","Robertson","Rockcastle","Rowan","Russell","Scott","Shelby","Simpson","Spencer","Taylor","Todd","Trigg","Trimble","Union","Warren","Washington","Wayne","Webster","Whitley","Wolfe","Woodford"
"Leslie",262.061,330.043,166.18,168.363,55.639,299.609,238.729,176.356,99.931,318.635,150.678,337.568,272.54,302.455,196.175,344.943,341.043,311.982,371.49,291.518,304.373,349.267,174.671,217.425,236.632,295.545,413.629,327.854,307.168,232.944,106.629,350.344,313.598,237.589,333.468,130.588,141.455,410.254,328.228,202.617,381.653,376.048,359.318,105.999,396.607,267.077,301.363,289.287,292.971,113.066,279.979,249.15,439.704,256.658,272.54,225.795,187.701,273.037,349.828,289.971,214.008,189.029,169.046,425.505,137.449,0,306.867,360.572,209.525,172.216,160.357,301.376,203.366,324.607,317.381,346.922,322.586,304.987,362.589,110.57,233.239,201.91,303.634,216.231,34.064,75.767,246.34,316.536,206.068,211.277,291.518,193.634,278.773,297.294,355.755,271.479,264.787,366.853,274.926,125.454,317.912,275.417,307.918,396.357,421.128,257.901,288.348,171.445,83.086,185.407,255.085,110.905,358.165,233.106,330.708,62.409,231.448,147.231,273.195,197.02
"Letcher",472.837,81.621,425.905,288.905,315.361,19.324,106.023,192.328,197.511,267.322,228.705,289.324,92.452,254.211,358.272,295.272,320.029,571.707,350.476,223.046,333.813,200.847,434.396,477.15,312.425,555.27,673.354,306.84,36.585,492.669,366.354,165.434,65.176,227.054,43.161,204.314,401.18,669.979,333.576,105.763,184.399,635.773,177.887,323.769,234.177,463.188,561.088,69.795,244.727,349.675,539.704,508.875,699.429,516.383,92.452,341.358,258.179,83.557,328.814,36.471,132.768,127.096,138.454,153.592,397.174,308.22,0,228.931,109.924,164.197,420.082,561.101,219.343,117.843,577.106,606.647,74.164,283.973,622.314,223.954,492.964,399.242,159.46,475.956,290.665,311.915,506.065,295.522,465.793,471.002,223.046,453.359,347.725,276.28,98.033,331.954,43.142,92.711,156.05,206.262,270.116,535.142,183.092,208.722,680.853,301.322,109.673,319.34,290.278,445.132,514.81,214.246,329.866,133.087,282.912,231.207,381.168,183.766,121.344,249.575
"Lewis",403.095,151.764,422.141,219.163,375.023,209.577,311.534,189.293,254.102,125.766,214.358,75.298,152.534,128.624,288.53,113.596,122.936,586.404,140.136,84.165,220.913,39.36,378.846,493.752,242.683,505.6,623.684,143.013,267.747,443.37,385.571,87.214,172.17,157.312,222.3,245.877,436.222,620.309,192.13,275.441,67.599,586.103,51.62,326.792,52.37,393.446,570.544,281.705,118.629,339.677,477.025,459.576,649.759,466.713,152.534,271.616,188.437,190.305,135.552,192.316,286.813,261.853,241.87,117.83,378.52,364.811,228.752,0,282.349,220.952,455.124,511.431,163.253,136.751,527.436,556.977,155.89,141.638,572.644,294.605,443.665,329.5,97.85,426.286,347.256,329.803,514.975,119.727,436.291,421.332,84.165,404.06,257.371,158.465,173.069,241.6,202.144,184.167,131.099,250.253,84.584,527.4,59.883,67.043,631.183,231.58,134.98,249.598,292.291,480.174,523.72,270.837,155.895,305.911,51.469,287.798,311.426,286.24,139.261,179.833
"Lincoln",412.41,132.949,328.487,228.478,217.943,102.515,54.59,94.91,100.093,237.194,131.287,256.127,108.963,221.014,297.845,263.502,259.602,474.289,290.049,210.077,273.386,267.826,336.978,379.732,251.998,457.852,575.936,246.413,110.074,395.251,268.936,189.689,116.504,156.148,136.374,106.896,303.762,572.561,273.149,9.172,235.727,538.355,277.877,226.351,315.166,402.761,463.67,101.885,211.53,252.257,442.286,411.457,602.011,418.965,108.963,280.931,155.538,73.294,268.387,92.877,38.392,29.814,41.036,204.92,299.756,210.802,109.773,279.131,0,66.779,322.664,463.683,121.925,169.171,479.688,509.229,125.492,223.546,524.896,126.536,395.546,338.815,146.353,378.538,193.247,214.497,408.647,235.095,368.375,373.584,210.077,355.941,287.298,215.853,158.661,271.527,67.693,169.759,132.8,108.844,236.471,437.724,226.477,260.05,583.435,240.895,126.184,258.913,192.86,347.714,417.392,116.828,269.439,57.49,249.267,133.789,320.741,86.348,117.38,189.148
"Livingston",350.928,187.356,291.02,116.525,180.476,156.922,96.163,33.428,62.626,175.712,69.831,194.645,117.381,159.532,236.363,202.02,198.12,436.822,228.567,148.595,211.904,206.344,265.132,342.265,190.516,420.385,538.469,184.931,178.745,357.784,231.469,207.421,170.911,94.666,190.781,54.401,266.295,535.094,211.667,59.93,238.73,500.888,216.395,188.884,253.684,341.279,426.203,146.721,150.048,214.79,404.819,373.99,564.544,381.498,117.381,219.449,94.082,116.158,206.905,147.284,71.442,46.342,26.499,282.582,262.289,173.335,164.18,217.649,66.838,0,285.197,426.216,60.443,169.448,442.221,471.762,179.899,162.064,487.429,111.057,358.079,277.333,160.711,341.071,155.78,177.03,371.18,173.613,330.908,336.117,148.595,318.474,225.816,154.371,213.068,210.045,122.1,224.166,132.003,58.777,174.989,400.257,164.995,253.434,545.968,179.413,133.189,197.431,128.995,310.247,379.925,79.361,207.957,90.54,187.785,96.322,259.259,70.869,118.036,127.666
"Logan",153.187,442.65,25.613,250.223,106.294,412.216,351.336,288.963,232.504,375.382,270.682,385.938,433.16,350.825,205.229,390.998,387.098,151.175,392.071,351.514,313.427,444.911,65.711,56.618,245.686,149.543,233.362,369.448,419.775,124.07,92.13,445.988,426.205,307.052,446.075,243.195,34.042,229.987,337.282,315.224,477.297,195.781,454.962,140.978,492.251,158.203,140.556,401.894,341.341,122.12,169.88,106.988,259.437,110.656,433.16,234.849,298.899,385.644,384.719,402.578,326.615,301.636,281.653,521.149,75.583,160.732,419.474,456.216,322.132,284.823,0,125.094,315.973,456.446,142.364,156.645,435.193,361.734,182.322,273.529,102.775,180.311,399.278,60.969,134.958,133.929,85.533,373.283,57.282,65.265,351.514,84.76,287.827,354.041,468.362,280.533,377.394,479.46,370.57,238.061,377.908,114.61,403.562,492.001,240.861,266.955,431.643,240.293,172.868,24.6,94.278,223.512,367.219,345.713,390.704,219.185,206.392,326.042,405.034,278.88
"Lyon",205.895,550.204,145.099,306.914,246.567,552.489,491.609,420.877,372.777,432.073,327.373,442.629,489.851,407.516,261.92,447.689,443.789,74.35,448.762,408.205,370.118,501.602,152.439,63.944,302.377,63.95,111.63,426.139,560.048,156.649,183.616,502.679,563.452,363.743,586.348,383.468,170.752,108.255,393.973,455.497,533.988,74.049,511.653,240.941,548.942,210.911,58.49,542.167,398.032,222.217,134.375,130.504,137.705,75.151,489.851,291.54,355.59,527.622,441.41,542.851,466.888,441.909,421.926,577.84,162.311,301.005,559.747,512.907,462.405,425.096,134.727,0,395.769,513.137,30.102,44.923,554.33,418.425,60.59,413.802,114.295,233.019,455.969,93.593,275.231,242.674,41.245,429.974,86.086,101.045,408.205,137.468,344.518,410.732,571.509,337.224,517.667,582.607,427.261,378.334,434.599,28.368,460.253,548.692,119.129,323.646,488.334,296.984,282.827,111.601,37.471,363.785,423.91,485.986,447.395,359.458,259.1,466.315,461.725,335.571
"Madison",293.416,182.798,312.462,109.484,211.8,212.281,151.382,29.141,93.95,118.2,56.77,137.133,122.445,102.02,178.851,144.508,140.608,476.725,171.055,91.083,154.392,148.832,269.167,384.073,133.004,395.921,514.005,127.419,233.964,333.691,262.793,149.909,196.046,37.154,246.14,85.725,297.619,510.63,154.155,115.289,181.218,476.424,158.883,217.113,196.172,283.767,460.865,201.94,92.536,229.998,367.346,349.897,540.08,357.034,122.445,161.937,58.838,120.909,149.393,202.643,126.661,101.701,81.718,225.07,268.841,204.659,219.539,160.137,122.197,60.8,316.521,401.752,0,145.731,417.757,447.298,186.924,104.552,462.965,134.453,333.986,219.821,103.199,316.607,187.104,171.744,405.296,116.101,326.612,311.653,91.083,294.381,168.304,96.859,204.103,152.533,177.459,215.201,59.855,90.101,117.477,417.721,107.483,195.922,521.504,121.901,120.928,139.919,134.232,341.571,414.041,110.685,150.445,145.759,130.273,127.646,201.747,126.088,94.319,70.154
"Magoffin",402.494,40.357,421.54,218.562,374.422,98.17,211.01,188.692,253.501,196.979,213.757,171.196,59.918,183.868,287.929,224.929,249.686,585.803,280.133,152.703,263.47,125.445,378.245,493.151,242.082,504.999,623.083,236.497,156.34,442.769,384.97,65.282,55.157,156.711,105.287,245.276,435.621,619.708,263.233,164.499,98.16,585.502,101.459,326.191,141.451,392.845,569.943,189.17,174.384,339.076,476.424,458.975,649.158,466.112,59.918,271.015,187.836,97.689,258.471,80.909,204.511,155.347,159.437,71.269,377.919,364.21,117.345,136.751,168.66,167.552,454.523,510.83,144.666,0,526.835,556.376,44.483,213.63,572.043,245.788,443.064,328.899,72.912,425.685,346.655,329.202,514.374,225.179,435.69,420.731,152.703,403.459,277.382,205.937,61.662,261.611,107.939,72.76,85.707,249.652,156.434,526.799,75.196,126.399,630.582,230.979,42.364,248.997,291.69,479.573,523.119,270.236,259.523,223.609,147.367,287.197,310.825,205.6,51.366,179.232
"Marion",173.854,566.596,161.491,323.306,262.959,568.881,508.001,437.269,389.169,448.465,343.765,459.021,506.243,423.908,278.312,464.081,460.181,104.448,465.154,424.597,386.51,517.994,168.831,81.815,318.769,36.427,141.728,442.531,576.44,132.553,200.008,519.071,579.844,380.135,602.74,399.86,200.85,138.353,410.365,471.889,550.38,104.147,528.045,257.333,565.334,178.87,88.588,558.559,414.424,238.609,84.637,103.305,167.803,63.036,506.243,307.932,371.982,544.014,457.802,559.243,483.28,458.301,438.318,594.232,178.703,317.397,576.139,529.299,478.797,441.488,164.825,30.097,412.161,529.529,0,75.021,570.722,434.817,74.93,430.194,87.096,249.411,472.361,109.985,291.623,259.066,71.343,446.366,102.478,117.437,424.597,153.86,360.91,427.124,587.901,353.616,534.059,598.999,443.653,394.726,450.991,58.466,476.645,565.084,149.227,340.038,504.726,313.376,299.219,141.699,67.569,380.177,440.302,502.378,463.787,375.85,265.792,482.707,478.117,351.963
"Marshall",250.086,594.395,189.29,351.105,290.758,596.68,535.8,465.068,416.968,476.264,371.564,486.82,534.042,451.707,306.111,491.88,487.98,46.839,492.953,452.396,414.309,545.793,196.63,104.216,346.568,108.141,93.153,470.33,604.239,200.84,227.807,546.87,607.643,407.934,630.539,427.659,211.024,89.778,438.164,499.688,578.179,55.572,555.844,285.132,593.133,255.102,30.364,586.358,442.223,266.408,178.566,174.695,119.228,119.342,534.042,335.731,399.781,571.813,485.601,587.042,511.079,486.1,466.117,622.031,206.502,345.196,603.938,557.098,506.596,469.287,174.999,40.817,439.96,557.328,70.92,0,598.521,462.616,56.754,457.993,158.486,277.21,500.16,137.784,319.422,286.865,72.056,474.165,130.277,145.236,452.396,181.659,388.709,454.923,615.7,381.415,561.858,626.798,471.452,422.525,478.79,69.423,504.444,592.883,100.652,367.837,532.525,341.175,327.018,151.873,63.379,407.976,468.101,530.177,491.586,403.649,303.291,510.506,505.916,379.762
"Martin",445.431,7.457,441.55,261.499,331.006,55.079,167.919,207.973,213.156,239.916,244.35,216.17,105.317,226.805,330.866,267.866,292.623,628.74,323.07,195.64,306.407,127.977,421.182,536.088,285.019,547.936,666.02,279.434,113.249,485.706,381.999,92.564,17.672,199.648,65.567,219.959,416.825,662.645,306.17,121.408,111.529,628.439,105.017,339.414,161.307,435.782,612.88,146.079,217.321,382.013,519.361,501.912,692.095,509.049,105.317,313.952,230.773,96.422,301.408,37.818,161.42,142.741,154.099,80.722,420.856,323.865,74.254,156.061,125.569,179.842,435.727,553.767,187.603,44.973,569.772,599.313,0,256.567,614.98,239.599,486.001,371.836,115.849,468.622,306.31,327.56,557.311,268.116,478.627,463.668,195.64,446.396,320.319,248.874,30.604,304.548,64.848,41.702,128.644,221.907,201.408,569.736,120.17,135.852,673.519,273.916,85.301,291.934,305.923,460.777,566.056,229.891,302.46,180.518,192.341,246.852,353.762,199.411,94.303,222.169
"Mason",273.539,252.425,327.424,124.446,280.306,277.158,253.182,130.941,195.75,29.296,128.477,67.162,192.072,33.023,185.775,41.666,38.829,491.687,69.766,72.335,75.026,203.823,284.129,399.035,139.928,410.883,528.967,26.13,304.63,316.969,290.854,204.9,265.673,69.805,311.017,187.525,341.505,525.592,52.866,217.089,236.209,491.386,213.874,232.075,251.163,263.89,475.827,303.74,43.754,244.96,347.469,337.844,555.042,371.996,192.072,142.576,93.72,229.843,48.104,264.479,228.461,203.501,183.518,280.061,283.803,306.459,284.416,142.467,223.997,162.6,360.407,416.714,105.833,215.358,432.719,462.26,256.551,0,477.927,236.253,348.948,209.669,158.19,331.569,288.904,235.086,420.258,25.688,341.574,326.615,72.335,309.343,111.484,11.299,273.73,95.713,241.682,284.828,129.482,191.901,68.844,432.683,162.474,250.913,536.466,128.825,190.555,146.843,197.574,385.457,429.003,212.485,49.156,247.559,95.081,229.446,181.87,227.888,163.946,85.116
"McCracken",267.96,612.269,207.164,368.979,308.632,614.554,553.674,482.942,434.842,494.138,389.438,504.694,551.916,469.581,323.985,509.754,505.854,80.314,510.827,470.27,432.183,563.667,214.504,122.09,364.442,126.015,71.033,488.204,622.113,218.714,245.681,564.744,625.517,425.808,648.413,445.533,228.898,75.399,456.038,517.562,596.053,40.56,573.718,303.006,611.007,272.976,64.454,604.232,460.097,284.282,196.44,192.569,104.849,137.216,551.916,353.605,417.655,589.687,503.475,604.916,528.953,503.974,483.991,639.905,224.376,363.07,621.812,574.972,524.47,487.161,192.873,61.543,457.834,575.202,75.008,56.424,616.395,480.49,0,475.867,176.36,295.084,518.034,155.658,337.296,304.739,99.391,492.039,148.151,163.11,470.27,199.533,406.583,472.797,633.574,399.289,579.732,644.672,489.326,440.399,496.664,87.297,522.318,610.757,76.097,385.711,550.399,359.049,344.892,169.747,95.617,425.85,485.975,548.051,509.46,421.523,321.165,528.38,523.79,397.636
"McCreary",375.703,246.855,279.822,165.906,169.278,216.421,100.65,106.528,43.644,248.807,119.212,267.74,195.572,232.627,247.929,275.115,271.215,425.624,301.662,221.69,284.999,279.439,288.313,331.067,263.611,409.187,527.271,258.026,183.232,346.586,220.271,280.516,230.41,167.761,250.28,70.327,255.097,523.896,284.762,119.429,311.825,489.69,289.49,177.686,326.779,307.021,415.005,151.208,223.143,203.592,393.621,362.792,553.346,370.3,195.572,292.544,150.703,189.849,280,206.783,82.032,110.912,86.646,318.826,251.091,110.754,223.679,290.744,126.337,111.024,273.999,415.018,133.538,247.639,431.023,460.564,239.398,235.159,476.231,0,346.881,253.312,233.806,329.873,144.582,165.832,359.982,246.708,319.71,324.919,221.69,307.276,298.911,227.466,272.567,283.14,181.599,283.665,205.098,65.193,248.084,389.059,238.09,326.529,534.77,252.508,211.38,206.93,144.195,299.049,368.727,65.587,281.052,90.376,260.88,48.323,332.354,40.066,196.227,200.761
"McLean",74.932,482.856,98.712,239.566,178.843,484.765,423.885,353.529,305.053,364.725,260.025,375.281,422.503,340.168,194.572,369.09,365.19,189.37,370.163,340.857,291.519,434.254,84.715,96.657,235.029,60.35,226.65,347.54,492.324,36.053,115.892,435.331,496.104,296.395,518.624,315.744,149.085,223.275,315.374,387.773,466.64,189.069,444.305,173.593,481.594,79.948,173.51,474.443,330.684,154.869,54.984,16.209,252.725,43.817,422.503,212.706,288.242,460.274,362.811,475.127,399.164,374.185,354.202,510.492,94.587,233.281,492.023,445.559,394.681,357.372,102.947,114.397,328.421,445.789,87.099,159.943,486.982,351.077,175.61,346.078,0,154.818,388.621,41.836,207.507,175.326,117.88,362.626,42.579,47.33,340.857,39.56,265.919,343.384,504.161,258.625,449.943,515.259,359.913,310.61,367.251,130.366,392.905,481.344,234.149,256.298,420.986,229.636,215.479,91.632,126.625,296.061,345.311,418.262,380.047,291.734,186.369,398.591,394.377,268.223
"Meade",84.542,366.496,162.254,137.725,130.519,391.229,367.253,245.012,212.623,240.746,158.184,282.193,306.143,224.566,52.115,226.884,222.984,307.268,227.957,227.631,149.313,317.894,107.409,214.616,85.453,208.975,344.548,205.334,418.701,119.326,117.247,318.971,379.744,183.876,425.088,209.939,191.718,341.173,173.168,331.16,350.28,306.967,327.945,98.244,365.234,74.884,291.408,417.811,215.082,95.173,171.03,140.201,370.623,187.577,306.143,70.5,186.401,343.914,220.605,378.55,342.532,317.572,297.589,394.132,104.643,203.35,398.487,329.199,338.068,276.671,180.304,232.295,219.904,329.429,248.3,277.841,370.622,209.939,293.508,253.648,155.078,0,272.261,147.15,177.576,115.63,235.839,223.701,157.155,129.679,227.631,103.316,123.713,219.405,387.801,116.419,355.753,398.899,243.553,218.18,252.434,248.264,276.545,364.984,352.047,106.722,304.626,102.478,113.638,205.236,244.584,203.631,203.105,361.63,266.821,247.418,29.94,341.959,278.017,158.811
"Menifee",346.585,111.273,365.631,162.653,318.513,152.598,196.932,132.783,197.592,127.031,157.848,121.969,67.512,113.92,232.02,154.981,193.777,529.894,224.224,67.848,207.561,86.519,322.336,437.242,186.173,449.09,567.174,180.588,180.07,386.86,329.061,73.44,124.521,100.802,174.651,189.367,379.712,563.799,207.324,138.972,118.905,529.593,96.57,270.282,133.859,336.936,514.034,196.683,104.436,283.167,420.515,403.066,593.249,410.203,67.512,215.106,131.927,105.283,202.562,139.919,230.303,133.988,138.078,162.757,322.01,308.301,159.856,97.824,146.62,164.442,398.614,454.921,106.743,74.206,470.926,500.467,115.399,157.721,516.134,238.095,387.155,272.99,0,369.776,290.746,273.293,458.465,169.27,379.781,364.822,67.848,347.55,221.473,150.028,132.578,205.702,117.122,143.676,37.296,193.743,100.213,470.89,41.082,133.609,574.673,175.07,56.16,193.088,235.781,423.664,467.21,214.327,203.614,249.401,98.14,231.288,254.916,229.73,38.801,123.323
"Mercer",97.45,465.295,56.894,222.005,161.658,467.58,406.7,335.968,287.868,347.164,242.464,357.72,404.942,322.607,177.011,362.78,358.88,168.714,363.853,323.296,285.209,416.693,67.53,58.928,217.468,87.91,205.994,341.23,475.139,61.202,98.707,417.77,478.543,278.834,501.439,298.559,96.348,202.619,309.064,370.588,449.079,168.413,426.744,156.032,464.033,102.466,152.854,457.258,313.123,137.308,108.247,52.16,232.069,49.023,404.942,206.631,270.681,442.713,356.501,457.942,381.979,357,337.017,492.931,77.402,216.096,474.838,427.998,377.496,340.187,61.129,93.741,310.86,428.228,109.746,139.287,469.421,333.516,154.954,328.893,41.989,148.11,371.06,0,190.322,157.765,81.714,345.065,6.766,14.23,323.296,38.378,259.609,325.823,486.6,252.315,432.758,497.698,342.352,293.425,349.69,109.71,375.344,463.783,213.493,238.737,403.425,212.075,197.918,55.819,90.459,278.876,339.001,401.077,362.486,274.549,174.191,381.406,376.816,250.662
"Metcalfe",236.408,312.376,140.527,143.377,29.983,281.942,221.062,158.689,102.23,300.968,133.011,319.901,254.873,284.788,153.685,327.276,323.376,286.329,340.527,273.851,261.883,331.6,149.018,191.772,194.142,269.892,387.976,310.187,289.501,207.291,80.976,332.677,295.931,219.922,315.801,112.921,115.802,384.601,285.738,184.95,363.986,350.395,341.651,75.859,378.94,241.424,275.71,271.62,275.304,64.297,254.326,223.497,414.051,231.005,254.873,183.305,170.034,255.37,333.175,272.304,196.341,171.362,151.379,407.838,111.796,34.001,289.2,342.905,191.858,154.549,134.704,275.723,185.699,306.94,291.728,321.269,304.919,287.32,336.936,143.255,207.586,159.42,285.967,190.578,0,41.763,220.687,298.869,180.415,185.624,273.851,167.981,236.283,279.627,338.088,228.989,247.12,349.186,257.259,107.787,300.245,249.764,290.251,378.69,395.475,215.411,270.681,188.749,58.1,159.754,229.432,93.238,315.675,215.439,313.041,96.156,188.958,195.768,255.528,172.034
"Monroe",169.143,334.997,139.341,154.368,37.32,304.563,243.683,181.31,124.851,279.527,114.957,290.083,337.305,254.97,109.374,295.143,291.243,285.143,296.216,255.659,217.572,349.056,113.043,190.586,149.831,239.797,357.881,273.593,312.122,177.567,63.965,350.133,318.552,211.197,338.422,135.542,114.616,354.506,241.427,207.571,381.442,320.3,359.107,22.828,396.396,159.485,304.741,294.241,245.486,20.435,224.602,193.773,383.956,200.91,337.305,138.994,148.532,277.991,288.864,294.925,218.962,193.983,174,425.294,94.785,75.747,311.821,360.361,214.479,177.17,133.518,245.628,171.728,360.591,261.633,291.174,327.54,265.879,306.841,165.876,177.862,115.109,303.423,160.483,41.746,0,219.501,277.428,170.488,155.529,255.659,138.257,191.972,258.186,360.709,184.678,269.741,371.807,274.715,130.408,282.053,248.578,307.707,396.146,365.38,171.1,335.788,144.438,38.939,158.568,228.246,115.859,271.364,238.06,294.849,134.067,144.647,218.389,309.179,183.025
"Montgomery",208.72,553.029,121.037,309.739,201.58,507.502,446.622,384.249,327.79,434.898,330.198,445.454,492.676,410.341,264.745,450.514,446.614,66.24,451.587,411.03,372.943,504.427,155.264,24.288,305.202,81.995,149.858,428.964,515.061,160.28,186.441,505.504,521.491,366.568,541.361,338.481,131.12,146.483,396.798,410.51,536.813,112.277,514.478,236.264,551.767,213.736,55.621,497.18,400.857,217.406,138.006,134.135,175.933,78.782,492.676,294.365,358.415,530.447,444.235,497.864,421.901,396.922,376.939,580.665,165.136,256.018,514.76,515.732,417.418,380.109,95.095,41.59,398.594,515.962,71.693,71.71,557.155,421.25,98.818,368.815,117.926,235.844,458.794,81.731,230.244,229.215,0,432.799,75.894,103.87,411.03,140.293,347.343,413.557,574.334,340.049,472.68,585.432,430.086,333.347,437.424,31.106,463.078,551.517,157.357,326.471,491.159,299.809,285.652,71.969,9.343,318.798,426.735,440.999,450.22,314.471,261.925,421.328,464.55,338.396
"Morgan",287.285,263.974,338.973,135.995,291.855,288.707,264.731,142.49,207.299,7.041,140.026,45.225,203.621,21.604,197.324,25.997,31.996,503.236,67.156,63.492,88.772,157.625,295.678,410.584,151.477,422.432,540.516,39.876,316.179,330.715,302.403,162.735,277.222,81.354,322.566,199.074,353.054,537.141,66.612,228.638,194.024,502.935,169.885,243.624,173.974,277.636,487.376,315.289,34.026,256.509,361.215,351.59,566.591,383.545,203.621,156.322,105.269,241.392,39.395,276.028,240.01,215.05,195.067,237.876,295.352,318.008,295.965,120.53,235.546,174.149,371.956,428.263,117.382,226.907,444.268,473.809,268.1,25.688,489.476,247.802,360.497,223.415,169.739,343.118,300.453,246.635,431.807,0,353.123,338.164,63.492,320.892,125.23,24.014,285.279,109.459,253.231,296.377,141.031,203.45,45.163,444.232,120.309,188.647,548.015,140.374,202.104,158.392,209.123,397.006,440.552,224.034,62.902,259.108,73.144,240.995,195.616,239.437,175.495,96.665
"Muhlenberg",104.576,474.221,56.257,230.931,151.807,457.729,396.849,344.894,278.017,356.09,251.39,366.646,413.868,331.533,185.937,371.706,367.806,163.014,372.779,332.222,294.135,425.619,76.456,53.141,226.394,82.21,200.294,350.156,465.288,68.328,107.633,426.696,487.469,287.76,491.588,288.708,92.685,196.919,317.99,360.737,458.005,162.713,435.67,164.958,472.959,109.592,147.154,447.407,322.049,146.234,102.547,58.788,226.369,43.323,413.868,215.557,279.607,451.639,365.427,448.091,372.128,347.149,327.166,501.857,86.328,206.245,464.987,436.924,367.645,330.336,57.466,88.041,319.786,437.154,104.046,133.587,478.347,342.442,149.254,319.042,42.579,157.036,379.986,6.766,180.471,166.691,75.927,353.991,0,21.356,332.222,45.504,268.535,334.749,495.526,261.241,422.907,506.624,351.278,283.574,358.616,104.01,384.27,472.709,207.793,247.663,412.351,221.001,206.844,49.053,84.672,269.025,347.927,391.226,371.412,264.698,183.117,371.555,385.742,259.588
"Nelson",103.436,467.8,61.553,224.51,164.163,470.085,409.205,338.473,290.373,349.669,244.969,360.225,407.447,325.112,179.516,365.285,361.385,176.026,366.358,325.801,287.714,419.198,70.035,83.374,219.973,95.222,213.306,343.735,477.644,74.319,101.212,420.275,481.048,281.339,503.944,301.064,101.007,209.931,311.569,373.093,451.584,175.725,429.249,158.537,466.538,91.889,160.166,459.763,315.628,139.813,115.559,57.62,239.381,56.335,407.447,209.136,273.186,445.218,359.006,460.447,384.484,359.505,339.522,495.436,79.907,218.601,477.343,430.503,380.001,342.692,65.788,101.053,313.365,430.733,117.058,146.599,471.926,336.021,162.266,331.398,47.309,129.801,373.565,14.217,192.827,160.27,104.597,347.57,20.984,0,325.801,27.678,262.114,328.328,489.105,254.82,435.263,500.203,344.857,295.93,352.195,117.022,377.849,466.288,220.805,241.242,405.93,214.58,200.423,70.037,113.342,281.381,341.506,403.582,364.991,277.054,155.882,383.911,379.321,253.167
"Nicholas",304.025,196.665,323.071,120.093,275.953,221.398,242.203,119.962,184.771,52.422,124.124,56.572,136.312,39.311,189.46,78.961,84.96,487.334,137.565,0,141.195,111.378,279.776,394.682,143.613,406.53,524.614,92.299,248.87,344.3,286.501,112.455,209.913,60.677,255.257,176.546,337.152,521.239,119.035,206.11,143.764,487.033,121.429,227.722,137.619,294.376,471.474,292.761,29.316,240.607,377.955,360.506,550.689,367.643,136.312,172.546,89.367,174.083,92.359,208.719,217.482,192.522,172.539,187.616,279.45,295.48,228.656,84.175,213.018,151.621,356.054,412.361,94.854,159.598,428.366,457.907,200.791,72.335,473.574,225.274,344.595,230.43,67.848,327.216,277.925,230.733,415.905,63.492,337.221,322.262,0,304.99,178.913,69.152,217.97,163.142,185.922,229.068,68.644,180.922,32.364,428.33,70.029,158.468,532.113,132.51,134.795,150.528,193.221,381.104,424.65,201.506,115.325,236.58,45.16,218.467,212.356,216.909,108.186,80.763
"Ohio",76.249,442.44,65.207,199.15,138.427,444.349,383.469,313.113,264.637,324.309,219.609,334.865,382.087,299.752,154.156,339.925,336.025,205.07,340.998,300.441,262.354,393.838,44.299,112.418,194.613,97.262,242.35,318.375,451.908,41.831,75.476,394.915,455.688,255.979,478.208,275.328,108.669,238.975,286.209,347.357,426.224,204.769,403.889,133.177,441.178,64.702,189.21,434.027,290.268,114.453,88.881,42.849,268.425,64.236,382.087,183.776,247.826,419.858,333.646,434.711,358.748,333.769,313.786,470.076,54.171,192.865,451.607,405.143,354.265,316.956,83.257,130.097,288.005,405.373,146.102,175.643,446.566,310.661,191.31,305.662,39.605,102.614,348.205,38.446,167.091,134.91,133.641,322.21,45.213,27.759,300.441,0,236.754,302.968,463.745,229.46,409.527,474.843,319.497,270.194,326.835,146.066,352.489,440.928,249.849,215.882,380.57,189.22,175.063,108.189,142.386,255.645,316.146,377.846,339.631,251.318,128.695,358.175,353.961,227.807
