"","Anderson","Andrews","Angelina","Aransas","Archer","Armstrong","Atascosa","Austin","Bailey","Bandera","Bastrop","Baylor","Bee","Bell","Bexar","Blanco","Borden","Bosque","Bowie","Brazoria","Brazos","Brewster","Briscoe","Brooks","Brown","Burleson","Burnet","Caldwell","Calhoun","Callahan","Cameron","Camp","Carson","Cass","Castro","Chambers","Cherokee","Childress","Clay","Cochran","Coke","Coleman","Collin","Collingsworth","Colorado","Comal","Comanche","Concho","Cooke","Coryell","Cottle","Crane","Crockett","Crosby","Culberson","Dallam","Dallas","Dawson","Deaf Smith","Delta","Denton","DeWitt","Dickens","Dimmit","Donley","Duval","Eastland","Ector","Edwards","El Paso","Ellis","Erath","Falls","Fannin","Fayette","Fisher","Floyd","Foard","Fort Bend","Franklin","Freestone","Frio","Gaines","Galveston","Garza","Gillespie","Glasscock","Goliad","Gonzales","Gray","Grayson","Gregg","Grimes","Guadalupe","Hale","Hall","Hamilton","Hansford","Hardeman","Hardin","Harris","Harrison","Hartley","Haskell","Hays","Hemphill","Henderson","Hidalgo","Hill","Hockley","Hood","Hopkins","Houston","Howard","Hudspeth","Hunt","Hutchinson","Irion","Jack","Jackson","Jasper","Jeff Davis","Jefferson","Jim Hogg","Jim Wells","Johnson","Jones","Karnes","Kaufman","Kendall","Kenedy","Kent","Kerr","Kimble","King","Kinney","Kleberg","Knox","La Salle","Lamar","Lamb","Lampasas","Lavaca","Lee","Leon","Liberty","Limestone","Lipscomb","Live Oak","Llano","Loving","Lubbock","Lynn","Madison","Marion","Martin","Mason","Matagorda","Maverick","McCulloch","McLennan","McMullen","Medina","Menard","Midland","Milam","Mills","Mitchell","Montague","Montgomery","Moore","Morris","Motley","Nacogdoches","Navarro","Newton","Nolan","Nueces","Ochiltree","Oldham","Orange","Palo Pinto","Panola","Parker","Parmer","Pecos","Polk","Potter","Presidio","Rains","Randall","Reagan","Real","Red River","Reeves","Refugio","Roberts","Robertson","Rockwall","Runnels","Rusk","Sabine","San Augustine","San Jacinto","San Patricio","San Saba","Schleicher","Scurry","Shackelford","Shelby","Sherman","Smith","Somervell","Starr","Stephens","Sterling","Stonewall","Sutton","Swisher","Tarrant","Taylor","Terrell","Terry","Throckmorton","Titus","Tom Green","Travis","Trinity","Tyler","Upshur","Upton","Uvalde","Val Verde","Van Zandt","Victoria","Walker","Waller","Ward","Washington","Webb","Wharton","Wheeler","Wichita","Wilbarger","Willacy","Williamson","Wilson","Winkler","Wise","Wood","Yoakum","Young","Zapata","Zavala"
"Hill",141.817,310.417,170.183,312.383,158.783,339.55,204.083,116.45,120.517,224.267,141.667,34.933,257.967,121.883,182.717,173.65,196.017,46.367,110,247.583,94.217,437.9,333.65,188.817,278.033,40.883,132.85,125.317,277.083,151.05,90.633,161.05,144.933,219.7,381.983,237.317,160.417,248.783,138.75,162.283,142.4,174.417,81.95,524.65,155,161.15,114.083,216.033,103.467,71.517,257.167,332.233,137.35,215.467,429.9,442.5,55.733,38.65,405.983,127.317,83.617,211.367,281.233,381.983,305.033,296.45,123.867,126.267,293.15,528.267,32.45,43.067,56.8,253.95,166.483,217.25,105.483,223.3,203.133,94.217,82.183,238.05,334.5,245.367,270.3,207.9,284.667,244.467,173.783,204.817,108.667,149.683,192.233,314.633,348.617,196.767,80.567,426.233,221.417,229.017,46.617,39.05,427.7,212.783,130.467,246.3,167.2,401.517,0,165.883,113.567,122.883,197.683,38.45,455.9,246.733,391.65,267.883,124.55,183.917,247.55,438.2,189.467,329.9,290.983,340.633,106.717,215,74.267,200.383,223.95,401.95,227.633,249.6,458.217,305.75,58.617,226.733,273.183,295.467,344.2,110.15,181.35,361.517,103.733,234.933,66.55,383.017,171.05,168.583,147.333,312.667,294.55,122.3,170.917,224.05,200.483,286.533,88.417,123.45,32.15,248.883,240.983,225.067,287.75,239.933,116.967,140.25,123.333,160.933,216.133,171.167,286.183,182.967,70.167,264.333,210.85,286.417,401.367,140.4,294.883,111.983,190.3,81.917,394.833,363.167,538.25,361.2,516.6,120.767,376.867,63.95,283.217,175.65,363.167,270.467,538.017,284.25,77.517,202.633,148.517,286.95,221.967,151.5,272.5,144.9,270.667,74.633,166.067,179.15,108.667,66.933,66.467,408.95,147.7,266.883,188.233,96.367,347.1,67.233,107.683,77.65,282.85,181.267,153.033,241.867,67.533,163.783,132.733,158.017,152.25,266.75,392.65,97.267,246.883,144.1,162.117,110.667,144.017,289.383,234.683,323.4,151.4,193.433,367.05,121.233,295.367,84.85,95.083,137.967,207.683,97.25,366.383,217.95
"Hockley",43.133,466.117,183.1,202.65,317.6,262.867,178.083,131.717,262.2,211.85,100.983,140.017,186.417,263.583,159.85,190.317,66.567,151.833,268.817,85.017,253.033,457.033,492.467,162.283,433.733,199.7,179.183,74.283,137.683,306.75,106.583,272.367,286.633,300.467,542.95,75.717,227.767,407.6,54.933,26.333,250.6,295.133,227.233,584.2,98.05,153.483,242.833,316.467,260.283,176.983,415.983,408.933,115.767,56.7,489.45,601.317,198.683,173.7,565.867,266.717,236.667,139.2,440.217,542.95,463.833,252.483,280.383,267.967,280.75,587.817,189.083,155.183,113.583,146.2,80.133,372.95,244.883,382.117,40.567,90.983,127.983,215.3,490.2,82.783,426,224.567,411.15,155.233,114.133,267.4,250.35,227.1,347.933,470.333,504.767,259.35,209.317,585.05,380.233,87.867,139.533,129.7,586.517,371.6,147,183.3,197.05,342.433,165.017,0,270.383,259.85,35.117,184.983,515.45,234.317,550.467,349.483,283.367,259.583,145.817,479.05,252.067,294.233,235.783,496.333,224.017,174,202.833,187.967,177.867,461.5,215.233,249.133,617.033,281.417,198.017,385.55,123.783,175.45,499.9,186.783,156.933,520.333,102.25,75.933,128.083,541.833,157.717,210.2,306.15,468.367,450.25,79.767,141.483,135.817,245.617,124.567,230.1,57.283,141.733,222.633,228.583,284.8,443.467,181.283,258.65,296,282.15,48.817,190.133,278.733,445,152.3,158.467,162.6,362.617,209.533,560.183,125,130.117,270.8,225.483,223.6,550.533,449.9,597.8,520.017,539.867,235.567,535.683,102.617,258.883,312.833,449.9,161.8,597.583,129.983,216.917,323.35,166.15,125.367,173.8,70.567,208.217,224.65,309.55,193.283,321.767,53.933,250.35,136.05,216.4,349.867,308.25,380.5,204.9,69.033,505.917,217.35,121.833,217.067,118.083,340.083,286.883,341.933,120.3,85.05,211.8,252.333,113.633,242.4,327.717,207.367,133.8,67.55,7.783,171.267,48.317,263.383,72.983,482.2,310.217,352.25,290.367,64.6,451.067,153.4,213.183,236.717,122.567,147.967,340.383,146.55
"Hood",228.333,332.55,211.267,421.15,101.25,448.317,312.85,225.217,94.483,333.033,250.45,143.717,366.75,67.833,291.5,282.417,304.8,155.15,52.467,322.267,116.35,460.033,271.45,297.583,300.167,81.5,240.133,234.1,385.867,173.183,199.417,177.2,97.367,236.183,319.783,307.15,247.55,186.567,247.533,268.833,158.067,203.683,71.483,546.783,263.767,269.933,174.533,261.55,22.55,180.3,194.967,354.367,207.183,285.3,452.033,380.283,77.067,145.017,343.783,130.2,46.183,320.15,219.033,319.783,242.817,405.233,146,75.683,367.3,550.383,102.933,151.85,165.567,362.733,275.267,232.467,110.867,161.083,296.383,202.983,165.967,346.817,355.867,316.717,277.267,306.767,306.8,353.233,282.567,231.283,60.55,176.15,214.367,281.7,286.4,223.233,171.8,364.033,159.217,298.85,155.4,147.833,365.483,172.933,239.25,291.017,193.667,510.3,114.833,272.433,0,139.033,269.05,113.75,478.033,357.9,329.45,305.4,80.317,210.383,308.167,460.333,215.933,438.683,399.767,332.35,133.183,323.783,105.733,309.15,332.733,424.083,338.15,316.633,396,414.533,90.083,164.517,381.967,404.25,312.883,216.833,290.117,299.317,173.567,304.767,163.9,311.9,279.833,265.283,103.117,282.567,302.383,192.133,279.683,282.033,280.267,367.95,80.617,232.233,140.933,357.667,349.767,285.25,309.883,281.917,65.85,162.383,40.017,243.167,324.9,187.317,223.967,238.533,134.333,327.783,232.983,395.183,339.15,209.883,364.717,124.017,216.767,82.5,363.517,385.3,560.383,298.983,538.733,143.783,314.65,172.717,369.933,151.75,385.3,379.233,560.15,354.083,91,240.15,198.25,356.783,264.533,221.35,381.283,232.033,321.717,111.75,174.283,287.933,60.55,175.717,121.4,517.733,146.383,289.017,298.433,205.15,284.9,74.267,216.467,100.733,352.683,151.383,169.183,279.383,176.317,233.633,159.2,184.483,261.017,375.517,501.417,123.733,355.667,213.933,268.667,174.383,251.45,398.167,324.117,261.183,89.183,131.217,475.833,230,301.283,150.4,121.55,162.55,316.45,161.417,475.15,275.933
"Hopkins",217.3,365.383,135.8,429.967,203.167,457.117,321.667,234.033,49.133,341.85,259.25,152.517,375.55,76.283,300.3,291.233,308.567,163.95,154.383,311.233,149.183,492.867,378.033,306.4,333,111.133,250.433,240.65,377.783,206.017,208.217,48.083,68.25,106.733,426.367,296.133,279.483,293.167,249.917,257.817,30.117,236.517,94.65,579.617,272.583,278.733,207.367,294.383,122.367,189.1,301.55,387.2,160.683,274.283,484.867,486.883,71.6,141.567,450.367,25.05,103.433,328.95,325.617,426.367,349.4,414.033,178.833,69.383,400.133,583.233,100.5,160.65,174.367,371.533,284.067,272.217,44.367,267.683,285.367,191.65,153.517,355.633,389.467,305.7,325.267,325.483,339.633,362.033,291.367,114.967,88.717,101.233,247.2,369.6,393,102.467,199.85,470.617,265.8,270.767,164.2,156.633,472.083,267.75,248.05,217.917,120.567,519.1,123.567,261.417,137.15,0,258.033,111.3,510.867,364.317,436.033,338.233,167.883,89.283,232.683,493.167,95.183,447.483,408.567,395.6,59.1,332.583,86.85,317.967,341.533,456.917,345.217,349.467,502.6,423.333,74,271.117,363.883,413.05,399.167,227.717,298.933,405.9,162.55,280.433,155.517,411.483,288.633,286.167,190.683,367.633,349.5,181.117,288.5,206.55,313.1,356.917,87.167,228.217,149.733,366.467,358.567,318.083,342.717,208.817,92.417,195.217,159.533,232.15,333.7,58.2,330.567,164.15,125.95,252.3,265.817,404,445.75,154.483,308.217,166.95,142.6,83.8,449.8,418.133,593.217,405.583,571.567,28.25,421.25,181.533,402.783,61.783,418.133,388.05,592.983,284.25,55.517,272.983,122.783,324.9,191.417,210.317,390.083,263.95,354.55,94.783,221.017,281.117,88.717,184.517,149.45,526.533,202.667,321.85,305.817,213.25,391.483,90.767,225.267,71.367,300.667,236.233,40.067,312.217,185.117,189.333,85.533,67,269.833,384.333,510.217,54.15,364.467,202.917,257.633,112.133,240.433,406.967,313.083,367.783,195.783,237.817,484.633,226.083,350.333,120.1,69.183,34.617,325.25,125.8,483.967,200.467
"Houston",74.7,481.833,180.217,193.817,327.733,254.033,184.483,155.883,258.8,218.25,122.55,171.583,177.6,260.183,166.25,198.683,72.967,183.4,278.933,57.533,265.633,463.433,502.6,168.683,449.45,224.183,210.75,105.85,128.867,322.467,138.15,265.133,283.233,289.7,550.933,44.3,246.35,417.733,86.5,57.9,247.2,326.7,223.833,590.617,110.35,159.883,274.4,338.067,256.883,208.55,426.117,415.333,112.883,24.883,495.85,611.45,195.283,174.683,574.933,263.317,233.267,145.6,454.117,550.933,473.967,243.65,295.283,264.567,287.15,594.217,185.683,186.75,145.167,137.383,93.8,388.667,241.483,392.25,36.433,122.55,124.583,217.267,505.9,52.1,441.7,225.667,415.817,146.4,120.533,256.633,246.95,216.333,363.65,486.05,517.567,248.583,240.883,595.183,390.367,56.05,171.1,161.283,596.65,384.2,165.583,172.533,186.283,333.6,196.583,36.05,266.983,256.433,0,181.567,521.85,240.717,560.6,355.883,293.017,248.817,135.05,485.45,241.3,285.4,226.95,512.05,220.617,180.4,199.433,194.367,180.033,467.917,221.633,255.533,627.15,287.817,194.617,399.617,114.967,166.633,515.6,218.35,163.333,530.467,98.85,44.117,137.433,545.017,164.117,228.783,315.8,484.083,465.95,85.867,147.883,125.05,264.2,103.217,226.7,88.85,173.3,229.033,234.983,283.4,447.5,170.517,255.25,311.667,293.433,59.867,196.533,267.967,455.133,141.533,155.067,143.633,382.267,200.7,570.317,122.117,98.683,283.4,214.717,220.2,566.233,456.3,604.217,530.15,546.283,232.15,545.817,134.183,265.283,309.417,456.3,152.983,603.983,98.567,213.517,340.583,163.267,93.933,163.033,73.35,199.383,256.217,315.95,189.867,337.467,89.367,246.95,167.617,247.983,341.033,319.117,389.167,223.483,100.6,516.05,213.95,153.4,213.65,86.65,352.683,279.65,350.6,151.867,82.167,208.4,245.117,126.683,248.8,318.883,203.967,124.983,64.667,41.85,167.867,79.9,269.8,64.167,492.333,320.333,362.383,281.55,96.167,466.767,150,209.783,233.317,128.967,144.567,341.5,135.783
"Howard",141.533,317.833,147,345.383,164.433,372.533,237.083,149.45,108.083,257.267,174.667,67.933,290.967,109.45,215.717,206.65,229.017,79.367,115.65,235.467,101.633,445.3,339.3,221.817,285.433,60.183,165.85,158.317,302.017,158.467,123.633,148.617,132.5,207.267,387.633,220.35,192.2,254.433,171.75,182.05,129.967,188.967,69.517,532.067,188,194.15,152.667,246.833,102.567,104.517,262.833,339.65,120.383,198.5,437.3,448.15,43.3,51.117,411.65,114.867,78.95,244.367,286.883,387.633,310.683,329.45,131.283,113.833,326.15,535.667,17.55,76.067,89.783,286.95,199.483,224.65,93.05,228.95,209.583,115.883,79.167,271.05,341.9,229.933,277.7,240.9,292.083,277.45,206.783,192.367,96.217,137.25,199.633,322.05,354.267,184.317,119.15,431.9,227.083,212.05,79.617,72.05,433.35,220.2,163.467,228.967,155.833,434.517,38.983,185.633,112.667,110.45,182.25,0,463.317,279.733,397.317,290.683,130.2,171.483,230.6,445.617,177.033,362.9,323.983,348.05,94.283,248,53.967,233.383,256.95,409.367,260.633,282.6,463.867,338.75,46.167,232.383,288.117,328.467,351.6,143.133,214.35,367.183,86.767,217.983,77.1,388.667,204.05,201.583,153,320.083,301.95,105.333,203.917,208.5,233.467,281.15,75.967,152.433,65.15,281.883,273.983,263.633,295.167,222.617,104.533,147.667,128.983,156.367,249.117,158.717,291.833,165.65,47.533,247.367,218.267,319.417,407.017,123.083,277.917,119.4,177.85,69.483,402.233,370.583,545.667,366.85,524.017,108.333,382.517,96.95,316.217,163.217,370.583,303.467,545.433,267.283,65.083,225.433,125.883,270,204.65,134.55,305.5,183.467,309.25,44.417,173.467,205.35,96.217,99.933,87.3,441.95,155.117,274.3,221.233,129.367,352.75,55.5,140.683,65.217,265.883,188.683,140.6,264.667,100.533,146.833,121.4,145.583,185.25,299.75,425.633,84.333,279.883,127.133,181.867,88.033,164.667,322.383,237.317,329.05,157.05,199.083,400.05,150.317,302.767,63.6,76.433,125.517,240.667,74.617,399.383,202.4
"Hudspeth",540.717,191,577.217,509.45,412.167,525.4,380.783,423.033,498.583,342.867,443.617,475.85,452.5,499.967,362.817,367.483,455.267,475.233,455.7,555.75,381.617,118.883,487.683,371.35,218.183,420.75,378.8,496.117,518.7,310.367,488.8,547.733,523.017,606.383,365.867,564.2,362.483,408.1,528.867,501.533,528.6,337.883,456.717,70.817,456.933,374.35,375.75,317.85,465.033,450.983,377.2,172.117,564.183,544.783,29.133,464.483,441.983,484.267,376.283,514,445.183,459.583,328.5,365.867,422.2,482.3,339.6,504.35,279.983,74.417,450.417,466.367,491.95,472.917,460.767,284.633,492.167,390.517,522.233,528.167,522.967,423.9,222.2,570.883,286.65,326.067,206.8,462.067,422.517,597.233,486.733,542.1,274.683,295.183,331.333,589.167,409.233,491.917,413.533,575.95,468.933,481,454.317,335.383,420.45,656.967,559.617,587.383,454.067,517.2,475.133,509.567,523.217,461.217,0,320.25,457.333,245.55,420.783,576.333,650.45,104.517,581.883,515.767,476.85,272.5,499.133,421.517,466.683,335.25,428.75,56.933,315.167,271.567,447.85,323.467,451.033,362.65,516.267,511.167,319.683,404.917,363.95,415.9,530.583,564.017,508.483,519.517,366.517,346.2,404.35,294.517,266.633,549.15,383.3,640.45,312.083,562.883,463.333,528.417,475.4,434.75,342.483,291.5,178.65,647.867,495.033,332.267,469.417,553.45,393.933,557.85,356.817,604.483,491.333,663.533,278.75,472.267,507.983,566.883,618.583,377,582.7,462.717,331.917,100.767,84.417,388.817,149.183,514.317,378.867,503.7,324.433,562.333,100.767,485.45,84.183,618.467,464.2,306.467,564.2,613.833,630.483,568.033,458.367,368.617,243.583,472.7,327.283,492.45,486.733,460.55,419.967,594.05,353.533,236.933,346.067,519.417,350.833,430.833,453.5,469.367,606.55,361.333,539.717,274.45,487.9,590.633,525.133,550.433,452.783,353.35,578.5,489.683,490.1,570.933,517.683,531.833,529.683,454.417,510.3,480.283,421.383,415.083,552.917,528.333,277,507.4,487.5,530.367,456.4,518.433,531.733,641.883
"Hunt",259.9,283.767,379.45,228.633,320.5,244.583,99.967,139.4,361.75,55.05,162.783,221.033,171.683,363.117,82,90.717,174.45,226.033,343.3,274.917,264.967,263.317,430.383,90.517,262.1,288.8,128.533,215.3,237.883,210.133,218.5,402.283,386.167,460.933,392.417,283.383,110.683,347.95,248.05,220.717,383.633,168.55,323.183,390.5,176.117,93.517,184.783,135.9,350.267,216.95,317.05,215.217,322.983,263.967,295.75,491.9,296.967,260.2,415.333,368.533,330.417,178.767,301.267,392.417,396.217,201.483,225.6,367.5,71.417,394.1,273.683,231.35,228.15,192.083,179.95,228.667,346.717,312.85,241.417,250.9,277.317,143.083,318.567,290.067,275.467,51.617,215.717,181.25,141.683,446.05,349.883,390.917,218.7,319.8,354.233,437.983,190.15,507.983,335.867,295.133,205.133,227.2,477.1,251.85,134.55,407.117,391.85,306.55,247.433,236.367,360.35,364.117,242.383,279.683,321.75,0,473.4,155.767,309.583,425.15,369.633,285.35,430.7,234.95,196.017,333.117,347.95,140.7,315.5,54.433,147.933,267.8,24.967,55.433,507.617,135.3,299.85,284.983,235.45,230.333,349.367,151.667,83.133,438.8,289.367,283.2,254.7,479.75,85.7,93.117,295.55,317.833,299.717,281.083,102.483,359.633,86,282.067,329.633,247.6,220.583,153.933,54.667,83.3,247.383,405.1,358.2,222,357,272.633,110.233,412.4,329.583,379.983,297.233,382.7,189.75,191.45,498.1,330.9,337.767,260.333,431.517,323.15,400,256.183,404.1,411.717,346.167,362,401.767,239.9,56.033,416.883,256.183,204.633,403.867,337.65,318.75,140.467,357.783,333.017,397.617,287.2,177.55,126.467,115.833,315.85,235.617,211.633,349.883,196.75,242.867,325.75,244.733,189.067,71.283,238.917,373.733,314.033,172.7,318.883,325.733,269.667,394.267,150.5,224.1,308.867,375.533,399.25,171.95,98.117,297.683,338.5,209.283,291.367,236.867,338.317,248.867,186.45,229.483,420.133,344.133,331.55,272.083,247.5,300.533,300.367,336.317,379.183,175.583,308.6,263.433,370.35
"Hutchinson",523.15,273.6,509.917,663.017,261.9,678.95,534.333,503.45,401.167,496.433,528.667,421.933,606.067,374.533,516.367,506.55,583.017,433.367,288.55,617.1,358.833,438,91.067,524.9,256.817,359.717,468.283,512.317,664.083,310.617,477.633,476.35,404.067,535,134.717,601.983,441.3,145.117,525.75,549.283,457.217,341.533,372.683,469.35,542,527.9,376,355.017,333.417,451.217,172.167,332.35,502.017,580.133,430,71,371.483,423.233,117.133,436.9,345.417,598.367,183.117,134.717,87.967,635.867,339.65,382.383,461.217,469.6,388.233,430.067,443.783,626.467,553.483,255.067,410.017,194.7,590.133,481.217,460.8,577.467,246.45,611.55,201.917,465.117,301.217,615.633,560.783,529.933,367.25,474.8,288.967,169.067,134.983,521.867,409.467,34.717,175.35,593.683,433.617,426.05,56.2,257.5,517.467,589.667,492.317,740.933,393.05,552.883,329.583,438.183,563.883,399.033,456,473.817,0,369.35,301.633,509.033,606.817,438.317,514.583,669.317,630.4,222.933,431.833,575.083,400.15,488.817,582.317,402.067,468.733,424.683,86.717,520.167,384.5,222.183,660.183,664.717,180.65,444.983,517.5,54.883,468.4,599.6,453.117,93.733,520.083,446.367,291.367,172.1,194.883,486.967,536.867,580.683,421.883,662.767,379.767,510.45,419.15,588.3,496.05,392.033,287.85,580.567,372.55,332.5,298.483,538,547.5,486.45,156.233,537.183,429.167,626.417,293.033,625.833,57.65,504.7,659.55,346.3,515.4,381.633,165.6,363.267,478,72.333,516.717,442.933,88.017,450.95,478,452.317,363.267,639.017,474.6,648.917,390.15,333.617,496.9,651.617,563.183,516.167,611.917,425.583,386.65,406.167,306.167,566.15,367.25,453.933,399.617,760.067,311.35,312.983,485.117,483.367,116.7,356.85,494.683,399.383,647.517,273.217,468.333,342.783,454.533,528.45,457.833,483.133,539.25,520.083,732.05,422.383,633.883,508.767,549.117,468.8,531,620.767,621.683,89.433,244.967,203.917,706.467,508.233,189.75,445.217,420.2,461.7,594.667,456.25,697.75,574.583
"Irion",342.533,159.9,414.95,345.083,239.267,361.033,216.417,238.05,326.033,178.517,266.417,257.533,288.133,327.417,198.45,203.133,290.9,249.167,282.8,391.383,209.067,186.667,332.967,206.983,131.983,248.2,184.883,298.467,354.333,137.467,264.8,375.183,350.467,433.833,281.417,399.833,151.683,250.533,331.8,337.183,356.05,101.833,284.167,313.85,279.75,209.983,153.567,76.117,292.483,226.2,219.633,101.85,361.75,380.417,219.083,380.917,269.433,296.7,304.35,341.45,272.633,295.217,200.617,281.417,295.567,317.933,167.05,331.8,114.267,317.45,277.867,256.55,267.95,308.55,296.75,128.017,319.617,228.517,357.883,304.15,312.8,259.533,188.45,406.517,172.617,161.7,89.6,297.717,258.15,424.683,314.183,369.55,118.05,207.1,243.25,416.617,187.05,405.15,251.533,411.583,248.217,262.683,366.117,167.517,243.467,471.817,387.067,423.017,266.85,352.833,302.583,337.017,358.85,288.667,245.1,155.883,370.567,0,247.883,403.783,471.95,208.7,409.333,351.4,312.483,202.983,326.583,257.167,294.133,170.9,264.4,191.15,150.817,107.217,396.633,173.217,278.483,200.65,351.917,346.8,241.65,176.933,199.583,327.817,328.133,399.65,290.183,382.333,202.167,152.3,231.433,206.433,178.55,346.583,218.95,448.45,126.383,398.517,290.783,324.167,257.083,270.383,178.133,88.133,123.717,465.467,322.483,157.783,296.5,361.65,229.583,385.3,228.933,422.083,318.783,488.733,94.917,307.9,400.683,369.667,454.217,204.45,410.15,290.167,292.283,179.433,327.45,300.717,269.517,341.767,290.783,279.7,160.067,389.783,179.433,321.083,327.217,454.1,291.65,64.75,393.267,449.467,455.75,365,294,140.633,40.483,300.15,154.383,323.45,314.183,236.55,225.917,441.067,180.617,59.833,181.7,297.083,262.75,258.283,251.95,296.817,442.183,188.433,367.167,32.717,263.9,388.183,352.583,377.883,277,187.65,414.133,317.133,325.733,372.3,360.183,359.283,344.733,301.417,345.95,322.7,253.517,247.2,388.55,321.95,188.917,336.867,314.95,357.817,292.033,345.117,378.75,442.367
"Jack",253.417,274.35,240.583,429.617,46.6,456.783,321.317,233.683,145.133,312.9,258.917,152.167,375.217,130.033,299.967,253.6,313.25,163.617,34.917,347.35,57.5,401.817,243.033,306.05,241.95,89.967,197.1,242.567,394.333,121.5,207.883,206.467,159.567,265.117,289.367,332.233,194.6,158.167,256,279.533,187.333,150.667,102.8,488.583,272.233,278.4,121.583,209.217,84.75,170,153.75,296.167,232.267,310.383,393.817,351.883,102.15,153.483,312.3,172.733,75.533,328.617,162.567,289.367,214.4,413.683,93.05,137.9,314.283,492.183,119.233,160.3,174.033,371.2,283.717,161.2,140.133,119.883,320.383,211.45,191.05,355.283,293.8,341.817,207.35,253.833,248.6,361.7,291.033,260.6,122.767,205.467,156.15,225.25,245.2,252.55,128.783,335.617,130.8,323.933,163.867,156.283,337.083,102.567,247.717,320.333,222.983,518.767,123.3,283.133,81.267,168.3,294.133,130.033,419.833,304.95,301.033,246.817,0,239.7,337.483,402.133,245.25,447.15,408.233,275.883,162.5,332.25,130.817,291.817,341.2,365.883,285.2,263.617,367.6,395.283,115.167,108.05,390.433,412.7,256.417,173.8,298.583,270.9,198.65,329.867,183.35,292.4,288.3,212.333,24.25,226.1,232.467,217.217,288.15,311.35,227.25,393.033,109.883,240.7,149.383,366.133,312.517,232.233,251.683,311.233,128.067,109.367,48.617,268.25,333.367,216.583,182.767,267.85,159.417,357.1,174.783,403.65,310.75,234.967,389.8,50.633,246.083,111.75,307.05,327.1,502.183,270.583,480.533,173.05,286.25,181.183,316.933,213.95,327.1,387.7,501.95,379.167,120.267,187.817,227.567,381.883,293.85,246.433,389.75,179.083,263.15,136.833,93.95,296.4,122.767,184.183,116.667,526.2,66.05,230.817,255.4,213.617,263.533,87.517,224.933,130.05,377.767,71.05,198.45,220.817,184.783,258.717,188.517,213.8,269.483,359.017,509.883,153.05,364.117,239.017,279.35,199.467,261.25,406.633,351.933,232.767,60.783,102.817,484.3,238.467,232.7,175.483,150.867,193.75,324.917,186.5,483.617,305.25
"Jackson",233.95,432.917,99.4,437,274.683,497.217,382.733,295.1,134.267,402.917,316.983,213.583,420.783,160.667,361.383,352.3,316.167,225.017,225.883,300.417,216.717,560.4,448.567,367.467,400.533,174.6,311.5,264.533,372.05,273.55,258.517,42.5,142.583,69.967,497.883,268.233,337.85,364.683,270.433,274.467,73.95,304.05,164.167,647.15,326.983,339.8,274.9,361.917,201.767,250.167,373.067,454.733,154.85,259.95,552.4,558.4,141.733,185.517,521.883,108.117,175.5,388.8,401.067,497.883,420.917,475.1,246.367,153.65,467.667,650.75,161.567,221.717,231.4,380.567,319.6,339.75,124.8,339.2,279.617,213.3,186.2,416.7,456.983,295.233,392.783,386.55,407.167,389.583,352.45,40.567,173.85,39.05,314.733,437.133,464.517,27.65,263.65,542.35,337.317,230.6,225.283,217.7,543.6,335.283,309.133,139.483,68.1,576.783,184.65,262.717,209.2,89.65,249.05,172.383,578.4,425.383,507.55,405.767,239.967,0,158.083,560.7,20.35,508.567,470.133,463.133,93.7,393.667,129.883,379.033,402.6,524.45,406.283,417,574.1,484.417,132.8,346.567,358.15,409.817,466.7,288.8,360,477.417,186.733,240.267,199.05,474.733,349.7,347.233,262.75,435.167,417.033,196.883,349.567,157.467,379.133,346.1,167.617,248.717,210.8,427.55,419.65,385.617,410.25,130.383,173.3,262.75,235.65,246.617,394.783,35.933,402.083,112.95,170.667,177.7,333.35,443.883,515.167,155.617,233.6,234.483,62.8,164.233,517.317,485.667,660.75,477.1,639.1,90.717,492.767,231.283,461.883,99.083,485.667,396.167,660.517,209.65,135.95,340.517,107.35,269.417,112.983,224.783,442.567,327.75,422.083,137.833,288.55,297.767,173.85,245.583,213.25,584.217,270.2,389.383,366.883,234.883,463,160.9,291.733,119.25,234.583,303.767,55.833,379.75,249.833,185.117,74.683,30.8,336.05,445.4,562.067,97.183,368.167,209.9,268.517,139.7,257.083,468.05,307.35,437.867,267.283,309.333,524.733,246.6,417.85,154.967,112.233,62.917,372.167,160.683,545.033,145.083
