"","Adair","Andrew","Atchison","Audrain","Barry","Barton","Bates","Benton","Bollinger","Boone","Buchanan","Butler","Caldwell","Callaway","Camden","Cape Girardeau","Carroll","Carter","Cass","Cedar","Chariton","Christian","Clark","Clay","Clinton","Cole","Cooper","Crawford","Dade","Dallas","Daviess","DeKalb","Dent","Douglas","Dunklin","Franklin","Gasconade","Gentry","Greene","Grundy","Harrison","Henry","Hickory","Holt","Howard","Howell","Iron","Jackson","Jasper","Jefferson","Johnson","Kansas City","Knox","Laclede","Lafayette","Lawrence","Lewis","Lincoln","Linn","Livingston","Macon","Madison","Maries","Marion","McDonald","Mercer","Miller","Mississippi","Moniteau","Monroe","Montgomery","Morgan","New Madrid","Newton","Nodaway","Oregon","Osage","Ozark","Pemiscot","Perry","Pettis","Phelps","Pike","Platte","Polk","Pulaski","Putnam","Ralls","Randolph","Ray","Reynolds","Ripley","Saline","Schuyler","Scotland","Scott","Shannon","Shelby","St. Charles","St. Clair","St. Francois","St. Louis","St. Louis City","Ste. Genevieve","Stoddard","Stone","Sullivan","Taney","Texas","Vernon","Warren","Washington","Wayne","Webster","Worth","Wright"
"Adair",0,311.643,389.563,206.511,227.991,182.993,131.785,500.085,391.48,288.075,185.318,131.785,160.412,173.48,214.566,473.086,246.592,292.93,201.251,97.621,376.775,143.504,217.01,269.695,85.723,68.909,357.631,162.419,151.077,148.471,283.239,281.734,247.87,488.435,439.207,169.233,211.007,377.229,392.819,275.348,319.834,174.78,344.374,256.031,378.057,232.141,294.25,466.003,198.921,310.716,150.967,208.659,134.604,233.475,298.848,175.319,451.87,54.842,162.419,93.581,270.186,246.762,129.722,218.232,199.256,324.696,176.431,480.764,194.998,319.316,223.235,311.203,465.111,244.235,315.879,335.579,39.667,143.504,483.042,256.149,218.615,128.509,434.442,241.098,61.923,361.865,320.136,293.563,215.46,208.609,74.151,231.405,83.214,364.452,224.782,201.469,246.926,278.126,309.924,243.506,343.507,326.808,326.808,391.913,394.954,184.544,219.557,190.039,191.524,379.735,49.224,267.46,396.206,125.158,385.889,133.709
"Andrew",312.872,0,78.717,327.992,89.415,298.07,206.942,689.169,663.563,449.512,441.615,206.942,376.121,343.536,154.192,662.17,66.963,608.938,515.578,254.23,247.912,399.801,283.312,276.069,227.849,295.46,63.992,390.555,349.484,420.254,106.535,45.043,526.941,813.658,816.651,275.472,424.365,86.821,81.973,141.097,142.111,248.978,38.372,109.598,99.057,548.149,564.828,655.087,313.998,492.753,437.267,103.494,344.852,165.845,478.739,390.594,752.042,269.024,390.555,227.238,228.129,280.29,415.608,333.309,346.064,165.052,374.459,752.718,301.237,442.393,384.672,150.743,743.395,547.881,19.45,29.577,340.527,399.801,807.971,322.985,92.939,374.727,716.044,95.643,330.487,677.873,204.387,328.008,107.049,143.938,348.021,122.767,351.492,248.255,350.651,457.766,593.347,594.134,471.361,473.521,632.703,503.559,503.559,580.997,757.435,449.606,498.189,446.336,514.967,401.173,360.864,450.825,692.607,404.903,91.589,446.841
"Atchison",390.862,78.814,0,405.982,167.405,376.06,284.932,767.159,741.553,527.502,519.605,284.932,454.111,421.526,232.182,740.16,144.953,686.928,593.568,332.22,241.743,477.791,361.302,354.059,305.839,373.45,71.624,468.545,427.474,498.244,157.518,120.073,604.931,891.648,894.641,353.462,502.355,71.869,50.783,173.283,156.108,326.968,57.541,187.588,94.53,626.139,642.818,733.077,391.988,570.743,515.257,181.484,422.842,243.835,556.729,468.584,830.032,347.014,468.545,305.228,306.119,358.28,493.598,411.299,424.054,179.049,452.449,830.708,379.227,520.383,462.662,164.74,821.385,625.871,87.687,69.981,418.517,477.791,885.961,400.975,170.929,452.717,794.034,173.633,408.477,755.863,218.384,405.998,185.039,221.928,426.011,200.757,429.482,256.472,428.641,535.756,671.337,672.124,549.351,551.511,710.693,581.549,581.549,658.987,835.425,527.596,576.179,524.326,592.957,356.592,438.854,528.815,770.597,482.893,60.399,524.831
"Audrain",205.676,326.774,404.694,0,284.805,365.516,349.704,379.048,353.442,139.391,327.63,349.704,65.986,33.401,233.841,352.049,301.397,346.452,278.749,168.749,205.781,313.654,46.016,62.515,243.548,200.572,332.383,111.616,356.496,282.224,257.365,336.539,216.423,503.537,506.53,102.986,99.254,344.998,363.273,234.666,279.152,406.189,359.505,305.026,313.564,336.947,254.707,344.966,381.444,182.632,158.328,263.219,301.205,164.163,168.618,345.196,441.921,208.636,111.616,247.018,99.192,59.308,136.669,390.27,369.133,284.014,346.308,442.597,90.47,118.069,47.271,270.521,433.274,268.942,370.684,350.71,171.58,313.654,497.85,42.479,273.42,298.659,405.923,290.093,243.556,452.767,228.1,89.986,264.455,227.884,236.739,250.68,125.175,193.458,394.659,371.619,293.228,382.932,161.24,163.4,322.582,193.438,193.438,270.876,447.314,354.694,188.068,360.189,236.028,176.158,182.977,140.704,382.486,258.911,353.658,267.462
"Barry",227.467,91.904,169.824,282.557,0,212.665,121.537,603.764,578.158,364.107,356.21,121.537,290.716,258.131,66.876,576.765,26.853,523.533,430.173,168.825,277.473,314.396,256.613,278.742,142.444,210.055,137.892,305.15,264.079,334.849,109.168,61.995,441.536,728.253,731.246,190.067,338.96,160.721,173.08,143.73,171.672,168.64,124.635,44.544,166.57,462.744,479.423,569.682,228.593,407.348,351.862,18.296,259.447,168.518,393.334,305.189,666.637,183.619,305.15,141.833,230.802,286.365,330.203,247.904,260.659,194.613,289.054,667.313,215.832,395.348,299.267,180.304,657.99,462.476,96.14,115.84,255.122,314.396,722.566,332.195,11.498,289.322,630.639,18.357,245.082,592.468,233.948,330.681,19.733,73.736,262.616,35.451,266.087,277.816,265.246,372.361,507.942,508.729,385.956,388.116,547.298,418.154,418.154,495.592,672.03,364.201,412.784,360.931,429.562,403.846,275.459,365.42,607.202,319.498,169.381,361.436
"Barton",182.408,296.772,374.692,365.115,213.12,0,90.936,524.862,474.467,430.477,184.299,90.936,319.016,332.084,247.732,550.521,231.721,351.491,258.131,219.954,474.089,142.609,398.884,451.569,160.989,191.242,342.76,321.023,52.225,162.807,305.784,266.863,386.718,546.996,497.768,332.338,369.611,362.358,377.948,340.346,368.288,77.793,329.503,241.16,363.186,290.702,433.098,559.609,20.843,449.564,314.05,193.788,80.554,365.134,437.696,97.439,510.431,177.175,321.023,163.596,427.418,428.636,312.805,40.154,52.909,391.229,70.001,539.325,358.103,508.742,381.839,376.92,523.672,346.278,301.008,320.708,224.501,142.609,541.603,414.753,203.744,129.458,493.003,226.227,120.412,420.426,430.564,452.167,200.589,254.592,124.508,196.181,241.818,474.432,57.496,200.574,335.9,336.687,470.597,382.354,476.074,465.656,465.656,530.761,453.515,156.451,358.405,189.144,305.772,600.462,208.454,406.308,482.468,161.148,371.018,203.086
"Bates",131.454,207.324,285.244,335.38,123.672,91.157,0,592.205,541.81,416.93,251.511,0,271.539,310.954,158.284,629.588,142.273,418.834,325.474,149.247,384.641,209.697,309.436,362.121,71.541,131.52,253.312,275.346,142.571,230.15,216.336,177.415,391.453,614.339,565.111,242.89,323.934,272.91,288.5,250.898,278.84,56.514,240.055,151.712,273.738,358.045,437.833,622.505,107.085,460.171,318.785,104.34,153.137,275.686,446.157,183.681,577.774,105.084,275.346,74.148,337.97,339.188,275.879,126.396,139.151,301.781,167.546,606.668,268.655,448.171,352.09,287.472,591.015,387.818,211.56,231.26,169.889,209.697,608.946,385.018,114.296,184.623,560.346,136.779,140.383,487.769,341.116,437.849,111.141,165.144,157.917,106.733,183.135,384.984,143.738,267.662,403.243,404.03,438.779,387.089,487.09,470.977,470.977,548.415,520.858,242.693,363.14,256.232,326.692,511.014,196.007,418.243,549.811,214.799,281.57,256.737
"Benton",499.585,687.068,764.988,378.097,605.425,529.715,615.97,0,68.829,251.057,377.487,615.97,352.877,354.036,554.461,29.489,622.017,172.668,274.437,489.369,578.596,407.433,418.831,424.736,552.501,521.207,697.447,341.571,477.924,370.089,623.134,657.159,201.628,129.874,132.867,423.606,316.042,710.022,768.244,601.884,646.37,602.827,719.799,625.646,710.85,279.197,152.573,38.577,511.279,205.712,347.712,583.839,457.639,531.381,213.505,453.518,68.258,529.256,341.571,567.638,472.007,448.583,368.047,498.592,477.455,651.232,454.63,68.934,411.09,265.054,315.844,637.739,59.611,262.22,691.304,711.004,492.088,407.433,124.187,374.705,594.04,403.745,27.153,610.713,476.621,154.598,600.915,367.841,585.075,548.504,458.765,571.3,445.81,547.721,502.981,439.429,224.679,228.392,226.909,257.114,117.393,208.632,208.632,115.222,73.651,448.473,281.779,420.778,254.218,465.837,450.771,256.158,66.125,378.41,718.682,341.661
"Bollinger",391.508,663.168,741.088,354.197,581.525,480.91,567.165,73.086,0,227.157,328.682,567.165,328.977,330.136,530.561,46.069,598.117,123.863,225.632,465.469,554.696,358.628,394.931,400.836,503.696,497.307,673.547,317.671,429.119,321.284,599.234,633.259,156.186,197.575,130.765,399.706,292.142,686.122,744.344,577.984,622.47,554.022,695.899,601.746,686.95,230.392,107.131,35.591,462.474,181.812,239.635,559.939,408.834,507.481,189.605,404.713,108.668,505.356,317.671,511.577,448.107,424.683,259.97,449.787,428.65,627.332,405.825,136.635,387.19,241.154,291.944,613.839,127.312,183.982,667.404,687.104,384.011,358.628,191.888,350.805,570.14,354.94,41.691,586.813,394.486,141.843,577.015,343.941,561.175,524.604,409.96,547.4,421.91,523.821,454.176,390.624,175.874,215.637,203.009,233.214,61.648,184.732,184.732,91.322,68.478,399.668,183.818,371.973,208.776,441.937,342.694,232.258,29.044,329.605,694.782,292.856
"Boone",287.772,448.529,526.449,139.558,366.886,436.792,431.785,252.049,226.443,0,333.455,431.785,148.082,115.497,315.922,225.05,383.478,302.495,236.955,250.83,340.057,329.053,180.292,200.377,325.629,282.668,458.908,117.965,371.895,297.623,384.595,418.62,154.414,376.538,379.531,185.067,93.713,471.483,529.705,368.942,413.428,488.27,481.26,387.107,472.311,295.153,140.399,217.967,418.356,55.633,139.693,345.3,351.867,298.439,41.619,360.595,314.922,290.717,117.965,329.099,233.468,210.044,160.028,405.669,384.532,418.29,361.707,315.598,172.551,54.943,77.305,404.797,306.275,209.995,452.765,472.465,253.676,329.053,370.851,140.337,355.501,314.058,278.924,372.174,294.544,325.768,362.376,133.473,346.536,309.965,277.073,332.761,207.271,327.734,410.058,387.018,234.281,341.138,45.551,49.092,195.583,66.345,66.345,143.877,320.315,370.093,73.76,375.588,180.682,231.469,265.073,26.396,255.487,274.31,480.143,282.872
"Buchanan",184.813,440.136,518.056,326.567,356.484,191.494,251.181,379.279,328.884,332.998,0,251.181,280.468,293.536,337.132,404.938,375.085,205.908,112.548,251.543,496.831,41.922,337.066,389.751,214.193,222.831,486.124,266.01,139.703,49.576,405.805,410.227,226.579,401.413,352.185,323.155,316.682,505.722,521.312,483.71,511.652,264.606,472.867,384.524,506.55,116.654,262.591,414.026,173.058,352.085,214.71,337.152,119.331,387.397,340.217,115.297,364.848,208.764,266.01,222.074,390.242,366.818,236.37,160.371,139.234,534.593,116.409,393.742,329.175,411.263,343.291,520.284,378.089,200.695,444.372,464.072,185.97,41.922,396.02,376.205,347.108,65.524,347.42,369.591,138.313,274.843,474.058,413.619,343.953,331.175,120.457,339.545,203.27,484.508,164.76,75.245,190.317,162.639,373.118,284.875,330.491,368.177,368.177,350.965,307.932,82.173,260.926,56.594,160.189,499.791,144.653,308.829,336.885,68.342,514.382,65.078
"Butler",131.454,207.324,285.244,335.38,123.672,91.157,0,592.205,541.81,416.93,251.511,0,271.539,310.954,158.284,629.588,142.273,418.834,325.474,149.247,384.641,209.697,309.436,362.121,71.541,131.52,253.312,275.346,142.571,230.15,216.336,177.415,391.453,614.339,565.111,242.89,323.934,272.91,288.5,250.898,278.84,56.514,240.055,151.712,273.738,358.045,437.833,622.505,107.085,460.171,318.785,104.34,153.137,275.686,446.157,183.681,577.774,105.084,275.346,74.148,337.97,339.188,275.879,126.396,139.151,301.781,167.546,606.668,268.655,448.171,352.09,287.472,591.015,387.818,211.56,231.26,169.889,209.697,608.946,385.018,114.296,184.623,560.346,136.779,140.383,487.769,341.116,437.849,111.141,165.144,157.917,106.733,183.135,384.984,143.738,267.662,403.243,404.03,438.779,387.089,487.09,470.977,470.977,548.415,520.858,242.693,363.14,256.232,326.692,511.014,196.007,418.243,549.811,214.799,281.57,256.737
"Caldwell",162.155,375.102,453.022,66.116,293.459,321.995,266.683,387.337,361.731,147.68,284.109,266.683,0,33.085,242.495,360.338,310.051,302.931,235.228,136.297,266.63,270.133,106.865,126.935,203.461,157.051,385.481,68.095,312.975,238.703,311.168,345.193,188.083,511.826,514.819,111.64,70.914,398.056,456.278,295.515,340.001,313.782,407.833,313.68,398.884,293.426,212.882,353.255,337.923,190.921,114.807,271.873,257.684,225.012,176.907,301.675,450.21,159.889,68.095,206.931,160.041,136.617,93.148,346.749,325.612,344.863,302.787,450.886,99.124,178.921,82.84,331.37,441.563,225.421,379.338,399.038,128.059,270.133,506.139,115.754,282.074,255.138,414.212,298.747,200.035,365.487,288.949,153.168,273.109,236.538,193.218,259.334,81.654,254.307,351.138,328.098,249.707,339.411,169.529,121.575,330.871,201.727,201.727,279.165,455.603,311.173,137.773,316.668,192.507,239.34,139.456,98.288,390.775,215.39,406.716,223.941
"Callaway",172.773,342.453,420.373,33.467,260.81,332.613,325.709,354.688,329.082,115.031,294.727,325.709,33.083,0,209.846,327.689,277.402,313.549,245.846,144.754,233.981,280.751,74.216,94.286,219.553,167.669,352.832,78.713,323.593,249.321,278.519,312.544,207.053,479.177,482.17,78.991,89.884,365.407,423.629,262.866,307.352,382.194,375.184,281.031,366.235,304.044,230.347,320.606,348.541,158.272,125.425,239.224,268.302,192.363,144.258,312.293,417.561,184.641,78.713,223.023,127.392,103.968,103.766,357.367,336.23,312.214,313.405,418.237,66.475,146.272,50.191,298.721,408.914,236.039,346.689,366.389,138.677,280.751,473.49,83.105,249.425,265.756,381.563,266.098,210.653,428.407,256.3,120.519,240.46,203.889,203.836,226.685,92.272,221.658,361.756,338.716,260.325,350.029,136.88,139.04,298.222,169.078,169.078,246.516,422.954,321.791,163.708,327.286,203.125,206.691,150.074,116.344,358.126,226.008,374.067,234.559
"Camden",213.888,153.904,231.824,234.164,67.786,248.086,156.958,555.371,529.765,315.714,337.273,156.958,242.323,209.738,0,528.372,88.853,504.596,411.236,120.432,268.872,295.459,208.22,200.46,123.54,185.485,158.086,256.757,299.5,315.912,86.656,123.995,393.143,679.86,682.853,141.674,290.567,170.661,188.936,123.957,176.591,213.443,186.635,57.298,171.489,443.807,431.03,521.289,264.014,358.955,303.469,60.167,240.51,138.686,344.941,340.61,618.244,160.319,256.757,123.406,188.56,177.606,281.81,283.325,296.08,177.914,324.475,618.92,167.439,346.955,250.874,185.223,609.597,414.083,158.14,177.84,226.756,295.459,674.173,226.009,60.026,270.385,582.246,63.584,226.145,573.531,225.347,288.439,47.292,12.026,243.679,48.702,217.694,279.074,300.667,353.424,438.369,489.792,337.563,339.723,498.905,369.761,369.761,447.199,623.637,336.499,364.391,341.994,381.169,361.604,261.88,317.027,558.809,300.561,179.321,342.499
"Cape Girardeau",474.124,661.607,739.527,352.636,579.964,555.666,644.863,31.336,46.103,225.596,403.438,644.863,327.416,328.575,529,0,596.556,198.619,300.388,463.908,553.135,433.384,393.37,399.275,538.707,495.746,671.986,316.11,503.875,396.04,597.673,631.698,176.149,155.825,158.818,398.145,290.581,684.561,742.783,576.423,620.909,628.778,694.338,600.185,685.389,305.148,127.094,12.106,537.23,180.251,322.251,558.378,483.59,505.92,188.044,479.469,94.209,503.795,316.11,542.177,446.546,423.122,342.586,524.543,503.406,625.771,480.581,94.885,385.629,239.593,290.383,612.278,85.562,205.582,665.843,685.543,466.627,433.384,150.138,349.244,568.579,429.696,58.211,585.252,477.102,180.549,575.454,342.38,559.614,523.043,459.631,545.839,420.349,522.26,528.932,465.38,250.63,254.343,201.448,231.653,91.914,183.171,183.171,89.761,99.602,474.424,256.318,446.729,228.739,440.376,425.31,230.697,68.231,404.361,693.221,367.612
"Carroll",247.583,66.393,144.313,302.673,24.126,232.781,141.653,623.88,598.274,384.223,376.326,141.653,310.832,278.247,88.903,596.881,0,543.649,450.289,188.941,283.914,334.512,276.729,285.183,162.56,230.171,112.381,325.266,284.195,354.965,115.609,36.484,461.652,748.369,751.362,210.183,359.076,135.21,147.569,150.171,178.113,183.689,99.124,50.985,147.446,482.86,499.539,589.798,248.709,427.464,371.978,38.205,279.563,174.959,413.45,325.305,686.753,203.735,325.266,161.949,237.243,306.481,350.319,268.02,280.775,201.054,309.17,687.429,235.948,415.464,319.383,186.745,678.106,482.592,70.629,90.329,275.238,334.512,742.682,352.311,27.65,309.438,650.755,22.384,265.198,612.584,240.389,337.122,41.76,95.763,282.732,57.478,286.203,284.257,285.362,392.477,528.058,528.845,406.072,408.232,567.414,438.27,438.27,515.708,692.146,384.317,432.9,381.047,449.678,410.287,295.575,385.536,627.318,339.614,143.87,381.552
"Carter",292.415,606.608,684.528,344.087,522.956,357.879,444.134,174.283,123.888,276.102,205.651,444.134,297.988,311.056,503.604,199.942,541.557,0,102.601,418.015,514.351,235.597,354.586,407.271,380.665,389.303,652.596,236.882,306.088,198.253,572.277,576.699,110.886,196.417,147.189,359.211,248.902,672.194,687.784,543.236,678.124,430.991,639.339,550.996,673.022,107.361,103.192,209.03,339.443,230.757,185.582,503.624,285.803,472.733,238.55,281.682,159.852,375.236,236.882,388.546,407.762,384.338,207.242,326.756,305.619,592.584,282.794,188.746,346.695,290.099,280.069,579.091,173.093,90.384,610.844,630.544,284.918,235.597,191.024,340.36,513.58,231.909,142.424,536.063,304.785,69.847,536.67,392.886,510.425,497.647,286.929,506.017,302.218,502.028,331.145,267.593,52.843,108.912,251.954,193.541,125.495,233.677,233.677,192.204,102.936,276.637,193.143,248.942,138.283,490.882,243.601,241.046,131.889,206.574,680.854,169.825
"Cass",196.047,513.619,591.539,276.813,429.967,264.89,351.145,276.328,225.933,236.596,112.662,351.145,230.714,243.782,410.615,301.987,448.568,102.957,0,303.152,447.077,142.608,287.312,339.997,287.676,296.314,559.607,169.608,213.099,105.264,479.288,483.71,130.177,298.462,249.234,291.937,220.28,579.205,594.795,475.962,520.448,338.002,546.35,458.007,580.033,65.505,166.189,311.075,246.454,255.683,118.308,410.635,192.814,405.459,243.815,188.693,261.897,282.247,169.608,295.557,340.488,317.064,139.968,233.767,212.63,525.31,189.805,290.791,279.421,314.861,251.447,511.817,275.138,88.631,517.855,537.555,188.55,142.608,293.069,326.451,420.591,138.92,244.469,443.074,211.796,171.892,469.396,363.865,417.436,404.658,193.94,413.028,196.675,434.754,238.156,174.604,68.446,111.49,276.716,188.473,187.2,271.775,271.775,254.563,204.981,183.648,164.524,155.953,63.787,450.037,147.233,212.427,233.934,113.585,587.865,76.836
"Cedar",97.641,253.707,331.627,168.257,172.064,220.696,142.206,489.464,463.858,249.807,251.757,142.206,134.08,143.831,121.1,462.465,188.656,419.08,325.72,0,302.078,209.943,142.313,194.998,78.984,69.238,264.086,137.887,188.78,230.396,189.773,223.798,274.273,613.953,616.946,75.767,186.475,276.661,334.883,181.882,226.368,202.068,286.438,192.285,277.489,358.291,320.653,455.382,236.624,293.048,184.599,150.478,172.307,140.009,279.034,241.758,552.337,44.072,137.887,82.454,195.489,172.065,162.94,255.935,265.695,231.23,242.87,553.013,101.532,281.048,184.967,217.737,543.69,295.213,257.943,277.643,102.501,209.943,608.266,217.895,160.679,194.948,516.339,177.352,128.362,488.015,226.67,255.309,151.714,115.143,140.59,137.939,95.23,289.755,273.277,267.908,319.499,404.276,271.656,273.816,432.998,303.854,303.854,381.292,557.73,250.983,238.941,256.478,262.299,341.481,145.633,251.12,492.902,191.291,285.321,230.118
"Chariton",375.208,248.053,241.761,206.467,277.635,474.679,383.551,579.722,554.116,340.065,497.162,383.551,266.674,234.089,268.861,552.723,283.959,515.984,448.281,302.643,0,483.186,161.787,154.528,377.442,335.472,191.258,281.148,526.093,451.756,168.962,287.157,417.534,704.211,707.204,210.688,314.918,188.923,207.472,131.662,105.792,440.036,306.629,239.122,173.85,506.479,455.381,545.64,490.607,383.306,327.86,285.325,470.765,130.204,369.292,514.728,642.595,342.53,281.148,380.912,106.604,159.79,306.201,509.918,522.673,97.438,515.84,643.271,210.705,320.852,253.563,97.161,633.948,438.474,280.77,297.834,341.112,483.186,698.524,201.444,282.865,468.191,606.597,261.58,413.088,653.441,43.525,206.467,274.36,256.937,406.271,280.205,294.707,14.729,527.26,541.151,462.76,552.464,361.914,364.074,523.256,394.112,394.112,471.55,647.988,524.226,382.202,529.721,405.56,114.849,352.509,341.378,583.16,428.443,200.051,436.994
"Christian",142.927,398.25,476.17,312.267,314.598,149.608,209.295,408.375,357.98,328.138,41.922,209.295,266.168,279.236,295.246,434.034,333.199,235.004,141.644,209.657,482.531,0,322.766,375.451,172.307,180.945,444.238,263.011,97.817,46.32,363.919,368.341,284.379,430.509,381.281,281.269,311.822,463.836,479.426,441.824,469.766,222.72,430.981,342.638,464.664,174.215,291.687,443.122,131.172,347.225,211.711,295.266,77.445,345.511,335.357,73.411,393.944,166.878,263.011,180.188,375.942,352.518,210.466,118.485,97.348,492.707,74.523,422.838,314.875,406.403,328.991,478.398,407.185,229.791,402.486,422.186,171.67,0,425.116,361.905,305.222,23.638,376.516,327.705,96.427,303.939,432.172,399.319,302.067,289.289,78.571,297.659,188.97,470.208,122.874,61.375,219.413,220.2,368.258,280.015,359.587,363.317,363.317,428.422,337.028,44.45,256.066,49.945,189.285,485.491,130.353,303.969,365.981,58.809,472.496,94.174
"Clark",214.663,282.722,360.642,45.922,258.154,414.181,323.053,419.177,393.571,179.52,336.617,323.053,106.129,73.544,207.19,392.178,274.746,355.439,287.736,142.098,161.729,322.641,0,63.735,216.897,174.927,288.331,120.603,326.693,291.211,213.313,309.888,256.989,543.666,546.659,76.335,154.373,300.946,319.221,190.614,235.1,379.538,315.453,247.987,269.512,345.934,294.836,385.095,430.109,222.761,167.315,236.568,310.22,120.111,208.747,354.183,482.05,181.985,120.603,220.367,55.14,40.881,145.656,399.257,378.12,239.962,355.295,482.726,50.16,210.761,93.018,226.469,473.403,277.929,289.594,306.658,180.567,322.641,537.979,89.284,246.769,307.646,446.052,263.442,252.543,492.896,184.048,129.39,237.804,201.233,245.726,224.029,134.162,149.406,403.646,380.606,302.215,391.919,201.369,203.529,362.711,233.567,233.567,311.005,487.443,363.681,221.657,369.176,245.015,202.555,191.964,180.833,422.615,267.898,309.606,276.449
"Clay",264.064,275.326,353.246,62.497,279.104,463.582,372.454,425.393,399.787,188.162,386.018,372.454,126.775,94.19,196.471,398.394,285.428,404.84,337.137,191.499,154.331,372.042,59.323,0,266.298,224.328,280.935,170.004,376.094,340.612,205.917,288.585,292.202,549.882,552.875,108.669,175.033,293.55,311.825,183.218,227.704,428.939,308.057,240.591,262.116,395.335,361.134,391.311,479.51,228.977,216.716,286.794,359.621,112.715,214.963,403.584,488.266,231.386,170.004,269.768,51.872,18.58,195.057,448.658,427.521,232.566,404.696,488.942,99.561,171.905,110.327,219.073,479.619,327.33,282.198,299.262,229.968,372.042,544.195,50.03,284.334,357.047,452.268,263.049,301.944,499.112,176.65,84.501,275.829,187.262,295.127,273.43,183.563,142.008,453.047,430.007,351.616,441.32,207.658,224.189,368.927,239.856,239.856,317.221,493.659,413.082,248.857,418.577,294.416,157.666,241.365,201.493,428.831,317.299,302.21,325.85
"Clinton",85.586,226.568,304.488,243.13,142.916,154.728,63.606,564.337,504.27,324.68,213.971,63.606,201.32,218.704,123.594,537.338,161.517,381.294,287.934,79.028,376.951,172.157,217.186,269.871,0,68.174,272.556,205.127,131.124,192.61,192.267,196.659,332.224,576.799,527.571,150.64,253.715,292.154,307.744,270.142,298.084,120.085,259.299,170.956,292.982,320.505,378.604,530.255,170.656,367.921,221.034,123.584,117.208,220.364,353.907,189.003,540.234,41.738,205.127,8.506,270.362,246.938,199.789,189.967,166.021,321.025,190.115,569.128,176.405,355.921,259.84,306.716,553.475,328.589,230.804,250.504,124.021,172.157,571.406,292.768,133.54,147.083,522.806,156.023,102.843,450.229,307.025,330.182,130.385,117.637,120.377,125.977,119.789,364.628,207.309,230.122,365.703,366.49,346.529,327.86,427.861,378.727,378.727,456.165,483.318,213.197,303.911,218.692,275.878,416.354,133.578,325.993,512.271,177.259,300.814,219.197
"Cole",68.944,294.078,371.998,200.76,210.426,191.999,131.362,521.981,496.375,282.324,223.06,131.362,154.661,167.729,186.144,494.982,229.027,390.383,247.555,69.199,335.635,181.246,175.87,228.555,68.158,0,329.13,156.668,160.083,201.699,254.817,264.169,266.315,646.47,536.66,109.314,205.256,341.705,375.254,246.926,291.412,183.786,326.809,257.329,342.533,329.594,312.695,487.899,207.927,325.565,176.641,191.094,143.61,205.053,311.551,213.061,549.323,26.42,156.668,76.016,229.046,205.622,155.396,227.238,236.998,296.274,214.173,585.53,135.089,313.565,217.484,282.781,576.207,290.539,298.314,318.014,53.8,181.246,640.783,250.398,201.05,166.251,548.856,242.396,99.665,459.318,291.714,287.812,216.758,180.187,111.893,202.983,75.396,323.312,244.58,239.211,293.23,375.579,304.173,257.235,361.952,336.371,336.371,413.809,492.407,222.286,243.198,227.781,237.828,373.984,95.528,244.225,414.651,162.594,350.365,180.013
"Cooper",363.164,64.152,71.613,338.706,139.707,348.362,257.234,704.168,678.562,464.511,491.907,257.234,391.12,358.535,163.605,677.169,117.255,659.23,565.87,269.229,191.237,450.093,294.026,286.783,278.141,334.282,0,413.387,399.776,470.546,85.894,108.513,549.773,828.657,831.65,290.471,439.364,22.829,27.605,102.611,85.436,299.27,74.666,120.312,35.065,598.441,579.827,670.086,364.29,507.752,460.099,153.786,395.144,176.559,493.738,440.886,767.041,319.316,413.387,277.53,238.843,291.004,438.44,383.601,396.356,108.377,424.751,767.717,316.236,453.107,399.671,94.068,758.394,570.713,73.025,83.152,375.553,450.093,822.97,333.699,143.231,425.019,731.043,109.898,380.779,728.165,147.712,338.722,157.341,154.652,398.313,161.395,366.491,191.58,400.943,508.058,643.639,644.426,486.36,488.52,647.702,518.558,518.558,595.996,772.434,499.898,514.441,496.628,537.799,291.7,411.156,465.824,707.606,455.195,31.489,497.133
"Crawford",161.678,390.08,468,111.494,308.437,321.518,268.219,342.168,316.562,117.97,268.22,268.219,65.395,78.463,257.473,315.169,325.029,239.423,171.72,137.833,281.758,263.818,121.993,174.678,204.997,157.639,408.36,0,306.66,232.388,333.342,360.171,141.741,466.657,469.65,126.618,44.048,413.034,471.256,310.643,355.129,313.305,422.811,328.658,389.541,229.918,188.121,308.086,353.121,152.799,51.299,286.851,286.632,240.14,140.931,295.36,405.041,160.477,0,208.467,175.169,151.745,46.905,340.434,319.297,359.991,296.472,405.717,114.102,175.837,103.244,346.498,396.394,161.913,394.316,414.016,127.582,263.818,460.97,161.132,297.052,248.823,369.043,313.725,199.558,301.979,304.077,198.546,288.087,251.516,192.741,274.312,81.177,269.435,344.823,321.783,186.199,275.903,173.832,100.566,237.378,168.891,168.891,233.996,335.068,304.858,101.053,310.353,128.999,284.718,138.979,89.844,290.077,209.075,421.694,217.637
