"","Adams","Allen","Bartholomew","Benton","Blackford","Boone","Brown","Carroll","Cass","Clark","Clay","Clinton","Crawford","Daviess","Dearborn","Decatur","DeKalb","Delaware","Dubois","Elkhart","Fayette","Floyd","Fountain","Franklin","Fulton","Gibson","Grant","Greene","Hamilton","Hancock","Harrison","Hendricks","Henry","Howard","Huntington","Jackson","Jasper","Jay","Jefferson","Jennings","Johnson","Knox","Kosciusko","LaGrange","Lake","LaPorte","Lawrence","Madison","Marion","Marshall","Martin","Miami","Monroe","Montgomery","Morgan","Newton","Noble","Ohio","Orange","Owen","Parke","Perry","Pike","Porter","Posey","Pulaski","Putnam","Randolph","Ripley","Rush","Scott","Shelby","Spencer","St. Joseph","Starke","Steuben","Sullivan","Switzerland","Tippecanoe","Tipton","Union","Vanderburgh","Vermillion","Vigo","Wabash","Warren","Warrick","Washington","Wayne","Wells","White","Whitley"
"Jasper",405.273,344.524,175.587,463.203,322.068,407.42,168.265,313.841,24.205,207.77,434.691,178.876,93.586,43.619,305.827,390.937,424.855,312.891,16.495,451.546,223.462,184.834,248.952,178.04,348.243,111.946,278.871,331.859,453.045,230.737,154.715,197.676,254.518,221.946,359.827,141.04,0,340.3,269.332,175.622,93.449,412.763,392.246,463.872,376.669,433.201,209.511,197.041,329.298,192.254,91.205,303.536,384.97,44.367,131.962,312.215,324.589,96.448,272.684,161.659,196.504,185.969,247.066,448.272,250.034,431.613,161.205,258.981,207.91,259.231,83.408,390.753,116.87,426.957,412.763,450.983,111.512,241.954,374.28,268.476,206.846,99.476,203.919,147.821,324.589,339.183,62.538,92.854,303.515,315.627,805.767,390.339
"Jay",83.491,151.513,220.802,179.073,35.223,282.68,186.166,163.225,391.883,175.438,270.881,301.775,283.394,330.482,163.701,46.437,122.489,28.932,348.398,254.586,161.456,220.075,258.06,184.798,155.232,290.447,214.834,12.706,150.679,123.611,277.614,162.743,110.36,274.511,91.617,246.538,345.686,0,146.336,274.364,410.673,217.601,167.167,182.41,136.235,264.467,139.002,230.605,73.471,249.653,415.875,115.051,36.107,332.561,249.183,231.296,102.902,420.757,125.075,328.671,262.337,163.483,185.06,292.487,203.718,306.873,232.475,183.614,238.827,117.766,408.078,266.013,249.064,244.149,217.601,148.617,309.906,215.944,166.837,98.382,208.922,423.785,285.837,296.563,102.902,64.902,424.64,310.122,63.203,124.692,682.436,122.129
"Jefferson",205.693,117.427,154.048,204.314,122.444,150.059,95.224,38.552,315.986,108.684,188.646,139.107,207.497,254.585,236.069,191.357,225.275,117.76,272.501,205.501,50.603,86.896,74.83,118.044,94.961,223.693,82.213,136.728,253.465,116.597,189.156,134.592,140.378,112.478,149.871,179.784,269.789,145.169,0,207.61,330.629,135.699,164.784,246.903,149.207,175.84,88.094,236.96,104.464,92.267,339.978,83.121,185.39,256.664,160.725,98.675,119.899,344.86,173.61,261.917,104.976,96.729,28.728,190.911,272.293,174.252,97.802,252.189,76.794,160.157,332.181,133.392,160.606,180.912,135.699,251.403,221.448,248.556,130.286,48.007,52.498,347.888,123.804,208.105,119.899,139.603,348.743,243.368,189.375,95.212,548.406,181.526
"Jennings",333.323,272.574,59.938,391.253,250.118,344.757,145.793,251.178,171.991,108.079,362.741,267.285,65.826,143.403,124.776,318.987,352.905,240.941,114.081,379.596,160.799,179.187,254.752,93.161,276.293,18.053,286.817,259.909,381.095,158.787,243.124,90.482,182.568,271.203,287.877,30.955,175.036,268.35,206.669,0,246.326,324.549,320.296,391.922,304.719,370.538,137.561,39.416,257.348,230.461,229.157,231.586,313.02,131.698,155.154,293.373,252.639,234.4,134.12,56.587,221.449,115.543,184.403,385.609,98.453,368.95,197.985,107.865,235.519,120.67,221.36,328.09,138.337,355.007,324.549,379.033,169.778,70.483,302.33,196.526,205.655,237.428,282.529,262.073,252.639,267.233,205.66,38.038,231.565,243.677,743.104,318.389
"Johnson",470.689,409.94,241.003,528.619,387.484,393.326,233.681,379.257,87.168,273.186,500.107,177.938,164.638,91.008,376.94,456.353,490.271,378.307,125.442,516.962,288.878,237.716,248.014,243.456,413.659,228.642,277.933,397.275,518.461,296.153,153.777,263.092,319.934,221.008,425.243,276.599,93.006,405.716,334.748,246.735,0,478.179,457.662,529.288,442.085,474.368,274.927,268.154,394.714,208.636,28.452,368.952,450.386,92.125,187.065,311.277,390.005,70.906,338.1,232.772,195.566,251.385,312.482,434.178,321.147,417.519,214.087,330.094,238.396,324.647,36.781,365.504,171.973,492.373,478.179,516.399,110.574,313.067,439.696,333.892,247.499,58.541,202.981,146.883,390.005,404.599,74.499,207.977,368.931,381.043,786.097,455.755
"Knox",171.052,74.894,290.264,107.164,183.606,51.834,231.44,99.269,452.202,244.9,88.681,262.06,343.713,390.801,341.05,183.516,174.221,210.137,408.717,105.536,186.819,223.112,172.334,254.26,71.364,359.909,157.965,211.405,202.411,221.009,281.249,270.808,244.79,233.911,137.364,316,406.005,220.391,137.071,343.826,466.845,0,83.073,146.938,88.39,40.787,191.663,373.176,149.279,202.201,476.194,112.584,194,392.88,296.941,122.221,121.942,481.076,278.591,398.133,220.442,232.945,149.536,68.812,377.274,86.876,207.736,357.17,177.873,265.138,468.397,77.403,296.822,80.947,0,200.349,357.664,353.537,51.931,140.325,162.432,484.104,233.456,306.644,121.942,160.857,484.959,379.584,293.787,99.739,458.761,113.277
"Kosciusko",91.011,52.125,269.261,39.529,112.688,130.346,222.179,127.215,442.941,223.897,87.956,280.325,334.452,381.54,336.848,103.475,94.18,151.31,399.456,62.679,194.451,253.07,212.442,233.257,57.266,338.906,198.825,156.061,122.37,187.937,316.111,249.805,185.558,253.696,57.323,294.997,396.744,148.549,165.017,322.823,457.584,83.643,0,83.282,21.985,100.54,187.461,352.173,83.055,242.309,466.933,93.118,113.959,383.619,287.68,178.686,51.484,471.815,227.651,377.13,260.55,211.942,178.146,128.56,373.072,146.624,270.972,352.968,217.981,214.201,459.136,155.915,287.561,80.222,83.643,120.308,348.403,349.335,30.004,136.123,202.54,474.843,265.022,335.06,51.484,81.077,475.698,358.581,206.328,80.273,518.509,33.236
"LaGrange",106.69,155.994,339.361,45.471,153.145,196.837,304.725,209.975,510.442,293.997,81.708,420.457,401.953,449.041,406.948,138.454,64.128,204.551,466.957,48.45,280.015,338.634,295.202,303.357,152.464,409.006,316.362,168.408,55.686,241.178,396.173,319.905,238.799,392.308,94.459,365.097,464.245,183.528,247.777,392.923,529.232,147.128,83.283,0,96.474,135.308,257.561,422.273,155.46,368.212,534.434,193.684,148.938,451.12,367.742,292.959,126.072,539.316,280.892,447.23,380.896,282.042,260.392,163.09,443.172,182.266,351.034,423.068,300.741,267.442,526.637,226.109,367.623,77.5,147.128,39.464,428.465,419.435,104.836,216.966,285.3,542.344,391.853,415.122,126.072,127.338,543.199,428.681,259.569,180.839,554.151,62.404
"Lake",70.71,36.548,253.684,61.515,100.191,149.502,206.602,111.638,427.364,208.32,107.112,264.748,318.875,365.963,321.271,101.301,94.196,135.733,383.879,84.665,178.874,237.493,196.865,217.68,48.66,323.329,183.248,127.178,122.386,172.36,300.534,234.228,169.981,238.119,44.826,279.42,381.167,136.164,149.44,307.246,442.007,88.413,21.985,96.876,0,119.696,171.884,336.596,67.478,226.732,451.356,77.541,111.785,368.042,272.103,169.829,35.907,456.238,212.074,361.553,244.973,196.365,162.569,147.716,357.495,165.78,255.395,337.391,202.404,198.624,443.559,152.122,271.984,99.378,88.413,120.324,332.826,333.758,37.143,120.546,186.963,459.266,249.445,319.483,35.907,68.58,460.121,343.004,190.751,64.696,537.665,36.833
"LaPorte",188.61,109.628,323.461,93.226,210.287,59.852,258.85,127.365,479.612,278.097,57.356,300.516,371.123,418.211,391.048,201.074,206.557,260.135,436.127,74.038,214.229,250.522,243.251,287.457,106.098,393.106,196.421,253.66,198.115,271.007,319.705,304.005,294.788,272.367,154.922,349.197,433.415,246.148,176.133,377.023,472.765,40.828,100.631,115.44,120.004,0,241.661,406.373,184.013,281.771,503.604,147.318,211.558,420.29,324.351,173.018,156.676,508.486,328.589,431.33,287.763,266.142,192.354,41.915,427.272,62.325,235.146,407.168,205.283,315.136,495.807,106.168,324.232,45.163,40.828,182.443,363.584,403.535,84.814,190.323,189.842,511.514,271.912,345.1,156.676,178.676,512.369,412.781,343.785,134.473,434.21,130.835
"Lawrence",198.868,138.119,85.347,256.798,115.663,225.351,50.711,131.772,256.428,39.983,228.286,166.32,147.939,195.027,152.934,184.532,218.45,106.486,212.943,245.141,41.393,75.672,137.997,49.343,141.838,154.992,157.505,125.454,246.64,32.893,142.159,65.891,56.674,154.448,153.422,111.083,210.231,133.895,87.263,138.909,275.218,190.094,185.841,257.467,170.264,241.241,0,168.259,122.893,119.859,280.42,97.131,178.565,197.106,113.728,173.967,118.184,285.302,90.475,193.216,117.934,28.028,64.997,266.203,189.158,249.544,97.02,169.054,118.764,77.022,272.623,208.684,113.609,220.552,190.094,244.578,174.451,165.421,167.875,62.071,88.859,288.33,165.774,161.108,118.184,132.778,289.185,174.667,105.671,109.222,623.698,183.934
"Madison",362.909,302.16,70.376,420.839,211.868,374.343,175.379,280.764,193.178,137.665,392.327,296.871,99.879,175.58,79.792,348.573,382.491,201.257,146.258,409.182,190.385,208.773,284.338,122.747,305.879,56.97,316.403,220.225,410.681,142.643,272.71,120.068,147.471,300.789,317.463,60.541,196.223,229.119,236.255,39.416,267.513,354.135,349.882,421.508,334.305,400.124,167.147,0,286.934,260.047,250.344,261.172,264.427,163.875,184.74,322.959,282.225,255.587,106.836,48.365,251.035,145.129,213.989,415.195,63.469,398.536,227.571,72.881,265.105,112.851,242.547,357.676,167.923,384.593,354.135,408.619,203.831,35.499,331.916,226.112,235.241,258.615,312.115,291.659,282.225,296.819,226.847,70.215,169.998,273.263,772.69,347.975
"Marion",97.789,80.395,205.304,122.522,37.22,193.291,170.668,93.512,376.385,159.94,170.562,286.277,267.896,314.984,272.891,83.453,117.371,70.494,332.9,145.737,145.958,204.577,169.241,169.3,84.114,274.949,161.19,64.365,145.561,107.121,262.116,185.848,104.742,259.013,43.345,231.04,330.188,73.351,104.286,258.866,395.175,141.564,83.057,156.388,67.48,183.517,123.504,288.216,0,234.155,400.377,43.208,77.486,317.063,233.685,164.401,31.784,405.259,146.835,313.173,246.839,147.985,110.116,211.537,309.115,229.601,216.977,289.011,223.329,133.385,392.58,199.118,233.566,162.828,141.564,143.499,294.408,285.378,95.719,57.597,150.609,408.287,270.339,281.065,31.784,31.699,409.142,294.624,125.512,53.574,601.486,75
"Marshall",311.633,194.974,176.628,281.861,228.428,201.94,91.071,114.324,227.752,131.264,324.15,34.292,165.963,162.804,258.637,297.297,331.215,219.251,195.33,283.048,84.367,53.952,54.482,140.624,172.508,246.273,86.547,238.219,359.405,141.504,55.383,157.172,165.285,24.515,227.418,202.364,192.618,246.66,91.176,230.19,208.443,201.067,242.331,324.45,226.754,228.465,120.366,259.54,235.658,0,225.906,193.967,291.33,168.43,85.169,119.891,197.446,245.325,196.178,284.497,14.517,119.309,79.141,242.792,294.861,226.133,48.448,274.757,29.63,182.725,217.809,174.118,92.741,258.459,201.067,357.343,99.262,271.124,207.833,158.907,38.983,232.659,40.771,80.778,197.446,245.543,248.918,208.393,214.282,173.177,640.429,259.073
"Martin",476.329,415.58,246.643,534.259,393.124,410.555,239.321,384.897,69.457,278.826,505.747,195.167,170.278,96.648,359.229,461.993,495.911,383.947,107.731,522.602,294.518,254.945,265.243,249.096,419.299,210.931,295.162,402.915,524.101,301.793,171.006,268.732,325.574,238.237,430.883,258.888,91.919,411.356,340.388,229.024,28.289,483.819,463.302,534.928,447.725,504.257,280.567,250.443,400.354,225.865,0,374.592,456.026,97.765,192.705,328.506,395.645,53.195,343.74,215.061,212.795,257.025,318.122,451.407,303.436,434.748,231.316,312.383,255.625,330.287,10.228,382.733,177.613,498.013,483.819,522.039,127.803,295.356,445.336,339.532,264.728,23.705,220.21,164.112,395.645,410.239,56.788,190.266,374.571,386.683,787.395,461.395
"Miami",134.664,44.528,179.731,131.78,79.073,164.007,132.649,57.144,353.411,134.367,134.695,250.742,244.922,292.01,247.318,125.306,154.544,116.405,309.926,151.55,104.921,163.54,138.439,143.727,48.247,249.376,124.822,106.218,182.734,127.277,226.581,160.275,151.058,179.693,77.337,205.467,307.214,115.204,82.786,233.293,368.054,112.28,92.25,192.952,76.673,147.65,97.931,262.643,43.165,193.118,377.403,0,117.069,294.089,198.15,128.033,47.365,382.285,184.859,287.6,205.802,122.412,88.616,175.67,283.542,193.734,181.442,263.438,143.978,171.406,369.606,162.75,198.031,126.961,112.28,180.672,258.873,259.805,74.284,46.593,129.109,385.313,191.019,245.53,47.365,73.552,386.168,269.051,200.055,15.631,565.619,108.992
"Monroe",48.852,119.124,261.256,144.434,68.257,259.634,226.62,157.391,432.337,215.892,236.242,342.229,323.848,370.936,274.409,11.798,87.85,63.288,388.852,219.947,201.91,260.529,298.514,225.252,131.796,330.901,229.001,47.062,116.04,163.073,318.068,241.8,160.694,314.965,58.716,286.992,386.14,36.138,184.838,314.818,451.127,212.931,132.528,147.771,111.876,229.828,179.456,264.961,77.355,290.107,456.329,118.935,0,373.015,289.637,215.582,79.466,461.211,161.213,369.125,302.791,203.937,225.514,257.848,314.262,275.912,272.929,294.158,279.281,152.122,448.532,250.336,289.518,209.51,212.931,113.978,350.36,338.168,149.02,138.861,249.376,464.239,326.291,337.017,79.466,51.996,465.094,350.576,99.341,101.256,647.797,91.469
"Montgomery",392.003,331.254,162.317,449.933,308.798,394.15,154.995,300.571,63.694,194.5,421.421,149.004,73.059,12.26,223.303,377.667,411.585,299.621,47.199,438.276,210.192,161.251,219.08,164.77,334.973,113.779,248.999,318.589,439.775,217.467,124.843,184.406,241.248,192.074,346.557,120.513,44.487,327.03,256.062,131.258,92.553,399.493,378.976,450.602,363.399,419.931,196.241,163.85,316.028,168.201,97.755,290.266,371.7,0,108.379,282.343,311.319,102.637,259.414,157.852,166.632,172.699,233.796,435.002,222.887,418.343,137.622,231.064,183.857,245.961,89.958,377.483,93.287,413.687,399.493,437.713,81.64,194.917,361.01,255.206,183.263,105.665,174.047,117.949,311.319,325.913,106.52,94.687,290.245,302.357,792.497,377.069
"Morgan",309.259,239.316,102.047,326.568,226.054,298.632,69.187,205.053,167.936,114.745,329.483,86.162,91.059,102.988,242.118,294.923,328.841,216.877,135.191,346.338,114.674,68.093,139.652,90.888,243.035,148.5,186.157,235.845,357.031,134.635,62.001,140.653,158.416,109.685,263.813,127.669,132.479,244.286,160.544,155.495,186.726,303.975,287.038,367.858,271.461,324.413,113.497,184.845,233.284,85.169,191.928,198.328,288.956,108.614,0,219.501,242.153,196.81,179.659,209.802,78.396,102.79,138.278,339.484,278.342,322.825,44.464,258.238,100.825,166.206,184.131,281.965,16.816,321.749,303.975,354.969,85.881,220.345,269.072,163.268,90.105,199.838,111.205,74.879,242.153,243.169,200.693,133.489,207.413,210.419,696.979,294.325
"Newton",228.043,134.309,240.213,256.165,196.041,92.714,181.389,70.881,324.425,194.849,214.924,138.696,293.662,279.699,322.234,221.581,247.923,263.391,358.666,240.741,136.768,173.061,81.431,204.209,114.988,309.858,34.601,222.928,276.113,202.762,157.885,220.757,226.543,110.547,170.716,265.949,321.203,231.264,98.672,293.775,310.945,122.221,178.654,293.581,166.674,173.756,174.259,323.125,177.544,119.951,328.408,141.22,214.341,291.309,219.557,0,140.744,347.827,259.775,348.082,125.943,182.894,114.893,133.566,358.458,116.907,163.625,338.354,114.09,246.322,320.311,62.975,246.771,215.037,122.221,274.051,201.764,334.721,156.712,146.247,118.321,335.161,110.092,183.28,140.744,178.27,351.42,329.533,275.54,116.475,491.061,202.371
"Noble",91.404,40.431,200.895,90.803,66.764,173.503,178.302,83.338,371.976,155.531,144.191,236.448,263.487,310.575,268.482,84.942,111.284,100.038,328.491,113.953,150.574,209.193,168.565,164.891,57.743,270.54,154.948,93.909,139.474,136.665,272.234,181.439,134.286,209.819,34.077,226.631,325.779,102.895,121.14,254.457,390.766,121.776,51.273,128.121,35.696,157.146,119.095,283.807,31.783,198.432,395.968,49.241,79.432,312.654,243.803,141.529,0,400.85,176.379,308.764,216.673,143.576,134.269,185.166,304.706,203.23,227.095,284.602,174.104,162.929,388.171,176.283,243.684,136.457,121.776,137.412,304.526,280.969,63.935,76.172,158.663,403.878,221.145,291.183,0,43.361,404.733,290.215,155.056,26.904,575.115,65.732
"Ohio",480.026,419.277,250.34,537.956,396.821,482.173,243.018,388.594,73.538,282.523,509.444,213.616,173.975,100.345,363.31,465.69,499.608,387.644,111.812,526.299,298.215,249.274,283.692,252.793,422.996,215.012,313.611,406.612,527.798,305.49,189.455,272.429,329.271,256.686,434.58,262.969,96,415.053,344.085,233.105,70.85,487.516,466.999,538.625,451.422,507.954,284.264,254.524,404.051,244.314,53.681,378.289,459.723,101.462,196.402,346.955,399.342,0,347.437,219.142,231.244,260.722,321.819,523.025,307.517,506.366,225.645,316.464,274.074,333.984,29.053,401.182,181.31,501.71,487.516,525.736,146.252,299.437,449.033,343.229,271.286,17.614,238.659,182.561,399.342,413.936,18.572,194.347,378.268,390.38,829.956,465.092
"Orange",222.985,224.069,92.144,280.915,112.467,310.811,111.799,217.232,305.006,68.726,314.236,233.291,164.163,258.002,84.084,171.512,242.567,101.856,275.918,331.091,126.853,145.193,220.758,72.885,227.788,151.378,252.823,111.431,270.757,53.648,209.13,58.43,48.07,237.209,177.539,112.092,273.206,125.075,172.723,135.295,338.193,276.044,227.714,281.584,212.137,327.191,89.056,126.289,147.01,196.467,343.395,183.081,161.182,260.081,180.699,259.427,176.441,348.277,0,169.258,187.455,91.003,150.457,351.663,124.101,335.004,163.991,103.997,201.525,13.449,335.598,294.144,180.58,306.502,276.044,268.695,241.422,115.108,253.825,148.021,171.661,351.305,248.535,228.079,176.441,156.895,338.675,171.053,65.339,195.172,709.158,208.051
"Owen",387.953,327.204,114.568,445.883,304.748,399.387,200.423,305.808,157.755,162.709,417.371,321.915,124.961,205.065,126.921,373.617,407.535,295.571,151.398,434.226,215.429,233.817,309.382,147.791,330.923,65.47,341.447,314.539,435.725,213.417,297.754,145.112,237.198,325.833,342.507,85.585,160.8,322.98,261.299,55.721,232.09,379.179,374.926,446.552,359.349,425.168,192.191,48.324,311.978,285.091,214.921,286.216,367.65,157.764,209.784,348.003,307.269,220.164,169.307,0,276.079,170.173,239.033,440.239,107.361,423.58,252.615,116.773,290.149,155.857,207.124,382.72,192.967,409.637,379.179,433.663,214.802,79.391,356.96,251.156,260.285,223.192,337.159,316.703,307.269,321.863,191.424,63.649,286.195,298.307,797.734,373.019
"Parke",324.317,214.095,167.689,300.982,241.112,218.063,86.171,133.445,208.87,122.325,340.273,21.239,161.063,164.144,249.698,309.981,343.899,231.935,188.557,302.169,97.051,49.052,60.491,131.685,191.629,237.334,102.67,250.903,372.089,139.586,42.33,148.233,163.367,30.524,246.539,193.425,205.648,259.344,105.019,221.251,195.39,220.188,261.452,343.571,245.875,247.586,118.448,250.601,248.342,14.534,212.853,206.651,304.014,175.754,78.396,136.014,216.567,232.272,187.239,275.558,0,110.37,92.984,258.915,285.922,242.256,43.548,265.818,41.746,173.786,204.756,190.241,87.454,277.58,220.188,370.027,86.209,262.185,226.954,171.591,52.826,219.606,27.718,67.725,216.567,258.227,235.865,203.493,212.364,192.298,641.18,278.194
"Perry",223.877,163.128,62.303,281.807,140.672,235.311,36.347,141.732,232.587,16.939,253.295,157.839,124.098,171.186,153.747,209.541,243.459,131.495,189.102,270.15,51.353,69.741,145.306,26.299,166.847,131.948,177.371,150.463,271.649,49.341,133.678,42.847,73.122,161.757,178.431,88.039,186.39,158.904,97.223,115.865,251.377,215.103,210.85,282.476,195.273,261.092,28.115,145.215,147.902,121.015,256.579,122.14,203.574,173.265,105.247,183.927,143.193,261.461,91.288,170.172,112.003,0,74.957,276.163,189.971,259.504,88.539,169.867,126.073,77.835,248.782,218.644,105.128,245.561,215.103,269.587,165.97,166.234,192.884,87.08,96.209,264.489,173.083,152.627,143.193,157.787,265.344,151.623,122.119,134.231,633.658,208.943
"Pike",247.262,129.595,131.702,216.847,164.057,166.232,72.878,72.653,293.64,86.338,201.605,113.562,185.151,232.239,213.723,232.926,266.844,154.88,250.155,218.46,28.257,64.55,97.374,95.698,107.92,201.347,98.386,173.848,295.034,94.251,166.81,112.246,118.032,113.825,162.404,157.438,247.443,182.289,28.144,185.264,308.283,149.533,177.317,259.862,161.74,192.013,65.748,214.614,109.95,80.261,317.632,88.607,226.959,234.318,138.379,114.848,132.432,322.514,151.264,239.571,92.97,74.383,0,207.084,249.947,190.425,91.086,229.843,60.687,137.811,309.835,149.565,138.26,193.871,149.533,292.972,199.102,226.21,143.245,53.547,40.492,325.542,125.151,185.759,132.432,181.172,326.397,221.022,167.029,100.698,564.579,194.059
"Porter",215.982,137,332.401,125.027,237.659,54.86,273.577,163.069,494.339,287.037,87.398,260.771,385.85,432.938,414.422,228.446,236.599,287.507,450.854,113.215,228.956,265.249,203.506,296.397,133.47,402.046,156.676,281.032,228.157,294.95,279.96,312.945,318.731,232.622,182.294,358.137,448.142,273.52,190.86,385.963,433.02,68.179,128.003,166.055,147.376,41.813,266.447,415.313,211.385,242.026,518.331,174.69,238.93,435.017,339.078,133.273,184.048,523.213,351.963,440.27,248.018,275.082,207.081,0,450.646,24.046,249.902,430.542,220.039,338.51,510.534,66.423,338.959,87.511,68.179,212.485,323.839,426.909,112.186,217.695,204.598,526.241,232.167,305.355,184.048,206.048,527.096,421.721,367.728,161.845,395.931,158.207
