"","Adair","Andrew","Atchison","Audrain","Barry","Barton","Bates","Benton","Bollinger","Boone","Buchanan","Butler","Caldwell","Callaway","Camden","Cape Girardeau","Carroll","Carter","Cass","Cedar","Chariton","Christian","Clark","Clay","Clinton","Cole","Cooper","Crawford","Dade","Dallas","Daviess","DeKalb","Dent","Douglas","Dunklin","Franklin","Gasconade","Gentry","Greene","Grundy","Harrison","Henry","Hickory","Holt","Howard","Howell","Iron","Jackson","Jasper","Jefferson","Johnson","Kansas City","Knox","Laclede","Lafayette","Lawrence","Lewis","Lincoln","Linn","Livingston","Macon","Madison","Maries","Marion","McDonald","Mercer","Miller","Mississippi","Moniteau","Monroe","Montgomery","Morgan","New Madrid","Newton","Nodaway","Oregon","Osage","Ozark","Pemiscot","Perry","Pettis","Phelps","Pike","Platte","Polk","Pulaski","Putnam","Ralls","Randolph","Ray","Reynolds","Ripley","Saline","Schuyler","Scotland","Scott","Shannon","Shelby","St. Charles","St. Clair","St. Francois","St. Louis","St. Louis City","Ste. Genevieve","Stoddard","Stone","Sullivan","Taney","Texas","Vernon","Warren","Washington","Wayne","Webster","Worth","Wright"
"Adair",0,192.45,237.65,130.7,146.417,128.1,101.8,274.5,269.583,172.917,135.383,101.8,111.333,106.883,139.383,263.05,156.683,200.683,146.75,67.967,232.367,100.833,132.05,172.5,64.383,55.317,225.083,105.617,119.083,104.267,186.55,178.517,161.867,333.967,306.117,114.45,143.95,236.2,242.267,189.933,218.75,127.567,207.367,158.55,226.667,168.083,197.4,257.283,135.383,179.583,113.767,135.25,105.3,159,184.433,116.95,293.6,38.267,105.617,72.017,161.45,154.133,100.833,145.783,131.117,222.433,117.533,306.567,127.95,188.267,137.95,213.5,303.583,167.817,199.717,203.45,34.167,100.833,331.117,162.683,140.95,98.983,284.433,151.933,53.617,248.467,223.633,187,134.367,131.717,60.917,139.933,60.783,223.583,140.883,143.15,180.183,199.317,181.333,143.867,229.533,192.033,192.033,224.867,257.3,130.767,130.15,131.967,135.583,239.833,37,166.85,272.567,83.2,243.117,98.067
"Andrew",195.133,0,53.917,202.917,53.267,164.183,119.217,365.117,367.1,245.917,265.967,119.217,212.85,187.017,96.783,353.683,41.75,350.883,301.2,141.683,179.733,231.417,169.817,166.333,133.217,187.85,48.933,216.783,199.517,246.933,71.717,38.533,324.317,429.467,432.233,160.2,239.867,67.05,58.533,93.983,101.867,140.683,28.133,69.283,76.583,318.283,353.767,347.917,171.467,269.467,250.15,63.833,206.817,101.583,262.883,211.8,401.633,163.283,216.783,134.95,136.883,171.9,236.833,181.883,191.65,120.067,209.333,400.917,173.683,264.4,210.95,107.95,396.85,336.55,23.367,24.2,216.95,231.417,426.583,197.85,55.817,225.217,386.067,57.833,204.033,398.667,147.367,192.967,62.117,96.45,207.383,82.3,207.333,179.117,189.683,273.733,345.617,349.517,254.333,278.117,344.25,272.733,272.733,315.5,400.933,260.067,291.15,262.55,309.033,234.167,229.4,254.25,390.25,233.483,66.8,265.817
"Atchison",238.25,52.717,0,246.033,96.383,207.317,162.35,408.25,410.233,289.05,309.083,162.35,255.967,230.15,139.9,396.8,84.883,394.017,344.333,184.817,179.217,274.55,212.95,209.467,176.35,230.983,52.317,259.917,242.65,290.05,117.15,81.683,367.45,472.6,475.367,203.333,283,56.35,44.15,126.35,114.117,183.817,46.883,112.417,76.217,361.417,396.9,391.033,214.6,312.6,293.283,106.967,249.933,144.7,306.017,254.933,444.767,206.4,259.917,178.083,180.017,215.033,279.967,225,234.783,132.317,252.467,444.05,216.817,307.517,254.083,120.2,439.983,379.683,65.717,55.1,260.083,274.55,469.717,240.983,98.95,268.35,429.2,100.967,247.167,441.783,159.6,236.083,105.25,139.567,250.517,125.433,250.467,191.3,232.817,316.867,388.733,392.65,297.467,321.25,387.383,315.867,315.867,358.633,444.067,303.2,334.283,305.683,352.167,262.833,272.533,297.383,433.367,276.617,52.417,308.95
"Audrain",129.983,202.467,247.683,0,153.567,233.767,188.383,204.783,206.767,85.583,216.667,188.383,51.683,25.867,137.317,193.35,165.517,249.7,188.917,95.15,137.567,185.983,37.267,50.483,152.883,140.25,210.7,70.883,220.417,178.783,162.017,187.367,174.55,269.133,271.9,68.75,81.283,222.067,237.117,155.517,184.333,219.55,217.4,165.6,216.917,224.9,193.45,187.583,241.033,109.133,104.267,142.783,206.083,106.15,102.55,201.7,241.3,122.55,70.883,157.45,66.667,47.317,90.933,232.6,215.883,188.017,202.3,240.583,62.433,98.467,37.017,179.083,236.517,190.65,208.55,213.483,111.033,185.983,266.25,33.517,149.8,184.133,225.733,158.983,158.917,262.517,152.633,64.467,141.417,129.65,153.583,137.883,77.15,128.8,225.65,228.3,211.05,256.133,94,117.8,183.933,112.4,112.4,155.167,240.6,215.917,130.817,217.117,163.15,117.3,111.517,93.917,229.917,157.717,228.983,172.6
"Barry",146.683,53.617,98.833,156.083,0,115.733,70.767,316.667,318.65,197.467,217.517,70.767,164.4,138.567,47.383,305.233,17.867,302.433,252.75,93.233,175.2,182.967,141.917,161.25,84.767,139.4,86.267,168.333,151.067,198.483,65.683,39.7,275.867,381.017,383.783,111.75,191.417,104.383,103.45,87.95,97.35,96.383,68.55,30.983,99.1,269.833,305.317,299.467,123.017,221.017,201.717,15.5,158.367,96.483,214.433,163.35,353.183,114.833,168.333,86.5,131.8,164,188.383,133.433,143.2,115.55,160.9,352.467,125.233,212.833,162.5,103.433,348.4,288.1,60.883,64.633,168.5,182.967,378.133,188.067,9.517,176.767,337.617,13.867,155.6,350.217,142.833,187.867,12.733,51.15,158.933,32.9,158.883,174.583,141.233,225.283,297.167,301.067,205.883,229.667,295.817,224.283,224.283,267.05,352.483,211.617,242.7,214.1,260.583,229.083,180.95,205.8,341.8,185.033,111.3,217.367
"Barton",127.5,162.517,207.717,232.033,116.483,0,49.283,306.9,304.6,263.7,126.85,49.283,212.65,208.217,139.1,321.017,126.75,211.3,161.617,150.6,272.833,92.417,220.833,261.283,95.75,137.967,195.15,206.933,39.233,107.35,163.317,148.583,233.367,344.583,316.733,190.667,245.283,206.267,212.35,185.583,194.983,47.467,177.433,128.617,196.75,178.7,268.883,324.417,15.217,251.067,180.767,105.317,62.583,194.117,255.933,55.55,304.233,120.917,206.933,101.833,229.433,242.917,194.983,25.633,35.4,213.183,52.117,317.2,204.15,286.517,239.267,201.067,314.2,228.55,169.783,173.517,154.167,92.417,341.733,264.017,111.017,91.233,295.05,122,100.983,259.083,240.467,288.317,104.433,142.85,100.15,116.833,162.1,272.217,33.433,134.75,206.033,209.95,263.133,215.367,298.8,263.517,263.517,296.367,267.933,103.817,201.633,123.55,193.867,326.717,140.25,238.333,291.333,101.833,213.183,134.15
"Bates",102.9,117.517,162.733,190.017,71.5,49.967,0,346.533,344.233,231.383,166.017,0,200.183,172.5,94.1,339.15,81.767,250.933,201.25,112.317,227.85,131.467,175.85,216.3,50.767,103.85,150.167,193.15,85.3,146.983,118.333,103.6,263.367,384.217,356.367,145.667,231.5,161.283,167.35,140.6,150,36.15,132.45,83.633,151.75,218.333,298.883,333.383,57.233,254.933,210.767,60.333,103.217,149.133,248.367,97.583,343.867,79.267,193.15,56.85,184.45,197.917,201.233,67.65,77.417,168.183,95.117,356.833,159.167,246.75,196.433,156.067,353.833,269.317,124.8,128.533,134.35,131.467,381.367,221.983,66.033,125.267,334.683,77.017,104.1,298.717,195.483,240.517,59.45,97.867,107.433,71.833,140.483,227.233,75.467,173.783,245.667,249.583,239.817,245.367,331.017,258.2,258.2,300.967,307.567,145.833,231.633,162.6,238.267,281.733,139.333,239.717,330.967,133.533,168.2,165.867
"Benton",276.083,365.65,410.85,205.967,317.933,301.917,344.433,0,54.533,142.783,222.433,344.433,223.25,191.15,301.683,23.5,329.883,98.5,165.8,259.517,324.633,232.133,224.333,252.833,315.067,305.533,397.733,204.217,274.9,212.05,348.867,351.733,156.417,71.883,74.65,233.1,193.917,408.167,415.483,343.1,371.917,342.617,380.583,329.967,398.633,168.433,120.7,26.9,292.783,112.9,188.817,307.15,268.55,293.733,123.85,256.517,44.05,286.917,204.217,321.817,253.733,246.4,201.2,287.417,270.683,375.617,257.117,43.333,226.8,148.15,171.833,366.667,39.267,163.233,372.917,376.65,270.233,232.133,69,213.1,314.167,236.9,20.9,323.35,282.383,94.183,339.7,201.6,305.783,294.017,261.617,302.25,242.417,317.833,280.467,275.967,131.8,151.633,124.767,139.117,93.267,116.3,116.3,69.267,43.35,262.05,151.4,256.15,198.4,260.65,241.717,143.65,51.733,219.617,415.083,198.367
"Bollinger",271.533,367.3,412.5,207.617,319.567,300.2,342.717,54.367,0,144.433,220.7,342.717,224.9,192.8,303.333,41.767,331.533,96.767,164.067,261.167,326.283,230.4,225.983,254.483,313.333,307.183,399.367,205.85,273.167,210.317,350.5,353.367,124.75,118.717,106.133,234.75,195.567,409.817,417.133,344.75,373.567,340.883,382.233,331.617,400.283,166.7,89.017,31.95,291.067,114.55,184.25,308.8,266.817,295.383,125.5,254.783,80.217,288.567,205.85,321.033,255.383,248.05,196.633,285.683,268.967,377.25,255.383,90.167,228.45,149.8,173.483,368.317,86.1,142.717,374.567,378.3,265.667,230.4,115.833,214.733,315.8,235.167,34.1,325,280.083,101.717,341.35,203.25,307.433,295.667,259.883,303.883,244.067,319.483,278.733,274.233,130.067,159.15,126.417,140.767,49.6,117.95,117.95,70.9,52.767,260.333,148.017,254.417,166.717,262.3,237.167,145.3,22.917,217.883,416.733,196.633
"Boone",174.883,245.267,290.467,85.583,197.55,259.483,232.367,141.233,143.2,0,230.283,232.367,96.583,70.767,181.3,129.783,209.5,194.467,168.517,139.133,204.25,198.367,103.95,132.667,196.867,185.15,277.35,100.017,232.8,191.167,228.483,231.35,124.967,205.567,208.35,112.717,75.8,287.783,295.1,222.2,251.017,263.533,260.2,209.583,278.25,204.5,129.167,124.017,250.35,45.567,103.967,186.767,218.967,172.833,39,214.083,177.733,166.533,100.017,201.433,133.35,126.017,116.35,244.983,228.25,254.7,214.667,177.017,106.417,42.683,51.45,245.767,172.967,164,252.533,256.267,155.933,198.367,202.683,94.967,193.783,196.517,162.167,202.967,199.8,198.95,219.317,83.467,185.4,173.633,185.6,181.867,122.033,195.483,238.017,240.683,184.4,235.733,35.75,53.517,120.367,49.85,49.85,91.6,177.05,228.283,66.55,229.5,140.167,142.533,156.417,29.65,166.35,170.1,294.7,185.933
"Buchanan",134.017,263.55,308.75,213.717,217.533,122.5,164.8,224.333,222.05,231.2,0,164.8,194.35,189.9,222.85,238.467,227.783,128.733,79.067,172.867,315.367,36.55,215.067,255.517,135.417,160.217,296.2,188.25,95.483,43.45,270.017,249.617,164.567,262.033,234.167,219.35,221.8,307.317,313.383,286.617,296.017,163.2,278.483,229.667,297.783,95.267,191.05,241.85,113.367,218.583,146.983,206.367,88.9,263.9,223.433,77.1,221.667,143.167,188.25,143.117,244.467,237.133,161.15,107.983,91.267,314.217,77.683,234.633,220.233,254.033,220.967,302.1,231.633,145.983,270.817,274.55,134.317,36.55,259.167,245.7,212.05,57.467,212.483,223.033,102.733,176.517,328.533,270,205.467,215.183,81.967,217.867,143.783,306.6,101.033,64.467,123.467,126.517,230.633,182.867,216.233,231.017,231.017,263.117,185.367,67.933,169.15,44.65,111.3,322.85,105.8,205.833,208.767,56.9,314.217,52.1
"Butler",102.9,117.517,162.733,190.017,71.5,49.967,0,346.533,344.233,231.383,166.017,0,200.183,172.5,94.1,339.15,81.767,250.933,201.25,112.317,227.85,131.467,175.85,216.3,50.767,103.85,150.167,193.15,85.3,146.983,118.333,103.6,263.367,384.217,356.367,145.667,231.5,161.283,167.35,140.6,150,36.15,132.45,83.633,151.75,218.333,298.883,333.383,57.233,254.933,210.767,60.333,103.217,149.133,248.367,97.583,343.867,79.267,193.15,56.85,184.45,197.917,201.233,67.65,77.417,168.183,95.117,356.833,159.167,246.75,196.433,156.067,353.833,269.317,124.8,128.533,134.35,131.467,381.367,221.983,66.033,125.267,334.683,77.017,104.1,298.717,195.483,240.517,59.45,97.867,107.433,71.833,140.483,227.233,75.467,173.783,245.667,249.583,239.817,245.367,331.017,258.2,258.2,300.967,307.567,145.833,231.633,162.6,238.267,281.733,139.333,239.717,330.967,133.533,168.2,165.867
"Caldwell",111.167,211.6,256.817,50.95,163.883,214.95,196.35,212.367,214.333,93.15,197.85,196.35,0,27.133,147.633,200.917,175.833,230.883,170.1,100.433,170.6,167.167,70.283,98.05,150.733,121.433,243.683,52.067,201.6,159.967,194.817,197.683,156.15,276.7,279.483,79.067,62.883,254.117,261.433,188.533,217.35,214.417,226.533,175.917,244.6,206.083,183.3,195.15,222.217,116.7,85.45,153.1,187.267,139.167,110.117,182.883,248.867,118.9,52.067,155.283,99.683,92.367,72.117,213.783,197.067,221.05,183.483,248.15,72.75,108.517,58.183,212.1,244.1,171.833,218.867,222.617,92.217,167.167,273.817,82.933,160.117,165.317,233.3,169.3,140.1,273.933,185.65,107.233,151.733,139.967,134.767,148.2,58.333,161.817,206.833,209.483,192.233,237.317,101.567,107.65,191.5,119.967,119.967,162.733,248.183,197.1,117.383,198.3,144.333,160.083,92.7,85.433,237.483,138.9,261.033,153.783
"Callaway",107.85,186.5,231.717,25.85,138.783,211.633,173.6,187.267,189.233,68.05,194.533,173.6,29.55,0,122.533,175.817,150.733,227.567,166.783,80.367,145.5,163.85,45.183,72.95,138.1,118.117,218.583,48.767,198.283,156.65,169.717,172.583,155.267,251.6,254.383,53.967,62,229.017,236.333,163.433,192.25,204.767,201.433,150.817,219.5,202.767,175.917,170.05,218.917,91.6,82.133,128,183.967,114.067,85.017,179.583,223.767,107.767,48.767,142.667,74.583,67.267,68.817,210.467,193.75,195.95,180.167,223.05,47.65,83.417,33.083,187,219,168.517,193.767,197.517,88.917,163.85,248.717,57.833,135.017,162,208.2,144.2,136.783,244.983,160.55,82.133,126.633,114.867,131.45,123.1,55.017,136.717,203.517,206.183,188.917,234.017,76.467,100.267,166.4,94.867,94.867,137.633,223.083,193.783,113.283,194.983,141.017,134.983,89.4,76.383,212.383,135.583,235.933,150.467
"Camden",140.317,95.683,140.883,138.917,48.417,141,96.017,299.5,301.467,180.283,223.617,96.017,147.217,121.4,0,288.05,59.917,308.533,258.867,76.05,189.283,189.067,124.75,150,90.85,125.667,115.633,151.15,176.333,204.583,66.65,81.75,258.683,363.833,366.617,94.567,174.233,126.067,141.117,93.55,114.783,127.183,110.617,50.717,116.55,275.95,288.15,282.283,148.267,203.833,184.533,48.8,164.467,92.283,197.25,188.617,336,103.45,151.15,92.85,127.733,131.45,171.2,158.683,168.45,134.917,186.15,335.283,108.067,195.65,145.317,120.867,331.233,270.917,102.95,106.683,149.3,189.067,360.95,166.917,50.667,182.883,320.433,54.2,161.7,356.317,156.917,183.8,35.517,11.8,165.033,40.917,141.7,184.367,166.5,231.4,291.317,307.183,188.7,212.5,278.633,207.1,207.1,249.867,335.317,219,225.517,220.2,243.417,225.017,174.6,188.617,324.617,191.133,132.983,223.467
"Cape Girardeau",261.817,351.367,396.583,191.683,303.65,316.1,338.483,21.717,42.367,128.517,236.617,338.483,208.967,176.867,287.417,0,315.617,112.683,179.983,245.25,310.367,246.317,210.05,238.567,302.983,291.25,383.45,189.933,289.083,226.233,334.583,337.45,140.967,86.067,88.833,218.833,179.65,393.9,401.2,328.833,357.65,356.8,366.3,315.7,384.367,182.617,105.25,13.267,306.967,98.633,174.533,292.883,282.733,279.467,109.583,270.7,58.233,272.65,189.933,307.533,239.467,232.133,186.917,301.6,284.867,361.333,271.283,57.517,212.517,133.883,157.55,352.383,53.45,164.267,358.65,362.383,255.95,246.317,83.183,198.817,299.883,251.083,42.667,309.083,270.367,108.367,325.433,187.317,291.5,279.733,256.167,287.967,228.15,303.567,294.633,290.15,145.983,165.8,110.483,124.833,77.817,102.017,102.017,54.983,57.533,276.233,137.117,270.333,182.95,246.383,227.45,129.383,53.617,233.8,400.8,212.55
"Carroll",158.467,41.417,86.633,167.883,16.6,127.533,82.567,328.467,330.433,209.25,229.3,82.567,176.183,150.367,60.117,317.017,0,314.233,264.55,105.033,188.567,194.767,153.717,174.617,96.567,151.2,74.067,180.133,162.867,210.267,79.05,27.5,287.667,392.8,395.583,123.533,203.2,92.183,91.25,101.317,110.717,104.033,56.35,44.35,101.717,281.633,317.117,311.25,134.8,232.817,213.5,27.183,170.15,109.85,226.233,175.15,364.983,126.617,180.133,98.3,145.167,175.783,200.183,145.217,154.983,128.9,172.683,364.267,137.033,224.617,174.3,116.783,360.2,299.9,48.683,52.433,180.3,194.767,389.917,199.85,19.167,188.567,349.417,20.383,167.383,362,156.2,201.233,25.467,63.883,170.717,45.65,170.667,187.95,153.033,237.083,308.95,312.867,217.683,241.467,307.6,236.067,236.067,278.833,364.283,223.4,254.5,225.883,272.383,242.45,192.75,217.6,353.583,196.833,99.083,229.15
"Carter",199.333,348.1,393.317,246.7,302.083,206.833,249.35,100.333,98.05,192.183,127.333,249.35,227.333,222.883,307.4,114.467,312.333,0,70.717,257.417,348.367,137.033,248.05,288.5,219.967,244.783,380.75,184.15,179.8,116.95,354.583,334.183,85.867,138.033,110.167,259.533,200.417,391.867,397.933,366.3,380.567,247.517,363.033,314.217,382.333,73.333,80.15,117.85,197.7,162.283,142.867,290.917,173.45,316.933,173.25,161.417,97.667,227.717,184.15,227.683,277.45,270.133,157.05,192.317,175.6,398.817,162.017,110.633,253.217,197.55,223.083,389.867,107.633,68.133,355.367,359.117,193.483,137.033,135.167,269.7,296.617,141.8,88.483,307.6,187.283,52.517,363.417,250.983,290.033,299.733,166.517,302.417,202.967,339.583,185.367,180.883,36.7,81.083,174.15,155.1,92.233,165.683,165.683,142.367,61.367,166.967,148.417,161.05,106.717,310.05,164.967,185.117,84.767,124.517,398.783,103.267
"Cass",150.383,299.25,344.45,187.617,253.217,157.967,200.483,167.667,165.367,168,78.467,200.483,168.233,163.8,258.55,181.8,263.483,72.067,0,211.483,289.267,88.183,188.967,229.4,171.1,195.917,331.883,125.05,130.95,68.1,305.717,285.317,101.367,205.367,177.5,200.433,158.6,343,349.067,307.217,336.033,198.667,314.167,265.35,333.467,52.25,127.85,185.183,148.833,155.383,83.783,242.05,124.583,257.85,160.233,112.567,165,178.867,125.05,178.817,218.367,211.033,97.95,143.45,126.733,339.717,113.15,177.967,194.133,190.833,181.283,330.783,174.967,68.8,306.517,310.25,144.533,88.183,202.5,219.6,247.75,92.933,155.817,258.733,138.433,119.85,304.333,243.9,241.167,250.867,117.667,253.567,151.05,280.5,136.5,132.017,52.417,83.483,167.433,119.667,152.867,167.833,167.833,199.917,128.7,118.1,105.95,112.2,48.117,296.75,116.017,142.65,152.1,75.65,349.917,54.417
"Cedar",69.55,141.983,187.183,97.433,94.25,152.267,108.633,258.017,259.983,138.8,174.717,108.633,102.817,79.917,78.017,246.567,106.217,259.633,209.95,0,183.567,140.167,83.267,123.717,63.017,54.9,174.05,95.8,143.25,155.683,125.183,128.05,203.333,322.35,325.133,53.083,134.133,184.5,191.817,128.583,157.4,143.267,156.917,106.3,174.967,227.033,238.85,240.8,159.55,162.35,129.167,83.483,129.467,97.633,155.783,156.283,294.517,32.683,95.8,67.583,112.667,105.333,115.85,169.95,170.45,161.083,156.867,293.817,66.583,154.167,103.85,152.133,289.75,215.567,149.25,152.983,79.733,140.167,319.467,129.4,90.483,138.317,278.95,99.683,92.95,307.417,162.267,153.717,82.117,70.35,100.25,78.567,74.417,174.8,177.767,182.5,235.95,258.283,147.233,171.017,237.15,165.617,165.617,208.383,293.833,170.1,172.333,171.3,188.05,206.567,103.833,147.133,283.133,138.867,191.417,164.9
"Chariton",231.067,180.533,178.917,137.983,175.133,274.45,229.467,323.767,325.733,204.55,317.75,229.467,171.483,145.667,188.983,312.317,188.05,350.783,290,182.367,0,287.067,104.883,102.783,240.1,226.633,140.833,171.983,309.783,279.867,126.05,187.65,279.5,388.1,390.883,149.55,198.5,139.45,150.883,98.733,76.983,260.633,193.883,154.983,130.433,325.983,312.417,306.55,281.717,228.117,205.35,178.933,306.55,97.317,221.533,302.8,360.283,209.767,171.983,244.667,71.967,106.95,192.033,292.133,301.9,72.517,303.383,359.567,142.767,200.833,173.95,71.733,355.5,291.733,188.067,189.95,212.133,287.067,385.217,134.283,178.517,285.217,344.717,168.25,260,381.5,32.783,129.4,170.883,177.2,254.667,187.733,178.233,12.717,299.95,329.4,312.133,357.233,212.983,236.767,302.9,231.367,231.367,274.133,359.583,317,248.517,318.2,264.233,84.233,212.617,212.9,348.883,258.8,145.317,273.683
"Christian",99.767,229.3,274.5,184.417,183.283,88.25,130.55,232.35,230.05,197.267,37.533,130.55,165.033,160.583,188.6,246.483,193.533,136.75,87.067,138.617,286.067,0,185.75,226.2,101.167,125.967,261.933,155.617,61.233,32.8,235.767,215.367,166.95,270.05,242.183,185.1,187.867,273.05,279.133,252.367,261.767,128.933,244.233,195.417,263.533,104.15,199.067,249.867,79.117,184.65,114.35,172.1,54.65,229.65,189.517,42.85,229.683,108.917,155.617,108.867,215.167,207.833,128.567,73.733,57.017,279.967,43.433,242.65,190.933,220.1,191.65,267.85,239.65,154,236.567,240.3,105,0,267.183,216.383,177.8,23.217,220.5,188.783,68.483,184.533,294.283,240.7,171.217,180.933,47.717,183.617,114.483,277.283,66.783,48.233,131.483,135.4,196.717,148.933,224.25,197.1,197.1,229.933,193.383,35.833,135.217,37.05,119.317,293.533,76.5,171.917,216.783,35.4,279.967,60.117
"Clark",132.167,168.717,213.917,39.083,141.867,221.667,176.7,224.85,226.833,105.65,218.85,176.7,72.583,46.75,125.633,213.417,153.833,251.867,191.083,83.467,103.817,188.167,0,46.883,141.2,127.733,176.933,73.067,221.417,180.967,128.25,175.667,180.6,289.2,291.967,57.05,99.6,188.317,203.367,121.767,150.583,207.85,183.65,145.767,183.167,227.083,213.5,207.65,228.95,129.2,106.433,131.1,207.65,72.4,122.617,203.883,261.367,110.867,73.067,145.75,32.917,28.317,93.117,234.783,218.05,154.267,204.467,260.65,43.85,121.017,75.033,145.317,256.583,192.833,177.833,179.717,113.217,188.167,286.317,63.783,138.1,186.317,245.8,147.3,161.1,282.583,118.883,90.417,129.717,117.95,155.767,126.183,79.317,95.033,227.817,230.483,213.233,258.317,114.067,137.85,204,132.467,132.467,175.233,260.667,218.083,149.6,219.3,165.317,131.617,113.7,113.983,249.983,159.9,195.233,174.767
"Clay",170.017,165.75,210.967,50.267,162.967,259.517,214.55,250.017,251.983,132.417,256.7,214.55,98.2,72.367,148.617,238.567,175.883,289.733,228.95,121.317,102.367,226.017,45.467,0,179.05,165.583,173.983,110.917,259.267,218.817,125.3,174.467,219.317,314.35,317.133,88.717,126.033,185.35,200.4,118.8,147.617,245.717,180.683,142.8,180.2,264.933,233.317,232.8,266.8,154.35,144.3,166.767,245.5,69.433,147.783,241.733,286.517,148.717,110.917,183.617,38.5,16.067,130.967,272.633,255.917,151.3,242.333,285.817,81.7,124.6,84.833,142.35,281.75,230.683,174.867,176.767,151.083,226.017,311.467,39.383,166.35,224.167,270.95,156.083,198.95,307.75,117.433,56.55,158.7,141.067,193.617,164.05,117.183,93.6,265.683,268.35,251.083,296.167,139.417,164.3,229.15,157.817,157.817,200.383,285.833,255.95,177.333,257.15,203.183,97.767,151.567,140.433,275.133,197.75,192.267,212.633
"Clinton",65.767,132.65,177.85,154.917,86.633,93.883,48.317,315.5,314.95,196.3,136.717,48.317,151.967,137.4,91.917,304.067,96.883,221.65,171.967,64.083,241.067,102.183,140.75,181.2,0,58.483,165.3,144.933,93.733,117.683,139.1,118.733,224.917,354.933,327.067,110.583,183.283,176.417,182.483,155.733,165.117,80.083,147.583,98.767,166.883,189.05,260.433,298.3,101.167,219.85,172.333,75.467,77.567,152.3,213.267,109.183,314.567,33.917,144.933,12.217,170.167,162.833,159.4,111.583,124.067,183.317,109.783,327.533,124.067,211.667,161.333,171.2,324.533,230.867,139.917,143.65,97.2,102.183,352.067,186.9,81.167,95.983,305.4,92.15,74.8,269.417,216.95,211.217,74.567,84.25,78.133,86.967,95.133,232.3,119.383,144.5,216.367,220.283,204.717,206.9,292.567,223.117,223.117,265.883,278.267,132.1,193.183,133.3,198.617,264.05,100.033,204.633,301.667,104.25,183.317,136.567
"Cole",57.5,184.983,230.183,139.833,138.967,140.217,102.567,301.233,303.217,182.033,162.667,102.567,120.45,116,125,289.8,149.217,247.583,194.25,53.583,225.683,128.117,125.367,165.817,56.917,0,221.05,114.733,131.183,143.633,172.167,171.05,213.833,365.583,353.017,94.333,153.067,231.483,234.817,175.567,204.383,139.683,199.917,153.283,221.95,214.983,249.35,284.017,147.483,205.583,139.667,127.783,117.417,144.617,199,144.233,340.517,23.883,114.733,64.55,154.767,147.45,126.733,157.9,158.4,208.067,144.817,337.033,108.683,197.4,147.067,199.117,332.967,215.317,192.25,195.983,52.983,128.117,362.7,171.8,133.483,126.267,322.183,146.667,80.9,295.367,209.25,196.117,129.1,117.333,88.2,125.567,62.467,216.9,165.717,170.433,227.683,246.233,190.45,194.967,281.483,208.85,208.85,251.617,304.217,158.05,181.467,159.25,183.083,248.95,84.5,184.983,324.533,126.817,238.4,145.567
"Cooper",226.917,49.817,52.933,212.517,85.05,195.983,151,398.767,400.75,279.567,297.75,151,246.5,220.667,118.283,387.333,73.55,382.667,333,175.333,141.4,263.2,179.417,175.933,165.017,224.933,0,246.5,231.317,278.717,65.183,74.367,354.033,463.117,465.883,193.85,273.517,18.633,29.917,75.8,63.55,172.467,60.667,78.883,28.183,350.083,387.417,381.567,203.25,303.117,279.867,95.633,238.6,111.183,296.533,243.6,435.283,195.067,246.5,166.75,146.483,181.5,266.55,213.667,223.433,81.75,241.133,434.567,207.333,274,244.6,69.633,430.5,366.267,62.817,63.65,248.583,263.2,460.233,207.45,87.6,257.017,419.717,84.017,235.833,430.45,109.033,202.567,93.917,106.05,239.167,111.633,240.983,140.8,221.483,305.533,377.4,381.317,287.983,311.767,377.9,306.383,306.383,349.15,434.583,291.85,323.033,294.333,338.75,212.317,261.2,287.9,423.9,265.283,25.55,297.6
"Crawford",105.267,215.717,260.933,70.35,168,209.05,190.133,201.8,203.783,100.167,187.95,190.133,50.983,46.533,151.767,190.367,179.967,186.95,126.167,94.217,172,156.017,71.7,112.15,144.517,115.717,245.133,0,190.45,148.817,196.45,201.8,111.367,266.15,268.917,83.183,36.833,258.25,265.55,189.95,218.767,208.517,230.65,180.05,251.35,162.15,146.883,184.6,208.017,106.9,41.517,157.217,176.617,140.583,111.75,171.733,238.317,113.2,0,149.067,101.1,93.767,38.2,202.633,185.917,222.45,172.333,237.6,76.867,123.983,78.383,213.517,233.533,127.9,222.983,226.733,86.333,156.017,263.267,102.333,164.233,154.167,222.75,173.417,134.2,230,187.067,126.633,155.85,144.083,128.867,152.317,52.433,163.233,195.683,198.35,148.3,193.4,118.95,80.233,179.017,119.333,119.333,152.183,238.85,185.95,76.533,187.15,100.4,179.483,86.817,71,222.05,127.75,265.15,143.583
