"","Allen","Anderson","Atchison","Barber","Barton","Bourbon","Brown","Butler","Chase","Chautauqua","Cherokee","Cheyenne","Clark","Clay","Cloud","Coffey","Comanche","Cowley","Crawford","Decatur","Dickinson","Doniphan","Douglas","Edwards","Elk","Ellis","Ellsworth","Finney","Ford","Franklin","Geary","Gove","Graham","Grant","Gray","Greeley","Greenwood","Hamilton","Harper","Harvey","Haskell","Hodgeman","Jackson","Jefferson","Jewell","Johnson","Kearny","Kingman","Kiowa","Labette","Lane","Leavenworth","Lincoln","Linn","Logan","Lyon","Marion","Marshall","McPherson","Meade","Miami","Mitchell","Montgomery","Morris","Morton","Nemaha","Neosho","Ness","Norton","Osage","Osborne","Ottawa","Pawnee","Phillips","Pottawatomie","Pratt","Rawlins","Reno","Republic","Rice","Riley","Rooks","Rush","Russell","Saline","Scott","Sedgwick","Seward","Shawnee","Sheridan","Sherman","Smith","Stafford","Stanton","Stevens","Sumner","Thomas","Trego","Wabaunsee","Wallace","Washington","Wichita","Wilson","Woodson","Wyandotte"
"Allen",0,127.614,152.586,253.252,244.524,218.474,184.015,121.875,220.826,196.062,263.236,242.706,100.62,198.326,150.127,93.658,245.776,195.056,243.693,511.567,123.776,168.541,289.737,333.072,67.638,345.797,235.217,474.067,384.232,254.18,101.259,444.258,431.435,108.659,341.753,122.805,388.57,78.428,249.499,326.288,476.422,367.244,127.571,130.603,267.263,552.165,494.123,236.333,311.8,246.247,118.735,164.429,517.094,188.751,381.276,105.829,103.098,184.018,159.631,443.009,154.653,198.044,209.114,257.169,210.244,205.976,279.177,359.614,467.536,205.753,325.336,82.223,304.23,367.303,108.867,291.723,541.023,117.921,275.643,211.859,119.582,383.169,301.041,283.556,176.515,158.458,167.774,281.692,159.22,485.272,119.655,503.491,261.192,554.539,543.067,212.783,207.742,375.331,81.115,530.095,194.348,167.335,250.477,128.747,162.534
"Anderson",127.612,0,174.87,126.876,370.164,92.098,236.004,178.878,296.538,200.617,140.041,347.022,201.058,274.038,225.102,72.355,321.488,251.795,116.061,637.207,264.452,190.825,365.449,408.784,87.137,471.437,360.857,549.779,459.207,127.804,226.899,569.898,557.075,234.285,417.465,15.37,546.295,117.894,324.474,484.013,552.134,442.956,253.197,141.904,424.988,627.877,569.835,311.308,386.775,140.174,26.186,155.174,592.806,314.377,539.001,238.777,178.81,286.841,235.343,517.984,90.466,273.756,140.833,332.144,335.884,257.965,173.104,435.326,593.176,83.321,450.976,37.74,379.942,525.028,213.527,366.698,666.663,101.128,401.269,337.485,245.208,508.809,390.358,409.196,302.155,50.334,243.486,357.404,110.502,610.912,245.281,629.131,336.904,630.251,618.042,287.758,312.058,500.971,191.347,655.735,319.974,242.31,376.117,77.346,123.671
"Atchison",152.844,173.135,0,258.411,328.986,223.633,62.68,262.218,377.15,347.755,291.188,360.197,262.698,341.522,290.47,185.907,380.891,335.399,271.403,495.717,223.274,11.282,421.161,461.274,129.245,430.259,319.679,582.835,524.575,259.339,185.721,528.72,515.897,168.966,469.049,174.271,409.583,230.121,389.842,371.454,605.055,494.54,154.912,39.925,301.451,680.798,621.419,376.676,452.143,331.182,166.859,37.949,645.727,209.238,418.395,197.599,246.294,156.32,321.451,583.352,156.322,359.864,301.363,397.512,294.706,120.717,329.347,485.054,439.552,207.422,345.419,132.138,431.526,388.316,145.216,432.066,539.22,69.43,273.436,261.258,177.486,394.444,425.43,368.018,260.977,170.571,310.97,409.669,90.083,569.734,166.281,587.953,404.388,683.172,660.492,353.126,339.083,459.793,150.169,614.557,192.138,307.678,334.939,220.996,76.16
"Barber",253.482,127.116,257.011,0,462.661,35.451,327.483,224.662,401.782,191.01,42.521,445.003,315.634,329.622,235.722,161.3,413.264,258.45,27.759,729.704,398.651,266.537,422.663,459.04,216.76,563.934,430.014,600.035,469.809,10.029,361.098,662.395,649.572,368.484,490.042,140.604,638.536,187.117,332.363,576.254,582.625,515.533,387.396,248.309,517.229,658.368,641.11,321.91,394.664,85.302,142.27,221.872,623.297,448.576,631.242,372.976,290.044,422.208,340.861,528.586,113.291,379,132.609,346.226,428.381,386.605,83.467,540.57,685.673,59.649,543.473,163.61,452.519,617.269,347.726,377.3,759.16,214.556,528.489,471.684,379.407,601.306,495.602,501.693,392.249,107.729,284.023,414.618,173.06,703.409,379.48,721.628,387.16,660.742,628.644,301.84,410.039,593.468,325.546,748.232,454.173,252.912,468.614,130.523,186.229
"Barton",244.443,367.314,328.938,462.79,0,467.449,348.838,234.11,98.644,374.865,455.939,82.778,159.262,177.203,229.397,322.797,103.472,279.934,438.272,312.786,110.903,344.893,143.742,183.855,282.205,147.016,40.602,305.416,255.239,452.721,146.036,245.477,199.373,190.684,191.63,369.401,203.687,310.871,216.104,141.405,327.636,217.121,184.602,306.955,88.495,403.379,344,172.872,272.127,438.992,358.828,348.261,368.308,179.131,196.393,149,181.391,234.071,130.295,311.116,400.138,91.617,391.031,256.944,37.624,303.123,471.922,237.779,235.474,451.238,100.288,326.317,154.107,182.42,197.239,186.728,342.242,301.753,152.42,129.292,185.93,145.744,160.085,84.775,76.002,398.551,196.872,132.25,343.052,286.491,201.68,304.71,165.865,405.753,383.073,267.858,60.577,176.55,206.11,331.314,198.268,216.433,51.696,335.631,346.366
"Bourbon",219.419,93.053,222.948,35.394,470.3,0,293.42,197.992,371.376,210.733,68.171,414.597,292.865,309.728,237.49,127.237,396.326,260.218,48.386,737.343,364.588,232.474,405.478,441.855,182.697,571.573,460.993,582.85,464.259,36.322,327.035,670.034,657.211,334.421,472.857,106.541,646.431,153.054,329.526,584.149,585.205,498.348,353.333,214.246,525.124,660.948,623.925,316.36,391.827,108.165,108.207,187.809,625.877,414.513,639.137,338.913,270.617,388.145,310.455,523.036,79.228,348.594,152.332,337.196,436.02,352.542,106.33,510.164,693.312,25.586,551.112,129.547,435.334,625.164,313.663,371.75,766.799,180.493,501.405,437.621,345.344,608.945,465.196,509.332,402.291,73.666,263.386,397.433,138.997,711.048,345.417,729.267,369.975,663.322,623.094,292.81,379.633,601.107,291.483,755.871,420.11,247.362,476.253,96.46,152.166
"Brown",183.546,233.53,62.658,326.29,348.895,291.512,0,292.92,397.059,378.457,359.067,380.106,282.607,388.268,321.172,213.175,400.8,366.101,339.282,436.61,243.183,59.973,441.07,481.183,156.513,450.168,339.588,602.744,555.277,327.218,205.63,548.629,400.784,165.362,488.958,242.15,350.476,260.823,420.544,312.347,624.964,514.449,151.308,84.127,242.344,700.707,641.328,407.378,482.845,365.764,225.044,100.329,665.636,150.131,359.288,217.508,276.996,97.213,341.36,614.054,224.201,379.773,328.631,428.214,314.615,61.61,397.226,504.963,380.445,275.301,314.826,192.533,451.435,329.209,141.612,462.768,480.113,127.116,214.329,202.151,173.882,363.851,445.339,387.927,280.886,238.45,341.672,429.578,158.442,450.064,162.677,473.018,452.799,703.081,680.401,383.828,358.992,479.702,170.078,634.466,133.031,338.38,354.848,248.264,143.067
"Butler",121.868,179.108,261.217,224.783,234.263,197.03,292.646,0,173.384,143.059,217.932,216.605,92.467,111.736,32.162,136.574,198.334,79.376,200.265,501.306,149.014,277.172,207.486,243.863,177.866,335.536,201.616,384.858,266.267,214.714,144.573,433.997,421.174,189.221,274.865,192.596,410.138,76.781,131.534,347.856,387.213,300.356,208.133,239.234,288.831,462.956,425.933,118.368,193.835,200.985,211.418,273.06,427.885,235.531,402.844,137.716,66.877,264.58,112.463,325.044,255.306,150.602,153.024,139.204,199.983,314.607,233.915,312.172,457.275,218.608,315.075,184.219,237.342,388.871,195.776,173.758,530.762,226.552,300.091,251.919,184.578,372.908,267.204,273.295,163.851,227.56,65.394,199.441,256.524,475.011,200.217,493.23,171.983,465.33,425.102,94.818,181.641,365.07,204.647,519.834,252.326,49.37,240.216,101.541,271.165
"Chase",221.182,296.137,367.463,402.504,90.325,370.834,387.363,173.824,0,314.579,395.653,45.482,128.029,82.46,169.111,262.181,26.858,219.648,377.986,329.895,149.428,383.418,74.947,115.06,279.021,164.125,48.638,236.621,186.444,392.435,184.561,262.586,249.763,229.209,122.835,315.775,248.416,250.585,144.827,186.134,258.841,148.326,248.121,345.48,166.078,334.584,275.205,101.595,203.332,378.706,311.229,386.786,299.513,237.558,241.122,187.525,120.775,289.749,61.83,242.321,355.117,22.481,330.745,185.667,103.44,341.648,411.636,140.696,285.864,406.217,145.017,284.03,85.312,227.149,235.764,117.933,359.351,340.278,243.881,195.709,224.455,190.473,95.728,101.857,110.353,358.922,136.586,63.455,356.335,303.6,240.205,321.819,66.291,336.958,314.278,177.123,36.304,193.659,244.635,348.423,254.353,156.147,63.976,275.345,384.891
"Chautauqua",196.074,204.618,344.166,194.279,375.321,214.057,375.595,143.012,314.442,0,155.13,357.663,233.984,253.519,154.072,177.434,337.161,94.931,169.761,642.364,290.531,360.121,346.56,382.937,255.332,476.594,342.674,500.399,388.576,184.21,286.09,575.055,562.232,330.738,413.939,218.106,551.196,117.641,189.64,488.914,501.392,439.43,349.65,322.183,429.889,577.135,541.474,240.677,240.174,115.986,228.922,355.037,542.064,377.048,543.902,279.233,208.394,406.097,253.521,419.983,293.202,291.66,62.565,169.372,341.041,397.556,129.941,453.23,598.333,238.255,456.133,241.112,376.416,529.929,294.66,296.067,671.82,304.5,441.149,392.977,326.095,513.966,408.262,414.353,304.909,253.07,196.683,338.515,310.365,616.069,341.734,634.288,311.057,579.509,520.041,155.674,322.699,506.128,272.48,660.892,393.843,163.885,381.274,142.401,323.534
"Cherokee",263.172,140.027,286.66,44.401,455.877,65.1,357.132,217.878,394.998,152.156,0,438.219,308.85,322.838,228.938,170.426,406.48,232.961,21.305,722.92,365.397,296.186,415.879,452.256,225.918,557.15,423.23,593.251,463.025,34.332,365.149,655.611,642.788,372.535,483.258,153.515,631.752,189.143,325.579,569.47,575.841,508.749,391.447,277.958,510.445,651.584,634.326,315.126,387.88,45.144,164.331,251.521,616.513,452.627,624.458,354.099,283.26,425.091,334.077,521.802,142.94,372.216,93.755,307.402,421.597,416.254,43.309,533.786,678.889,89.298,536.689,176.521,445.735,610.485,351.777,370.516,752.376,244.205,521.705,473.533,383.458,594.522,488.818,494.909,385.465,137.378,277.239,407.834,202.709,696.625,383.531,714.844,380.376,653.958,621.86,295.056,403.255,586.684,329.597,741.448,458.224,246.128,461.83,135.393,215.878
"Cheyenne",242.603,347.003,359.913,446.026,82.775,414.356,379.813,217.346,45.482,358.101,439.175,0,178.895,128.123,212.633,313.047,35.346,263.17,421.508,284.861,141.878,375.868,70.951,111.064,313.18,119.091,41.088,232.625,182.448,435.957,177.011,217.552,204.729,221.659,118.839,366.641,214.406,294.107,190.49,163.056,254.845,144.33,240.571,337.93,158.528,330.588,271.209,147.258,199.336,422.228,362.095,379.236,295.517,230.008,207.112,179.975,171.641,282.199,105.352,238.325,431.113,66.003,374.267,231.33,95.89,334.098,455.158,127.647,240.83,482.213,121.939,334.896,81.316,193.139,228.214,113.937,314.317,332.728,236.331,188.159,216.905,156.463,68.023,56.823,106.977,409.788,180.108,59.459,374.027,258.566,232.655,276.785,93.074,332.962,310.282,222.786,46.05,148.625,237.085,303.389,246.803,199.669,40.898,318.867,377.341
"Clark",100.598,201.044,262.282,315.756,159.701,291.904,282.182,92.468,128.285,234.032,308.905,178.769,0,114.026,130.104,167.088,153.235,170.349,291.238,426.744,60.406,278.237,197.196,250.437,167.994,260.974,150.394,362.998,294.383,305.687,79.38,359.435,346.612,124.028,249.212,220.682,335.576,149.269,194.138,273.294,393.787,274.703,142.94,240.299,214.269,469.53,401.582,172.199,256.439,291.958,216.136,264.785,434.459,153.442,328.282,72.523,24.608,199.387,67.09,353.16,260.024,105.503,243.997,199.794,125.421,236.467,324.888,267.073,382.713,311.124,240.513,188.937,211.689,314.309,130.583,201.874,456.2,218.277,225.529,177.357,119.385,298.346,222.105,198.733,89.289,263.829,97.579,189.151,261.242,400.449,135.024,418.668,178.557,471.904,449.224,168.565,143.805,290.508,139.454,445.272,170.237,117.14,165.654,192.514,262.89
"Clay",199.258,274.213,340.448,329.64,178.105,309.402,387.703,112.392,81.673,241.715,322.789,127.035,114.138,0,96.247,240.257,100.489,146.784,305.122,445.148,149.768,356.403,109.888,146.265,257.097,279.378,112.046,287.26,190.211,319.571,184.901,377.839,365.016,229.549,177.267,293.851,353.98,189.153,111.259,291.698,289.615,202.758,248.461,318.465,232.673,365.358,328.335,68.027,171.147,305.842,289.305,352.291,330.287,237.898,346.686,187.865,106.884,290.089,48.921,248.988,333.193,62.004,257.881,123.557,143.825,341.988,338.772,221.665,401.117,330.98,258.917,262.106,139.744,332.713,236.104,97.702,474.604,305.783,243.933,195.761,224.795,316.75,176.697,217.137,107.693,336.998,57.395,101.843,334.411,418.853,240.545,437.072,74.385,367.732,345.052,107.98,92.071,308.912,244.975,463.676,254.693,83.283,139.432,213.913,350.396
"Cloud",150.471,224.929,289.82,235.855,229.369,237.632,321.249,31.885,168.49,154.131,229.004,211.711,129.393,96.33,0,190.973,179.972,65.384,211.337,496.412,164.141,305.775,189.371,225.748,206.469,330.642,196.722,366.743,236.517,225.786,174.28,429.103,416.28,218.928,256.75,244.567,405.244,108.646,99.071,342.962,349.333,282.241,237.84,267.837,283.937,425.076,407.818,88.618,161.372,212.057,240.021,301.663,390.005,257.177,397.95,167.423,96.584,294.287,107.569,295.294,283.909,145.708,164.096,112.934,195.089,343.21,244.987,307.278,452.381,261.83,310.181,212.822,219.227,383.977,225.483,144.008,525.868,255.155,295.197,247.025,214.285,368.014,262.31,268.401,158.957,287.714,50.731,181.326,285.127,470.117,229.924,488.336,153.868,427.45,395.352,68.548,176.747,360.176,234.354,514.94,273.972,19.62,235.322,133.406,299.768
"Coffey",93.804,72.385,185.033,161.215,323.423,126.437,212.957,136.564,262.73,177.469,170.636,313.214,167.25,240.23,191.294,0,287.68,206.996,151.093,590.466,233.334,200.988,331.641,374.976,78.956,424.696,293.906,515.971,425.399,162.143,195.781,523.157,510.334,203.167,383.657,85.873,499.298,68.409,290.666,437.016,518.326,409.148,222.079,163.05,377.991,594.069,536.027,277.5,352.967,153.647,96.689,192.435,558.998,283.259,492.004,207.659,145.002,255.723,201.535,484.176,146.545,239.948,116.514,298.336,289.143,234.918,186.577,401.518,546.435,135.765,404.235,75.458,346.134,478.031,182.409,332.89,619.922,138.389,370.151,306.367,214.09,462.068,356.55,362.455,253.011,120.837,209.678,323.596,147.763,564.171,214.163,582.39,303.096,596.443,584.234,253.95,278.25,454.23,160.229,608.994,288.856,208.502,329.376,36.147,160.932
"Comanche",246.433,321.388,380.607,413.87,103.469,396.085,400.507,199.075,26.856,325.945,407.019,35.346,153.28,101.577,180.477,287.432,0,231.014,389.352,313.577,162.572,396.562,45.805,102.949,333.874,147.807,61.782,217.239,174.333,403.801,197.705,246.268,233.445,242.353,103.453,341.026,243.122,275.836,163.944,185.23,246.73,128.944,261.265,358.624,179.222,322.473,255.823,120.712,174.19,390.072,336.48,399.93,287.402,250.702,235.828,200.669,146.026,302.893,87.081,230.21,380.368,47.732,342.111,204.784,116.584,354.792,423.002,124.77,269.546,431.468,144.113,309.281,65.93,221.855,248.908,88.791,343.033,353.422,257.025,208.853,237.599,185.179,79.802,85.539,127.671,384.173,147.037,34.313,394.721,287.282,253.349,305.501,39.432,324.847,302.167,196.24,63.016,177.341,257.779,332.105,267.497,167.513,63.072,300.596,398.035
"Cowley",194.805,264.901,334.154,271.468,280.39,273.245,365.583,79.622,219.511,94.931,235.935,262.732,170.594,158.588,65.385,219.905,242.23,0,246.95,547.433,215.162,350.109,251.629,288.006,250.803,381.663,247.743,405.468,293.645,261.399,222.7,480.124,467.301,267.348,319.008,278.389,456.265,160.112,94.709,393.983,406.461,344.499,286.26,312.171,334.958,482.204,446.543,145.746,154.84,196.791,284.355,345.997,447.133,308.198,448.971,215.843,145.004,342.707,158.59,325.052,328.243,196.729,143.37,84.038,246.11,387.544,210.746,358.299,503.402,297.443,361.202,257.156,281.485,434.998,273.903,201.136,576.889,299.489,346.218,298.046,262.705,419.035,313.331,319.422,209.978,313.353,101.752,243.584,329.461,521.138,278.344,539.357,216.126,484.578,425.11,60.743,227.768,411.197,282.774,565.961,324.993,68.954,286.343,184.872,344.102
"Crawford",243.815,116.047,270.043,27.784,438.168,48.483,340.515,200.169,377.289,166.517,21.305,420.51,291.141,305.129,211.229,151.069,388.771,233.957,0,705.211,347.688,279.569,398.17,434.547,201.938,539.441,405.521,575.542,445.316,17.715,341.7,637.902,625.079,349.086,465.549,129.535,614.043,171.515,307.87,551.761,558.132,491.04,367.998,261.341,492.736,633.875,616.617,297.417,370.171,64.487,140.351,234.904,598.804,429.178,606.749,336.39,265.551,401.642,316.368,504.093,126.323,354.507,108.116,321.733,403.888,372.766,62.652,516.077,661.18,72.681,518.98,152.541,428.026,592.776,328.328,352.807,734.667,227.588,503.996,455.824,360.009,576.813,471.109,477.2,367.756,120.761,259.53,390.125,186.092,678.916,360.082,697.135,362.667,636.249,604.151,277.347,385.546,568.975,306.148,723.739,434.775,228.419,444.121,116.036,199.261
"Decatur",511.502,634.373,495.559,729.849,313.091,734.508,436.813,501.169,329.913,641.924,722.998,284.802,426.321,444.262,496.456,589.856,314.269,546.993,705.331,0,377.962,493.826,309.891,301.877,549.264,168.888,298.319,229.425,300.435,719.78,413.095,107.752,97.952,369.767,266.235,636.46,125.371,577.93,473.821,148.421,278.288,242.009,371.035,574.014,220.35,330.108,259.693,430.589,458.255,706.051,625.887,533.23,304.088,321.089,107.757,416.059,448.45,339.388,397.354,307.458,667.197,349.334,658.09,508.132,331.974,403.986,738.981,200.505,57.228,718.297,189.539,593.376,286.649,107.407,464.298,372.856,45.529,568.812,259.007,288.161,356.385,144.826,230.827,233.401,343.061,665.61,463.931,318.378,610.111,32.298,359.041,55.252,351.993,330.532,344.664,534.917,318.294,139.56,473.169,165.248,303.585,483.492,267.371,602.69,613.425
"Dickinson",123.776,261.334,222.958,396.247,111.016,361.469,242.858,148.97,159.18,290.534,365.407,142.227,60.406,150.389,164.852,232.887,162.921,215.389,347.74,378.059,0,238.913,203.191,243.304,176.225,212.289,101.709,364.865,330.746,397.175,40.056,310.75,297.927,84.704,251.079,263.421,287.147,205.771,228.886,224.865,387.085,276.57,103.616,200.975,165.84,462.828,403.449,208.562,291.187,348.46,252.848,242.281,427.757,93.036,279.853,43.02,82.184,145.227,103.481,370.565,294.158,141.894,300.499,234.542,76.736,197.143,381.39,267.084,334.028,345.258,191.828,220.337,213.556,265.88,91.259,238.237,407.515,195.773,177.1,128.928,79.95,249.661,207.46,150.048,43.007,292.571,132.327,191.699,237.072,351.764,95.7,369.983,214.92,465.202,442.522,203.313,121.113,241.823,100.13,396.587,109.831,151.888,116.969,267.976,240.386
"Doniphan",168.86,189.151,11.282,265.363,345.002,230.585,59.888,278.234,393.166,363.771,298.14,376.213,278.714,357.538,306.486,201.923,396.907,351.415,278.355,494.01,239.29,0,437.177,477.29,145.261,446.275,335.695,598.851,540.591,266.291,201.737,544.736,458.184,184.982,485.065,181.223,407.876,246.137,405.858,369.747,621.071,510.556,170.928,55.941,299.744,696.814,637.435,392.692,468.159,338.134,173.811,49.123,661.743,207.531,416.688,213.615,262.31,154.613,337.467,599.368,163.274,375.88,317.379,413.528,310.722,119.01,336.299,501.07,437.845,214.374,372.226,148.154,447.542,386.609,161.232,448.082,537.513,80.604,271.729,259.551,193.502,421.251,441.446,384.034,276.993,177.523,326.986,425.685,97.035,507.464,182.297,530.418,420.404,699.188,676.508,369.142,355.099,475.809,166.185,630.573,190.431,323.694,350.955,237.012,85.645
"Douglas",290.539,365.494,420.907,423.269,143.769,405.631,440.807,208.621,74.945,335.344,416.418,74.855,197.386,110.976,189.876,331.538,45.805,240.413,398.751,309.81,202.872,436.862,0,60.112,374.174,144.04,102.082,184.133,131.496,413.2,238.005,230.607,229.678,282.653,70.347,385.132,239.104,285.382,171.091,202.459,203.893,95.838,301.565,398.924,219.522,279.636,222.717,127.859,156.979,399.471,380.586,440.23,244.565,291.002,231.81,240.969,190.132,343.193,135.17,187.373,424.474,95.821,351.51,206.856,156.884,395.092,432.401,123.996,265.779,427.209,161.342,353.387,32.824,217.837,289.208,71.58,339.266,393.722,297.325,249.153,277.899,181.161,79.028,86.434,167.971,428.279,156.436,12.479,435.021,283.515,293.649,301.734,50.717,282.01,259.33,213.319,100.356,173.574,298.079,328.338,307.797,176.912,103.372,310.142,438.335
"Edwards",333.51,408.465,460.415,458.48,183.277,440.842,480.315,243.832,114.453,370.555,451.629,114.363,250.479,146.187,225.087,374.509,102.57,275.624,433.962,301.834,242.38,476.37,59.733,0,413.682,136.064,141.59,141.903,71.861,448.411,277.513,222.631,221.702,322.161,62.371,428.103,231.128,320.593,194.142,232.623,144.258,81.528,341.073,438.432,259.03,220.001,182.978,150.91,178.765,434.682,423.557,479.738,184.93,330.51,223.834,280.477,243.225,382.701,185.262,127.738,467.445,135.329,386.721,230.646,196.392,434.6,467.612,116.02,257.803,462.42,208.322,396.358,50.44,209.861,328.716,94.631,331.29,433.23,336.833,288.661,317.407,173.185,71.052,133.414,207.479,471.25,191.647,69.244,468.663,275.539,333.157,293.758,73.768,222.375,199.695,236.37,139.864,165.598,337.587,320.362,347.305,212.123,142.88,345.353,477.843
"Elk",67.638,85.421,128.146,214.942,282.159,180.164,156.07,177.748,287.816,255.577,224.216,313.37,168.016,265.316,206,79.166,334.064,250.929,200.236,549.202,176.447,144.101,374.334,400.062,0,383.432,272.852,536.008,440.105,215.87,138.894,481.893,469.07,146.28,422.222,87.508,458.29,141.954,305.372,396.008,543.412,447.713,165.192,106.163,336.983,619.155,574.592,292.206,367.673,224.349,76.935,111.031,584.084,226.372,450.996,150.772,170.088,198.836,226.621,498.882,112.853,265.034,194.622,313.042,247.879,178.031,257.279,438.227,505.171,163.953,362.971,44.424,384.699,437.023,125.522,347.596,578.658,64.523,313.264,249.48,157.203,420.804,378.603,321.191,214.15,116.658,234.764,362.842,100.733,522.907,157.276,541.126,328.182,621.529,598.94,268.656,292.256,412.966,103.342,567.73,231.969,223.208,288.112,114.255,113.902
"Ellis",345.337,468.208,429.832,563.684,146.926,568.343,449.732,335.004,163.748,475.759,556.833,118.637,260.156,278.097,330.291,423.691,148.104,380.828,539.166,168.942,211.797,445.787,143.726,135.712,383.099,0,132.154,223.734,193.865,553.615,246.93,101.633,88.81,291.578,132.415,470.295,142.612,411.765,307.656,144.107,269.604,135.439,310.49,407.849,222.679,341.803,262.318,264.424,292.09,539.886,459.722,449.155,306.713,299.927,124.246,249.894,282.285,352.118,231.189,249.742,501.032,183.169,491.925,341.967,165.809,404.017,572.816,93.935,124.911,552.132,136.928,427.211,120.484,121.345,298.133,206.691,198.398,402.647,270.799,258.078,286.824,84.669,64.662,67.236,176.896,499.445,297.766,152.213,443.946,142.647,302.574,160.866,185.828,344.177,321.699,368.752,152.129,32.706,307.004,187.47,316.722,317.327,101.206,436.525,447.26
"Ellsworth",234.9,357.771,319.395,433.698,40.599,457.906,339.295,205.018,58.041,345.773,426.847,41.088,149.719,113.134,200.305,293.705,61.782,250.842,409.18,298.288,101.36,335.35,102.052,142.165,272.662,132.518,0,263.726,213.549,423.629,136.493,230.979,218.156,181.141,149.94,359.858,227.833,281.779,175.501,153.174,285.946,175.431,200.053,297.412,116.352,361.689,302.31,132.269,230.437,409.9,349.285,338.718,326.618,189.49,220.539,139.457,152.299,241.681,90.363,269.426,390.595,51.014,361.939,216.341,55.372,293.58,442.83,165.945,254.257,441.695,112.057,316.774,112.417,206.566,187.696,145.038,327.744,292.21,195.813,147.641,176.387,169.89,106.321,70.277,66.459,389.008,167.78,90.56,333.509,271.993,192.137,290.212,124.175,364.063,341.383,207.797,19.974,162.052,196.567,316.816,206.285,187.341,26.298,306.539,336.823
"Finney",474.482,549.437,582.579,599.452,305.441,581.814,602.479,384.804,236.617,500.33,592.601,236.527,363.041,287.159,366.059,515.481,217.004,405.399,574.934,229.418,364.544,598.534,184.167,141.88,535.846,223.345,263.754,0,111.728,589.383,399.677,141.261,253.439,444.325,113.783,569.075,337.752,461.565,310.906,343.438,49.864,89.557,463.237,560.596,381.194,128.718,43.957,259.908,290.19,575.654,564.529,601.902,93.647,452.674,288.875,402.641,355.787,504.865,296.842,111.482,608.417,257.493,527.693,342.071,318.556,556.764,608.584,129.796,269.609,603.392,337.984,537.33,160.925,319.788,450.88,204.253,216.61,555.394,458.997,410.825,439.571,285.725,181.537,261.832,329.643,612.222,332.619,193.678,596.693,197.522,455.321,179.06,214.74,131.092,116.24,345.368,262.028,194.004,459.751,202.044,469.469,330.221,265.044,486.325,600.007
"Ford",384.187,458.645,523.536,469.945,254.661,462.611,554.965,265.601,185.837,388.601,463.094,185.747,294.941,190.649,236.552,424.689,173.954,293.67,445.427,300.385,313.764,539.491,131.117,71.861,440.185,193.478,212.974,111.822,0,459.876,348.897,199.986,223.572,393.545,83.916,478.283,302.512,342.362,199.177,304.007,112.815,58.425,412.457,501.553,330.414,188.558,152.897,148.179,178.461,446.147,473.737,535.379,153.487,401.894,259.008,351.861,287.687,454.085,229.724,73.291,517.625,206.713,398.186,230.342,267.776,505.984,479.077,99.929,259.673,484.189,279.706,446.538,121.824,281.245,400.1,92.524,329.841,488.871,408.217,360.045,388.791,244.569,142.436,204.798,288.496,521.43,236.109,140.628,518.843,274.09,404.541,292.309,141.017,190.932,168.252,233.639,211.248,164.137,408.971,318.913,418.689,218.492,214.264,367.122,533.484
"Franklin",254.414,128.048,257.943,10.676,452.617,36.383,328.415,214.618,391.738,180.966,32.477,434.959,305.59,319.578,225.678,162.232,403.22,248.406,17.715,719.66,399.583,267.469,412.619,448.996,217.692,553.89,419.97,589.991,459.765,0,362.03,652.351,639.528,369.416,479.998,141.536,628.492,185.964,322.319,566.21,572.581,505.489,388.328,249.241,507.185,648.324,631.066,311.866,384.62,75.258,143.202,222.804,613.253,449.508,621.198,373.908,280,423.14,330.817,518.542,114.223,368.956,122.565,336.182,418.337,387.537,73.423,530.526,675.629,60.581,533.429,164.542,442.475,607.225,348.658,367.256,749.116,215.488,518.445,470.273,380.339,591.262,485.558,491.649,382.205,108.661,273.979,404.574,173.992,693.365,380.412,711.584,377.116,650.698,618.6,291.796,399.995,583.424,326.478,738.188,455.105,242.868,458.57,130.485,187.161
"Geary",101.211,224.082,185.706,358.995,145.828,324.217,205.606,144.734,193.992,286.298,365.213,177.039,79.54,185.201,175.073,195.635,197.733,222.615,338.897,412.871,40.116,201.661,238.003,278.116,138.973,247.101,136.521,399.677,365.558,359.923,0,345.562,332.739,47.452,285.891,226.169,296.292,179.639,259.786,234.01,421.897,311.382,64.7,163.723,174.985,497.64,438.261,243.374,322.087,348.224,215.596,205.029,462.569,94.456,288.998,14.441,86.739,121.147,138.293,405.377,256.906,176.706,296.263,265.442,93.445,159.891,381.154,301.896,368.84,308.006,226.64,183.085,248.368,275.025,54.007,273.049,442.327,158.521,186.245,119.773,43.503,284.473,242.272,184.86,77.819,255.319,163.227,226.511,199.82,386.576,56.784,404.795,249.732,500.014,477.334,234.213,155.925,276.635,62.878,431.399,111.251,182.788,151.781,230.724,203.134
