"","Adams","Alexander","Bond","Boone","Brown","Bureau","Calhoun","Carroll","Cass","Champaign","Christian","Clark","Clay","Clinton","Coles","Cook","Crawford","Cumberland","De Witt","DeKalb","Douglas","DuPage","Edgar","Edwards","Effingham","Fayette","Ford","Franklin","Fulton","Gallatin","Greene","Grundy","Hamilton","Hancock","Hardin","Henderson","Henry","Iroquois","Jackson","Jasper","Jefferson","Jersey","Jo Daviess","Johnson","Kane","Kankakee","Kendall","Knox","Lake","LaSalle","Lawrence","Lee","Livingston","Logan","Macon","Macoupin","Madison","Marion","Marshall","Mason","Massac","McDonough","McHenry","McLean","Menard","Mercer","Monroe","Montgomery","Morgan","Moultrie","Ogle","Peoria","Perry","Piatt","Pike","Pope","Pulaski","Putnam","Randolph","Richland","Rock Island","Saline","Sangamon","Schuyler","Scott","Shelby","St. Clair","Stark","Stephenson","Tazewell","Union","Vermilion","Wabash","Warren","Washington","Wayne","White","Whiteside","Will","Williamson","Winnebago","Woodford"
"Adams",0,296.165,426.746,125.653,216.189,81.659,419.534,306.781,233.747,234.446,291.99,383.262,399.26,191.702,313.754,116.016,109.462,352.155,202.332,39.399,352.456,71.027,322.829,163.032,352.456,147.082,194.071,308.061,133.116,570.154,122.923,67.9,353.978,324.017,398.724,216.263,101.993,212.556,613.869,429.917,600.381,383.217,222.541,283.978,380.918,146.026,38.162,226.176,417.959,54.327,435.556,32.864,349.908,581.362,249.835,342.839,406.592,527.098,360.259,374.221,604.151,293.68,117.613,176.068,493.538,219.826,582.777,50.341,307.299,274.297,240.34,152.576,374.85,241.904,141.023,366.721,590.864,101.33,165.879,340.262,182.232,384.741,235.11,276.55,79.736,300.703,420.775,144.018,143.004,177.896,88.539,348.341,363.2,191.287,153.883,75.039,550.675,115.281,144.811,348.997,111.463,109.105
"Alexander",295.829,0,279.306,383.946,192.606,230.714,260.772,252.735,116.653,176.21,80.945,90.236,220.224,113.983,162.96,363.352,353.934,235.295,130.075,334.724,179.272,296.032,214.529,174.892,179.272,211.294,214.823,12.203,340.2,369.35,188.195,268.758,198.476,142.398,105.698,240.262,211.461,301.835,413.065,272.97,399.577,94.068,446.931,90.486,87.892,294.022,295.508,223.715,193.61,246.529,283.449,302.701,125.559,380.558,111.014,73.465,182.243,326.294,244.502,198.365,403.347,118.26,411.618,121.843,269.189,208.923,381.973,329.293,191.542,143.595,209.525,156.614,81.824,159.601,196.546,180.49,390.06,218.134,142.63,153.908,308.494,160.392,112.209,74.312,338.029,132.084,196.426,207.517,401.297,136.237,393.594,232.584,247.443,449.58,158.86,367.973,349.871,345.995,328.656,124.648,369.756,189.976
"Bond",427.114,280.471,0,515.231,230.868,395.478,50.142,133.692,408.036,199.566,199.087,326.652,92.858,253.055,140.824,413.215,418.544,78.576,246.771,466.009,100.127,391.48,109.8,355.216,100.127,262.199,237.82,288.925,520.524,147.012,319.48,341.378,475.808,463.441,324.375,420.586,376.618,260.812,239.949,99.934,227.955,293.969,612.119,196.366,305.076,317.019,368.128,404.039,160.588,377.814,11.112,433.986,228.838,223.152,200.574,240.481,259.333,225.352,66.487,123.511,231.725,431.527,490.883,291.964,281.19,472.959,172.529,442.507,125.511,160.189,485.376,336.938,359.156,193.86,327.831,156.027,289.118,386.406,268.03,129.898,488.818,223.778,207.202,349.572,469.314,151.721,262.179,387.841,532.582,303.242,497.557,102.234,71.133,580.865,326.463,457.44,101.133,501.071,351.653,230.82,501.041,321.261
"Boone",127.777,385.293,515.874,0,305.317,170.787,508.662,395.909,339.274,323.574,381.118,472.39,488.388,280.83,402.882,133.634,136.732,441.283,291.46,60.95,441.584,163.469,411.957,252.16,441.584,274.333,301.265,397.189,179.223,659.282,212.051,195.384,408.399,378.438,487.852,270.684,191.121,274.915,702.997,519.045,689.509,472.345,175.678,373.106,470.046,219.577,120.315,280.597,507.087,143.455,524.684,94.521,439.036,670.49,338.963,431.967,495.72,616.226,449.387,463.349,693.279,348.101,43.318,265.196,582.666,274.247,671.905,108.762,396.427,363.425,294.761,241.704,463.978,331.032,230.151,455.849,679.992,190.458,255.007,429.39,236.924,473.869,324.238,383.226,59.772,389.831,509.903,233.146,96.141,267.024,33.356,437.469,452.328,144.424,243.011,88.503,639.803,161.388,192.401,438.125,64.6,198.233
"Brown",216.1,193.463,230.931,304.217,0,184.464,223.719,110.966,197.022,38.631,143.458,280.56,203.445,57.517,117.939,205.005,210.334,156.34,41.426,254.995,156.641,141.426,127.014,144.202,156.641,34.825,39.136,205.359,309.51,374.339,108.466,114.004,282.388,252.427,296.022,209.572,165.604,116.622,418.054,234.102,404.566,280.515,401.105,151.457,278.216,108.809,140.754,193.025,265.687,166.8,239.741,222.972,247.206,385.547,117.314,240.137,303.89,331.283,164.444,178.406,408.336,220.513,257.012,80.95,387.917,261.945,386.962,174.687,111.484,105.702,274.362,125.924,272.148,59.938,80.443,233.71,395.049,175.392,57.016,144.447,277.804,279.247,90.963,209.65,258.3,154.432,318.073,176.827,321.568,92.228,263.686,152.526,167.385,369.851,115.449,213.367,354.86,290.057,143.443,246.295,290.027,110.247
"Bureau",82.014,234.189,394.499,170.131,183.942,0,387.287,274.534,153.889,202.199,230.014,321.286,367.013,159.455,281.507,183.074,173.656,319.908,170.085,120.909,320.209,115.754,290.582,83.174,320.209,152.958,198.648,246.085,125.848,537.907,90.676,89.751,250.674,220.713,336.748,105.746,22.482,207.535,581.622,397.67,568.134,321.241,203.026,251.731,318.942,167.877,98.191,119.283,355.983,27.03,403.309,88.886,287.932,549.115,217.588,280.863,344.616,494.851,328.012,341.974,571.904,190.376,205.905,143.821,431.562,158.435,550.53,113.506,275.052,242.05,178.949,75.11,245.953,209.657,108.776,334.474,558.617,12.677,133.632,308.015,120.841,322.765,202.863,196.692,124.214,268.456,358.799,63.183,130.576,120.196,179.779,316.094,330.953,177.64,75.769,166.624,518.428,108.013,166.662,287.021,155.941,76.858
"Calhoun",420.147,261.857,50.154,508.264,223.901,388.511,0,179,401.069,192.599,180.473,299.213,57.807,246.088,120.37,406.248,411.577,90.561,239.804,459.042,81.513,384.513,158.294,348.249,81.513,255.232,230.853,261.486,513.557,121.783,312.513,334.411,457.194,399.044,296.936,413.619,369.651,317.865,214.72,58.086,202.726,266.53,605.152,177.752,277.637,310.052,361.161,397.072,125.537,370.847,40.15,427.019,201.399,244.926,184.579,213.042,243.803,190.662,114.339,88.46,206.496,374.906,483.916,284.997,246.5,465.992,147.3,435.54,121.506,139.909,478.409,329.971,340.542,186.893,320.864,120.976,254.428,379.439,261.063,111.284,481.851,196.339,187.131,330.958,462.347,133.107,227.128,380.874,525.615,296.275,490.59,150.728,124.204,573.898,319.496,450.473,75.904,494.104,344.686,203.381,494.074,314.294
"Carroll",306.894,253.885,133.9,395.011,110.648,275.258,179.045,0,287.816,76.603,203.88,340.982,190.338,140.264,104.832,293.361,298.69,91.829,126.551,345.789,143.534,222.857,23.967,234.996,143.534,141.979,99.766,265.781,400.304,278.61,199.26,221.158,373.182,343.221,356.444,300.366,256.398,133.807,404.947,214.568,391.459,336.331,491.899,211.879,338.638,159.82,247.908,283.819,252.58,257.594,142.71,313.766,271.2,372.44,177.736,300.559,301.695,318.176,67.413,165.299,395.229,311.307,371.029,171.744,374.81,352.739,373.855,256.118,71.071,122.844,365.156,216.718,332.57,72.288,207.611,220.603,381.942,266.186,147.81,131.34,368.598,266.14,119.068,300.444,349.094,141.325,315.878,267.621,412.362,183.022,377.703,53.383,70.354,460.645,206.243,337.586,232.731,380.851,231.799,273.182,380.821,201.041
"Cass",233.556,116.232,406.094,338.576,195.537,153.789,398.882,286.129,0,213.794,168.516,157.828,378.608,149.315,246.739,339.008,329.59,331.503,162.948,288.9,331.804,271.688,302.177,73.663,331.804,186.95,213.81,129.747,182.966,457.32,131.671,244.414,99.623,69.662,174.605,74.171,133.597,278.648,501.035,409.265,487.547,186.056,289.697,178.057,179.88,263.919,271.164,65.814,281.58,184.256,414.904,281.511,213.529,468.528,194.793,206.46,270.213,414.264,339.607,353.569,491.317,37.748,374.35,115.052,357.159,120.2,469.943,332.272,286.647,227.374,120.802,74.648,105.679,219.355,172.202,268.46,478.03,141.209,145.227,241.479,151.26,248.362,180.11,56.418,292.659,219.655,284.396,103.569,270.332,98.513,348.224,327.689,342.548,271.904,93.792,334.615,437.841,188.761,288.96,212.618,324.386,147.552
"Champaign",235.002,177.265,200.726,323.119,38.756,203.366,193.514,76.527,215.924,0,127.26,264.362,173.24,63.644,87.734,221.469,226.798,126.135,54.659,273.897,126.436,199.734,89.368,163.104,126.436,70.087,46.074,189.161,328.412,344.134,127.368,149.266,301.29,271.329,279.824,228.474,184.506,133.086,387.849,203.897,374.361,264.317,420.007,135.259,262.018,125.273,176.016,211.927,235.482,185.702,209.536,241.874,231.008,355.342,101.116,223.939,284.597,301.078,134.239,148.201,378.131,239.415,299.137,99.852,357.712,280.847,356.757,250.761,81.279,105.746,293.264,144.826,255.95,44.311,135.719,203.505,364.844,194.294,75.918,114.242,296.706,249.042,74.765,228.552,277.202,124.227,298.78,195.729,340.47,111.13,305.811,122.321,137.18,388.753,134.351,265.694,324.655,308.959,159.907,230.097,308.929,129.149
"Christian",291.373,82.082,199.216,379.49,143.892,226.258,180.682,204.021,168.05,127.496,0,134.122,143.314,84.303,81.122,341.504,349.478,155.205,106.494,330.268,99.182,291.576,158.257,170.436,99.182,167.364,166.109,69.2,335.744,275.66,183.739,264.302,277.419,219.269,149.886,235.806,207.005,253.121,319.375,196.958,305.887,119.48,442.475,9.75,123.661,245.308,291.052,219.259,138.426,242.073,203.359,298.245,86.171,286.868,34.907,79.102,142.855,232.604,182.967,118.275,309.657,195.131,407.162,117.387,229.801,288.179,288.283,324.837,129.103,69.879,300.596,152.158,160.767,110.887,192.09,103.364,296.37,213.678,111.901,73.818,304.038,121.004,56.74,151.183,333.573,51.994,157.038,203.061,396.841,131.781,389.138,166.207,185.908,445.124,154.404,363.517,256.181,341.539,279.942,85.26,365.3,185.52
"Clark",382.392,88.895,327.644,470.509,279.169,317.277,309.11,339.298,156.66,262.773,133.817,0,243.372,200.546,210.033,449.915,440.497,285.437,216.638,421.287,227.61,382.595,301.092,261.455,227.61,297.857,301.386,78.047,337.294,324.132,274.758,355.321,203.983,180.123,19.186,232.061,298.024,388.398,367.847,291.826,354.359,32.682,426.829,129.118,26.506,380.585,382.071,222.752,177.714,333.092,331.787,389.264,101.709,335.34,197.577,67.083,100.239,281.076,313.199,239.149,358.129,155.985,498.181,208.406,195.79,246.648,336.755,415.856,305.249,230.158,247.25,243.177,80.001,246.164,283.109,192.803,344.842,304.697,229.193,191.556,275.323,120.894,198.772,112.037,424.592,169.732,123.027,294.08,487.86,222.8,480.157,342.664,316.14,426.232,245.423,454.536,304.653,343.089,415.219,94.492,456.319,276.539
"Clay",399.68,220.941,92.626,487.797,203.434,368.044,57.55,190.302,307.535,172.132,142.811,242.543,0,225.621,100.016,385.781,391.11,99.369,219.337,438.575,41.012,364.046,164.162,327.782,41.012,234.765,210.386,204.816,493.09,140.356,292.046,313.944,416.278,358.128,240.266,393.152,349.184,297.398,244.224,55.127,230.736,209.86,584.685,140.09,220.967,289.585,340.694,376.605,91.857,350.38,82.622,406.552,144.729,211.717,146.917,156.372,175.224,157.453,127.131,30.904,234.506,333.99,463.449,264.53,214.087,445.525,155.391,415.073,124.812,102.247,457.942,309.504,299.626,166.426,300.397,64.306,221.219,358.972,240.596,73.622,461.384,139.669,149.469,290.042,441.88,95.445,189.36,360.407,505.148,275.808,470.123,156.596,130.072,553.431,299.029,430.006,105.756,473.637,324.219,146.711,473.607,293.827
"Clinton",192.268,114.932,252.794,280.385,57.52,160.632,245.582,140.286,151.494,63.761,83.323,202.029,225.308,0,97.782,259.791,250.373,178.203,16.091,231.163,178.504,192.471,148.877,120.37,178.504,85.401,102.374,126.828,285.678,396.202,84.634,165.197,238.476,208.515,217.491,185.74,141.772,189.386,439.917,255.965,426.429,201.984,377.273,91.322,199.685,181.573,191.947,169.193,209.127,142.968,261.604,199.14,168.675,407.41,57.179,161.606,225.359,353.146,186.307,200.269,430.199,176.601,308.057,35.821,312.305,238.113,408.825,225.732,133.347,78.417,250.53,102.092,193.617,62.611,92.985,174.065,416.912,151.56,26.589,107.046,253.972,203.508,42.454,165.738,234.468,108.047,239.542,152.995,297.736,68.396,290.033,174.389,189.248,346.019,91.617,264.412,376.723,266.225,216.207,167.764,266.195,86.415
"Coles",314.971,165.242,139.572,403.088,118.725,283.335,119.824,105.593,247.429,87.423,80.925,210.458,99.662,98.013,0,301.072,306.401,62.843,99.745,353.866,52.858,279.337,97.177,243.073,52.858,150.056,125.677,177.138,408.381,270.556,207.337,229.235,360.579,282.401,276.061,308.443,264.475,212.689,314.271,130.207,300.783,245.655,499.976,78.204,256.762,204.876,255.985,291.896,161.904,265.671,142.501,321.843,180.524,281.764,59.749,155.438,211.019,227.5,73.325,74.623,304.553,258.263,378.74,179.821,284.134,360.816,283.179,330.364,42.517,19.364,373.233,224.795,243.927,60.081,215.688,129.927,291.266,274.263,155.887,30.323,376.675,175.464,66.587,214.315,357.171,40.308,225.202,275.698,420.439,191.099,385.414,81.878,77.254,468.722,214.32,345.297,251.077,388.928,239.51,182.506,388.898,209.118
"Cook",116.833,363.867,413.879,133.29,204.744,182.678,406.667,294.278,338.857,221.943,340.771,450.964,386.393,259.404,300.887,0,12.006,339.288,237.852,103.67,339.589,70.259,309.962,286.037,339.589,174.356,179.311,375.763,227.257,557.287,205.547,98.95,456.433,426.472,466.426,318.718,203.537,152.961,601.002,417.05,587.514,450.919,262.723,348.77,448.62,97.623,81.894,328.631,448.635,155.871,422.689,119.536,417.61,568.495,314.627,410.541,474.294,514.231,347.392,361.354,591.284,396.135,87.775,243.77,561.24,322.281,569.91,71.848,294.432,318.899,342.795,267.759,442.552,257.464,179.482,416.658,577.997,202.349,233.581,327.395,284.958,462.195,288.276,372.47,146.817,337.38,488.477,245.562,183.186,245.598,93.944,335.474,350.333,231.469,233.785,62.563,537.808,209.422,70.447,416.699,151.645,191.729
"Crawford",110.524,354.258,418.829,137.445,209.694,173.069,411.617,299.228,329.248,226.893,350.083,441.355,391.343,249.795,305.837,11.946,0,344.238,260.425,97.361,344.539,60.65,314.912,276.428,344.539,164.747,184.261,366.154,220.948,562.237,195.938,89.341,445.388,415.427,456.817,307.673,193.928,157.911,605.952,422,592.464,441.31,266.878,353.72,439.011,102.573,72.285,317.586,453.585,146.262,427.639,113.227,408.001,573.445,319.577,400.932,464.685,519.181,352.342,366.304,596.234,385.09,91.425,234.161,551.631,311.236,574.86,65.539,299.382,323.849,331.75,258.15,432.943,262.414,169.873,421.608,582.947,192.74,223.972,332.345,273.642,442.834,293.226,362.861,145.606,342.33,478.868,235.953,187.341,235.989,98.099,340.424,355.283,235.624,224.176,56.254,542.758,203.113,75.397,407.09,155.8,182.12
"Cumberland",352.285,235.985,78.576,440.402,156.039,320.649,77.352,91.652,333.207,124.737,154.601,284.643,100.218,178.226,62.702,338.386,343.715,0,171.942,391.18,59.163,316.651,71.068,280.387,59.163,187.37,162.991,223.103,445.695,198.295,244.651,266.549,431.322,388.612,282.366,345.757,301.789,224.631,320.576,129.778,307.088,251.96,537.29,151.88,263.067,242.19,293.299,329.21,168.209,302.985,87.386,359.157,186.829,288.069,122.452,198.472,217.324,233.805,27.251,80.928,310.858,356.698,416.054,217.135,290.439,398.13,231.338,367.678,48.303,82.067,410.547,262.109,314.67,119.031,253.002,136.232,297.571,311.577,193.201,85.412,413.989,181.769,132.373,305.086,394.485,107.235,231.507,313.012,457.753,228.413,422.728,63.502,32.443,506.036,251.634,382.611,152.416,426.242,276.824,188.811,426.212,246.432
"De Witt",203.202,131.024,245.828,291.319,41.429,171.566,238.616,125.863,163.922,53.528,105.848,218.121,218.342,16.091,99.764,263.669,261.307,171.237,0,242.097,171.538,203.405,141.911,131.304,171.538,69.31,88.274,142.92,296.612,389.236,95.568,176.131,250.904,220.943,233.583,196.674,152.706,175.286,432.951,248.999,419.463,218.076,388.207,113.847,215.777,167.473,202.881,180.127,231.652,153.902,254.638,210.074,184.767,400.444,79.704,177.698,241.451,346.18,179.341,193.303,423.233,189.029,318.991,49.466,328.397,249.047,401.859,236.666,126.381,80.399,261.464,113.026,209.709,56.414,103.919,196.59,409.946,162.494,40.234,109.028,264.906,219.6,53.353,178.166,245.402,100.588,255.634,163.929,308.67,79.33,300.967,167.423,182.282,356.953,102.551,275.346,369.757,277.159,202.107,183.856,277.129,97.349
"DeKalb",40.281,335.353,465.934,60.902,255.377,120.847,458.722,345.969,288.928,273.634,331.178,422.45,438.448,230.89,352.942,104.136,97.582,391.343,241.52,0,391.644,104.775,362.017,202.22,391.644,161.546,252.789,347.249,128.877,609.342,162.111,82.364,358.053,328.092,437.912,220.338,141.181,226.439,653.057,469.105,639.569,422.405,196.34,323.166,420.106,171.101,55.614,230.251,457.147,93.515,474.744,30.655,389.096,620.55,289.023,382.027,445.78,566.286,399.447,413.409,643.339,297.755,84.815,215.256,532.726,223.901,621.965,49.496,346.487,313.485,244.415,191.764,414.038,281.092,180.211,405.909,630.052,140.518,205.067,379.45,186.578,423.929,274.298,332.88,53.535,339.891,459.963,183.206,116.803,217.084,50.189,387.529,402.388,165.086,193.071,45.949,589.863,111.042,143.925,388.185,85.262,148.293
"Douglas",353.174,180.343,100.033,441.291,156.928,321.538,81.499,143.796,266.311,125.626,98.959,226.524,41.259,179.115,53.51,339.275,344.604,58.494,172.831,392.069,0,317.54,123.287,281.276,0,188.259,163.88,188.797,446.584,218.742,245.54,267.438,375.68,317.53,224.247,346.646,302.678,250.892,262.457,94.903,248.969,193.841,538.179,96.238,204.948,243.079,294.188,330.099,110.09,303.874,104.176,360.046,128.71,229.95,103.065,140.353,159.205,175.686,86.256,22.809,252.739,293.392,416.943,218.024,232.32,399.019,231.365,368.567,78.306,58.395,411.436,262.998,259.028,119.92,253.891,78.113,239.452,312.466,194.09,29.77,414.878,123.65,105.617,249.444,395.374,51.593,173.388,313.901,458.642,229.302,423.617,115.721,89.197,506.925,252.523,383.5,145.532,427.131,277.713,130.692,427.101,247.321
"DuPage",70.982,296.14,391.425,164.474,141.44,114.951,384.213,271.824,271.13,199.489,291.965,383.237,363.939,191.677,278.433,70.188,60.77,316.834,202.307,104.927,317.135,0,287.508,218.31,317.135,106.629,156.857,308.036,228.514,534.833,137.82,31.223,387.27,357.309,398.699,249.555,135.81,130.507,578.548,394.596,565.06,383.192,293.907,283.953,380.893,63.977,31.377,259.468,426.181,88.144,400.235,136.133,349.883,546.041,249.81,342.814,406.567,491.777,324.938,338.9,568.83,326.972,118.454,176.043,493.513,253.118,547.456,33.309,271.978,274.272,273.632,200.032,374.825,197.776,111.755,366.696,555.543,134.622,165.854,304.941,215.524,384.716,235.085,304.743,153.172,300.678,420.75,177.835,214.37,177.871,125.128,313.02,327.879,262.653,166.058,74.809,515.354,210.679,62.762,348.972,182.829,124.002
"Edgar",322.549,215.696,110.008,410.666,126.303,290.913,158.493,23.967,303.471,89.787,158.669,302.793,164.456,148.49,96.436,308.65,313.979,71.406,142.206,361.444,123.401,286.915,0,250.651,123.401,157.634,133.255,227.592,415.959,254.718,214.915,236.813,388.837,358.876,346.604,316.021,272.053,160.774,384.814,194.016,371.326,316.198,507.554,166.668,327.305,212.454,263.563,299.474,232.447,273.249,118.818,329.421,251.067,352.307,128.457,262.37,281.562,298.043,43.521,145.166,375.096,326.962,386.318,187.399,354.677,368.394,280.235,337.942,54.254,114.448,380.811,232.373,294.381,89.295,223.266,200.47,361.809,281.841,163.465,122.944,384.253,246.007,110.672,264.769,364.749,132.929,295.745,283.276,428.017,198.677,392.992,29.491,46.462,476.3,221.898,352.875,208.839,396.506,247.088,253.049,396.476,216.696
"Edwards",163.251,174.691,354.014,251.368,143.457,83.484,346.802,234.049,73.65,161.714,170.516,261.788,326.528,118.97,241.022,286.928,277.51,279.423,129.6,202.146,279.724,219.608,250.097,0,279.724,134.87,161.73,186.587,165.97,472.225,61.098,171.559,203.747,173.786,277.25,66.032,63.292,226.568,515.94,357.185,502.452,261.743,272.701,180.057,259.444,211.839,179.999,49.485,296.485,113.951,362.824,170.123,228.434,483.433,161.263,221.365,285.118,429.169,287.527,301.489,506.222,143.449,287.142,90.624,372.064,118.405,484.848,195.314,234.567,201.565,130.822,18.343,178.302,169.172,120.122,283.365,492.935,70.904,93.147,267.53,134.264,263.267,162.378,129.041,205.451,212.131,299.301,28.372,193.48,60.698,261.016,275.609,290.468,254.908,32.948,247.861,452.746,171.765,236.88,227.523,237.178,72.473
"Effingham",353.174,180.343,100.033,441.291,156.928,321.538,81.499,143.796,266.311,125.626,98.959,226.524,41.259,179.115,53.51,339.275,344.604,58.494,172.831,392.069,0,317.54,123.287,281.276,0,188.259,163.88,188.797,446.584,218.742,245.54,267.438,375.68,317.53,224.247,346.646,302.678,250.892,262.457,94.903,248.969,193.841,538.179,96.238,204.948,243.079,294.188,330.099,110.09,303.874,104.176,360.046,128.71,229.95,103.065,140.353,159.205,175.686,86.256,22.809,252.739,293.392,416.943,218.024,232.32,399.019,231.365,368.567,78.306,58.395,411.436,262.998,259.028,119.92,253.891,78.113,239.452,312.466,194.09,29.77,414.878,123.65,105.617,249.444,395.374,51.593,173.388,313.901,458.642,229.302,423.617,115.721,89.197,506.925,252.523,383.5,145.532,427.131,277.713,130.692,427.101,247.321
"Fayette",147.27,212.015,262.14,272.239,34.811,152.486,254.928,142.175,187.005,69.84,166.707,299.112,234.654,85.384,149.148,173.921,164.503,187.549,69.293,161.768,187.85,106.601,158.223,134.185,187.85,0,46.989,223.911,275.914,405.548,75.865,79.179,292.251,262.29,314.574,199.555,133.626,98.652,449.263,265.311,435.775,299.067,369.127,174.706,296.768,90.839,105.929,183.008,296.896,134.822,270.95,190.994,265.758,416.756,140.563,258.689,322.442,362.492,195.653,209.615,439.545,231.943,222.187,91.918,409.388,251.928,418.171,139.862,142.693,141.258,264.345,115.907,290.7,91.147,46.811,264.919,426.258,143.414,84.883,175.656,270.907,310.456,114.212,220.618,226.322,161.447,336.625,161.115,289.59,93.746,228.861,183.735,198.594,337.873,96.558,178.542,386.069,258.079,125.473,264.847,258.049,78.269
"Ford",194.245,215.508,238.611,302.22,39,198.494,231.399,100.057,215.066,46.675,165.503,302.605,211.125,101.887,125.619,178.532,183.861,164.02,88.496,252.875,164.321,156.797,134.694,162.246,164.321,46.975,0,227.404,327.554,382.019,122.496,126.154,313.07,283.109,318.067,227.616,179.634,90.149,425.734,241.782,412.246,302.56,431.653,173.502,300.261,82.336,187.795,211.069,273.367,180.83,247.421,237.002,269.251,393.227,139.359,262.182,322.482,338.963,172.124,186.086,416.016,251.195,256.2,111.632,395.597,279.989,394.642,207.824,119.164,143.631,292.406,143.968,294.193,82.196,93.786,241.39,402.729,189.422,87.698,152.127,295.848,286.927,113.008,240.332,272.33,162.112,336.665,194.871,352.116,122.91,262.874,160.206,175.065,400.399,133.493,222.757,362.54,304.087,116.97,268.34,320.575,124.277
"Franklin",307.736,12.199,289.046,395.853,204.513,242.621,270.512,264.642,129.749,188.117,69.166,76.813,204.774,125.89,174.867,375.259,365.841,223.516,141.982,346.631,189.012,307.939,226.436,186.799,189.012,223.201,226.73,0,352.107,353.9,200.102,280.665,205.071,158.656,92.275,252.169,223.368,313.742,397.615,257.52,384.127,86.449,458.838,79.103,82.941,305.929,307.415,235.622,178.16,258.436,293.189,314.608,110.109,365.108,122.921,61.261,166.793,310.844,251.278,200.551,387.897,134.518,423.525,133.75,253.739,225.181,366.523,341.2,203.449,155.502,225.783,168.521,74.991,171.508,208.453,165.04,374.61,230.041,154.537,142.129,320.401,144.942,124.116,90.57,349.936,120.305,180.976,219.424,413.204,148.144,405.501,244.491,254.219,461.487,170.767,379.88,334.421,357.902,340.563,109.198,381.663,201.883
"Fulton",133.39,340.944,520.267,179.357,309.71,125.036,513.055,400.302,183.092,327.967,336.769,337.67,492.781,285.223,407.275,227.693,221.139,445.676,295.853,129.681,445.977,228.332,416.35,166.411,445.977,275.5,321.19,352.84,0,638.478,213.218,195.992,252.217,222.256,354.447,114.502,145.031,349.996,682.193,523.438,668.705,427.996,80.569,346.31,355.652,294.658,179.171,124.415,462.738,140.388,529.077,122.292,394.687,649.686,327.516,387.618,451.371,595.422,453.78,467.742,672.475,191.919,215.131,256.877,538.317,127.469,651.101,173.053,400.82,367.818,147.983,184.596,273.659,335.425,231.318,449.618,659.188,135.226,259.4,433.783,80.742,429.52,328.631,227.044,133.44,378.384,465.554,128.433,84.213,226.951,189.005,441.862,456.721,85.282,199.201,175.396,618.999,18.005,267.482,393.776,116.08,199.4
"Gallatin",571.144,370.506,147.045,659.261,374.898,539.508,121.826,278.435,457.1,343.596,276.066,323.501,140.532,347.549,271.48,557.245,562.574,204.723,390.801,610.039,218.637,535.51,254.543,472.638,218.637,406.229,381.85,354.381,637.946,0,463.51,485.408,510.841,530.323,321.224,538.008,520.648,468.862,117.8,93.233,105.806,290.818,756.149,273.345,301.925,461.049,512.158,521.461,163.74,521.844,135.928,578.016,245.858,101.003,290.435,297.999,235.371,70.411,211.23,197.925,109.576,470.969,634.913,435.994,158.37,590.381,34.918,586.537,235.668,273.711,602.798,454.36,400.001,337.89,471.861,188.081,137.39,530.436,412.06,245.086,606.24,233.475,320.933,427.021,613.344,266.909,218.696,505.263,676.612,433.983,641.587,246.977,215.876,724.895,470.493,601.47,56.496,645.101,495.683,247.885,645.071,465.291
"Greene",121.101,187.571,318.152,209.218,107.595,89.465,310.94,198.187,132.703,125.852,183.396,274.668,290.666,83.108,205.16,205.904,196.486,243.561,93.738,159.996,243.862,138.584,214.235,60.384,243.862,75.853,122.301,199.467,212.893,461.56,0,111.31,237.949,207.988,290.13,125.754,55.776,145.95,505.275,321.323,491.787,274.623,306.106,175.384,272.324,130.815,137.849,109.207,309.365,71.801,326.962,127.973,241.314,472.768,141.241,234.245,297.998,418.504,251.665,265.627,495.557,177.641,244.992,67.474,384.944,178.127,474.183,153.164,198.705,165.703,190.544,46.011,266.256,133.31,30.73,258.127,482.27,65.564,57.285,231.668,207.886,276.147,126.516,175.506,163.301,192.109,312.181,85.884,226.569,69.302,218.866,239.747,254.606,274.852,32.184,205.711,442.081,195.058,155.856,240.403,195.028,13.817
"Grundy",68.09,268.857,341.321,193.141,113.992,90.714,334.109,221.356,243.847,149.021,264.682,355.954,313.835,164.394,228.329,99.586,90.168,266.73,175.024,82.588,267.031,32.266,237.404,191.027,267.031,79.181,126.17,280.753,196.294,484.729,110.537,0,363.033,333.072,371.416,225.318,111.573,128.762,528.444,344.492,514.956,355.909,290.029,256.67,353.61,64.531,26.749,235.231,376.077,63.907,350.131,111.896,322.6,495.937,222.527,315.531,379.284,441.673,274.834,288.796,518.726,302.735,147.852,148.76,466.23,228.881,497.352,46.638,221.874,246.989,249.395,172.749,347.542,170.328,84.472,339.413,505.439,110.385,138.571,254.837,191.287,357.433,207.802,277.46,147.224,273.395,393.467,153.598,210.492,150.588,104.21,262.916,277.775,258.775,138.775,78.58,465.25,178.459,65.265,321.689,178.951,96.719
